logY Y Sw sqrtY_times_Sw
6.90675 999 -0.0006476518320 -0.020470
6.93049 1023 -0.001897845600 -0.060701
6.95368 1047 -0.0005049823964 -0.016340
6.97635 1071 0.003889277732 0.127281
6.99942 1096 0.006752240932 0.223539
7.02287 1122 0.004961240860 0.166183
7.04578 1148 0.002574365751 0.087225
7.06902 1175 -0.0003684456231 -0.012630
7.09174 1202 -0.001528077344 -0.052978
7.11477 1230 -0.00001311890839 -0.000460
7.13807 1259 0.001350903978 0.047933
7.16162 1289 0.002452089846 0.088037
7.18463 1319 0.002221069055 0.080665
7.20712 1349 0.0003053061995 0.011214
7.23056 1381 -0.0007083862044 -0.026325
7.25347 1413 0.001341806401 0.050438
7.27656 1446 0.001546530082 0.058809
7.29980 1480 0.001190064605 0.045783
7.32317 1515 0.0006408619075 0.024944
7.34601 1550 -0.001240267271 -0.048829
7.36897 1586 -0.001497677625 -0.059644
7.39203 1623 -0.002268029411 -0.091371
7.41518 1661 -0.003690209439 -0.150396
7.43838 1700 -0.004414739772 -0.182024
7.46164 1740 -0.004144260358 -0.172871
7.48437 1780 -0.003396927406 -0.143317
7.50769 1822 -0.002626582661 -0.112115
7.53048 1864 -0.001985983966 -0.085743
7.55381 1908 -0.001761049518 -0.076924
7.57712 1953 0.0004928271218 0.021779
7.59990 1998 0.001903475187 0.085083
7.62315 2045 0.002117029817 0.095736
7.64635 2093 0.001666985388 0.076263
7.66950 2142 0.001408810304 0.065202
7.69257 2192 0.001398575157 0.065480
7.71557 2243 0.001416206381 0.067072
7.73849 2295 0.001462700888 0.070072
7.76174 2349 0.001563053742 0.075756
7.78489 2404 0.001093741054 0.053627
7.80792 2460 0.002449355855 0.121484
7.83082 2517 0.003284644910 0.164790
7.85399 2576 0.004138405049 0.210042
7.87702 2636 0.003101870058 0.159256
7.90027 2698 0.0008791589307 0.045666
7.92335 2761 -0.0008675958837 -0.045588
7.94626 2825 -0.001263414117 -0.067151
7.96936 2891 -0.0009021542676 -0.048507
7.99261 2959 -0.001094025713 -0.059511
8.01566 3028 -0.001102152643 -0.060648
8.03883 3099 -0.0008770625948 -0.048825
8.06180 3171 -0.001874260937 -0.105543
8.08487 3245 -0.003380604477 -0.192576
8.10802 3321 -0.002504138917 -0.144309
8.13094 3398 -0.0009333122410 -0.054405
8.15421 3478 0.0006795213510 0.040074
8.17723 3559 0.0007789535556 0.046470
8.20029 3642 0.001402817641 0.084659
8.22336 3727 0.0007469529049 0.045601
8.24643 3814 -0.0003924928902 -0.024239
8.26950 3903 -0.0007971381386 -0.049800
8.29255 3994 -0.0006308363183 -0.039868
8.31581 4088 -0.001724386959 -0.110253
8.33878 4183 -0.002423987216 -0.156774
8.36194 4281 -0.001464610180 -0.095828
8.38503 4381 0.0005966113164 0.039489
8.40805 4483 0.001898148191 0.127091
8.43120 4588 0.002459781433 0.166613
8.45425 4695 0.003622792379 0.248234
8.47741 4805 0.004103550103 0.284450
8.50045 4917 0.002483141722 0.174121
8.52357 5032 0.001025029320 0.072712
8.54656 5149 0.00002665570865 0.001913
8.56960 5269 -0.001309264791 -0.095037
8.59267 5392 -0.001492734640 -0.109612
8.61577 5518 -0.001297798990 -0.096405
8.63888 5647 -0.0004946660063 -0.037172
