logY Y P PoverSqrtY A AoverSqrtY
7.52240 1849 0.4801 0.011166 0.108347 0.002520
7.52402 1852 0.3710 0.008621 0.061190 0.001422
7.52564 1855 0.5573 0.012939 0.028604 0.000664
7.52779 1859 0.6944 0.016106 0.122598 0.002843
7.52941 1862 0.5533 0.012823 -0.016402 -0.000380
7.53155 1866 0.3652 0.008453 -0.115807 -0.002681
7.53316 1869 0.3740 0.008652 0.118732 0.002746
7.53530 1873 0.1685 0.003893 0.119773 0.002768
7.53690 1876 0.1437 0.003317 -0.157334 -0.003633
7.53903 1880 0.0302 0.000697 0.034419 0.000794
7.54062 1883 -0.0632 -0.001457 0.241668 0.005569
7.54274 1887 0.0440 0.001014 0.015665 0.000361
7.54433 1890 -0.0179 -0.000411 -0.046416 -0.001068
7.54645 1894 -0.1508 -0.003466 0.140199 0.003221
7.54803 1897 -0.1892 -0.004343 0.068842 0.001581
7.55014 1901 -0.1629 -0.003737 -0.126387 -0.002899
7.55171 1904 -0.2144 -0.004914 0.108829 0.002494
7.55381 1908 -0.2713 -0.006211 0.252956 0.005791
7.55538 1911 -0.0037 -0.000085 -0.075375 -0.001724
7.55747 1915 -0.1768 -0.004040 -0.113332 -0.002590
7.55904 1918 -0.6034 -0.013778 0.210424 0.004805
7.56112 1922 -0.4372 -0.009971 0.037512 0.000856
7.56320 1926 -0.4991 -0.011373 -0.096832 -0.002206
7.56476 1929 -0.6982 -0.015898 0.068477 0.001559
7.56683 1933 -0.7975 -0.018139 0.240268 0.005465
7.56838 1936 -0.4701 -0.010684 -0.006980 -0.000159
7.57044 1940 -0.3456 -0.007846 -0.030632 -0.000695
7.57250 1944 -0.3427 -0.007773 0.161718 0.003668
7.57405 1947 -0.2131 -0.004830 0.098764 0.002238
7.57610 1951 -0.1253 -0.002837 -0.095797 -0.002169
7.57763 1954 -0.3180 -0.007194 -0.026225 -0.000593
7.57968 1958 -0.6254 -0.014133 0.219581 0.004962
7.58172 1962 -0.3301 -0.007453 0.098494 0.002224
7.58325 1965 -0.1064 -0.002399 -0.018675 -0.000421
7.58528 1969 -0.2095 -0.004722 0.177542 0.004001
7.58731 1973 -0.0468 -0.001053 0.207017 0.004661
7.58883 1976 0.0646 0.001454 -0.073287 -0.001649
7.59085 1980 -0.0481 -0.001082 -0.097036 -0.002181
7.59287 1984 -0.4024 -0.009034 0.121063 0.002718
7.59438 1987 -0.4174 -0.009364 0.047587 0.001068
7.59639 1991 -0.4667 -0.010459 -0.153146 -0.003432
7.59840 1995 -0.5317 -0.011905 0.042702 0.000956
7.59990 1998 -0.6104 -0.013655 0.216663 0.004847
7.60190 2002 -0.5925 -0.013242 0.083093 0.001857
7.60390 2006 -0.5122 -0.011435 -0.142492 -0.003181
7.60589 2010 -0.5741 -0.012806 0.100992 0.002253
7.60738 2013 -0.5718 -0.012746 0.228110 0.005084
7.60937 2017 -0.5421 -0.012071 0.004453 0.000099
7.61135 2021 -0.2453 -0.005456 0.023474 0.000522
7.61332 2025 0.1411 0.003135 0.080575 0.001791
7.61481 2028 0.1424 0.003161 0.210593 0.004676
7.61678 2032 0.1790 0.003971 0.034835 0.000773
7.61874 2036 0.2867 0.006355 0.013318 0.000295
7.62071 2040 0.5226 0.011570 -0.002064 -0.000046
7.62217 2043 0.3676 0.008132 0.205818 0.004554
7.62413 2047 0.5999 0.013259 0.150440 0.003325
7.62608 2051 1.0766 0.023771 -0.013488 -0.000298
7.62803 2055 1.2557 0.027700 0.002995 0.000066
7.62998 2059 1.0613 0.023390 0.114853 0.002531
7.63143 2062 0.9622 0.021190 0.131436 0.002894
7.63337 2066 1.2385 0.027247 -0.075970 -0.001671
7.63530 2070 1.1289 0.024812 -0.012099 -0.000266
7.63723 2074 1.1134 0.024449 0.079939 0.001755
7.63916 2078 1.0379 0.022768 0.250830 0.005502
7.64108 2082 1.1444 0.025081 0.078202 0.001714
7.64300 2086 1.2433 0.027221 -0.081330 -0.001781
7.64444 2089 1.3221 0.028928 0.142497 0.003118
7.64635 2093 1.2927 0.028256 0.170597 0.003729
7.64826 2097 1.1842 0.025861 -0.002049 -0.000045
7.65017 2101 1.2282 0.026795 -0.018754 -0.000409
7.65207 2105 1.4194 0.030937 0.083374 0.001817
7.65397 2109 1.5267 0.033243 0.072761 0.001584
