logY Y P PoverSqrtY A AoverSqrtY
7.53530 1873 4.5252 0.104560 0.033809 0.000781
7.53690 1876 4.3785 0.101090 -0.153621 -0.003547
7.53903 1880 4.3622 0.100607 0.078911 0.001820
7.54062 1883 4.4330 0.102159 0.170627 0.003932
7.54274 1887 4.6979 0.108147 -0.076209 -0.001754
7.54433 1890 4.5345 0.104303 0.065381 0.001504
7.54645 1894 4.6226 0.106217 0.032836 0.000754
7.54803 1897 4.6887 0.107651 -0.054701 -0.001256
7.55014 1901 4.8695 0.111685 0.039388 0.000903
7.55171 1904 5.4909 0.125839 0.127791 0.002929
7.55381 1908 5.5123 0.126194 0.062573 0.001433
7.55538 1911 5.4181 0.123941 0.048617 0.001112
7.55747 1915 6.2147 0.142015 0.066086 0.001510
7.55904 1918 6.1648 0.140765 0.066602 0.001521
7.56112 1922 5.6340 0.128511 -0.108470 -0.002474
7.56320 1926 5.4262 0.123643 -0.013313 -0.000303
7.56476 1929 5.6072 0.127669 0.131640 0.002997
7.56683 1933 6.6969 0.152319 0.201195 0.004576
7.56838 1936 7.0558 0.160359 0.003481 0.000079
7.57044 1940 7.0295 0.159596 -0.020149 -0.000457
7.57250 1944 6.8608 0.155606 0.056291 0.001277
7.57405 1947 6.7405 0.152760 -0.068106 -0.001543
7.57610 1951 6.8749 0.155646 -0.054445 -0.001233
7.57763 1954 6.7035 0.151648 0.079114 0.001790
7.57968 1958 6.6604 0.150519 0.087280 0.001972
7.58172 1962 6.6463 0.150047 -0.134403 -0.003034
7.58325 1965 6.5468 0.147689 0.032983 0.000744
7.58528 1969 6.5232 0.147007 0.064544 0.001455
7.58731 1973 6.0151 0.135419 0.116043 0.002612
7.58883 1976 6.1375 0.138070 0.018694 0.000421
7.59085 1980 6.3827 0.143441 0.074957 0.001685
7.59287 1984 6.4240 0.144224 0.014345 0.000322
7.59438 1987 6.3536 0.142534 -0.077292 -0.001734
7.59639 1991 6.2982 0.141149 -0.065689 -0.001472
7.59840 1995 6.0210 0.134802 -0.060942 -0.001364
7.59990 1998 6.0361 0.135039 0.186011 0.004161
7.60190 2002 6.8320 0.152692 -0.062445 -0.001396
7.60390 2006 7.7260 0.172500 -0.046310 -0.001034
7.60589 2010 7.5962 0.169434 0.016829 0.000375
7.60738 2013 7.4217 0.165419 0.040584 0.000905
7.60937 2017 6.8892 0.153396 -0.085957 -0.001914
7.61135 2021 6.4733 0.143992 0.004970 0.000111
7.61332 2025 6.5261 0.145024 -0.028779 -0.000640
7.61481 2028 5.8399 0.129679 0.059658 0.001325
7.61678 2032 5.7697 0.127994 -0.032402 -0.000719
7.61874 2036 5.8128 0.128824 -0.064688 -0.001434
7.62071 2040 5.2232 0.115644 -0.058966 -0.001306
7.62217 2043 4.9719 0.110000 0.092046 0.002036
7.62413 2047 5.4293 0.120002 -0.147113 -0.003252
7.62608 2051 5.2350 0.115595 -0.103495 -0.002285
7.62803 2055 5.2304 0.115381 0.115383 0.002545
7.62998 2059 5.0409 0.111090 0.097005 0.002138
7.63143 2062 5.0837 0.111952 -0.102504 -0.002257
7.63337 2066 5.3727 0.118202 0.105252 0.002316
7.63530 2070 5.4896 0.120658 0.042956 0.000944
7.63723 2074 5.3975 0.118519 -0.023058 -0.000506
7.63916 2078 4.9637 0.108889 0.046321 0.001016
7.64108 2082 4.7312 0.103689 -0.128613 -0.002819
7.64300 2086 4.5248 0.099070 0.060832 0.001332
7.64444 2089 3.9695 0.086850 0.082597 0.001807
7.64635 2093 3.8432 0.084006 0.022191 0.000485
7.64826 2097 3.3144 0.072379 -0.066103 -0.001444
7.65017 2101 2.8504 0.062187 -0.041860 -0.000913
7.65207 2105 2.7565 0.060079 -0.039222 -0.000855
7.65397 2109 2.4669 0.053716 0.073686 0.001605
7.65586 2113 3.1580 0.068700 0.049236 0.001071
7.65776 2117 3.1405 0.068255 -0.079857 -0.001736
7.65964 2121 3.1461 0.068312 -0.049860 -0.001083
7.66153 2125 3.3026 0.071643 -0.102703 -0.002228
7.66341 2129 2.7896 0.060458 -0.037669 -0.000816
7.66528 2133 2.5269 0.054713 0.120510 0.002609
7.66669 2136 2.6467 0.057267 -0.054477 -0.001179
7.66856 2140 2.5066 0.054185 -0.045851 -0.000991
7.67043 2144 1.8206 0.039319 0.087873 0.001898
7.67229 2148 1.8013 0.038867 0.073346 0.001583
7.67415 2152 1.7636 0.038018 -0.023061 -0.000497
7.67601 2156 2.7554 0.059343 0.022513 0.000485
7.67786 2160 2.1614 0.046507 0.003084 0.000066
7.67971 2164 2.0788 0.044688 0.074663 0.001605
7.68156 2168 2.0960 0.045014 0.072430 0.001556
7.68340 2172 1.9682 0.042231 -0.135871 -0.002915
7.68570 2177 1.8526 0.039706 -0.093685 -0.002008
7.68754 2181 2.5610 0.054839 -0.004223 -0.000090
7.68937 2185 2.6844 0.057429 0.152879 0.003271
7.69120 2189 3.0557 0.065310 0.103068 0.002203
7.69303 2193 3.1615 0.067510 0.098442 0.002102
7.69485 2197 4.4851 0.095687 -0.074539 -0.001590
7.69667 2201 3.9604 0.084416 0.010856 0.000231
7.69848 2205 4.5221 0.096301 0.018872 0.000402
7.70030 2209 4.0070 0.085255 0.110752 0.002356
7.70210 2213 3.9892 0.084799 0.072607 0.001543
7.70391 2217 3.5109 0.074565 -0.193445 -0.004108
7.70571 2221 3.4949 0.074158 0.006441 0.000137
7.70796 2226 3.6852 0.078108 -0.049564 -0.001051
7.70976 2230 3.2266 0.068326 0.107979 0.002287
7.71155 2234 3.3979 0.071890 0.044784 0.000948
7.71334 2238 3.7883 0.080078 0.101302 0.002141
7.71512 2242 4.0308 0.085128 -0.020668 -0.000437
7.71691 2246 4.1818 0.088238 -0.065877 -0.001390
7.71869 2250 4.0210 0.084770 -0.056208 -0.001185
7.72091 2255 5.1210 0.107840 0.056273 0.001185
7.72268 2259 5.1568 0.108498 0.057489 0.001210
7.72445 2263 5.1060 0.107334 0.113097 0.002377
7.72621 2267 5.2575 0.110421 -0.118754 -0.002494
7.72798 2271 5.2248 0.109638 0.005961 0.000125
7.73017 2276 5.5791 0.116944 -0.017525 -0.000367
7.73193 2280 5.3927 0.112937 -0.001812 -0.000038
7.73368 2284 5.7184 0.119653 0.088258 0.001847
7.73543 2288 5.3276 0.111379 0.123657 0.002585
7.73762 2293 5.2517 0.109672 0.064850 0.001354
7.73936 2297 4.8345 0.100872 -0.091444 -0.001908
7.74110 2301 4.7878 0.099810 -0.028458 -0.000593
7.74284 2305 4.7378 0.098682 0.037484 0.000781
7.74500 2310 4.9334 0.102645 0.001706 0.000035
7.74673 2314 4.7739 0.099240 0.025423 0.000529
7.74846 2318 4.6318 0.096203 0.144894 0.003009
7.75061 2323 5.1443 0.106733 0.089638 0.001860
7.75234 2327 5.1027 0.105779 -0.154444 -0.003202
7.75405 2331 4.9331 0.102175 -0.013782 -0.000285
7.75620 2336 5.3495 0.110683 -0.102990 -0.002131
7.75791 2340 5.1147 0.105734 0.050272 0.001039
7.75961 2344 5.6856 0.117434 0.046969 0.000970
7.76174 2349 6.1600 0.127099 0.016417 0.000339
7.76345 2353 5.7228 0.117978 0.102916 0.002122
7.76514 2357 6.0705 0.125040 -0.049560 -0.001021
7.76726 2362 6.0519 0.124524 -0.004725 -0.000097
7.76896 2366 5.3676 0.110351 -0.032099 -0.000660
7.77107 2371 5.0968 0.104673 -0.071096 -0.001460
7.77275 2375 5.0611 0.103852 0.010576 0.000217
7.77444 2379 4.9776 0.102053 0.017464 0.000358
7.77654 2384 5.4185 0.110975 0.031680 0.000649
7.77821 2388 5.3398 0.109272 0.133704 0.002736
