logY Y P PoverSqrtY
6.90675 999 -14.1133 -0.446524
6.90975 1002 -14.8143 -0.468000
6.91175 1004 -14.5231 -0.458345
6.91374 1006 -14.2227 -0.448418
6.91672 1009 -13.8231 -0.435170
6.91870 1011 -14.2567 -0.448376
6.92067 1013 -14.4070 -0.452655
6.92264 1015 -14.4403 -0.453255
6.92560 1018 -14.7856 -0.463411
6.92756 1020 -14.6824 -0.459723
6.92952 1022 -14.4763 -0.452828
6.93245 1025 -14.9950 -0.468364
6.93440 1027 -15.0770 -0.470468
6.93634 1029 -14.8276 -0.462236
6.93828 1031 -14.8093 -0.461218
6.94119 1034 -14.7453 -0.458558
6.94312 1036 -14.3677 -0.446383
6.94505 1038 -14.8325 -0.460378
6.94794 1041 -14.4014 -0.446355
6.94986 1043 -14.1510 -0.438173
6.95273 1046 -14.7132 -0.454928
6.95464 1048 -14.6186 -0.451570
6.95655 1050 -15.2176 -0.469625
6.95940 1053 -15.4798 -0.477036
6.96130 1055 -15.1939 -0.467782
6.96319 1057 -14.6811 -0.451567
6.96602 1060 -14.4718 -0.444498
6.96791 1062 -14.5089 -0.445217
6.97073 1065 -13.9240 -0.426666
6.97261 1067 -14.1098 -0.431956
6.97448 1069 -13.9038 -0.425250
6.97728 1072 -13.8973 -0.424457
6.97915 1074 -14.5645 -0.444420
6.98193 1077 -13.6470 -0.415842
6.98379 1079 -13.4425 -0.409231
6.98564 1081 -13.3212 -0.405165
6.98841 1084 -12.8141 -0.389201
6.99026 1086 -13.1638 -0.399454
6.99302 1089 -13.0679 -0.395998
6.99485 1091 -13.0833 -0.396101
6.99760 1094 -13.5024 -0.408229
6.99942 1096 -13.4199 -0.405362
7.00216 1099 -13.0896 -0.394845
7.00397 1101 -13.4319 -0.404802
7.00670 1104 -14.2024 -0.427442
7.00851 1106 -13.9917 -0.420719
7.01121 1109 -14.0063 -0.420588
7.01302 1111 -13.7974 -0.413941
7.01571 1114 -13.5000 -0.404476
7.01751 1116 -13.7641 -0.412018
7.02019 1119 -12.8828 -0.385119
7.02198 1121 -12.6730 -0.378511
7.02465 1124 -13.0310 -0.388681
7.02643 1126 -13.0611 -0.389235
7.02909 1129 -13.4908 -0.401503
7.03086 1131 -13.9175 -0.413839
7.03351 1134 -14.0974 -0.418633
7.03527 1136 -13.7274 -0.407286
7.03791 1139 -13.7108 -0.406257
7.03966 1141 -13.7366 -0.406666
7.04229 1144 -14.5045 -0.428835
7.04491 1147 -14.3823 -0.424665
7.04665 1149 -14.6354 -0.431763
7.04925 1152 -15.7874 -0.465140
7.05099 1154 -15.3953 -0.453196
7.05359 1157 -15.4883 -0.455341
7.05618 1160 -15.0052 -0.440568
7.05790 1162 -14.6414 -0.429516
7.06048 1165 -14.5941 -0.427577
7.06219 1167 -14.6729 -0.429518
7.06476 1170 -15.2385 -0.445502
7.06732 1173 -14.5755 -0.425573
7.06902 1175 -14.2012 -0.414290
7.07157 1178 -14.7295 -0.429157
7.07412 1181 -15.0287 -0.437317
7.07581 1183 -15.1588 -0.440731
7.07834 1186 -15.7340 -0.456875
7.08087 1189 -15.1730 -0.440029
7.08255 1191 -15.1704 -0.439584
7.08506 1194 -16.2059 -0.468998
7.08757 1197 -15.6159 -0.451358
7.08924 1199 -15.7807 -0.455738
7.09174 1202 -15.9269 -0.459387
7.09423 1205 -15.7912 -0.454905
7.09589 1207 -16.2018 -0.466348
7.09838 1210 -16.1808 -0.465166
7.10085 1213 -15.7714 -0.452835
7.10332 1216 -15.8539 -0.454640
7.10497 1218 -16.1739 -0.463437
7.10743 1221 -16.0387 -0.459000
7.10988 1224 -15.8992 -0.454448
7.11233 1227 -15.1734 -0.433172
7.11396 1229 -14.9479 -0.426388
7.11639 1232 -14.4926 -0.412896
7.11883 1235 -14.5004 -0.412617
7.12125 1238 -13.9750 -0.397183
7.12367 1241 -13.5345 -0.384199
7.12528 1243 -13.4998 -0.382905
7.12769 1246 -13.2384 -0.375040
7.13010 1249 -13.1490 -0.372060
7.13250 1252 -12.7397 -0.360044
7.13489 1255 -12.7023 -0.358560
7.13648 1257 -12.9418 -0.365030
