logY Y P PoverSqrtY
6.90675 999 -9.8384 -0.311272
6.90975 1002 -9.8914 -0.312481
6.91175 1004 -9.8456 -0.310723
6.91374 1006 -9.9746 -0.314482
6.91672 1009 -10.1621 -0.319916
6.91870 1011 -10.3274 -0.324800
6.92067 1013 -10.5877 -0.332657
6.92264 1015 -10.3127 -0.323699
6.92560 1018 -10.4252 -0.326747
6.92756 1020 -10.1787 -0.318709
6.92952 1022 -10.2008 -0.319087
6.93245 1025 -10.0951 -0.315317
6.93440 1027 -10.3774 -0.323820
6.93634 1029 -10.2688 -0.320120
6.93828 1031 -10.4712 -0.326114
6.94119 1034 -10.7628 -0.334707
6.94312 1036 -10.8484 -0.337043
6.94505 1038 -11.1642 -0.346521
6.94794 1041 -10.8581 -0.336533
6.94986 1043 -10.7744 -0.333620
6.95273 1046 -10.6585 -0.329557
6.95464 1048 -10.8744 -0.335913
6.95655 1050 -10.6403 -0.328366
6.95940 1053 -10.8869 -0.335497
6.96130 1055 -10.7111 -0.329769
6.96319 1057 -10.7621 -0.331025
6.96602 1060 -10.6362 -0.326688
6.96791 1062 -10.8911 -0.334202
6.97073 1065 -10.5089 -0.322021
6.97261 1067 -10.6183 -0.325066
6.97448 1069 -10.5327 -0.322144
6.97728 1072 -10.7360 -0.327901
6.97915 1074 -10.6751 -0.325738
6.98193 1077 -10.8151 -0.329552
6.98379 1079 -10.7068 -0.325949
6.98564 1081 -10.7970 -0.328389
6.98841 1084 -10.8960 -0.330942
6.99026 1086 -10.9143 -0.331192
6.99302 1089 -10.8673 -0.329313
6.99485 1091 -10.7975 -0.326896
6.99760 1094 -10.6869 -0.323105
6.99942 1096 -10.5138 -0.317582
7.00216 1099 -10.3137 -0.311111
7.00397 1101 -10.3366 -0.311518
7.00670 1104 -10.3765 -0.312295
7.00851 1106 -10.4234 -0.313424
7.01121 1109 -10.7268 -0.322109
7.01302 1111 -10.9217 -0.327666
7.01571 1114 -10.9080 -0.326814
7.01751 1116 -10.8775 -0.325609
7.02019 1119 -10.8727 -0.325030
7.02198 1121 -10.8877 -0.325186
7.02465 1124 -10.9559 -0.326786
7.02643 1126 -10.9506 -0.326338
7.02909 1129 -11.1558 -0.332013
