logY Y P PoverSqrtY
6.90675 999 0.6756 0.021375
6.90975 1002 0.5902 0.018646
6.91175 1004 0.7519 0.023728
6.91374 1006 0.7331 0.023112
6.91672 1009 0.5411 0.017035
6.91870 1011 0.5024 0.015802
6.92067 1013 0.5041 0.015838
6.92264 1015 0.5459 0.017136
6.92560 1018 0.7372 0.023106
6.92756 1020 0.6450 0.020196
6.92952 1022 0.3700 0.011572
6.93245 1025 0.5414 0.016910
6.93440 1027 0.5598 0.017469
6.93634 1029 0.4414 0.013761
6.93828 1031 0.4621 0.014393
6.94119 1034 0.3150 0.009796
6.94312 1036 0.2793 0.008678
6.94505 1038 0.5306 0.016468
6.94794 1041 0.6655 0.020628
6.94986 1043 0.5051 0.015641
6.95273 1046 0.5404 0.016708
6.95464 1048 0.6281 0.019404
6.95655 1050 0.5547 0.017118
6.95940 1053 0.6347 0.019558
6.96130 1055 0.4785 0.014731
6.96319 1057 0.3669 0.011284
6.96602 1060 0.6644 0.020406
6.96791 1062 0.7224 0.022167
6.97073 1065 0.6654 0.020390
6.97261 1067 0.7602 0.023273
6.97448 1069 0.8728 0.026694
6.97728 1072 0.9955 0.030406
6.97915 1074 1.1054 0.033729
6.98193 1077 0.9106 0.027748
6.98379 1079 0.8933 0.027196
6.98564 1081 1.1937 0.036307
6.98841 1084 1.3975 0.042445
6.99026 1086 1.5375 0.046655
6.99302 1089 1.6941 0.051335
6.99485 1091 1.7603 0.053293
6.99760 1094 1.9062 0.057632
6.99942 1096 1.9110 0.057723
7.00216 1099 1.5979 0.048201
7.00397 1101 1.6577 0.049958
7.00670 1104 1.8491 0.055652
7.00851 1106 1.7604 0.052934
7.01121 1109 1.8282 0.054899
7.01302 1111 1.7877 0.053634
7.01571 1114 1.8195 0.054515
7.01751 1116 1.8776 0.056205
7.02019 1119 1.6934 0.050624
7.02198 1121 1.5071 0.045013
7.02465 1124 1.5501 0.046235
7.02643 1126 1.5802 0.047092
7.02909 1129 1.6309 0.048538
7.03086 1131 1.5986 0.047534
7.03351 1134 1.4001 0.041576
7.03527 1136 1.6215 0.048109
7.03791 1139 1.6871 0.049990
7.03966 1141 1.5645 0.046317
7.04229 1144 1.5547 0.045965
7.04491 1147 1.4823 0.043768
7.04665 1149 1.4502 0.042783
7.04925 1152 1.3410 0.039510
7.05099 1154 1.1579 0.034085
7.05359 1157 1.2771 0.037545
7.05618 1160 1.4254 0.041850
7.05790 1162 1.3116 0.038477
7.06048 1165 1.2370 0.036240
7.06219 1167 1.1645 0.034087
7.06476 1170 1.2088 0.035339
7.06732 1173 1.1911 0.034778
7.06902 1175 1.0059 0.029344
7.07157 1178 1.0309 0.030036
7.07412 1181 1.1874 0.034551
7.07581 1183 1.1203 0.032572
7.07834 1186 1.1938 0.034665
7.08087 1189 1.0197 0.029573
7.08255 1191 1.0368 0.030043
7.08506 1194 0.9058 0.026214
7.08757 1197 0.5790 0.016736
7.08924 1199 0.5942 0.017160
7.09174 1202 0.6563 0.018931
7.09423 1205 0.5956 0.017159
7.09589 1207 0.5063 0.014573
7.09838 1210 0.2139 0.006149
7.10085 1213 0.3486 0.010010
7.10332 1216 0.4114 0.011797
7.10497 1218 0.2574 0.007376
7.10743 1221 0.2428 0.006949
7.10988 1224 0.2843 0.008125
7.11233 1227 0.3693 0.010542
7.11396 1229 0.3188 0.009095
7.11639 1232 0.1017 0.002897
7.11883 1235 0.3559 0.010126
7.12125 1238 0.2627 0.007466
7.12367 1241 0.1145 0.003249
7.12528 1243 0.0608 0.001724
7.12769 1246 0.0797 0.002257
7.13010 1249 0.2744 0.007765
7.13250 1252 0.1523 0.004305
7.13489 1255 0.1713 0.004835
7.13648 1257 0.3407 0.009609
7.13887 1260 0.2450 0.006902
7.14125 1263 0.2032 0.005719
7.14362 1266 0.0275 0.000772
7.14598 1269 0.1783 0.005005
7.14835 1272 0.2469 0.006922
7.14992 1274 0.0466 0.001306
7.15227 1277 0.0270 0.000756
