logY Y P PoverSqrtY
6.90675 999 -13.5717 -0.429389
6.90975 1002 -13.5200 -0.427112
6.91175 1004 -13.3927 -0.422671
6.91374 1006 -13.4823 -0.425076
6.91672 1009 -14.0163 -0.441253
6.91870 1011 -13.7085 -0.431135
6.92067 1013 -13.9899 -0.439551
6.92264 1015 -14.6652 -0.460316
6.92560 1018 -13.2804 -0.416235
6.92756 1020 -13.3497 -0.417995
6.92952 1022 -13.3661 -0.418098
6.93245 1025 -14.2922 -0.446413
6.93440 1027 -13.9722 -0.435994
6.93634 1029 -13.8472 -0.431673
6.93828 1031 -13.6949 -0.426511
6.94119 1034 -13.2230 -0.411216
6.94312 1036 -13.3503 -0.414773
6.94505 1038 -13.2133 -0.410120
6.94794 1041 -13.5931 -0.421303
6.94986 1043 -14.2283 -0.440565
6.95273 1046 -13.6330 -0.421526
6.95464 1048 -13.3597 -0.412682
6.95655 1050 -13.7303 -0.423728
6.95940 1053 -13.8746 -0.427569
6.96130 1055 -14.5007 -0.446441
6.96319 1057 -14.3596 -0.441678
6.96602 1060 -13.7051 -0.420950
6.96791 1062 -13.5309 -0.415205
6.97073 1065 -13.6779 -0.419125
6.97261 1067 -13.5171 -0.413811
6.97448 1069 -13.6323 -0.416948
6.97728 1072 -13.6236 -0.416096
6.97915 1074 -14.0376 -0.428341
6.98193 1077 -14.2261 -0.433489
6.98379 1079 -14.3979 -0.438318
6.98564 1081 -14.4039 -0.438094
6.98841 1084 -14.0047 -0.425362
6.99026 1086 -13.8530 -0.420367
6.99302 1089 -13.3131 -0.403428
6.99485 1091 -13.4594 -0.407488
6.99760 1094 -13.3039 -0.402225
6.99942 1096 -13.5931 -0.410595
7.00216 1099 -14.4245 -0.435113
7.00397 1101 -14.0062 -0.422110
7.00670 1104 -13.9084 -0.418593
7.00851 1106 -13.7657 -0.413923
7.01121 1109 -13.5537 -0.406999
7.01302 1111 -13.5459 -0.406399
7.01571 1114 -13.6048 -0.407616
7.01751 1116 -13.7007 -0.410120
7.02019 1119 -13.7082 -0.409793
7.02198 1121 -13.7686 -0.411232
7.02465 1124 -13.5470 -0.404074
7.02643 1126 -13.8470 -0.412655
7.02909 1129 -14.3017 -0.425639
7.03086 1131 -14.2566 -0.423919
7.03351 1134 -14.7746 -0.438741
7.03527 1136 -14.5688 -0.432249
7.03791 1139 -14.7193 -0.436138
7.03966 1141 -15.0763 -0.446327
7.04229 1144 -14.6294 -0.432526
7.04491 1147 -15.0470 -0.444293
7.04665 1149 -14.9653 -0.441495
7.04925 1152 -15.0610 -0.443740
7.05099 1154 -15.2736 -0.449612
7.05359 1157 -15.4365 -0.453820
7.05618 1160 -15.3573 -0.450907
7.05790 1162 -15.4675 -0.453750
7.06048 1165 -16.1952 -0.474487
7.06219 1167 -16.0121 -0.468718
7.06476 1170 -16.2500 -0.475073
7.06732 1173 -15.6000 -0.455485
7.06902 1175 -15.9096 -0.464130
7.07157 1178 -15.1178 -0.440469
7.07412 1181 -15.6222 -0.454588
7.07581 1183 -15.8577 -0.461050
7.07834 1186 -15.4044 -0.447304
7.08087 1189 -15.5809 -0.451859
7.08255 1191 -15.2848 -0.442897
7.08506 1194 -15.0872 -0.436624
7.08757 1197 -15.3172 -0.442722
7.08924 1199 -15.4548 -0.446327
7.09174 1202 -15.6702 -0.451982
7.09423 1205 -17.2638 -0.497329
7.09589 1207 -17.2748 -0.497233
7.09838 1210 -17.1724 -0.493673
7.10085 1213 -17.0254 -0.488839
7.10332 1216 -16.2769 -0.466772
7.10497 1218 -16.2927 -0.466840
7.10743 1221 -16.5326 -0.473134
7.10988 1224 -17.2162 -0.492092
7.11233 1227 -16.9608 -0.484199
7.11396 1229 -16.8450 -0.480501
7.11639 1232 -16.4811 -0.469550
7.11883 1235 -17.0175 -0.484241
7.12125 1238 -16.1787 -0.459815
7.12367 1241 -16.1286 -0.457836
7.12528 1243 -15.8377 -0.449216
7.12769 1246 -15.4061 -0.436448
7.13010 1249 -15.2665 -0.431976
7.13250 1252 -15.0728 -0.425981
7.13489 1255 -15.6509 -0.441793
7.13648 1257 -15.2065 -0.428905
7.13887 1260 -15.3762 -0.433175
7.14125 1263 -15.2560 -0.429279
7.14362 1266 -15.5310 -0.436498
7.14598 1269 -15.4600 -0.433990
7.14835 1272 -15.4901 -0.434320
7.14992 1274 -15.8040 -0.442774
7.15227 1277 -16.3556 -0.457689
7.15462 1280 -16.6038 -0.464089
7.15696 1283 -16.8169 -0.469495
7.15929 1286 -16.7485 -0.467042
7.16162 1289 -17.0353 -0.474486
7.16395 1292 -16.8471 -0.468699
7.16627 1295 -18.2917 -0.508300
7.16858 1298 -16.5855 -0.460353
7.17089 1301 -16.2906 -0.451647
7.17242 1303 -15.8887 -0.440165
7.17472 1306 -15.3542 -0.424869
7.17702 1309 -15.8762 -0.438810
