logY Y P PoverSqrtY A AoverSqrtY
7.65964 2121 23.2941 0.505796 -0.049860 -0.001083
7.66153 2125 23.5155 0.510122 -0.102703 -0.002228
7.66341 2129 23.0674 0.499931 -0.037669 -0.000816
7.66528 2133 22.8696 0.495181 0.120510 0.002609
7.66669 2136 23.0381 0.498479 -0.054477 -0.001179
7.66856 2140 22.9629 0.496387 -0.045851 -0.000991
7.67043 2144 22.3418 0.482509 0.087873 0.001898
7.67229 2148 22.3874 0.483043 0.073346 0.001583
7.67415 2152 22.4146 0.483181 -0.023061 -0.000497
7.67601 2156 23.4713 0.505489 0.022513 0.000485
7.67786 2160 22.9422 0.493638 0.003084 0.000066
7.67971 2164 22.9245 0.492802 0.074663 0.001605
7.68156 2168 23.0065 0.494106 0.072430 0.001556
7.68340 2172 22.9436 0.492303 -0.135871 -0.002915
7.68570 2177 22.9092 0.490999 -0.093685 -0.002008
7.68754 2181 23.6825 0.507107 -0.004223 -0.000090
7.68937 2185 23.8708 0.510671 0.152879 0.003271
7.69120 2189 24.3069 0.519525 0.103068 0.002203
7.69303 2193 24.4776 0.522697 0.098442 0.002102
7.69485 2197 25.8661 0.551844 -0.074539 -0.001590
7.69667 2201 25.4063 0.541541 0.010856 0.000231
7.69848 2205 26.0329 0.554393 0.018872 0.000402
7.70030 2209 25.5827 0.544314 0.110752 0.002356
7.70210 2213 25.6298 0.544823 0.072607 0.001543
7.70391 2217 25.2164 0.535551 -0.193445 -0.004108
7.70571 2221 25.2653 0.536105 0.006441 0.000137
7.70796 2226 25.5367 0.541255 -0.049564 -0.001051
7.70976 2230 25.1430 0.532433 0.107979 0.002287
7.71155 2234 25.3792 0.536952 0.044784 0.000948
7.71334 2238 25.8345 0.546097 0.101302 0.002141
7.71512 2242 26.1419 0.552101 -0.020668 -0.000437
7.71691 2246 26.3578 0.556165 -0.065877 -0.001390
7.71869 2250 26.2619 0.553650 -0.056208 -0.001185
7.72091 2255 27.4430 0.577907 0.056273 0.001185
7.72268 2259 27.5437 0.579515 0.057489 0.001210
7.72445 2263 27.5578 0.579298 0.113097 0.002377
7.72621 2267 27.7742 0.583333 -0.118754 -0.002494
7.72798 2271 27.8064 0.583494 0.005961 0.000125
7.73017 2276 28.2418 0.591979 -0.017525 -0.000367
7.73193 2280 28.1203 0.588915 -0.001812 -0.000038
7.73368 2284 28.5109 0.596571 0.088258 0.001847
7.73543 2288 28.1850 0.589237 0.123657 0.002585
7.73762 2293 28.1902 0.588702 0.064850 0.001354
7.73936 2297 27.8379 0.580838 -0.091444 -0.001908
7.74110 2301 27.8561 0.580714 -0.028458 -0.000593
7.74284 2305 27.8710 0.580521 0.037484 0.000781
7.74500 2310 28.1477 0.585648 0.001706 0.000035
7.74673 2314 28.0531 0.583175 0.025423 0.000529
7.74846 2318 27.9759 0.581069 0.144894 0.003009
7.75061 2323 28.5695 0.592759 0.089638 0.001860
7.75234 2327 28.5928 0.592732 -0.154444 -0.003202
7.75405 2331 28.4881 0.590054 -0.013782 -0.000285
7.75620 2336 28.9857 0.599719 -0.102990 -0.002131
7.75791 2340 28.8158 0.595693 0.050272 0.001039
7.75961 2344 29.4515 0.608314 0.046969 0.000970
7.76174 2349 30.0071 0.619132 0.016417 0.000339
7.76345 2353 29.6348 0.610929 0.102916 0.002122
7.76514 2357 30.0474 0.618909 -0.049560 -0.001021
7.76726 2362 30.1099 0.619541 -0.004725 -0.000097
7.76896 2366 29.4905 0.606282 -0.032099 -0.000660
7.77107 2371 29.3008 0.601746 -0.071096 -0.001460
7.77275 2375 29.3300 0.601838 0.010576 0.000217
7.77444 2379 29.3114 0.600951 0.017464 0.000358
7.77654 2384 29.8334 0.611011 0.031680 0.000649
7.77821 2388 29.8196 0.610218 0.133704 0.002736
7.78030 2393 29.6625 0.606368 0.063035 0.001289
7.78197 2397 29.8353 0.609392 -0.049403 -0.001009
7.78406 2402 30.2756 0.617741 -0.138420 -0.002824
7.78572 2406 30.3370 0.618479 0.049031 0.001000
7.78738 2410 31.0311 0.632103 0.087086 0.001774
7.78945 2415 31.2143 0.635176 -0.037250 -0.000758
7.79111 2419 31.9335 0.649276 0.033962 0.000691
7.79317 2424 31.8028 0.645951 0.026586 0.000540
7.79482 2428 31.7069 0.643472 0.169075 0.003431
7.79688 2433 31.9953 0.648656 0.127292 0.002581
7.79852 2437 32.1112 0.650473 -0.132225 -0.002678
