# dyadic block end, mean Off_f(t) over the block, minus kappa_f/2
1024 -0.05009 -0.17469
2048 0.00369 -0.12091
4096 0.02986 -0.09474
8192 -0.02424 -0.14884
16384 -0.01296 -0.13756
32768 0.00715 -0.11745
65536 -0.00096 -0.12556
131072 -0.01058 -0.13518
262144 -0.01012 -0.13472
524288 -0.00964 -0.13424
1048576 -0.01151 -0.13611
2097152 -0.00882 -0.13342
4194304 -0.00990 -0.13450
8388608 -0.00955 -0.13415
