om p1 p2 p3
10.440 3.75195e-2 1.33275e-3 3.54471e+2
10.460 3.82519e-2 1.36217e-3 3.57163e+2
10.480 3.89326e-2 1.38962e-3 3.59665e+2
10.500 3.95595e-2 1.41497e-3 3.61838e+2
10.520 4.01302e-2 1.43811e-3 3.63554e+2
10.540 4.06431e-2 1.45895e-3 3.64700e+2
10.560 4.10963e-2 1.47740e-3 3.65179e+2
10.580 4.14885e-2 1.49339e-3 3.64912e+2
10.600 4.18185e-2 1.50684e-3 3.63839e+2
10.620 4.20855e-2 1.51772e-3 3.61921e+2
10.640 4.22888e-2 1.52597e-3 3.59140e+2
10.660 4.24279e-2 1.53158e-3 3.55500e+2
10.680 4.25029e-2 1.53452e-3 3.51022e+2
10.700 4.25138e-2 1.53481e-3 3.45748e+2
10.720 4.24610e-2 1.53246e-3 3.39740e+2
10.740 4.23451e-2 1.52749e-3 3.33072e+2
10.760 4.21671e-2 1.51995e-3 3.25835e+2
10.780 4.19280e-2 1.50987e-3 3.18131e+2
10.800 4.16293e-2 1.49734e-3 3.10071e+2
10.820 4.12724e-2 1.48241e-3 3.01773e+2
10.840 4.08593e-2 1.46518e-3 2.93359e+2
10.860 4.03918e-2 1.44575e-3 2.84949e+2
10.880 3.98722e-2 1.42421e-3 2.76666e+2
10.900 3.93027e-2 1.40067e-3 2.68625e+2
10.920 3.86860e-2 1.37526e-3 2.60935e+2
10.940 3.80246e-2 1.34811e-3 2.53694e+2
10.960 3.73213e-2 1.31933e-3 2.46992e+2
10.980 3.65790e-2 1.28908e-3 2.40902e+2
11.000 3.58007e-2 1.25748e-3 2.35486e+2
11.020 3.49895e-2 1.22469e-3 2.30788e+2
11.040 3.41485e-2 1.19083e-3 2.26836e+2
11.060 3.32808e-2 1.15607e-3 2.23643e+2
11.080 3.23898e-2 1.12054e-3 2.21203e+2
11.100 3.14786e-2 1.08438e-3 2.19496e+2
11.120 3.05506e-2 1.04774e-3 2.18485e+2
11.140 2.96088e-2 1.01076e-3 2.18121e+2
11.160 2.86566e-2 9.73567e-4 2.18339e+2
11.180 2.76971e-2 9.36299e-4 2.19067e+2
11.200 2.67335e-2 8.99080e-4 2.20221e+2
11.220 2.57688e-2 8.62032e-4 2.21710e+2
11.240 2.48059e-2 8.25272e-4 2.23439e+2
11.260 2.38479e-2 7.88910e-4 2.25310e+2
11.280 2.28975e-2 7.53048e-4 2.27223e+2
11.300 2.19574e-2 7.17784e-4 2.29083e+2
11.320 2.10302e-2 6.83208e-4 2.30796e+2
11.340 2.01185e-2 6.49403e-4 2.32274e+2
11.360 1.92245e-2 6.16446e-4 2.33438e+2
11.380 1.83506e-2 5.84405e-4 2.34219e+2
11.400 1.74988e-2 5.53343e-4 2.34556e+2
11.420 1.66711e-2 5.23315e-4 2.34402e+2
11.440 1.58693e-2 4.94369e-4 2.33721e+2
11.460 1.50952e-2 4.66548e-4 2.32492e+2
11.480 1.43502e-2 4.39887e-4 2.30706e+2
11.500 1.36359e-2 4.14415e-4 2.28368e+2
11.520 1.29534e-2 3.90158e-4 2.25495e+2
11.540 1.23038e-2 3.67132e-4 2.22118e+2
11.560 1.16883e-2 3.45351e-4 2.18276e+2
11.580 1.11076e-2 3.24825e-4 2.14022e+2
11.600 1.05624e-2 3.05556e-4 2.09416e+2
11.620 1.00534e-2 2.87545e-4 2.04524e+2
11.640 9.58088e-3 2.70787e-4 1.99420e+2
11.660 9.14526e-3 2.55276e-4 1.94180e+2
11.680 8.74670e-3 2.41001e-4 1.88883e+2
11.700 8.38528e-3 2.27949e-4 1.83608e+2
11.720 8.06093e-3 2.16102e-4 1.78432e+2
11.740 7.77349e-3 2.05443e-4 1.73430e+2
11.760 7.52268e-3 1.95952e-4 1.68669e+2
11.780 7.30810e-3 1.87604e-4 1.64213e+2
11.800 7.12926e-3 1.80377e-4 1.60116e+2
11.820 6.98556e-3 1.74243e-4 1.56426e+2
11.840 6.87630e-3 1.69176e-4 1.53178e+2
11.860 6.80070e-3 1.65146e-4 1.50400e+2
11.880 6.75787e-3 1.62123e-4 1.48106e+2
11.900 6.74685e-3 1.60075e-4 1.46301e+2
11.920 6.76659e-3 1.58970e-4 1.44981e+2
11.940 6.81596e-3 1.58772e-4 1.44128e+2
11.960 6.89375e-3 1.59448e-4 1.43716e+2
11.980 6.99869e-3 1.60960e-4 1.43711e+2
12.000 7.12944e-3 1.63271e-4 1.44070e+2
12.020 7.28460e-3 1.66341e-4 1.44741e+2
12.040 7.46270e-3 1.70131e-4 1.45669e+2
12.060 7.66223e-3 1.74598e-4 1.46795e+2
12.080 7.88162e-3 1.79701e-4 1.48055e+2
12.100 8.11926e-3 1.85396e-4 1.49384e+2
12.120 8.37350e-3 1.91637e-4 1.50719e+2
12.140 8.64266e-3 1.98378e-4 1.51995e+2
12.160 8.92501e-3 2.05572e-4 1.53154e+2
12.180 9.21882e-3 2.13170e-4 1.54139e+2
12.200 9.52234e-3 2.21123e-4 1.54900e+2
12.220 9.83379e-3 2.29381e-4 1.55392e+2
12.240 1.01514e-2 2.37893e-4 1.55579e+2
12.260 1.04734e-2 2.46606e-4 1.55431e+2
12.280 1.07979e-2 2.55469e-4 1.54928e+2
12.300 1.11234e-2 2.64429e-4 1.54058e+2
12.320 1.14479e-2 2.73434e-4 1.52819e+2
12.340 1.17698e-2 2.82432e-4 1.51215e+2
12.360 1.20874e-2 2.91371e-4 1.49262e+2
12.380 1.23991e-2 3.00198e-4 1.46981e+2
12.400 1.27033e-2 3.08864e-4 1.44401e+2
12.420 1.29983e-2 3.17320e-4 1.41558e+2
12.440 1.32829e-2 3.25516e-4 1.38495e+2
12.460 1.35554e-2 3.33408e-4 1.35256e+2
12.480 1.38146e-2 3.40949e-4 1.31892e+2
12.500 1.40592e-2 3.48099e-4 1.28453e+2
12.520 1.42880e-2 3.54816e-4 1.24992e+2
12.540 1.44999e-2 3.61064e-4 1.21562e+2
12.560 1.46939e-2 3.66808e-4 1.18214e+2
12.580 1.48691e-2 3.72016e-4 1.14995e+2
12.600 1.50248e-2 3.76662e-4 1.11951e+2
12.620 1.51601e-2 3.80719e-4 1.09122e+2
12.640 1.52746e-2 3.84168e-4 1.06543e+2
12.660 1.53676e-2 3.86990e-4 1.04243e+2
12.680 1.54390e-2 3.89172e-4 1.02245e+2
12.700 1.54883e-2 3.90705e-4 1.00563e+2
12.720 1.55155e-2 3.91583e-4 9.92070e+1
12.740 1.55206e-2 3.91804e-4 9.81769e+1
12.760 1.55036e-2 3.91370e-4 9.74667e+1
12.780 1.54647e-2 3.90286e-4 9.70636e+1
12.800 1.54042e-2 3.88563e-4 9.69481e+1
12.820 1.53225e-2 3.86214e-4 9.70947e+1
12.840 1.52202e-2 3.83256e-4 9.74730e+1
12.860 1.50978e-2 3.79707e-4 9.80480e+1
12.880 1.49560e-2 3.75592e-4 9.87811e+1
12.900 1.47956e-2 3.70937e-4 9.96311e+1
12.920 1.46175e-2 3.65769e-4 1.00555e+2
12.940 1.44225e-2 3.60121e-4 1.01510e+2
12.960 1.42117e-2 3.54024e-4 1.02452e+2
12.980 1.39861e-2 3.47514e-4 1.03339e+2
13.000 1.37469e-2 3.40628e-4 1.04132e+2
13.020 1.34951e-2 3.33402e-4 1.04795e+2
13.040 1.32319e-2 3.25875e-4 1.05293e+2
13.060 1.29586e-2 3.18086e-4 1.05600e+2
13.080 1.26764e-2 3.10074e-4 1.05692e+2
13.100 1.23865e-2 3.01879e-4 1.05551e+2
13.120 1.20900e-2 2.93539e-4 1.05166e+2
13.140 1.17883e-2 2.85093e-4 1.04530e+2
13.160 1.14826e-2 2.76578e-4 1.03643e+2
13.180 1.11740e-2 2.68030e-4 1.02512e+2
13.200 1.08637e-2 2.59485e-4 1.01148e+2
13.220 1.05528e-2 2.50975e-4 9.95668e+1
13.240 1.02423e-2 2.42532e-4 9.77913e+1
13.260 9.93343e-3 2.34186e-4 9.58467e+1
13.280 9.62703e-3 2.25963e-4 9.37625e+1
13.300 9.32404e-3 2.17890e-4 9.15708e+1
13.320 9.02533e-3 2.09990e-4 8.93059e+1
13.340 8.73169e-3 2.02282e-4 8.70031e+1
13.360 8.44386e-3 1.94786e-4 8.46983e+1
13.380 8.16248e-3 1.87516e-4 8.24270e+1
13.400 7.88815e-3 1.80486e-4 8.02234e+1
13.420 7.62138e-3 1.73707e-4 7.81198e+1
13.440 7.36263e-3 1.67187e-4 7.61457e+1
13.460 7.11227e-3 1.60933e-4 7.43275e+1
13.480 6.87060e-3 1.54947e-4 7.26877e+1
13.500 6.63787e-3 1.49233e-4 7.12445e+1
13.520 6.41425e-3 1.43790e-4 7.00114e+1
13.540 6.19986e-3 1.38616e-4 6.89973e+1
13.560 5.99474e-3 1.33707e-4 6.82060e+1
13.580 5.79890e-3 1.29057e-4 6.76363e+1
13.600 5.61229e-3 1.24661e-4 6.72822e+1
13.620 5.43479e-3 1.20510e-4 6.71330e+1
13.640 5.26629e-3 1.16596e-4 6.71739e+1
13.660 5.10658e-3 1.12907e-4 6.73859e+1
13.680 4.95548e-3 1.09435e-4 6.77468e+1
13.700 4.81272e-3 1.06167e-4 6.82315e+1
13.720 4.67806e-3 1.03093e-4 6.88127e+1
13.740 4.55120e-3 1.00200e-4 6.94614e+1
13.760 4.43187e-3 9.74775e-5 7.01477e+1
13.780 4.31975e-3 9.49130e-5 7.08417e+1
13.800 4.21454e-3 9.24952e-5 7.15139e+1
13.820 4.11594e-3 9.02131e-5 7.21356e+1
13.840 4.02364e-3 8.80561e-5 7.26804e+1
13.860 3.93736e-3 8.60138e-5 7.31237e+1
13.880 3.85680e-3 8.40768e-5 7.34442e+1
13.900 3.78169e-3 8.22362e-5 7.36236e+1
13.920 3.71179e-3 8.04839e-5 7.36472e+1
13.940 3.64686e-3 7.88125e-5 7.35045e+1
13.960 3.58668e-3 7.72155e-5 7.31886e+1
13.980 3.53105e-3 7.56871e-5 7.26972e+1
14.000 3.47981e-3 7.42225e-5 7.20319e+1
14.020 3.43280e-3 7.28175e-5 7.11984e+1
14.040 3.38990e-3 7.14689e-5 7.02063e+1
14.060 3.35098e-3 7.01740e-5 6.90686e+1
14.080 3.31597e-3 6.89312e-5 6.78016e+1
14.100 3.28479e-3 6.77391e-5 6.64244e+1
14.120 3.25739e-3 6.65973e-5 6.49583e+1
14.140 3.23373e-3 6.55058e-5 6.34264e+1
14.160 3.21378e-3 6.44650e-5 6.18531e+1
14.180 3.19754e-3 6.34760e-5 6.02634e+1
14.200 3.18499e-3 6.25399e-5 5.86823e+1
14.220 3.17614e-3 6.16583e-5 5.71343e+1
14.240 3.17099e-3 6.08329e-5 5.56431e+1
14.260 3.16953e-3 6.00655e-5 5.42304e+1
14.280 3.17177e-3 5.93581e-5 5.29162e+1
14.300 3.17769e-3 5.87124e-5 5.17180e+1
14.320 3.18729e-3 5.81302e-5 5.06503e+1
14.340 3.20053e-3 5.76131e-5 4.97248e+1
14.360 3.21738e-3 5.71625e-5 4.89496e+1
14.380 3.23776e-3 5.67793e-5 4.83295e+1
14.400 3.26161e-3 5.64645e-5 4.78658e+1
14.420 3.28882e-3 5.62184e-5 4.75563e+1
14.440 3.31928e-3 5.60409e-5 4.73955e+1
14.460 3.35285e-3 5.59316e-5 4.73746e+1
14.480 3.38935e-3 5.58895e-5 4.74820e+1
14.500 3.42859e-3 5.59133e-5 4.77033e+1
14.520 3.47036e-3 5.60011e-5 4.80221e+1
14.540 3.51441e-3 5.61504e-5 4.84199e+1
14.560 3.56047e-3 5.63583e-5 4.88769e+1
14.580 3.60825e-3 5.66215e-5 4.93724e+1
14.600 3.65744e-3 5.69361e-5 4.98852e+1
14.620 3.70770e-3 5.72978e-5 5.03941e+1
14.640 3.75866e-3 5.77019e-5 5.08786e+1
14.660 3.80996e-3 5.81432e-5 5.13190e+1
14.680 3.86120e-3 5.86162e-5 5.16970e+1
14.700 3.91197e-3 5.91152e-5 5.19961e+1
14.720 3.96186e-3 5.96339e-5 5.22022e+1
14.740 4.01045e-3 6.01661e-5 5.23031e+1
14.760 4.05730e-3 6.07051e-5 5.22898e+1
14.780 4.10199e-3 6.12444e-5 5.21558e+1
14.800 4.14408e-3 6.17770e-5 5.18976e+1
14.820 4.18316e-3 6.22961e-5 5.15147e+1
14.840 4.21880e-3 6.27949e-5 5.10094e+1
14.860 4.25060e-3 6.32666e-5 5.03869e+1
14.880 4.27818e-3 6.37044e-5 4.96551e+1
14.900 4.30115e-3 6.41019e-5 4.88243e+1
14.920 4.31918e-3 6.44526e-5 4.79068e+1
14.940 4.33194e-3 6.47504e-5 4.69170e+1
14.960 4.33914e-3 6.49896e-5 4.58707e+1
14.980 4.34049e-3 6.51646e-5 4.47847e+1
15.000 4.33578e-3 6.52703e-5 4.36766e+1
15.020 4.32479e-3 6.53019e-5 4.25642e+1
15.040 4.30736e-3 6.52552e-5 4.14655e+1
15.060 4.28338e-3 6.51264e-5 4.03975e+1
15.080 4.25274e-3 6.49120e-5 3.93766e+1
15.100 4.21540e-3 6.46094e-5 3.84180e+1
15.120 4.17136e-3 6.42163e-5 3.75351e+1
15.140 4.12064e-3 6.37309e-5 3.67396e+1
15.160 4.06334e-3 6.31522e-5 3.60409e+1
15.180 3.99955e-3 6.24795e-5 3.54465e+1
15.200 3.92944e-3 6.17129e-5 3.49610e+1
15.220 3.85321e-3 6.08531e-5 3.45869e+1
15.240 3.77108e-3 5.99012e-5 3.43240e+1
15.260 3.68334e-3 5.88591e-5 3.41697e+1
15.280 3.59028e-3 5.77291e-5 3.41190e+1
15.300 3.49224e-3 5.65141e-5 3.41648e+1
15.320 3.38960e-3 5.52176e-5 3.42977e+1
15.340 3.28276e-3 5.38438e-5 3.45069e+1
15.360 3.17213e-3 5.23970e-5 3.47797e+1
15.380 3.05816e-3 5.08822e-5 3.51026e+1
15.400 2.94132e-3 4.93051e-5 3.54610e+1
15.420 2.82210e-3 4.76714e-5 3.58397e+1
15.440 2.70099e-3 4.59874e-5 3.62235e+1
15.460 2.57851e-3 4.42598e-5 3.65973e+1
15.480 2.45516e-3 4.24955e-5 3.69465e+1
15.500 2.33147e-3 4.07019e-5 3.72574e+1
15.520 2.20796e-3 3.88863e-5 3.75174e+1
15.540 2.08515e-3 3.70565e-5 3.77152e+1
15.560 1.96357e-3 3.52204e-5 3.78414e+1
15.580 1.84371e-3 3.33858e-5 3.78880e+1
15.600 1.72609e-3 3.15608e-5 3.78494e+1
15.620 1.61117e-3 2.97535e-5 3.77218e+1
15.640 1.49945e-3 2.79718e-5 3.75038e+1
15.660 1.39136e-3 2.62237e-5 3.71957e+1
15.680 1.28734e-3 2.45169e-5 3.68004e+1
15.700 1.18780e-3 2.28592e-5 3.63224e+1
15.720 1.09312e-3 2.12579e-5 3.57682e+1
15.740 1.00368e-3 1.97202e-5 3.51460e+1
15.760 9.19800e-4 1.82529e-5 3.44654e+1
15.780 8.41789e-4 1.68627e-5 3.37374e+1
15.800 7.69924e-4 1.55556e-5 3.29738e+1
15.820 7.04454e-4 1.43374e-5 3.21870e+1
15.840 6.45595e-4 1.32133e-5 3.13901e+1
15.860 5.93533e-4 1.21883e-5 3.05959e+1
15.880 5.48423e-4 1.12664e-5 2.98173e+1
15.900 5.10389e-4 1.04517e-5 2.90666e+1
15.920 4.79524e-4 9.74717e-6 2.83552e+1
15.940 4.55889e-4 9.15556e-6 2.76937e+1
15.960 4.39517e-4 8.67892e-6 2.70913e+1
15.980 4.30411e-4 8.31871e-6 2.65558e+1
16.000 4.28542e-4 8.07582e-6 2.60934e+1
16.020 4.33858e-4 7.95050e-6 2.57086e+1
16.040 4.46275e-4 7.94242e-6 2.54042e+1
16.060 4.65686e-4 8.05067e-6 2.51810e+1
16.080 4.91958e-4 8.27373e-6 2.50382e+1
16.100 5.24935e-4 8.60952e-6 2.49729e+1
16.120 5.64435e-4 9.05540e-6 2.49808e+1
16.140 6.10260e-4 9.60822e-6 2.50561e+1
16.160 6.62187e-4 1.02643e-5 2.51912e+1
16.180 7.19977e-4 1.10195e-5 2.53777e+1
16.200 7.83374e-4 1.18691e-5 2.56060e+1
16.220 8.52103e-4 1.28082e-5 2.58658e+1
16.240 9.25877e-4 1.38314e-5 2.61462e+1
16.260 1.00439e-3 1.49328e-5 2.64360e+1
16.280 1.08734e-3 1.61065e-5 2.67241e+1
16.300 1.17440e-3 1.73460e-5 2.69996e+1
16.320 1.26522e-3 1.86449e-5 2.72521e+1
16.340 1.35947e-3 1.99964e-5 2.74718e+1
16.360 1.45680e-3 2.13935e-5 2.76499e+1
16.380 1.55686e-3 2.28294e-5 2.77788e+1
16.400 1.65927e-3 2.42970e-5 2.78519e+1
16.420 1.76368e-3 2.57892e-5 2.78644e+1
16.440 1.86972e-3 2.72990e-5 2.78126e+1
16.460 1.97702e-3 2.88195e-5 2.76945e+1
16.480 2.08521e-3 3.03437e-5 2.75097e+1
16.500 2.19392e-3 3.18651e-5 2.72594e+1
16.520 2.30278e-3 3.33769e-5 2.69461e+1
16.540 2.41142e-3 3.48730e-5 2.65740e+1
16.560 2.51948e-3 3.63472e-5 2.61484e+1
16.580 2.62661e-3 3.77936e-5 2.56759e+1
16.600 2.73244e-3 3.92068e-5 2.51641e+1
16.620 2.83662e-3 4.05814e-5 2.46212e+1
16.640 2.93882e-3 4.19125e-5 2.40564e+1
16.660 3.03871e-3 4.31956e-5 2.34790e+1
16.680 3.13594e-3 4.44264e-5 2.28986e+1
16.700 3.23022e-3 4.56010e-5 2.23248e+1
16.720 3.32123e-3 4.67159e-5 2.17668e+1
16.740 3.40867e-3 4.77679e-5 2.12335e+1
16.760 3.49227e-3 4.87542e-5 2.07331e+1
16.780 3.57175e-3 4.96725e-5 2.02729e+1
16.800 3.64686e-3 5.05205e-5 1.98592e+1
16.820 3.71736e-3 5.12967e-5 1.94974e+1
16.840 3.78303e-3 5.19996e-5 1.91914e+1
16.860 3.84364e-3 5.26282e-5 1.89439e+1
16.880 3.89902e-3 5.31817e-5 1.87564e+1
16.900 3.94898e-3 5.36597e-5 1.86288e+1
16.920 3.99338e-3 5.40620e-5 1.85598e+1
16.940 4.03208e-3 5.43888e-5 1.85469e+1
16.960 4.06496e-3 5.46403e-5 1.85862e+1
16.980 4.09193e-3 5.48174e-5 1.86728e+1
17.000 4.11291e-3 5.49207e-5 1.88008e+1
17.020 4.12786e-3 5.49513e-5 1.89635e+1
17.040 4.13674e-3 5.49104e-5 1.91535e+1
17.060 4.13955e-3 5.47994e-5 1.93628e+1
17.080 4.13630e-3 5.46198e-5 1.95834e+1
17.100 4.12704e-3 5.43734e-5 1.98068e+1
17.120 4.11182e-3 5.40618e-5 2.00248e+1
17.140 4.09074e-3 5.36871e-5 2.02295e+1
17.160 4.06388e-3 5.32513e-5 2.04133e+1
17.180 4.03140e-3 5.27564e-5 2.05693e+1
17.200 3.99342e-3 5.22046e-5 2.06913e+1
17.220 3.95014e-3 5.15982e-5 2.07740e+1
17.240 3.90174e-3 5.09396e-5 2.08131e+1
17.260 3.84843e-3 5.02311e-5 2.08053e+1
17.280 3.79044e-3 4.94751e-5 2.07486e+1
17.300 3.72803e-3 4.86742e-5 2.06421e+1
17.320 3.66146e-3 4.78308e-5 2.04859e+1
17.340 3.59101e-3 4.69476e-5 2.02815e+1
17.360 3.51698e-3 4.60273e-5 2.00313e+1
17.380 3.43967e-3 4.50724e-5 1.97389e+1
17.400 3.35940e-3 4.40858e-5 1.94087e+1
17.420 3.27651e-3 4.30701e-5 1.90460e+1
17.440 3.19133e-3 4.20283e-5 1.86568e+1
17.460 3.10420e-3 4.09632e-5 1.82475e+1
17.480 3.01547e-3 3.98776e-5 1.78250e+1
17.500 2.92549e-3 3.87746e-5 1.73966e+1
17.520 2.83462e-3 3.76571e-5 1.69693e+1
17.540 2.74319e-3 3.65281e-5 1.65502e+1
17.560 2.65156e-3 3.53907e-5 1.61461e+1
17.580 2.56007e-3 3.42479e-5 1.57636e+1
17.600 2.46905e-3 3.31030e-5 1.54083e+1
17.620 2.37882e-3 3.19589e-5 1.50855e+1
17.640 2.28972e-3 3.08188e-5 1.47995e+1
17.660 2.20203e-3 2.96859e-5 1.45538e+1
17.680 2.11606e-3 2.85632e-5 1.43511e+1
17.700 2.03206e-3 2.74538e-5 1.41928e+1
17.720 1.95032e-3 2.63608e-5 1.40794e+1
17.740 1.87106e-3 2.52871e-5 1.40106e+1
17.760 1.79450e-3 2.42357e-5 1.39848e+1
17.780 1.72086e-3 2.32094e-5 1.39997e+1
17.800 1.65031e-3 2.22109e-5 1.40520e+1
17.820 1.58300e-3 2.12429e-5 1.41376e+1
17.840 1.51909e-3 2.03077e-5 1.42518e+1
17.860 1.45868e-3 1.94078e-5 1.43892e+1
17.880 1.40185e-3 1.85454e-5 1.45440e+1
17.900 1.34869e-3 1.77222e-5 1.47103e+1
17.920 1.29923e-3 1.69402e-5 1.48818e+1
17.940 1.25349e-3 1.62009e-5 1.50522e+1
17.960 1.21146e-3 1.55055e-5 1.52154e+1
17.980 1.17313e-3 1.48552e-5 1.53656e+1
18.000 1.13844e-3 1.42507e-5 1.54973e+1
18.020 1.10732e-3 1.36926e-5 1.56055e+1
18.040 1.07968e-3 1.31810e-5 1.56859e+1
18.060 1.05541e-3 1.27160e-5 1.57349e+1
18.080 1.03438e-3 1.22973e-5 1.57497e+1
18.100 1.01644e-3 1.19242e-5 1.57281e+1
18.120 1.00142e-3 1.15958e-5 1.56691e+1
18.140 9.89150e-4 1.13110e-5 1.55724e+1
18.160 9.79432e-4 1.10682e-5 1.54386e+1
18.180 9.72062e-4 1.08658e-5 1.52692e+1
18.200 9.66825e-4 1.07017e-5 1.50665e+1
18.220 9.63498e-4 1.05736e-5 1.48335e+1
18.240 9.61848e-4 1.04791e-5 1.45739e+1
18.260 9.61641e-4 1.04156e-5 1.42919e+1
18.280 9.62637e-4 1.03801e-5 1.39924e+1
18.300 9.64596e-4 1.03696e-5 1.36803e+1
18.320 9.67276e-4 1.03809e-5 1.33611e+1
18.340 9.70439e-4 1.04107e-5 1.30401e+1
18.360 9.73851e-4 1.04557e-5 1.27228e+1
18.380 9.77283e-4 1.05125e-5 1.24145e+1
18.400 9.80514e-4 1.05776e-5 1.21201e+1
18.420 9.83331e-4 1.06475e-5 1.18444e+1
18.440 9.85534e-4 1.07190e-5 1.15915e+1
18.460 9.86932e-4 1.07886e-5 1.13650e+1
18.480 9.87352e-4 1.08532e-5 1.11679e+1
18.500 9.86634e-4 1.09099e-5 1.10026e+1
18.520 9.84636e-4 1.09556e-5 1.08705e+1
18.540 9.81232e-4 1.09877e-5 1.07725e+1
18.560 9.76318e-4 1.10038e-5 1.07085e+1
18.580 9.69810e-4 1.10018e-5 1.06779e+1
18.600 9.61644e-4 1.09797e-5 1.06791e+1
18.620 9.51780e-4 1.09360e-5 1.07100e+1
18.640 9.40201e-4 1.08694e-5 1.07677e+1
18.660 9.26913e-4 1.07791e-5 1.08489e+1
18.680 9.11948e-4 1.06645e-5 1.09496e+1
18.700 8.95361e-4 1.05255e-5 1.10657e+1
18.720 8.77235e-4 1.03623e-5 1.11927e+1
18.740 8.57676e-4 1.01756e-5 1.13257e+1
18.760 8.36816e-4 9.96638e-6 1.14601e+1
18.780 8.14814e-4 9.73602e-6 1.15911e+1
18.800 7.91852e-4 9.48633e-6 1.17141e+1
18.820 7.68138e-4 9.21949e-6 1.18249e+1
18.840 7.43903e-4 8.93805e-6 1.19193e+1
18.860 7.19403e-4 8.64490e-6 1.19939e+1
18.880 6.94917e-4 8.34327e-6 1.20456e+1
18.900 6.70743e-4 8.03670e-6 1.20719e+1
18.920 6.47203e-4 7.72902e-6 1.20711e+1
18.940 6.24635e-4 7.42434e-6 1.20418e+1
18.960 6.03396e-4 7.12699e-6 1.19836e+1
18.980 5.83861e-4 6.84151e-6 1.18966e+1
19.000 5.66416e-4 6.57262e-6 1.17817e+1
19.020 5.51462e-4 6.32517e-6 1.16402e+1
19.040 5.39408e-4 6.10411e-6 1.14744e+1
19.060 5.30674e-4 5.91447e-6 1.12867e+1
19.080 5.25683e-4 5.76132e-6 1.10802e+1
19.100 5.24862e-4 5.64969e-6 1.08584e+1
19.120 5.28639e-4 5.58459e-6 1.06251e+1
19.140 5.37440e-4 5.57094e-6 1.03844e+1
19.160 5.51685e-4 5.61354e-6 1.01403e+1
19.180 5.71788e-4 5.71702e-6 9.89700e+0
19.200 5.98150e-4 5.88584e-6 9.65871e+0
19.220 6.31159e-4 6.12420e-6 9.42936e+0
19.240 6.71186e-4 6.43607e-6 9.21266e+0
19.260 7.18581e-4 6.82510e-6 9.01203e+0
19.280 7.73671e-4 7.29460e-6 8.83046e+0
19.300 8.36756e-4 7.84757e-6 8.67050e+0
19.320 9.08108e-4 8.48659e-6 8.53416e+0
19.340 9.87964e-4 9.21383e-6 8.42293e+0
19.360 1.07653e-3 1.00311e-5 8.33768e+0
19.380 1.17396e-3 1.09396e-5 8.27872e+0
19.400 1.28038e-3 1.19402e-5 8.24575e+0
19.420 1.39587e-3 1.30333e-5 8.23788e+0
19.440 1.52047e-3 1.42188e-5 8.25370e+0
19.460 1.65415e-3 1.54959e-5 8.29124e+0
19.480 1.79685e-3 1.68635e-5 8.34812e+0
19.500 1.94844e-3 1.83201e-5 8.42151e+0
19.520 2.10875e-3 1.98632e-5 8.50827e+0
19.540 2.27756e-3 2.14904e-5 8.60500e+0
19.560 2.45457e-3 2.31983e-5 8.70813e+0
19.580 2.63945e-3 2.49832e-5 8.81398e+0
19.600 2.83179e-3 2.68409e-5 8.91886e+0
19.620 3.03115e-3 2.87668e-5 9.01918e+0
19.640 3.23700e-3 3.07555e-5 9.11148e+0
19.660 3.44878e-3 3.28016e-5 9.19256e+0
19.680 3.66588e-3 3.48990e-5 9.25949e+0
19.700 3.88762e-3 3.70412e-5 9.30973e+0
19.720 4.11328e-3 3.92213e-5 9.34116e+0
19.740 4.34208e-3 4.14323e-5 9.35211e+0
19.760 4.57323e-3 4.36664e-5 9.34142e+0
19.780 4.80587e-3 4.59159e-5 9.30845e+0
19.800 5.03910e-3 4.81727e-5 9.25305e+0
19.820 5.27200e-3 5.04285e-5 9.17565e+0
19.840 5.50363e-3 5.26747e-5 9.07713e+0
19.860 5.73302e-3 5.49027e-5 8.95887e+0
19.880 5.95917e-3 5.71036e-5 8.82271e+0
19.900 6.18109e-3 5.92687e-5 8.67087e+0
19.920 6.39775e-3 6.13889e-5 8.50590e+0
19.940 6.60816e-3 6.34555e-5 8.33064e+0
19.960 6.81131e-3 6.54595e-5 8.14813e+0
19.980 7.00621e-3 6.73923e-5 7.96157e+0
20.000 7.19189e-3 6.92453e-5 7.77419e+0
20.020 7.36740e-3 7.10101e-5 7.58923e+0
20.040 7.53181e-3 7.26785e-5 7.40985e+0
20.060 7.68425e-3 7.42428e-5 7.23902e+0
20.080 7.82389e-3 7.56953e-5 7.07951e+0
20.100 7.94993e-3 7.70289e-5 6.93382e+0
20.120 8.06164e-3 7.82370e-5 6.80410e+0
20.140 8.15835e-3 7.93133e-5 6.69209e+0
20.160 8.23946e-3 8.02519e-5 6.59916e+0
20.180 8.30442e-3 8.10478e-5 6.52620e+0
20.200 8.35280e-3 8.16963e-5 6.47365e+0
20.220 8.38419e-3 8.21934e-5 6.44150e+0
20.240 8.39832e-3 8.25358e-5 6.42927e+0
20.260 8.39496e-3 8.27208e-5 6.43603e+0
20.280 8.37400e-3 8.27464e-5 6.46044e+0
20.300 8.33542e-3 8.26114e-5 6.50079e+0
20.320 8.27927e-3 8.23153e-5 6.55501e+0
20.340 8.20571e-3 8.18585e-5 6.62077e+0
20.360 8.11499e-3 8.12419e-5 6.69549e+0
20.380 8.00745e-3 8.04674e-5 6.77643e+0
20.400 7.88353e-3 7.95375e-5 6.86074e+0
