u H off
9.23339 10233 -1.024006
9.23564 10256 0.610880
9.23789 10279 0.104935
9.24014 10302 -0.131092
9.24239 10325 0.141961
9.24464 10348 0.432069
9.24689 10372 -0.764355
9.24914 10395 -0.383704
9.25139 10419 0.139353
9.25364 10442 -0.324731
9.25589 10465 -0.198729
9.25814 10489 -0.284700
9.26038 10513 -1.206653
9.26263 10536 0.547039
9.26488 10560 0.007915
9.26713 10584 0.321413
9.26938 10608 0.324063
9.27163 10632 -0.786704
9.27388 10656 1.103081
9.27613 10680 0.305639
9.27838 10704 0.473555
9.28063 10728 0.342981
9.28288 10752 -0.776625
9.28513 10776 0.757995
9.28737 10800 -0.120112
9.28962 10825 0.161532
9.29187 10849 0.139906
9.29412 10873 -0.944068
9.29637 10898 0.152821
9.29862 10922 -0.495514
9.30087 10947 0.847875
9.30312 10972 -0.422950
9.30537 10996 0.667835
9.30762 11021 -0.595772
9.30987 11046 0.828236
9.31212 11071 -0.393529
9.31436 11096 0.873653
9.31661 11121 -0.498190
9.31886 11146 0.424579
9.32111 11171 -0.124609
9.32336 11196 1.259348
9.32561 11221 -0.083781
9.32786 11247 0.465117
9.33011 11272 -0.921902
9.33236 11297 0.479407
9.33461 11323 -0.766239
9.33686 11348 0.766200
9.33911 11374 0.068293
9.34135 11399 -0.274228
9.34360 11425 -0.332820
9.34585 11451 -0.213114
9.34810 11477 0.657167
9.35035 11502 -0.388791
9.35260 11528 0.010718
9.35485 11554 0.020840
9.35710 11580 -0.071086
9.35935 11606 0.995938
9.36160 11632 -0.495937
9.36385 11659 -0.277662
9.36610 11685 -0.375936
9.36834 11711 -0.232802
9.37059 11738 0.482170
9.37284 11764 0.133383
9.37509 11791 -0.453898
9.37734 11817 0.319042
9.37959 11844 0.196006
9.38184 11870 0.207881
9.38409 11897 0.288667
9.38634 11924 -0.271179
9.38859 11951 -0.337728
9.39084 11978 0.437670
9.39309 12005 -0.019412
9.39533 12032 -0.689634
9.39758 12059 -0.044817
9.39983 12086 0.728865
9.40208 12113 -0.660531
9.40433 12140 0.037909
9.40658 12168 0.148183
9.40883 12195 -0.413384
9.41108 12223 -0.725935
9.41333 12250 -0.052151
9.41558 12278 0.136972
9.41783 12305 -0.420846
9.42008 12333 -1.130424
9.42232 12361 -0.102898
9.42457 12389 0.530431
9.42682 12417 0.295125
9.42907 12444 0.022904
9.43132 12472 -0.144265
9.43357 12501 -0.218462
9.43582 12529 0.352822
9.43807 12557 0.495077
9.44032 12585 -0.303132
9.44257 12614 0.214368
9.44482 12642 -0.197665
9.44707 12670 0.057079
9.44931 12699 -0.047039
9.45156 12728 0.426103
9.45381 12756 0.983968
9.45606 12785 0.248612
9.45831 12814 0.304530
9.46056 12843 -1.054636
9.46281 12871 -0.345746
9.46506 12900 0.440348
9.46731 12930 -0.013784
9.46956 12959 0.034334
9.47181 12988 0.244385
9.47406 13017 0.749884
9.47630 13046 0.947654
9.47855 13076 0.598350
9.48080 13105 -0.368333
9.48305 13135 -0.435326
9.48530 13164 -0.059344
9.48755 13194 0.036268
9.48980 13224 -0.009324
9.49205 13253 -0.477783
9.49430 13283 -0.895471
9.49655 13313 -0.710089
9.49880 13343 -0.999264
9.50105 13373 -0.920952
9.50329 13403 -0.663532
9.50554 13433 -0.453364
9.50779 13464 -0.022570
9.51004 13494 0.079929
9.51229 13524 0.078131
9.51454 13555 0.054179
9.51679 13585 -0.277968
9.51904 13616 0.353013
9.52129 13647 0.380225
9.52354 13677 0.796732
9.52579 13708 0.022789
9.52804 13739 -0.234241
9.53028 13770 0.114912
9.53253 13801 -0.001443
9.53478 13832 -0.060353
9.53703 13863 -0.843351
9.53928 13894 0.172276
9.54153 13926 1.220993
9.54378 13957 0.770802
9.54603 13989 -0.097934
9.54828 14020 -0.308244
9.55053 14052 -0.391760
9.55278 14083 -0.439161
9.55503 14115 -0.429748
9.55727 14147 0.398171
9.55952 14179 -0.091759
9.56177 14211 -0.019103
9.56402 14243 -0.806401
9.56627 14275 -0.065562
9.56852 14307 0.295200
9.57077 14339 0.028262
9.57302 14371 -0.257503
9.57527 14404 0.038688
9.57752 14436 0.601303
9.57977 14469 0.185704
9.58202 14501 -0.487682
9.58426 14534 0.082124
9.58651 14566 0.657872
9.58876 14599 0.520134
9.59101 14632 -0.741087
9.59326 14665 -0.053741
9.59551 14698 0.337873
9.59776 14731 0.099530
9.60001 14764 0.240606
9.60226 14798 0.133616
9.60451 14831 -0.202330
9.60676 14864 0.133885
9.60901 14898 -0.060737
9.61125 14931 -0.473593
9.61350 14965 0.103457
9.61575 14999 0.393366
9.61800 15032 -0.645580
9.62025 15066 0.636794
9.62250 15100 0.225501
9.62475 15134 0.328959
9.62700 15168 0.063371
9.62925 15202 -0.482968
9.63150 15237 0.722352
9.63375 15271 -0.263930
9.63600 15305 -0.468861
9.63824 15340 -0.118393
9.64049 15374 0.057048
9.64274 15409 0.053300
9.64499 15444 0.184824
9.64724 15479 -0.167536
9.64949 15513 -0.408706
9.65174 15548 0.334022
9.65399 15583 -0.858170
9.65624 15618 0.568549
9.65849 15654 0.070718
9.66074 15689 -0.286008
9.66299 15724 0.027682
9.66523 15760 0.091407
9.66748 15795 -0.129689
9.66973 15831 -0.742654
9.67198 15866 0.649739
9.67423 15902 -0.268935
9.67648 15938 0.165545
9.67873 15974 0.095357
9.68098 16010 0.075227
9.68323 16046 0.689226
9.68548 16082 -0.926708
9.68773 16118 0.384792
9.68998 16154 0.340580
9.69222 16191 -0.419335
9.69447 16227 0.469135
9.69672 16264 0.278110
9.69897 16300 0.176751
9.70122 16337 -0.044770
9.70347 16374 0.046773
9.70572 16411 -0.176177
9.70797 16448 0.527639
9.71022 16485 -0.293717
9.71247 16522 -0.461365
9.71472 16559 0.190149
9.71697 16596 0.393358
9.71921 16634 0.205754
9.72146 16671 -0.246927
9.72371 16709 -0.061660
9.72596 16746 0.649427
9.72821 16784 -0.068262
9.73046 16822 -0.303596
9.73271 16860 -0.402896
9.73496 16898 0.194789
9.73721 16936 1.023958
9.73946 16974 0.385406
9.74171 17012 -0.638788
9.74396 17050 0.066185
9.74620 17089 0.100331
9.74845 17127 0.261766
9.75070 17166 0.651486
9.75295 17204 0.496556
9.75520 17243 -1.015140
9.75745 17282 -0.278545
9.75970 17321 0.139024
9.76195 17360 -0.283517
9.76420 17399 -0.186096
9.76645 17438 0.540922
9.76870 17477 0.625709
9.77095 17517 0.085656
9.77319 17556 0.775615
9.77544 17596 1.050667
9.77769 17635 -0.366145
9.77994 17675 0.132607
9.78219 17715 0.111649
9.78444 17755 -0.271514
9.78669 17795 -0.140472
9.78894 17835 0.027198
9.79119 17875 -0.355385
9.79344 17915 -0.160890
9.79569 17956 0.904113
9.79794 17996 0.868592
9.80018 18037 -0.005727
9.80243 18077 0.043161
9.80468 18118 0.405877
9.80693 18159 0.008776
9.80918 18200 -0.004502
9.81143 18241 -0.091218
9.81368 18282 -0.894754
9.81593 18323 -0.600770
9.81818 18364 0.149070
9.82043 18405 -0.303454
9.82268 18447 0.530571
9.82493 18488 0.621712
9.82717 18530 -0.110127
9.82942 18572 -0.787110
9.83167 18614 0.424581
9.83392 18655 -0.087141
9.83617 18697 0.405232
9.83842 18740 0.280531
9.84067 18782 -0.359545
9.84292 18824 0.160481
9.84517 18866 0.921079
9.84742 18909 -0.172590
9.84967 18952 -1.074294
9.85192 18994 0.011333
9.85416 19037 0.742796
9.85641 19080 -0.310296
9.85866 19123 -0.668364
9.86091 19166 0.752917
9.86316 19209 -0.056290
9.86541 19252 -0.324130
9.86766 19296 0.823998
9.86991 19339 -0.036201
9.87216 19383 -0.686267
9.87441 19426 0.779326
9.87666 19470 -0.340919
9.87891 19514 0.059896
9.88115 19558 0.404781
9.88340 19602 -0.701817
9.88565 19646 1.088028
9.88790 19690 0.026694
9.89015 19735 -0.467298
9.89240 19779 0.140931
9.89465 19824 -0.032337
9.89690 19868 0.308644
9.89915 19913 -0.680248
9.90140 19958 0.336102
9.90365 20003 -0.932272
9.90590 20048 0.549332
9.90814 20093 -1.044180
9.91039 20138 -0.005508
9.91264 20183 -0.758832
9.91489 20229 -0.118543
9.91714 20274 0.268252
9.91939 20320 0.055610
9.92164 20366 0.521811
9.92389 20412 -0.634679
9.92614 20458 0.460345
9.92839 20504 -0.078852
9.93064 20550 -0.079904
9.93289 20596 0.637730
9.93513 20643 -1.052859
9.93738 20689 0.280915
9.93963 20736 0.703923
9.94188 20782 -0.657785
9.94413 20829 0.433213
9.94638 20876 0.773895
9.94863 20923 -0.707417
9.95088 20970 0.061862
9.95313 21017 -0.002295
9.95538 21065 -0.235565
9.95763 21112 -0.599600
9.95988 21160 -0.398213
9.96212 21207 0.652151
9.96437 21255 -0.132774
9.96662 21303 -1.015818
9.96887 21351 0.004557
9.97112 21399 0.192376
9.97337 21447 0.482780
9.97562 21495 0.149407
9.97787 21544 -0.241600
9.98012 21592 -0.668315
9.98237 21641 -0.300559
9.98462 21690 -0.177211
9.98687 21739 0.654128
9.98911 21787 0.487126
9.99136 21837 0.725090
9.99361 21886 0.885049
9.99586 21935 -0.228027
9.99811 21984 0.020927
10.00036 22034 -0.085355
10.00261 22084 0.221539
10.00486 22133 -0.640834
10.00711 22183 -0.967861
10.00936 22233 -0.752008
10.01161 22283 -0.778093
10.01386 22333 -0.948150
10.01610 22384 0.278756
10.01835 22434 0.126623
10.02060 22484 0.393333
10.02285 22535 0.310694
10.02510 22586 0.733712
10.02735 22637 0.584435
10.02960 22688 0.423515
10.03185 22739 0.033944
10.03410 22790 0.111793
10.03635 22841 -0.390489
10.03860 22893 -0.365511
10.04085 22944 0.331611
10.04309 22996 0.506654
10.04534 23048 0.569212
10.04759 23100 -0.142994
10.04984 23152 -0.530052
10.05209 23204 -0.002477
10.05434 23256 0.799078
10.05659 23308 0.516351
10.05884 23361 -0.663838
10.06109 23413 -0.631036
10.06334 23466 0.621156
10.06559 23519 -0.160555
10.06784 23572 -0.029999
10.07008 23625 -0.185402
10.07233 23678 0.516465
10.07458 23732 -0.641080
10.07683 23785 0.018085
10.07908 23839 0.201144
10.08133 23892 -0.951201
10.08358 23946 1.491243
10.08583 24000 -0.190093
10.08808 24054 0.267192
10.09033 24108 0.517784
10.09258 24162 -0.919287
10.09483 24217 0.859632
10.09707 24271 -0.604456
10.09932 24326 0.909621
10.10157 24381 -0.283827
10.10382 24436 0.803686
10.10607 24491 -0.213254
10.10832 24546 0.825930
10.11057 24601 -0.148101
10.11282 24657 0.089728
10.11507 24712 -0.284921
10.11732 24768 0.513925
10.11957 24824 0.328727
10.12182 24879 0.495708
10.12406 24935 0.032794
10.12631 24992 -0.259527
10.12856 25048 -0.082398
10.13081 25104 0.402436
10.13306 25161 -0.289713
10.13531 25217 0.387230
10.13756 25274 0.397046
10.13981 25331 -0.584522
10.14206 25388 0.657595
10.14431 25445 -0.013245
10.14656 25503 -0.546796
10.14881 25560 -0.242150
10.15105 25618 0.173906
10.15330 25675 -0.075173
10.15555 25733 -0.370688
10.15780 25791 0.043658
10.16005 25849 0.035869
10.16230 25907 0.730539
10.16455 25966 0.524591
10.16680 26024 0.223579
10.16905 26083 -0.850878
10.17130 26141 0.161684
10.17355 26200 -0.125830
10.17580 26259 0.414942
10.17804 26318 0.369031
10.18029 26378 0.145562
10.18254 26437 0.749317
10.18479 26497 0.549153
10.18704 26556 1.242040
10.18929 26616 0.720393
10.19154 26676 1.080338
10.19379 26736 0.240786
10.19604 26796 0.678856
10.19829 26857 0.309357
10.20054 26917 0.062877
10.20279 26978 0.411555
10.20503 27038 0.243647
10.20728 27099 0.026180
10.20953 27160 0.140014
10.21178 27222 -0.502615
10.21403 27283 -1.125676
10.21628 27344 0.579081
10.21853 27406 0.726097
10.22078 27468 0.642109
10.22303 27529 -0.140401
10.22528 27591 -0.170212
10.22753 27654 -0.005337
10.22978 27716 1.169122
10.23202 27778 -0.003493
10.23427 27841 -0.104343
10.23652 27903 -1.269543
10.23877 27966 0.934471
10.24102 28029 0.094004
10.24327 28092 -0.447996
10.24552 28156 0.490359
10.24777 28219 -0.252777
10.25002 28283 -0.475290
10.25227 28346 0.728689
10.25452 28410 -0.126598
10.25677 28474 0.056245
10.25901 28538 0.347048
10.26126 28602 -0.364988
10.26351 28667 0.360207
10.26576 28731 -0.313640
10.26801 28796 0.715864
10.27026 28861 -0.272932
10.27251 28926 0.583980
10.27476 28991 -0.549803
10.27701 29056 0.705600
10.27926 29122 -0.710650
10.28151 29187 0.674740
10.28376 29253 -0.923538
10.28600 29319 0.338060
10.28825 29385 -0.068796
10.29050 29451 -0.290959
10.29275 29517 0.177421
10.29500 29584 -0.068313
10.29725 29650 -0.001485
10.29950 29717 0.377433
10.30175 29784 0.363037
10.30400 29851 -0.359838
10.30625 29918 0.648017
10.30850 29986 0.263061
10.31075 30053 -0.590018
10.31299 30121 -0.775465
10.31524 30189 0.399022
10.31749 30257 0.333297
10.31974 30325 0.175637
10.32199 30393 -1.157371
10.32424 30462 -0.412081
10.32649 30530 -0.418567
10.32874 30599 0.204306
10.33099 30668 0.211566
10.33324 30737 0.656545
10.33549 30806 0.775779
10.33774 30876 0.532601
10.33998 30945 -0.052346
10.34223 31015 -0.026050
10.34448 31085 0.122285
10.34673 31155 -0.533816
10.34898 31225 0.065318
10.35123 31295 -0.424541
10.35348 31365 0.116580
10.35573 31436 0.695672
10.35798 31507 0.840929
10.36023 31578 0.191272
10.36248 31649 -0.021443
10.36473 31720 -0.305864
10.36697 31792 -0.603394
10.36922 31863 -0.777501
10.37147 31935 -0.002409
10.37372 32007 0.852550
10.37597 32079 0.043348
10.37822 32151 -0.314595
10.38047 32224 0.103570
10.38272 32296 0.847561
10.38497 32369 0.338061
10.38722 32442 -0.489056
10.38947 32515 0.054651
10.39172 32588 -0.023477
10.39396 32661 -0.199245
10.39621 32735 -0.157405
10.39846 32809 0.494304
10.40071 32883 -0.745327
10.40296 32957 0.648515
10.40521 33031 -0.263024
10.40746 33105 -0.408116
10.40971 33180 -0.000541
10.41196 33254 0.066468
10.41421 33329 0.220143
10.41646 33404 0.234342
10.41871 33480 -0.070623
10.42095 33555 0.081805
10.42320 33631 -0.660967
10.42545 33706 0.797215
10.42770 33782 -0.847538
10.42995 33858 0.163526
10.43220 33934 0.026534
10.43445 34011 -0.584017
10.43670 34087 0.853750
10.43895 34164 0.126089
10.44120 34241 -0.340406
10.44345 34318 0.350558
10.44570 34395 -0.196208
10.44794 34473 -0.794808
10.45019 34551 -0.393881
10.45244 34628 0.741026
10.45469 34706 0.907261
10.45694 34784 -0.082095
10.45919 34863 -0.843103
10.46144 34941 -0.649184
10.46369 35020 0.222165
10.46594 35099 0.269689
10.46819 35178 0.228732
10.47044 35257 0.864473
10.47269 35336 0.645637
10.47493 35416 0.697566
10.47718 35496 0.700967
10.47943 35576 0.504381
10.48168 35656 1.013714
10.48393 35736 0.568500
10.48618 35817 0.467791
10.48843 35897 0.745937
10.49068 35978 0.024013
10.49293 36059 0.134109
10.49518 36140 0.024785
10.49743 36222 -0.747709
10.49968 36303 -0.667837
10.50192 36385 -0.319343
10.50417 36467 0.518716
10.50642 36549 0.273783
10.50867 36631 -0.611350
10.51092 36714 0.397840
10.51317 36796 0.867511
10.51542 36879 -0.026515
10.51767 36962 -0.385224
10.51992 37046 0.931360
10.52217 37129 -0.029805
10.52442 37213 -0.255039
10.52667 37296 0.930049
10.52891 37380 -0.019674
10.53116 37465 -0.114471
10.53341 37549 -0.228319
10.53566 37633 -0.580695
10.53791 37718 0.508851
10.54016 37803 -1.153905
10.54241 37888 0.447736
10.54466 37974 0.167904
10.54691 38059 0.035948
10.54916 38145 0.043328
10.55141 38231 0.043017
10.55366 38317 0.376901
10.55590 38403 -0.531865
10.55815 38490 0.158533
10.56040 38576 0.600016
10.56265 38663 -0.658635
10.56490 38750 0.162347
10.56715 38837 0.512910
10.56940 38925 0.046633
10.57165 39012 -0.203523
10.57390 39100 -0.340090
10.57615 39188 0.319611
10.57840 39277 0.486945
10.58065 39365 -0.213501
10.58289 39454 0.007083
10.58514 39542 -0.479289
10.58739 39632 -0.805730
10.58964 39721 -0.262331
10.59189 39810 0.064768
10.59414 39900 0.162312
10.59639 39990 -0.428071
10.59864 40080 0.022067
10.60089 40170 -0.036714
10.60314 40260 -0.345392
10.60539 40351 -0.076308
10.60764 40442 -0.488996
10.60988 40533 -1.119071
10.61213 40624 -0.009285
10.61438 40716 0.927121
10.61663 40807 0.350341
10.61888 40899 -0.174666
10.62113 40991 -0.251854
10.62338 41084 0.237473
10.62563 41176 0.699079
10.62788 41269 0.084246
10.63013 41362 -0.382312
10.63238 41455 0.018828
10.63463 41548 -0.017850
10.63687 41642 -0.077631
10.63912 41736 0.760418
10.64137 41830 -0.376869
10.64362 41924 0.099017
10.64587 42018 0.576449
10.64812 42113 -0.458104
10.65037 42208 0.115193
10.65262 42303 -0.772591
10.65487 42398 0.617650
10.65712 42493 -0.632521
10.65937 42589 -0.075312
10.66162 42685 -0.065164
10.66386 42781 -0.046221
10.66611 42877 0.480000
10.66836 42974 0.023537
10.67061 43071 0.227357
10.67286 43168 0.225044
10.67511 43265 -0.266149
10.67736 43362 -0.512970
10.67961 43460 0.454781
10.68186 43558 0.131501
10.68411 43656 0.888635
10.68636 43754 0.082460
10.68861 43853 -0.261297
10.69085 43952 -0.325947
10.69310 44051 -0.531091
10.69535 44150 -0.228426
10.69760 44249 0.422530
10.69985 44349 0.614862
10.70210 44449 -0.094488
10.70435 44549 -0.130420
10.70660 44649 0.149563
10.70885 44750 -0.036504
10.71110 44850 -0.047189
10.71335 44951 -0.594309
10.71560 45053 -0.796146
10.71784 45154 0.498076
10.72009 45256 0.983750
10.72234 45358 0.194696
10.72459 45460 -0.166950
10.72684 45562 -0.445791
10.72909 45665 -0.011879
10.73134 45767 0.456480
10.73359 45871 -0.434763
10.73584 45974 -0.230794
10.73809 46077 0.531234
10.74034 46181 0.045390
10.74259 46285 -0.142781
10.74483 46389 -0.116943
10.74708 46494 -0.247172
10.74933 46598 0.385076
10.75158 46703 -0.688948
10.75383 46809 -0.298704
10.75608 46914 0.233362
10.75833 47020 -0.364389
10.76058 47125 -0.118138
10.76283 47232 -0.256292
10.76508 47338 0.783977
10.76733 47445 0.031606
10.76958 47551 -0.535077
10.77182 47658 -0.080967
10.77407 47766 0.950647
10.77632 47873 -0.451029
10.77857 47981 -0.174446
10.78082 48089 0.013757
10.78307 48197 0.245858
10.78532 48306 0.647734
10.78757 48415 0.030330
10.78982 48524 -0.091915
10.79207 48633 -0.567445
10.79432 48742 -0.305520
10.79657 48852 -0.818009
10.79881 48962 -0.822661
10.80106 49072 -0.370071
10.80331 49183 -0.550705
10.80556 49294 0.038963
10.80781 49405 -0.539655
10.81006 49516 0.786601
10.81231 49627 0.283921
10.81456 49739 -0.248661
10.81681 49851 -0.588542
10.81906 49963 -0.282164
10.82131 50076 0.988381
10.82356 50189 -0.109468
10.82580 50302 -0.351837
10.82805 50415 -0.059345
10.83030 50529 -0.127396
10.83255 50642 -0.194972
10.83480 50756 0.770190
10.83705 50871 -0.137180
10.83930 50985 0.133684
10.84155 51100 0.036269
10.84380 51215 -0.050346
10.84605 51330 -0.435564
10.84830 51446 0.360772
10.85055 51562 -0.762856
10.85279 51678 0.336831
10.85504 51794 0.456144
10.85729 51911 -0.017429
10.85954 52028 0.526019
10.86179 52145 -0.043806
10.86404 52262 -0.408469
10.86629 52380 0.252457
10.86854 52498 0.260243
10.87079 52616 0.545751
10.87304 52735 -0.309935
10.87529 52853 -0.697636
10.87754 52972 -0.467504
10.87978 53092 -0.510889
10.88203 53211 0.075329
10.88428 53331 -0.290974
10.88653 53451 -0.332546
10.88878 53571 -0.200398
10.89103 53692 -0.566989
10.89328 53813 -0.773842
10.89553 53934 0.041239
10.89778 54056 0.685107
10.90003 54177 0.329861
10.90228 54299 -0.233088
10.90453 54422 -0.982798
10.90677 54544 0.211967
10.90902 54667 0.525025
10.91127 54790 -0.080181
10.91352 54913 -0.732980
10.91577 55037 0.591459
10.91802 55161 -0.204031
10.92027 55285 0.219014
10.92252 55410 0.039470
10.92477 55534 0.264785
10.92702 55660 0.330708
10.92927 55785 -0.199289
10.93152 55910 0.112558
10.93376 56036 0.539451
10.93601 56163 -0.566376
10.93826 56289 -0.000694
10.94051 56416 1.209355
10.94276 56543 -0.502491
10.94501 56670 0.160861
10.94726 56798 0.052932
10.94951 56926 0.822815
10.95176 57054 0.002647
10.95401 57182 -0.681126
10.95626 57311 -0.521629
10.95851 57440 -0.213800
10.96075 57569 -0.160088
10.96300 57699 -0.137504
10.96525 57829 -0.258997
10.96750 57959 0.027548
10.96975 58090 -0.379752
10.97200 58220 -0.337741
10.97425 58352 -0.721290
10.97650 58483 -0.889968
10.97875 58615 -0.211162
10.98100 58747 0.427387
10.98325 58879 -0.338354
10.98550 59011 -0.188989
10.98774 59144 0.296575
10.98999 59278 0.321194
10.99224 59411 -0.181441
10.99449 59545 -0.247914
10.99674 59679 -0.145808
10.99899 59813 -0.626922
11.00124 59948 0.298656
11.00349 60083 -0.741559
11.00574 60218 0.764603
11.00799 60354 0.098561
11.01024 60490 0.294060
11.01249 60626 1.014059
11.01473 60762 -0.418179
11.01698 60899 0.050819
11.01923 61036 0.628051
11.02148 61174 0.289926
11.02373 61312 -0.715984
11.02598 61450 -0.317730
11.02823 61588 0.067144
11.03048 61727 0.239430
11.03273 61866 0.648935
11.03498 62005 0.008518
11.03723 62145 -0.231652
11.03948 62284 0.291085
11.04172 62425 -0.050458
11.04397 62565 -0.141470
11.04622 62706 1.108387
11.04847 62847 0.761944
11.05072 62989 0.043641
11.05297 63131 -0.287728
11.05522 63273 -1.081534
11.05747 63415 -0.242962
11.05972 63558 0.334044
11.06197 63701 -0.292149
11.06422 63845 -0.016006
11.06647 63988 0.507383
11.06871 64133 -0.510322
11.07096 64277 0.565841
11.07321 64422 -0.663082
11.07546 64567 0.243878
11.07771 64712 -0.640059
11.07996 64858 0.104119
11.08221 65004 -0.068140
11.08446 65150 0.121830
11.08671 65297 0.695857
11.08896 65444 0.311823
11.09121 65591 -0.362573
11.09346 65739 -0.247665
11.09570 65887 0.456984
11.09795 66035 0.021585
11.10020 66184 0.000600
11.10245 66333 -0.468529
11.10470 66483 -0.793945
11.10695 66632 -0.605634
11.10920 66782 -0.765694
11.11145 66933 -0.891841
11.11370 67083 -0.959916
11.11595 67234 0.201483
11.11820 67386 0.993550
11.12045 67538 0.207845
11.12269 67690 -0.527199
11.12494 67842 -0.828320
11.12719 67995 -0.366867
11.12944 68148 0.697595
11.13169 68301 0.006898
11.13394 68455 -0.124287
11.13619 68609 -0.192150
11.13844 68764 0.206658
11.14069 68919 0.194293
11.14294 69074 0.478875
11.14519 69229 0.188033
11.14744 69385 -0.597538
11.14968 69541 -0.112757
11.15193 69698 0.370836
11.15418 69855 0.146891
11.15643 70012 -0.491757
11.15868 70170 -0.294473
11.16093 70328 0.438495
11.16318 70486 0.989672
11.16543 70645 0.126521
11.16768 70804 -0.158034
11.16993 70963 -1.072305
11.17218 71123 -0.730703
11.17443 71283 -0.401604
11.17667 71444 -0.125482
11.17892 71605 -0.181528
11.18117 71766 0.572449
11.18342 71928 0.356085
11.18567 72090 -0.084645
11.18792 72252 -0.786355
11.19017 72415 -0.132348
11.19242 72578 0.645256
11.19467 72741 -0.009927
11.19692 72905 -0.024612
11.19917 73069 -0.021945
11.20142 73234 0.472861
11.20366 73398 0.087855
11.20591 73564 0.205322
11.20816 73729 0.346491
11.21041 73895 0.108923
11.21266 74062 -0.964458
11.21491 74229 -0.012332
11.21716 74396 1.167919
11.21941 74563 -0.856714
11.22166 74731 -0.436550
11.22391 74899 0.383849
11.22616 75068 0.266520
11.22841 75237 0.172547
11.23065 75406 0.699789
11.23290 75576 1.057124
11.23515 75746 0.539765
11.23740 75917 0.568235
11.23965 76088 0.600571
11.24190 76259 -0.199795
11.24415 76431 -0.079277
11.24640 76603 -0.498430
11.24865 76776 0.572684
11.25090 76948 0.095847
11.25315 77122 -0.153233
11.25540 77295 -0.079944
11.25764 77469 -0.015923
11.25989 77644 0.195857
11.26214 77819 -0.177644
11.26439 77994 0.180440
11.26664 78170 0.233642
11.26889 78346 0.570437
11.27114 78522 -0.478225
11.27339 78699 0.252554
11.27564 78876 0.563516
11.27789 79054 0.315914
11.28014 79232 -0.438555
11.28239 79410 -0.346887
11.28463 79589 0.181596
11.28688 79768 0.116814
11.28913 79948 0.259712
11.29138 80128 0.226067
11.29363 80308 0.156232
11.29588 80489 0.505699
11.29813 80670 -0.040948
11.30038 80852 -0.556565
11.30263 81034 0.475485
11.30488 81216 0.384767
11.30713 81399 0.582238
11.30938 81582 -0.435692
11.31162 81766 0.892715
11.31387 81950 0.037819
11.31612 82135 -0.609232
11.31837 82320 0.158234
11.32062 82505 -0.707609
11.32287 82691 -0.070401
11.32512 82877 0.509956
11.32737 83064 -0.142612
11.32962 83251 -0.234506
11.33187 83438 0.318646
11.33412 83626 1.105052
11.33637 83814 -0.053508
11.33861 84003 -0.758205
11.34086 84192 -1.059058
11.34311 84382 -0.401908
11.34536 84572 -0.402373
11.34761 84762 -0.732720
11.34986 84953 -0.571800
11.35211 85144 0.424107
11.35436 85336 0.786855
11.35661 85528 0.123431
11.35886 85721 -0.224836
11.36111 85914 0.132103
11.36336 86107 0.686087
11.36561 86301 -0.314771
11.36785 86496 1.127667
11.37010 86690 -0.232658
11.37235 86886 1.077878
11.37460 87081 -0.794450
11.37685 87277 0.807504
11.37910 87474 0.014752
11.38135 87671 -0.219345
11.38360 87868 0.172991
11.38585 88066 0.797054
11.38810 88264 0.130137
11.39035 88463 -0.628628
11.39260 88662 -0.530919
11.39484 88862 -0.688478
11.39709 89062 -0.470516
11.39934 89263 -1.065172
11.40159 89464 0.205965
11.40384 89665 -0.436963
11.40609 89867 0.788574
11.40834 90069 -0.056714
11.41059 90272 -0.338415
11.41284 90475 0.070002
11.41509 90679 0.242558
11.41734 90883 -0.898226
11.41959 91088 -0.126977
11.42183 91293 -0.638950
11.42408 91499 -0.168269
11.42633 91705 -0.084164
11.42858 91911 -0.191850
11.43083 92118 0.428176
11.43308 92325 -0.229655
11.43533 92533 -1.195278
11.43758 92742 -0.518453
11.43983 92950 -0.039960
11.44208 93160 -0.568684
11.44433 93370 0.165701
11.44658 93580 -0.224513
11.44882 93791 -0.278104
11.45107 94002 -0.274442
11.45332 94213 -1.198124
11.45557 94425 0.160762
11.45782 94638 0.355919
11.46007 94851 -0.709772
11.46232 95065 0.244794
11.46457 95279 -0.038224
11.46682 95493 -0.864938
11.46907 95708 0.567840
11.47132 95924 0.037284
11.47357 96140 0.119403
11.47581 96356 1.086208
11.47806 96573 -1.092489
11.48031 96791 -0.235024
11.48256 97009 0.182481
11.48481 97227 0.335417
11.48706 97446 0.728025
11.48931 97666 1.156331
11.49156 97885 0.031075
11.49381 98106 0.095800
11.49606 98327 0.670320
11.49831 98548 0.095256
11.50056 98770 -0.163072
11.50280 98992 -0.586830
11.50505 99215 -0.030467
11.50730 99439 -0.040620
11.50955 99663 -0.990161
11.51180 99887 0.721353
11.51405 100112 -0.236472
11.51630 100337 0.431395
11.51855 100563 -0.804675
11.52080 100790 0.419363
11.52305 101017 0.397323
11.52530 101244 0.314789
11.52755 101472 -0.505856
11.52979 101701 0.055412
11.53204 101930 0.093359
11.53429 102159 -0.205122
11.53654 102389 -0.272448
11.53879 102620 0.062498
11.54104 102851 -0.053742
11.54329 103082 -0.211738
11.54554 103315 -0.327484
11.54779 103547 0.338585
11.55004 103780 0.027350
11.55229 104014 0.480132
11.55454 104248 0.096916
11.55678 104483 -1.105422
11.55903 104718 0.342363
11.56128 104954 0.463161
11.56353 105190 0.149379
