u H off
11.56578 105427 0.590376
11.56803 105665 -0.128426
11.57028 105903 -1.007144
11.57253 106141 -0.073124
11.57478 106380 -0.021781
11.57703 106620 0.032903
11.57928 106860 -0.132846
11.58153 107100 -0.399343
11.58377 107341 -0.672374
11.58602 107583 -0.683270
11.58827 107825 -0.073227
11.59052 108068 0.662801
11.59277 108311 -0.315013
11.59502 108555 -0.313518
11.59727 108800 0.095352
11.59952 109045 -0.409027
11.60177 109290 -0.344399
11.60402 109536 0.424949
11.60627 109783 -0.518687
11.60852 110030 -0.066804
11.61076 110278 0.563789
11.61301 110526 1.000061
11.61526 110775 -0.106383
11.61751 111025 -0.306444
11.61976 111275 0.066749
11.62201 111525 -0.214363
11.62426 111776 0.388904
11.62651 112028 0.092631
11.62876 112280 -0.291945
11.63101 112533 -1.058239
11.63326 112786 0.935281
11.63551 113040 -0.112191
11.63775 113295 -0.322001
11.64000 113550 -0.014827
11.64225 113806 0.792380
11.64450 114062 -0.277769
11.64675 114319 0.320508
11.64900 114576 1.214927
11.65125 114834 0.285624
11.65350 115093 -0.544143
11.65575 115352 -0.356979
11.65800 115612 -0.093485
11.66025 115872 -0.135767
11.66250 116133 -0.761138
11.66474 116394 0.470841
11.66699 116657 0.773457
11.66924 116919 0.243436
11.67149 117182 -0.487356
11.67374 117446 0.835408
11.67599 117711 -0.470822
11.67824 117976 0.687211
11.68049 118241 -0.207986
11.68274 118508 0.059565
11.68499 118775 -0.327622
11.68724 119042 -0.919604
11.68949 119310 -0.323042
11.69173 119579 -0.241098
11.69398 119848 0.223678
11.69623 120118 0.332588
11.69848 120388 0.153698
11.70073 120659 0.245619
11.70298 120931 0.114351
11.70523 121203 -0.249843
11.70748 121476 0.812162
11.70973 121750 -0.314683
11.71198 122024 -0.160342
11.71423 122299 -0.109309
11.71648 122574 0.214476
11.71872 122850 0.099800
11.72097 123127 0.872663
11.72322 123404 0.462774
11.72547 123682 -0.429638
11.72772 123960 -0.392996
11.72997 124239 -0.212245
11.73222 124519 -0.256969
11.73447 124800 -0.328863
11.73672 125081 -0.172315
11.73897 125362 -0.128829
11.74122 125645 -0.264447
11.74347 125927 -0.091012
11.74571 126211 -0.669515
11.74796 126495 -0.238770
11.75021 126780 0.018058
11.75246 127065 -0.137654
11.75471 127352 -0.814478
11.75696 127638 0.211961
11.75921 127926 0.871282
11.76146 128214 0.472793
11.76371 128503 -0.699498
11.76596 128792 -1.069156
11.76821 129082 -0.309138
11.77046 129373 -0.643296
11.77270 129664 0.254423
11.77495 129956 0.754424
11.77720 130248 0.136413
11.77945 130542 -0.146800
11.78170 130836 0.666083
11.78395 131130 -0.335530
11.78620 131426 0.637043
11.78845 131721 -0.075222
11.79070 132018 0.398667
11.79295 132315 -0.332081
11.79520 132613 -0.825651
11.79745 132912 -0.648332
11.79969 133211 -0.651607
11.80194 133511 -0.261299
11.80419 133812 -0.415700
11.80644 134113 -0.937073
11.80869 134415 -0.049407
11.81094 134718 0.726155
11.81319 135021 -0.604272
11.81544 135325 0.049727
11.81769 135630 0.297109
11.81994 135935 -0.367159
11.82219 136241 -0.511627
11.82444 136548 0.485338
11.82668 136855 -0.179515
11.82893 137164 0.395912
11.83118 137472 -0.495364
11.83343 137782 -0.818071
11.83568 138092 -0.416975
11.83793 138403 -1.110774
11.84018 138715 -0.341946
11.84243 139027 0.725843
11.84468 139340 -0.036054
11.84693 139654 0.224906
11.84918 139968 -0.157394
11.85143 140284 0.100592
11.85367 140600 -0.150285
11.85592 140916 0.916458
11.85817 141233 -0.633387
11.86042 141551 -0.305880
11.86267 141870 0.050107
11.86492 142190 -0.426300
11.86717 142510 0.054052
11.86942 142831 -0.566333
11.87167 143152 -0.423044
11.87392 143475 -0.275137
11.87617 143798 0.727687
11.87842 144121 -0.538206
11.88066 144446 0.928405
11.88291 144771 -0.599826
11.88516 145097 0.597816
11.88741 145424 -0.269099
11.88966 145751 0.064904
11.89191 146080 -0.272527
11.89416 146408 0.555507
11.89641 146738 0.007929
11.89866 147069 0.231010
11.90091 147400 -0.312011
11.90316 147732 -0.458234
11.90541 148064 0.318893
11.90765 148398 0.518026
11.90990 148732 -0.382851
11.91215 149067 0.419266
11.91440 149402 -0.298201
11.91665 149739 -0.145073
11.91890 150076 0.890764
11.92115 150414 0.088738
11.92340 150753 -1.061722
11.92565 151092 -0.544332
11.92790 151432 -0.916923
11.93015 151773 -0.856498
11.93240 152115 -0.068215
11.93464 152457 0.449394
11.93689 152801 -0.055064
11.93914 153145 -0.045144
11.94139 153490 -0.236399
11.94364 153835 0.120518
11.94589 154182 -0.439292
11.94814 154529 -0.204529
11.95039 154877 0.713835
11.95264 155226 0.493641
11.95489 155575 -0.436682
11.95714 155925 -0.009874
11.95939 156276 1.022685
11.96163 156628 0.082004
11.96388 156981 -0.474210
11.96613 157335 0.136905
11.96838 157689 0.036762
11.97063 158044 0.029158
11.97288 158400 -0.238993
11.97513 158756 1.065514
11.97738 159114 0.426782
11.97963 159472 -0.963785
11.98188 159831 -0.455507
11.98413 160191 -0.315940
11.98638 160552 -0.446654
11.98862 160913 -1.159106
11.99087 161276 0.752219
11.99312 161639 0.233062
11.99537 162003 -0.492547
11.99762 162368 0.366565
11.99987 162733 -0.913509
12.00212 163100 -0.323019
12.00437 163467 0.696414
12.00662 163835 -0.061942
12.00887 164204 0.200901
12.01112 164574 0.194947
12.01337 164944 0.089562
12.01561 165316 0.560861
12.01786 165688 0.075832
12.02011 166061 0.010284
12.02236 166435 0.116250
12.02461 166810 0.236913
12.02686 167185 -0.066610
12.02911 167562 -0.078982
12.03136 167939 0.021849
12.03361 168317 0.129254
12.03586 168696 0.518612
12.03811 169076 0.633528
12.04036 169457 0.503258
12.04260 169838 0.433430
12.04485 170221 -0.257667
12.04710 170604 0.289791
12.04935 170988 0.737148
12.05160 171373 -0.701792
12.05385 171759 0.119335
12.05610 172146 1.075761
12.05835 172533 -0.503115
12.06060 172922 -0.368681
12.06285 173311 -0.008481
12.06510 173701 -0.149816
12.06735 174093 -0.748388
12.06959 174485 0.056127
12.07184 174877 0.803218
12.07409 175271 -0.273097
12.07634 175666 1.088932
12.07859 176061 0.179186
12.08084 176458 0.453611
12.08309 176855 -0.153919
12.08534 177253 -0.661386
12.08759 177653 -1.014720
12.08984 178053 -1.049641
12.09209 178453 -1.286365
12.09434 178855 -0.277076
12.09658 179258 0.282201
12.09883 179662 -0.503035
12.10108 180066 0.954134
12.10333 180472 -0.368140
12.10558 180878 0.767424
12.10783 181285 -0.113883
12.11008 181694 -0.208681
12.11233 182103 -1.346171
12.11458 182513 -0.732143
12.11683 182924 0.226101
12.11908 183336 1.011707
12.12133 183748 0.331969
12.12357 184162 -0.922378
12.12582 184577 0.257534
12.12807 184992 -0.767963
12.13032 185409 0.042148
12.13257 185826 0.645721
12.13482 186245 -0.471819
12.13707 186664 0.084289
12.13932 187085 0.157097
12.14157 187506 1.076562
12.14382 187928 0.253823
12.14607 188351 -0.501370
12.14832 188775 -0.033058
12.15056 189200 -0.016075
12.15281 189626 0.466325
12.15506 190053 -0.562663
12.15731 190481 0.079377
12.15956 190910 -0.058658
12.16181 191340 -0.238405
12.16406 191771 -0.378261
12.16631 192203 -0.699841
12.16856 192636 0.537491
12.17081 193069 0.439299
12.17306 193504 0.060898
12.17531 193940 -0.303690
12.17755 194376 0.890349
12.17980 194814 0.066998
12.18205 195253 -0.910555
12.18430 195692 -0.290744
12.18655 196133 -1.260114
12.18880 196575 -0.104580
12.19105 197017 0.453889
12.19330 197461 -0.185659
12.19555 197906 0.942435
12.19780 198351 -0.614628
12.20005 198798 0.586775
12.20230 199245 -0.497135
12.20454 199694 0.198619
12.20679 200144 -0.164819
12.20904 200594 0.164260
12.21129 201046 0.682242
12.21354 201499 0.042482
12.21579 201952 -0.625835
12.21804 202407 0.471491
12.22029 202863 -0.726014
12.22254 203320 -0.261196
12.22479 203778 0.437540
12.22704 204236 0.519309
12.22929 204696 0.677794
12.23153 205157 0.772799
12.23378 205619 -0.291242
12.23603 206082 0.050894
12.23828 206546 0.680304
12.24053 207011 -0.178375
12.24278 207477 0.538565
12.24503 207945 -0.156401
12.24728 208413 -0.576283
12.24953 208882 -0.796277
12.25178 209352 -0.303304
12.25403 209824 0.180651
12.25628 210296 0.245910
12.25852 210770 0.261878
12.26077 211244 -0.029179
12.26302 211720 -0.372841
12.26527 212197 0.834832
12.26752 212675 -0.022897
12.26977 213154 0.012821
12.27202 213633 -0.363428
12.27427 214115 -0.291892
12.27652 214597 0.215643
12.27877 215080 -0.337980
12.28102 215564 0.172882
12.28327 216050 0.105840
12.28551 216536 0.348271
12.28776 217024 0.011385
12.29001 217512 -0.316546
12.29226 218002 -0.200953
12.29451 218493 -0.852270
12.29676 218985 -0.309449
12.29901 219478 0.523922
12.30126 219972 -0.223241
12.30351 220467 0.508359
12.30576 220964 -0.074239
12.30801 221461 -0.439470
12.31026 221960 0.201033
12.31250 222460 0.162778
12.31475 222961 -0.290681
12.31700 223463 -0.675646
12.31925 223966 0.545617
12.32150 224470 -0.421284
12.32375 224976 0.787501
12.32600 225482 -0.241803
12.32825 225990 0.155246
12.33050 226499 0.164425
12.33275 227009 0.160471
12.33500 227520 0.279936
12.33725 228032 -0.524195
12.33949 228546 0.764065
12.34174 229061 -0.427830
12.34399 229576 1.009949
12.34624 230093 -0.691858
12.34849 230611 -0.247662
12.35074 231131 -0.166896
12.35299 231651 -0.064204
12.35524 232173 -0.586779
12.35749 232695 -0.251048
12.35974 233219 0.192029
12.36199 233745 -0.223611
12.36424 234271 -0.379717
12.36648 234798 0.587215
12.36873 235327 0.708353
12.37098 235857 0.778529
12.37323 236388 0.521891
12.37548 236920 -0.091172
12.37773 237454 0.032648
12.37998 237988 0.166862
12.38223 238524 0.083687
12.38448 239061 -0.315366
12.38673 239600 0.095428
12.38898 240139 0.343401
12.39123 240680 0.174716
12.39347 241222 -0.485584
12.39572 241765 -0.418247
12.39797 242309 -0.019758
12.40022 242855 -0.199981
12.40247 243402 -0.227993
12.40472 243950 -0.058615
12.40697 244499 0.086472
12.40922 245050 0.026561
12.41147 245602 -0.319880
12.41372 246155 -0.202498
12.41597 246709 0.073334
12.41822 247264 0.062790
12.42046 247821 -0.101935
12.42271 248379 -0.323416
12.42496 248938 0.040382
12.42721 249499 0.103859
12.42946 250061 -0.382651
12.43171 250624 -0.098196
12.43396 251188 0.802474
12.43621 251754 0.065313
12.43846 252321 -0.319193
12.44071 252889 0.414433
12.44296 253458 0.198299
12.44521 254029 -0.211042
12.44745 254601 -0.193999
12.44970 255174 0.078310
12.45195 255749 0.375634
12.45420 256325 -0.403255
12.45645 256902 -0.778630
12.45870 257480 -0.483306
12.46095 258060 0.125263
12.46320 258641 -0.363235
12.46545 259224 0.233093
12.46770 259807 0.460403
12.46995 260392 -0.403403
12.47220 260979 -0.013435
12.47444 261566 0.523700
12.47669 262155 -0.333191
12.47894 262745 -0.186866
12.48119 263337 0.049028
12.48344 263930 0.039272
12.48569 264524 -0.006193
12.48794 265120 -0.070729
12.49019 265717 0.396805
12.49244 266315 -0.305294
12.49469 266915 -0.168313
12.49694 267516 0.378146
12.49919 268118 0.270112
12.50143 268722 -0.309504
12.50368 269327 0.643061
12.50593 269934 0.296951
12.50818 270541 -0.194154
12.51043 271151 -0.624264
12.51268 271761 -0.462565
12.51493 272373 -0.781656
12.51718 272986 0.786279
12.51943 273601 -0.622870
12.52168 274217 0.626958
12.52393 274835 0.012643
12.52618 275453 -0.938947
12.52842 276074 -0.207972
12.53067 276695 0.098638
12.53292 277318 0.503966
12.53517 277943 -1.001076
12.53742 278569 -0.000016
12.53967 279196 0.308671
12.54192 279824 0.136657
12.54417 280455 0.091532
12.54642 281086 1.040820
12.54867 281719 -0.203374
12.55092 282353 -0.440006
12.55317 282989 -0.119838
12.55541 283626 0.581137
12.55766 284265 -0.607610
12.55991 284905 -0.169656
12.56216 285547 0.559334
12.56441 286190 -0.160288
12.56666 286834 0.114016
12.56891 287480 0.107410
12.57116 288127 0.829636
12.57341 288776 0.994402
12.57566 289426 1.001435
12.57791 290078 0.304434
12.58016 290731 -0.252464
12.58240 291386 0.733262
12.58465 292042 -0.536621
12.58690 292699 0.088982
12.58915 293358 0.194153
12.59140 294019 -0.152081
12.59365 294681 -0.601771
12.59590 295345 -0.325297
12.59815 296010 -0.081082
12.60040 296676 0.958993
12.60265 297344 0.049309
12.60490 298014 0.468858
12.60715 298685 -0.190414
12.60939 299357 0.091645
12.61164 300031 0.052161
12.61389 300707 1.033363
12.61614 301384 0.382126
12.61839 302063 -0.703515
12.62064 302743 -0.975389
12.62289 303424 0.108527
12.62514 304108 0.715188
12.62739 304792 -0.531038
12.62964 305479 -0.224796
12.63189 306167 0.660502
12.63414 306856 0.829448
12.63638 307547 0.146687
12.63863 308239 -0.109520
12.64088 308933 -0.632158
12.64313 309629 -0.153908
12.64538 310326 1.094340
12.64763 311025 -0.148331
12.64988 311725 -0.056906
12.65213 312427 0.703084
12.65438 313131 -0.588884
12.65663 313836 0.928841
12.65888 314543 -0.710952
12.66113 315251 -0.340587
12.66337 315961 -0.312590
12.66562 316672 -0.353319
12.66787 317385 -0.124095
12.67012 318100 0.073992
12.67237 318816 0.851677
12.67462 319534 0.026459
12.67687 320253 -0.692557
12.67912 320975 -0.195266
12.68137 321697 0.053982
12.68362 322422 -0.397506
12.68587 323148 0.080213
12.68812 323875 -0.151427
12.69036 324605 -0.209691
12.69261 325335 -0.403148
12.69486 326068 0.314506
12.69711 326802 -0.681173
12.69936 327538 0.349012
12.70161 328276 0.870957
12.70386 329015 -0.118250
12.70611 329756 0.609531
12.70836 330498 0.533248
12.71061 331242 -0.474909
12.71286 331988 0.373634
12.71511 332736 0.576297
12.71735 333485 0.226444
12.71960 334236 0.482845
12.72185 334988 0.082356
12.72410 335743 -0.852706
12.72635 336499 0.110403
12.72860 337256 1.344358
12.73085 338016 0.805331
12.73310 338777 0.772246
12.73535 339540 -0.351394
12.73760 340304 -0.289625
12.73985 341071 -0.541197
12.74210 341839 0.251026
12.74434 342608 0.310414
12.74659 343380 0.046754
12.74884 344153 -0.365595
12.75109 344928 0.687389
12.75334 345705 0.079504
12.75559 346483 -0.658572
12.75784 347263 -0.810031
12.76009 348045 -0.041047
12.76234 348829 0.480839
12.76459 349614 0.498331
12.76684 350401 -0.364815
12.76909 351190 -0.124751
12.77133 351981 -0.115493
12.77358 352774 -0.474457
12.77583 353568 0.151433
12.77808 354364 0.014616
12.78033 355162 -0.375483
12.78258 355962 -0.467216
12.78483 356763 -0.578578
12.78708 357567 0.285989
12.78933 358372 -0.758906
12.79158 359179 0.032074
12.79383 359988 0.452074
12.79608 360798 0.370267
12.79832 361611 -0.518507
12.80057 362425 -0.259099
12.80282 363241 0.049899
12.80507 364059 -0.078233
12.80732 364879 -0.328457
12.80957 365700 -0.052418
12.81182 366524 0.267330
12.81407 367349 0.254847
12.81632 368176 0.996092
12.81857 369005 -0.129122
12.82082 369836 0.460238
12.82307 370669 0.469188
12.82531 371503 -1.320800
12.82756 372340 -0.001665
12.82981 373178 0.198542
12.83206 374019 -0.226449
12.83431 374861 -0.422251
12.83656 375705 -0.150370
12.83881 376551 -0.336791
12.84106 377399 -0.155256
12.84331 378248 -0.130617
12.84556 379100 0.109367
12.84781 379954 0.062501
12.85006 380809 0.277087
12.85230 381667 0.279044
12.85455 382526 0.651709
12.85680 383388 0.527997
12.85905 384251 -0.585819
12.86130 385116 0.794598
12.86355 385983 -0.584786
12.86580 386852 -0.803991
12.86805 387723 -0.453600
12.87030 388596 1.354926
12.87255 389471 -0.116856
12.87480 390348 -0.024421
12.87705 391227 0.334473
12.87929 392108 0.533966
12.88154 392991 -0.241872
12.88379 393876 0.655409
12.88604 394763 -1.154805
12.88829 395652 -0.423523
12.89054 396543 -0.557175
12.89279 397436 1.023279
12.89504 398331 -0.247815
12.89729 399228 0.556746
12.89954 400126 0.835331
12.90179 401027 0.358033
12.90404 401930 -0.210401
12.90628 402835 -0.308140
12.90853 403743 -1.034964
12.91078 404652 -0.880670
12.91303 405563 -1.004471
12.91528 406476 0.610723
12.91753 407391 -0.640286
12.91978 408309 -0.021822
12.92203 409228 0.131578
12.92428 410149 -0.267672
12.92653 411073 -0.738791
12.92878 411999 0.459775
12.93103 412926 0.976980
12.93327 413856 0.925724
12.93552 414788 0.005779
12.93777 415722 -0.689197
12.94002 416658 0.060148
12.94227 417596 1.168163
12.94452 418536 0.603048
12.94677 419479 -0.308028
12.94902 420423 -0.644484
12.95127 421370 0.410235
12.95352 422319 -0.377011
12.95577 423270 0.168549
12.95802 424223 -0.612666
12.96026 425178 0.239741
12.96251 426136 0.887406
12.96476 427095 0.051357
12.96701 428057 0.359458
12.96926 429021 -0.287371
12.97151 429987 0.229184
12.97376 430955 -0.217955
12.97601 431925 -0.116662
12.97826 432898 0.564576
12.98051 433873 -1.082121
12.98276 434849 0.003495
12.98501 435829 0.201482
12.98725 436810 0.091686
12.98950 437794 -0.005501
12.99175 438779 0.258483
12.99400 439767 0.368978
12.99625 440758 0.298009
12.99850 441750 -0.069081
13.00075 442745 -0.191397
13.00300 443742 -0.370456
13.00525 444741 -0.309138
13.00750 445742 -0.819084
13.00975 446746 0.679953
13.01200 447752 -0.349373
13.01424 448760 -0.143236
13.01649 449771 -0.544689
13.01874 450783 -0.902883
13.02099 451798 0.496785
13.02324 452816 1.017609
13.02549 453835 -0.221564
13.02774 454857 0.248158
13.02999 455881 -0.549620
13.03224 456908 0.186086
13.03449 457937 0.350731
13.03674 458968 0.552425
13.03899 460001 -0.345839
13.04123 461037 0.550845
13.04348 462075 -0.147417
13.04573 463116 0.748644
13.04798 464158 0.196155
13.05023 465204 0.119348
13.05248 466251 -0.200469
13.05473 467301 -0.432617
13.05698 468353 -1.186410
13.05923 469408 0.274230
13.06148 470465 -0.122261
13.06373 471524 0.163770
13.06598 472586 1.433329
13.06822 473650 -0.498512
13.07047 474716 0.587805
13.07272 475785 -0.016390
13.07497 476857 0.557378
13.07722 477930 0.147069
13.07947 479007 0.101159
13.08172 480085 -0.201058
13.08397 481166 1.061214
13.08622 482250 -0.285449
13.08847 483335 -0.216418
13.09072 484424 0.313051
13.09297 485515 -0.267780
13.09521 486608 0.499103
13.09746 487703 -0.680212
13.09971 488802 -0.754734
13.10196 489902 -0.379554
13.10421 491005 0.015671
13.10646 492111 -0.264262
13.10871 493219 -0.028503
13.11096 494330 -0.059503
13.11321 495443 -0.853093
13.11546 496558 0.077496
13.11771 497676 1.211347
13.11996 498797 0.325170
13.12220 499920 -0.246958
13.12445 501046 0.923104
13.12670 502174 0.196717
13.12895 503305 -0.310681
13.13120 504438 0.466626
13.13345 505574 -0.051034
13.13570 506712 -0.694068
13.13795 507853 -0.580383
13.14020 508997 0.687939
13.14245 510143 -0.437819
13.14470 511292 -0.707053
13.14695 512443 -0.965728
13.14919 513597 0.101568
13.15144 514753 -0.950032
13.15369 515912 -0.660544
13.15594 517074 -0.102103
13.15819 518238 0.349568
13.16044 519405 -0.115776
13.16269 520575 -0.032160
13.16494 521747 0.464086
13.16719 522922 -0.497930
13.16944 524099 0.028344
13.17169 525279 0.017994
13.17394 526462 -0.779592
13.17618 527648 0.083486
13.17843 528836 1.016658
13.18068 530026 1.286074
13.18293 531220 0.286414
13.18518 532416 0.847179
13.18743 533615 -0.208584
13.18968 534816 0.908038
13.19193 536021 -0.253895
13.19418 537228 0.278114
13.19643 538437 0.593504
13.19868 539650 -0.104173
13.20093 540865 -0.228079
13.20317 542083 -1.191296
13.20542 543303 -0.689611
13.20767 544527 0.068033
13.20992 545753 -0.848553
13.21217 546982 -0.633608
13.21442 548213 -0.809291
13.21667 549448 0.350903
13.21892 550685 -0.464800
13.22117 551925 -0.094294
13.22342 553168 0.372571
13.22567 554413 -1.060944
13.22792 555662 -0.247773
13.23016 556913 -0.757785
13.23241 558167 0.257148
13.23466 559424 0.164526
13.23691 560683 -0.942290
13.23916 561946 0.515261
13.24141 563211 -0.204302
13.24366 564479 0.266309
13.24591 565750 0.071361
13.24816 567024 -0.258421
13.25041 568301 -0.304000
13.25266 569581 -0.333863
13.25491 570863 -0.632851
13.25715 572149 0.349289
13.25940 573437 0.353158
13.26165 574728 0.456540
13.26390 576022 -0.322958
13.26615 577319 -0.050317
13.26840 578619 -0.074090
13.27065 579922 -0.276391
13.27290 581228 0.295925
13.27515 582537 0.567922
13.27740 583848 0.332867
13.27965 585163 -0.838867
13.28190 586481 -0.176792
13.28414 587801 -0.113362
13.28639 589125 -0.408567
13.28864 590451 -0.272997
13.29089 591781 -0.237049
13.29314 593113 -0.621596
13.29539 594449 -0.162228
13.29764 595787 0.449869
13.29989 597129 0.268230
13.30214 598473 -1.012283
13.30439 599821 -0.465372
13.30664 601172 -0.468146
13.30889 602525 -0.083554
13.31113 603882 -0.383539
13.31338 605242 -0.879691
13.31563 606604 0.207793
13.31788 607970 -0.574855
13.32013 609339 0.154596
13.32238 610711 -0.622775
13.32463 612087 0.646566
13.32688 613465 -0.267380
13.32913 614846 0.540695
13.33138 616231 0.127192
13.33363 617618 0.359689
13.33588 619009 -0.084844
13.33812 620403 -0.568585
13.34037 621800 0.203402
13.34262 623200 -0.183790
13.34487 624603 -1.158590
13.34712 626009 0.262792
13.34937 627419 0.369573
13.35162 628832 -0.466776
13.35387 630248 -0.201081
13.35612 631667 0.717363
13.35837 633089 -0.034915
13.36062 634515 -0.376560
13.36287 635943 -1.091951
13.36511 637375 -0.060947
13.36736 638811 -0.051114
13.36961 640249 -0.027839
13.37186 641691 -0.203506
13.37411 643135 -0.239511
13.37636 644584 0.558827
13.37861 646035 0.028732
13.38086 647490 -0.210923
13.38311 648948 0.311072
13.38536 650409 0.356244
13.38761 651873 -0.582192
13.38986 653341 -0.726626
13.39210 654812 -0.475367
13.39435 656287 0.527673
13.39660 657765 -0.259318
13.39885 659246 0.953361
13.40110 660730 -0.287786
13.40335 662218 0.477143
13.40560 663709 0.248602
13.40785 665203 -0.428689
13.41010 666701 -0.263897
13.41235 668203 -0.871839
13.41460 669707 0.418181
13.41685 671215 -0.177965
13.41909 672726 0.696472
13.42134 674241 -0.517393
13.42359 675759 0.187325
13.42584 677281 -0.579999
13.42809 678806 0.615328
13.43034 680335 0.216929
13.43259 681866 0.999096
13.43484 683402 -0.318360
13.43709 684941 -0.603163
13.43934 686483 -1.184756
13.44159 688029 -0.015379
13.44384 689578 0.358663
13.44608 691131 -0.104634
13.44833 692687 0.874671
13.45058 694247 0.659876
13.45283 695810 0.134462
13.45508 697377 0.676277
13.45733 698947 0.411389
13.45958 700521 -0.608381
13.46183 702098 0.000341
13.46408 703679 -0.156367
13.46633 705263 -0.921316
13.46858 706851 -0.092021
13.47083 708443 -0.926090
13.47307 710038 0.241184
13.47532 711637 0.698165
13.47757 713239 -0.008607
13.47982 714845 -0.111924
13.48207 716455 -0.136817
13.48432 718068 0.092688
13.48657 719685 -0.181398
13.48882 721306 0.739441
13.49107 722930 -0.309722
13.49332 724558 0.174284
13.49557 726189 -0.096453
13.49782 727824 -0.218461
13.50006 729463 -0.565913
13.50231 731106 0.443272
13.50456 732752 -0.739705
13.50681 734402 -0.435045
13.50906 736056 0.801040
13.51131 737713 -1.015545
13.51356 739374 0.079398
13.51581 741039 0.396001
13.51806 742707 0.855766
13.52031 744380 -0.030555
13.52256 746056 0.781285
13.52481 747736 0.539756
13.52705 749419 -0.234097
13.52930 751107 0.357726
13.53155 752798 0.098733
13.53380 754493 -1.208219
13.53605 756192 -0.822112
13.53830 757895 -0.215929
13.54055 759601 -0.159949
13.54280 761312 -0.334848
13.54505 763026 0.886163
13.54730 764744 -0.253226
13.54955 766466 0.643537
13.55180 768192 -0.282022
13.55404 769922 -0.496709
13.55629 771655 -0.619743
13.55854 773393 -0.582825
13.56079 775134 -0.210958
13.56304 776880 0.015479
13.56529 778629 -0.100329
13.56754 780382 -0.472789
13.56979 782139 0.214051
13.57204 783901 -0.414961
13.57429 785666 0.675323
13.57654 787435 -0.112973
13.57879 789208 0.028338
13.58103 790985 0.219702
13.58328 792766 0.911276
13.58553 794551 -0.138317
13.58778 796340 -0.282316
13.59003 798133 -0.613328
13.59228 799930 0.011244
13.59453 801732 -0.368432
13.59678 803537 0.548782
13.59903 805346 0.613808
13.60128 807160 0.006768
13.60353 808977 0.393316
13.60578 810799 -0.211740
13.60802 812624 0.039266
13.61027 814454 -0.260372
13.61252 816288 0.473605
13.61477 818126 0.922478
13.61702 819968 -0.010563
13.61927 821815 -0.339058
13.62152 823665 -0.331295
13.62377 825520 -0.021769
13.62602 827379 -0.029234
13.62827 829242 -0.757782
13.63052 831109 0.526444
13.63277 832980 -0.151628
13.63501 834856 0.784809
13.63726 836736 0.767154
13.63951 838620 0.007895
13.64176 840508 0.147762
13.64401 842401 -0.447887
13.64626 844297 0.375969
13.64851 846199 0.265653
13.65076 848104 0.082705
13.65301 850014 -0.093539
13.65526 851928 0.706984
13.65751 853846 0.354619
13.65976 855768 0.210915
13.66200 857695 -0.353513
13.66425 859627 0.337414
13.66650 861562 -0.382168
13.66875 863502 -0.252884
13.67100 865447 1.147762
13.67325 867395 -0.079329
13.67550 869348 0.730861
13.67775 871306 0.907565
13.68000 873268 0.237888
13.68225 875234 0.072588
13.68450 877205 -0.281974
13.68675 879180 0.304742
13.68899 881160 -0.002746
13.69124 883144 0.204730
13.69349 885133 -0.986614
13.69574 887126 0.573110
13.69799 889123 -0.842903
13.70024 891125 -0.139185
13.70249 893132 -0.351249
13.70474 895143 -1.106051
13.70699 897158 0.466779
13.70924 899178 0.145709
13.71149 901203 -0.497416
13.71374 903232 -0.398641
13.71598 905266 0.700459
13.71823 907305 -0.179764
13.72048 909348 0.206844
13.72273 911395 -0.545779
13.72498 913447 0.458724
13.72723 915504 0.390050
13.72948 917566 1.206983
13.73173 919632 -0.411410
13.73398 921702 -0.739638
13.73623 923778 0.189897
13.73848 925858 0.410792
13.74073 927943 -0.787900
13.74297 930032 -0.383159
13.74522 932126 0.880191
13.74747 934225 -0.099797
13.74972 936329 0.348724
13.75197 938437 0.392450
13.75422 940550 -0.157040
13.75647 942668 0.411380
13.75872 944791 -0.472797
13.76097 946918 0.222329
13.76322 949050 0.318370
13.76547 951187 0.373700
13.76772 953329 0.261304
13.76996 955475 -0.408087
13.77221 957627 0.585251
13.77446 959783 -0.682173
13.77671 961944 0.118583
13.77896 964110 0.182147
13.78121 966281 0.018457
13.78346 968457 0.366344
13.78571 970638 0.235248
13.78796 972823 -0.446923
13.79021 975014 -0.053676
13.79246 977209 -0.023853
13.79471 979410 -0.147596
13.79695 981615 -0.434370
13.79920 983825 -0.227066
13.80145 986041 -0.073310
13.80370 988261 -0.608824
13.80595 990486 0.977680
13.80820 992716 1.030592
13.81045 994952 -0.337108
13.81270 997192 -0.932919
13.81495 999437 0.392725
13.81720 1001688 0.485002
13.81945 1003943 -1.135941
13.82170 1006204 0.290057
13.82394 1008470 -0.310558
13.82619 1010740 -0.207971
13.82844 1013016 1.050611
13.83069 1015297 0.257577
13.83294 1017583 -0.646780
13.83519 1019875 0.091122
13.83744 1022171 -0.560363
13.83969 1024473 -0.781510
13.84194 1026780 0.413410
13.84419 1029092 -0.432718
13.84644 1031409 -0.128354
13.84869 1033731 -0.494109
13.85093 1036059 -0.165061
13.85318 1038392 -0.599821
13.85543 1040730 -0.325000
13.85768 1043073 -1.043114
13.85993 1045422 -0.837106
13.86218 1047776 0.833494
13.86443 1050135 -0.028465
13.86668 1052500 -0.015873
13.86893 1054870 0.088141
13.87118 1057245 -0.498286
13.87343 1059626 0.841192
13.87568 1062012 -0.468992
13.87792 1064403 -1.310772
13.88017 1066800 0.171852
13.88242 1069202 -0.633046
