re im
-0.750000 7.067363
-0.750000 -7.067363
-0.750000 10.511020
-0.750000 -10.511020
-0.750000 12.505429
-0.750000 -12.505429
-0.750000 15.212438
-0.750000 -15.212438
-0.750000 16.467531
-0.750000 -16.467531
-0.750000 18.793089
-0.750000 -18.793089
-0.750000 20.459360
-0.750000 -20.459360
-0.750000 21.663537
-0.750000 -21.663537
