u x resid pred residB
9.680235248 15998.26004 -0.2954071229 -0.2462927301 -0.2619398307
9.682260657 16030.6959 -0.2952125791 -0.2446465034 -0.2617067652
9.684286066 16063.19751 -0.2911681304 -0.2425634752 -0.2576237551
9.686311475 16095.76503 -0.2856284066 -0.2400255296 -0.25204543
9.688336884 16128.39857 -0.2810480349 -0.2370163186 -0.2474264171
9.690362293 16161.09828 -0.2763281396 -0.2335214062 -0.2426678407
9.692387701 16193.86428 -0.2696481935 -0.2295284018 -0.2359491736
9.69441311 16226.69672 -0.2631159739 -0.2250270795 -0.2293781931
9.696438519 16259.59572 -0.2586343165 -0.2200094846 -0.2248577347
9.698463928 16292.56142 -0.2537653524 -0.2144700247 -0.2199499296
9.700489337 16325.59397 -0.2489885414 -0.2084055457 -0.2151342375
9.702514746 16358.69348 -0.2443116843 -0.2018153917 -0.2104184593
9.704540155 16391.8601 -0.2396536405 -0.1947014482 -0.2057214543
9.706565564 16425.09396 -0.23312576 -0.1870681683 -0.1991545723
9.708590973 16458.39521 -0.2252149712 -0.1789225821 -0.1912047419
9.710616382 16491.76397 -0.218226418 -0.1702742882 -0.1841771068
9.712641791 16525.20039 -0.2111369492 -0.1611354286 -0.177048516
9.7146672 16558.70459 -0.2003237883 -0.151520646 -0.1661961926
9.716692609 16592.27673 -0.1869792888 -0.1414470248 -0.1528124905
9.718718018 16625.91693 -0.1733331811 -0.1309340151 -0.1391271397
9.720743427 16659.62534 -0.1620549369 -0.1200033416 -0.1278096121
9.722768836 16693.40209 -0.148412376 -0.1086788966 -0.1141277274
9.724794245 16727.24732 -0.1331481475 -0.09698661974 -0.09882413459
9.726819654 16761.16117 -0.1189587469 -0.08495436283 -0.0845953292
9.728845063 16795.14377 -0.1071519093 -0.07261174357 -0.07274904638
9.730870471 16829.19528 -0.09635433503 -0.0599899871 -0.06191198626
9.73289588 16863.31583 -0.08473132154 -0.04712175757 -0.05024944638
9.734921289 16897.50555 -0.07277476672 -0.03404098076 -0.03825332456
9.736946698 16931.76459 -0.06082947626 -0.02078265896 -0.02626842646
9.738972107 16966.09309 -0.04881619076 -0.007382679605 -0.01421549265
9.740997516 17000.49119 -0.0379218926 0.006122381113 -0.003281505479
9.743022925 17034.95903 -0.02826876754 0.01969545805 0.006411349333
9.745048334 17069.49676 -0.01704114542 0.03329919905 0.01767874198
9.747073743 17104.1045 -0.004781674178 0.04689616746 0.02997802454
9.749099152 17138.78242 0.007057134307 0.06044904389 0.04185668518
9.751124561 17173.53064 0.01635043065 0.07392082569 0.05118987454
9.75314997 17208.34931 0.02694012155 0.08727502281 0.06181949936
9.755175379 17243.23857 0.03842841294 0.1004758487 0.0733477656
9.757200788 17278.19858 0.0493120568 0.113488405 0.08427142527
9.759226197 17313.22946 0.05775619695 0.1262788583 0.09275562222
9.761251606 17348.33136 0.06549718669 0.1388146092 0.1005367098
9.763277015 17383.50444 0.07236534384 0.1510644501 0.1074450058
9.765302424 17418.74882 0.07733695672 0.1629987134 0.1124567987
