u x R1 R2 R3
11.04774 62802 1839540183.4430466 77015148243459.375 3.6274043879721784e+18
11.05275 63117 1858040541.1392214 78179881311319.125 3.7007331215877934e+18
11.05776 63434 1876751806.2079544 79363805531994.047 3.7756442045436554e+18
11.06274 63751 1895556821.7793162 80559622413917.219 3.8516868496831903e+18
11.06775 64071 1914634873.8242676 81778878662011.922 3.9296083534034708e+18
11.07274 64392 1933868526.6458914 83014243112162.547 4.0089552506103900e+18
11.07775 64715 1953319032.4548531 84269799455207.156 4.0900033546083871e+18
11.08274 65039 1972927542.0763960 85541898056863.781 4.1725308103877064e+18
11.08774 65365 1992755937.1536686 86834705486093.922 4.2568219158789443e+18
11.09275 65693 2012806023.5485284 88148524322706.391 4.3429125864105211e+18
11.09774 66022 2033018063.4039707 89479594909940.781 4.4305709693662469e+18
11.10274 66353 2053454875.0054955 90832211814367.109 4.5200946618660772e+18
11.10775 66686 2074118301.7676487 92206687941370.641 4.6115214466206996e+18
11.11275 67020 2094947696.3032899 93599150191321.875 4.7046090097030973e+18
11.11775 67356 2116006823.7770917 95014025013138.250 4.7996688612605737e+18
11.12275 67694 2137297562.3802323 96451635890670.328 4.8967407351690742e+18
11.12775 68033 2158758339.1726904 97907992783036.234 4.9955713732025815e+18
11.13275 68374 2180453897.7513733 99387657992057.766 5.0964868371832771e+18
11.13775 68717 2202386123.0598025 100890965845066.41 5.1995288989954867e+18
11.14275 69061 2224492529.0301633 102413805771342.08 5.3044328531576197e+18
11.14774 69407 2246838812.7085814 103960879975947.25 5.4115399774565243e+18
11.15274 69755 2269426913.7908211 105532533896797.77 5.5208941717435197e+18
11.15775 70105 2292258791.1714234 107129117226786.25 5.6325401401308477e+18
11.16274 70456 2315270667.9039855 108746353343466.23 5.7461971578431447e+18
11.16774 70809 2338529585.5175357 110389137993670.81 5.8622279513711104e+18
11.17274 71164 2362037512.8171248 112057832355903.55 5.9806794817891133e+18
11.17775 71521 2385796441.4293346 113752802003085.73 6.1015995624624517e+18
11.18275 71880 2409808377.4387975 115474416937292.09 6.2250368725205780e+18
11.18775 72240 2434007932.0871310 117218183556038.70 6.3506893086557645e+18
11.19275 72602 2458463827.1903501 118989250955988.52 6.4789483431965082e+18
11.19775 72966 2483178114.2347002 120788001122776.00 6.6098650855592448e+18
11.20275 73332 2508152821.6346431 122614820623364.94 6.7434915619419628e+18
11.20774 73699 2533321230.1711535 124465033914540.95 6.8795073269112648e+18
11.21275 74069 2558822587.3614278 126349119251443.55 7.0187074363507395e+18
11.21775 74440 2584521078.3654981 128257291812163.19 7.1603941355245517e+18
11.22275 74813 2610487551.7289567 130195021961624.73 7.3049963987359918e+18
11.22775 75188 2636724090.2807651 132162718129787.80 7.4525707827806966e+18
11.23275 75565 2663232781.6091471 134160793539874.20 7.6031748448030597e+18
11.23775 75944 2690015771.2396765 136189666276882.89 7.7568671576413112e+18
11.24274 76324 2717003951.3186560 138244325239482.91 7.9132925842591621e+18
11.24775 76707 2744341496.1172514 140336011809721.47 8.0733349828355174e+18
11.25275 77092 2771959717.3310432 142459778904448.66 8.2366475051174758e+18
11.25775 77478 2799788478.2065401 144610464765424.13 8.4028591030151834e+18
11.26274 77866 2827901523.4400458 146793999404161.25 8.5724543850367672e+18
11.26775 78257 2856373998.7556620 149016541840021.16 8.7459450910262538e+18
11.27275 78649 2885062468.5970898 151267175567395.91 8.9225097126696407e+18
11.27775 79043 2914041753.6246734 153552013122944.22 9.1026556038713354e+18
11.28274 79439 2943314047.7983141 155871516365334.63 9.2864508852053627e+18
11.28775 79838 2972956082.4178514 158232098269874.56 9.4744395390436618e+18
11.29275 80238 3002821478.0330882 160622399343359.09 9.6657498483801559e+18
11.29775 80640 3032986578.2521615 163048784079449.47 9.8609211345837711e+18
11.30275 81044 3063453631.2870703 165511735672907.88 1.0060026323198214e+19
11.30774 81450 3094224906.5831079 168011742754126.09 1.0263139585453013e+19
11.31275 81859 3125379039.6964750 170555550131594.25 1.0470848013891332e+19
11.31775 82269 3156765979.7946577 173131218873332.47 1.0682212738757075e+19
11.32275 82681 3188463988.0826302 175745442748674.25 1.0897815825365819e+19
11.32775 83096 3220552882.1285315 178405173637034.50 1.1118271820811299e+19
11.33275 83512 3252880363.2623019 181098110672238.03 1.1342599072988029e+19
11.33775 83931 3285604164.9606948 183837724251555.41 1.1571958372725670e+19
11.34275 84352 3318649096.2139072 186618103274505.16 1.1805898299350096e+19
11.34774 84774 3351938476.4656148 189433079545984.44 1.2043935733922802e+19
11.35274 85199 3385632412.1459179 192296535239307.56 1.2287285320364841e+19
11.35774 85626 3419654590.7795053 195202380684365.44 1.2535475274398673e+19
11.36275 86056 3454087690.5906830 198158077506024.16 1.2789189586591484e+19
11.36775 86487 3488773953.0669837 201150438424616.25 1.3047339320463047e+19
11.37275 86921 3523876773.4167333 204193916132645.94 1.3311215189366438e+19
11.37775 87356 3559236796.6545858 207275057738078.78 1.3579695349317067e+19
11.38275 87794 3595019042.0269179 210408608730909.38 1.3854110085882569e+19
11.38775 88234 3631144851.3799167 213588107598555.06 1.4133944421681682e+19
11.39274 88676 3667616715.6333785 216814146787191.97 1.4419297553695011e+19
11.39775 89121 3704520229.3589087 220094734028057.88 1.4710930577730109e+19
11.40275 89568 3741775602.8914499 223423214376792.28 1.5008305640155632e+19
11.40775 90017 3779385304.2911062 226800201554280.97 1.5311527319708541e+19
11.41275 90468 3817351848.0776172 230226315748534.13 1.5620701897446889e+19
11.41775 90921 3855677786.4445152 233702183717680.66 1.5935937380420350e+19
11.42275 91377 3894450886.0925283 237236227650187.81 1.6258055222634160e+19
11.42775 91835 3933589286.7163801 240821455114887.38 1.6586476745780097e+19
11.43275 92295 3973095580.8508596 244458515018517.44 1.6921315745406337e+19
11.43775 92758 4013058843.1655002 248156089084452.41 1.7263432304513425e+19
11.44275 93223 4053396027.2554727 251906974962470.88 1.7612221930732259e+19
11.44775 93690 4094109710.3594298 255711844309040.72 1.7967804474028493e+19
11.45275 94160 4135290346.9607978 259579646194935.50 1.8331080426432721e+19
11.45775 94632 4176853619.3477654 263502961795576.81 1.8701418283074204e+19
11.46275 95106 4218802161.5695934 267482486075643.44 1.9078944224095941e+19
11.46775 95583 4261227786.5539241 271527443488431.97 1.9464601002168599e+19
11.47275 96062 4304044901.8817406 275630192019332.03 1.9857728851280073e+19
11.47775 96544 4347346221.2009306 279800145129890.34 2.0259299955070943e+19
11.48275 97028 4391045296.0332375 284029508992907.38 2.0668635165579334e+19
11.48775 97514 4435144849.3996782 288319019555678.13 2.1085872034821931e+19
11.49275 98003 4479739002.1321802 292678379577068.00 2.1512028295387042e+19
11.49775 98494 4524739984.1711740 297099560353673.63 2.1946394323704988e+19
11.50275 98988 4570242883.1122112 301592463147116.94 2.2390019560946467e+19
11.50775 99484 4616159037.4810276 306148899527278.63 2.2842173486721667e+19
11.51275 99982 4662491227.8313160 310769648153250.19 2.3303005896555807e+19
11.51775 100484 4709429739.7677336 315474332811782.50 2.3774561699875504e+19
11.52275 100987 4756697534.5262613 320235775044926.06 2.4254198996665184e+19
11.52775 101494 4804580066.4574566 325083322523938.88 2.4744958016288145e+19
11.53275 102002 4852797546.4202118 329989249967967.06 2.5244117094928962e+19
11.53775 102514 4901638295.3288822 334983500252903.44 2.5754809765443785e+19
11.54275 103027 4950819702.5281010 340037790213320.19 2.6274232176945799e+19
11.54775 103544 5000632964.2698650 345182669758328.69 2.6805613986385392e+19
11.55275 104063 5050889734.4617395 350399388296539.81 2.7347117849973445e+19
11.55775 104584 5101592904.9779215 355688809766070.69 2.7898918895299326e+19
11.56275 105109 5152941485.4064798 361072417822170.44 2.8463361285548081e+19
11.56775 105636 5204744275.3592682 366530895463294.69 2.9038524511131730e+19
11.57275 106165 5257004259.9607649 372065137424460.81 2.9624593150985011e+19
11.57775 106697 5309823864.5664063 377686666575358.50 3.0222887615969014e+19
11.58275 107232 5363207600.7266150 383396714602373.81 3.0833649389483753e+19
11.58775 107770 5417159932.5757837 389196528120150.19 3.1457124328271827e+19
11.59275 108310 5471584369.5597935 395076425558209.06 3.2092377485668942e+19
11.59775 108853 5526585456.5210314 401048406877077.75 3.2740813053179572e+19
11.60275 109398 5582065714.9342747 407102596597596.81 3.3401468259008373e+19
11.60775 109947 5638233320.7665682 413262515037224.31 3.4077030463953056e+19
11.61275 110498 5694888241.0154753 419507039011815.25 3.4765305900129497e+19
11.61775 111052 5752137177.8697157 425848664657641.44 3.5467787704571498e+19
11.62275 111608 5809880641.9293585 432277119841248.50 3.6183455683551642e+19
11.62775 112168 5868331054.3659554 438816891084440.50 3.6915165487704334e+19
11.63275 112730 5927284334.3690395 445445999333292.13 3.7660589794306105e+19
11.63775 113295 5986849301.5221252 452177456796823.19 3.8421316166063120e+19
11.64275 113863 6047030731.8165197 459012672161367.88 3.9197640447948038e+19
11.64775 114434 6107833382.9020939 465953070627912.81 3.9989863694568235e+19
11.65275 115007 6169154753.1824722 472987755580504.44 4.0796873267901669e+19
11.65775 115584 6231213705.8826590 480142738310948.63 4.1621797379751748e+19
11.66275 116163 6293799957.6900721 487394691040152.38 4.2462093146404561e+19
11.66775 116745 6357025674.5552177 494757440905701.94 4.3319501249558610e+19
11.67275 117331 6421005192.6617641 502245335707224.75 4.4195855705046753e+19
11.67775 117919 6485525049.5764790 509834343881929.69 4.5088498828767855e+19
11.68275 118510 6550699105.8796921 517538720258387.38 4.5999253668098007e+19
11.68775 119104 6616532305.3542566 525360023127751.00 4.6928464834294170e+19
11.69275 119701 6683029666.6141052 533299828541598.38 4.7876482881334657e+19
11.69775 120301 6750196172.2712688 541359730459714.75 4.8843664394465559e+19
11.70275 120904 6818036867.1444035 549541340892503.63 4.9830372079760736e+19
11.70775 121510 6886556830.2522402 557846290071766.00 5.0836974854808470e+19
11.71275 122119 6955761123.6968651 566276226582698.00 5.1863847940493402e+19
11.71775 122731 7025654872.8167267 574832817535389.25 5.2911372953851191e+19
11.72275 123346 7096243228.6517620 583517748701413.38 5.3979938002063901e+19
11.72775 123965 7167646965.2210150 592347059858058.00 5.5071714797247627e+19
11.73275 124586 7239640610.8828869 601293948204017.63 5.6183577514406224e+19
11.73775 125210 7312344418.3989534 610374349086358.38 5.7317684886111642e+19
11.74275 125838 7385881020.1028881 619604796160484.38 5.8476310740104528e+19
11.74775 126469 7460139435.5217524 628972596007255.88 5.9658074458388144e+19
11.75275 127103 7535124996.7617464 638479554031165.00 6.0863406382626365e+19
11.75775 127740 7610843043.1398993 648127495492858.13 6.2092744056428691e+19
11.76275 128380 7687298885.3549023 657918265564664.00 6.3346532328887280e+19
11.76775 129024 7764618281.3763628 667869258688898.00 6.4627227043748061e+19
11.77275 129670 7842566491.1414289 677951458136174.63 6.5931311053834494e+19
11.77775 130320 7921390287.4116821 688197987339842.50 6.7263290111645712e+19
11.78275 130974 8001096958.1338730 698611250505972.25 6.8623732928064610e+19
11.78775 131630 8081448201.1171999 709161356244121.38 7.0008963884091335e+19
11.79275 132290 8162694534.0523205 719882445749907.63 7.1423699552614031e+19
11.79775 132953 8244719291.9045000 730760515803012.50 7.2866345950108615e+19
11.80276 133620 8327652716.6841955 741814241796717.63 7.4339638547002982e+19
11.80775 134289 8411251712.2641497 753012522302994.63 7.5839678496951681e+19
11.81275 134962 8495771818.6337776 764390901745574.38 7.7371478112725778e+19
11.81775 135639 8581220577.5526085 775951977358710.75 7.8935676724633043e+19
11.82275 136319 8667478391.8515472 787681043769361.13 8.0530562463375917e+19
11.82775 137002 8754550983.3485165 799580240297702.75 8.2156691339699601e+19
11.83275 137689 8842572519.0075588 811669413730647.63 8.3817063336458076e+19
11.83775 138379 8931421637.0970669 823933418623570.63 8.5509891117410730e+19
11.84275 139073 9021233813.1334686 836392509536381.38 8.7238268780235850e+19
11.84775 139770 9111886467.7723732 849031241727051.63 8.9000357292245320e+19
11.85275 140470 9203385422.1338997 861851878720039.88 9.0796762151471251e+19
11.85775 141174 9295868267.4754372 874875299069643.00 9.2630723133226058e+19
11.86275 141882 9389342887.7930088 888104373381155.75 9.4502984117636743e+19
11.86775 142593 9483684197.0182076 901523039755355.13 9.6411597907991953e+19
11.87275 143308 9579031827.2179852 915152824882849.00 9.8359958400769556e+19
11.87775 144026 9675259453.3422813 928977348474924.00 1.0034606179364967e+20
11.88275 144748 9772508098.7796154 943018578132551.88 1.0237340803508342e+20
11.88775 145474 9870785841.5214100 957279550037047.88 1.0444280679674241e+20
11.89275 146203 9969964477.6149502 971743396782395.88 1.0655216703529330e+20
11.89775 146936 10070187146.467478 986432766693484.38 1.0870515480276520e+20
11.90275 147672 10171324306.432768 1001330457131944.4 1.1089961800906994e+20
11.90775 148413 10273659040.826008 1016480126539300.3 1.1314238637779327e+20
11.91275 149157 10376923425.087561 1031844095861648.8 1.1542828762971642e+20
11.91775 149904 10481123718.027311 1047424992267943.3 1.1775807957061663e+20
11.92275 150656 10586547254.172573 1063267814721374.3 1.2013891124818511e+20
11.92775 151411 10692922065.673124 1079333747136186.6 1.2256537719883812e+20
11.93275 152170 10800396453.822449 1095647107915193.6 1.2504156194533881e+20
11.93776 152933 10908978920.091059 1112211292268216.4 1.2756842427767616e+20
11.94275 153699 11018534601.640417 1129007697745842.0 1.3014355275597416e+20
11.94776 154470 11129358150.635275 1146083651789625.3 1.3277466296268015e+20
11.95275 155244 11241170711.524759 1163398369036434.0 1.3545593809674887e+20
11.95775 156022 11354124324.249355 1180977435359597.3 1.3819179047597128e+20
11.96275 156804 11468227683.682848 1198824440283411.8 1.4098326318763059e+20
11.96775 157590 11583489561.511061 1216943014537576.8 1.4383141741270026e+20
11.97275 158380 11699918757.803154 1235336830447212.0 1.4673733269727724e+20
11.97775 159174 11817524111.651701 1254009602256023.3 1.4970210722730292e+20
11.98275 159972 11936314509.834677 1272965086469707.5 1.5272685810660793e+20
11.98775 160774 12056298883.346598 1292207082202588.5 1.5581272163830510e+20
11.99275 161579 12177335468.673233 1311715076751158.0 1.5895691842787498e+20
11.99775 162389 12299733994.677366 1331541420383834.5 1.6216843491905700e+20
12.00275 163203 12423353597.401514 1351665929824790.5 1.6544459013873608e+20
12.00775 164021 12548203329.624781 1372092578289795.8 1.6878660005821861e+20
12.01275 164844 12674446152.450701 1392850732148204.3 1.7219987982099150e+20
12.01775 165670 12801784478.806339 1413894011037473.3 1.7567739311785719e+20
12.02275 166500 12930380560.568453 1435251619115626.8 1.7922453513247638e+20
12.02775 167335 13060399823.302847 1456953830223911.8 1.8284697713143169e+20
12.03275 168174 13191697036.985895 1478979247658247.8 1.8654180269851345e+20
12.03775 169017 13324281582.150288 1501332124483911.3 1.9031035931804965e+20
12.04275 169864 13458162927.357183 1524016760506291.3 1.9415401705258749e+20
12.04775 170715 13593350530.709368 1547037502632006.5 1.9807416886798497e+20
12.05275 171571 13730013999.706070 1570426205151821.5 2.0207694219965766e+20
12.05775 172431 13868004400.984615 1594160402091850.0 2.0615920789415330e+20
12.06275 173295 14007331430.344801 1618244591973425.3 2.1032243276292470e+20
12.06775 174164 14148167181.765718 1642711618230136.5 2.1457303600609100e+20
12.07275 175037 14290360548.333609 1667538349495059.0 2.1890775415398312e+20
12.07775 175914 14433921326.575922 1692729439823514.8 2.2332813122245178e+20
12.08275 176796 14579024217.093874 1718318751106903.3 2.2784089153954241e+20
12.08775 177682 14725515815.604256 1744282465433266.5 2.3244263105866819e+20
12.09275 178573 14873572633.055937 1770655143259279.5 2.3714028640294053e+20
12.09775 179468 15023039732.389072 1797412499858538.8 2.4193035735038801e+20
12.10275 180368 15174095378.256105 1824589808109090.5 2.4681999928860977e+20
12.10775 181272 15326583031.601969 1852162306531159.5 2.5180561284838932e+20
12.11275 182180 15480512885.303787 1880135033235094.0 2.5688893837033911e+20
12.11775 183094 15636236650.351564 1908575623604527.3 2.6208319563536017e+20
12.12275 184011 15793254722.768291 1937396347303041.8 2.6737326406395799e+20
12.12775 184934 15952092335.914438 1966697180383949.0 2.7277841389385499e+20
12.13275 185861 16112418204.778646 1996420857800722.5 2.7828906063961722e+20
12.13775 186792 16274242733.209942 2026572713665912.5 2.8390710103057138e+20
12.14275 187729 16437926585.296810 2057223888409233.8 2.8964680530011433e+20
12.14775 188670 16603133488.636349 2088315396391097.8 2.9549816085682284e+20
12.15275 189615 16769873982.081272 2119852757240295.8 3.0146316476287930e+20
12.15775 190566 16938514161.528288 2151909300635969.5 3.0755675707926322e+20
12.16275 191521 17108712715.759027 2184424266883126.0 3.1376847730206507e+20
12.16775 192481 17280659850.695221 2217437926985040.3 3.2010707962799338e+20
12.17275 193446 17454369026.212383 2250957090125618.3 3.2657500053409471e+20
12.17775 194415 17629672343.822865 2284953384749401.5 3.3316786410783690e+20
12.18275 195390 17806945264.193558 2319503942815511.0 3.3990179868936425e+20
12.18775 196369 17985837711.799984 2354544931462004.5 3.4676555373231060e+20
12.19275 197354 18166728896.173363 2390155060985167.0 3.5377576021857442e+20
12.19775 198343 18349265277.505096 2426269228817879.0 3.6092083638116463e+20
12.20275 199337 18533643895.813244 2462930687843986.0 3.6821054237055084e+20
12.20775 200336 18719878660.314476 2500146801858076.5 3.7564762105762808e+20
12.21276 201341 18908171384.014217 2537962834329637.5 3.8324247624400221e+20
12.21775 202350 19098161377.622425 2576311064376512.5 3.9098283307709091e+20
12.22275 203364 19290049691.614555 2615236548298942.0 3.9887907834656765e+20
12.22775 204383 19483850475.981579 2654746988048951.5 4.0693414756428625e+20
12.23275 205408 19679769630.926048 2694889531229091.0 4.1515911079389161e+20
12.23775 206437 19877439209.335552 2735593729725346.0 4.2354095705684817e+20
12.24275 207472 20077257801.667385 2776946668760138.0 4.3209906900016601e+20
12.24775 208512 20279048298.880066 2818917052211055.0 4.4082850727658265e+20
12.25275 209557 20482825205.785721 2861513032592628.5 4.4973247016977413e+20
12.25775 210608 20688799650.290123 2904784229819751.5 4.5882292404417928e+20
12.26275 211663 20896594366.235649 2948656637922489.0 4.6808587857702689e+20
12.26775 212724 21106618047.514545 2993221860595342.0 4.7754225999338183e+20
12.27275 213791 21318888502.119911 3038489687192883.5 4.8719589349182846e+20
12.27775 214862 21533022809.793159 3084383893209622.0 4.9703216708833326e+20
12.28275 215939 21749435801.236835 3130998906901126.5 5.0707299249005802e+20
12.28775 217022 21968145551.861851 3178344850023238.0 5.1732239316204539e+20
12.29275 218110 22188966812.609447 3226387588027325.0 5.2777478580301942e+20
12.29775 219203 22411914789.876514 3275136148602795.0 5.3843390079694085e+20
12.30275 220302 22637210292.891239 3324644930688289.0 5.4931350385008496e+20
12.30775 221406 22864665230.580257 3374878792050793.5 5.6040777652208134e+20
12.31275 222516 23094502642.655212 3425893255749290.5 5.7173092039032911e+20
12.31775 223631 23326532526.291016 3477652494439268.5 5.8327695642484441e+20
12.32275 224752 23560980171.946136 3530213177153382.0 5.9506053524336778e+20
12.32775 225879 23797864385.610619 3583586372419019.5 6.0708626294516679e+20
12.33275 227011 24036992327.657845 3637735204690219.5 6.1934791377096055e+20
12.33775 228149 24278592680.143913 3692718111285204.5 6.3186084113979028e+20
12.34275 229292 24522470626.653999 3748497494474514.0 6.4461864598881029e+20
12.34775 230442 24769072116.559505 3805182532156680.5 6.5764858096951086e+20
12.35275 231597 25017987581.535648 3862686346556019.0 6.7093299777214978e+20
12.35775 232758 25269450336.489223 3921069818670440.5 6.8448823965792718e+20
12.36275 233924 25523261610.764423 3980293874326855.0 6.9830755222166136e+20
12.36775 235097 25779876377.968952 4040472204247674.0 7.1241991359506363e+20
12.37275 236275 26038876781.980587 4101514441294589.0 7.2680662429237379e+20
12.37775 237460 26300722316.621696 4163536607519686.5 7.4149756868662041e+20
12.38275 238650 26564990967.833294 4226446544306827.5 7.5647350149721332e+20
12.38775 239846 26831923165.821491 4290308987619832.5 7.7175237000944471e+20
12.39275 241048 27101538941.770859 4355136739049835.5 7.8733991388364708e+20
12.39775 242257 27374084482.036877 4420997493005922.0 8.0325523412615810e+20
12.40275 243471 27649129227.181904 4487795396275972.0 8.1947794329762464e+20
12.40775 244691 27926918418.434593 4555597892082968.0 8.3602714628460629e+20
12.41275 245918 28207701931.322666 4624474784038533.0 8.5292285868114811e+20
12.41775 247151 28491273296.370068 4694384329045050.0 8.7015787305558462e+20
12.42275 248389 28777421448.254295 4765282678137116.0 8.8772425540630518e+20
12.42776 249635 29066862367.495846 4837356355004603.0 9.0567136307841951e+20
12.43275 250886 29358921825.568550 4910446706640537.0 9.2396288698692364e+20
12.43775 252143 29653852557.508068 4984625455250839.0 9.4261981254566347e+20
12.44275 253407 29951912002.155827 5059966827655167.0 9.6166412140986368e+20
12.44775 254677 30252887385.847851 5136426604393522.0 9.8108800817631055e+20
12.45275 255954 30557038796.390503 5214080556361027.0 1.0009141566484740e+21
12.45775 257237 30864151257.182606 5292883614821046.0 1.0211345564286981e+21
12.46275 258526 31174246360.774841 5372850776372828.0 1.0417564962593090e+21
12.46775 259822 31487588117.389130 5454060175401590.0 1.0628037480026462e+21
12.47275 261125 31804201894.167477 5536529033819079.0 1.0842845858372142e+21
12.47775 262434 32123868418.241150 5620210529114905.0 1.1061905700977770e+21
12.48275 263749 32446609660.893719 5705120354229643.0 1.1285295062190664e+21
12.48775 265071 32772694977.507332 5791339915722100.0 1.1513267019873389e+21
12.49275 266400 33102150273.336903 5878887220092380.0 1.1745910088338599e+21
12.49775 267735 33434751806.495541 5967713614442749.0 1.1983135306196346e+21
12.50275 269077 33770773073.808483 6057903053061216.0 1.2225207943902095e+21
12.50775 270426 34110240267.605270 6149474158384461.0 1.2472221132962008e+21
12.51275 271781 34452926321.864090 6242376862333853.0 1.2724082359057297e+21
12.51775 273144 34799363622.984032 6336767339832793.0 1.2981259744268166e+21
12.52275 274513 35149070487.542381 6432526347207933.0 1.3243473913096779e+21
12.52775 275889 35502327288.995987 6529742265463040.0 1.3511011793022610e+21
12.53275 277272 35859160983.851913 6628434792462066.0 1.3783974763529804e+21
12.53775 278662 36219598642.757545 6728623850778738.0 1.4062465954233393e+21
12.54275 280058 36583406279.008179 6830256422664346.0 1.4346385362188454e+21
12.54775 281462 36951132432.228874 6933498484711409.0 1.4636246416199527e+21
12.55275 282873 37322544633.392258 7038298206286556.0 1.4931955795902684e+21
12.55775 284291 37697670598.598244 7144676428168054.0 1.5233623895003607e+21
12.56275 285716 38076538037.281494 7252654225572979.0 1.5541362991038773e+21
12.56775 287148 38459174899.623108 7362252909919581.0 1.5855287273087521e+21
12.57275 288587 38845609262.013123 7473494031052612.0 1.6175512869819662e+21
12.57775 290034 39236139824.295303 7586477850906308.0 1.6502385471035482e+21
12.58275 291488 39630527089.014763 7701149506665328.0 1.6835804454802054e+21
12.58775 292949 40028799537.497742 7817531297994693.0 1.7175892094031650e+21
12.59275 294417 40430985779.745506 7935645770982820.0 1.7522772719485544e+21
12.59775 295893 40837390654.680099 8055597394642484.0 1.7876814416252937e+21
12.60275 297376 41247769735.013153 8177329180399860.0 1.8237911355203775e+21
12.60775 298867 41662430907.824524 8300947774201319.0 1.8606443410166582e+21
12.61275 300365 42081127331.904884 8426395101765219.0 1.8982302106807212e+21
12.61776 301871 42504169980.524429 8553780028463864.0 1.9365879465619373e+21
12.62275 303384 42931309541.060555 8683043370474266.0 1.9757064283685048e+21
12.62775 304904 43362575659.977776 8814209529949607.0 2.0155996667828463e+21
12.63275 306433 43798569837.867508 8947478365633174.0 2.0563355883288380e+21
12.63775 307969 44238755983.370216 9082703134671410.0 2.0978766072408428e+21
12.64275 309512 44683164226.430656 9219909086369630.0 2.1402374741919890e+21
12.64775 311064 45132405091.637863 9359302268741274.0 2.1834893371825547e+21
12.65275 312623 45585934484.758148 9500731571024192.0 2.2275929751695485e+21
12.65775 314190 46044075972.069016 9644315199165382.0 2.2725928451221773e+21
12.66275 315765 46506864628.614807 9790082323148418.0 2.3185060352660896e+21
12.66775 317348 46974335780.779106 9938062446614942.0 2.3653499293064825e+21
12.67276 318939 47446524835.179047 10088285409688864 2.4131422108439612e+21
12.67775 320537 47923168382.816658 10240685544990952 2.4618701456428966e+21
12.68275 322144 48404898784.345627 10395484103688534 2.5116130105589445e+21
12.68775 323759 48891454464.386612 10552617059239682 2.5623591511027850e+21
12.69276 325382 49382871643.329643 10712115625801326 2.6141274955964057e+21
12.69776 327013 49879186607.818939 10874011368219486 2.6669372951484149e+21
12.70275 328652 50380435860.901993 11038336204883580 2.7208081283986966e+21
12.70775 330299 50886656144.534821 11205122410766452 2.7757599063198191e+21
12.71275 331955 51398193972.369911 11374505416482692 2.8318470004384203e+21
12.71775 333619 51914779853.924477 11546417488528238 2.8890569088230375e+21
12.72275 335291 52436450991.522179 11720892019769492 2.9474105918821032e+21
12.72776 336972 52963559252.855179 11898068698460952 3.0069650565921390e+21
12.73275 338661 53495830979.723824 12077877859404846 3.0677073579851273e+21
12.73775 340358 54033303993.373383 12260354041633606 3.1296595533793995e+21
12.74275 342064 54576335448.393433 12445641314527206 3.1928814052666759e+21
12.74775 343779 55124968252.032997 12633778266131960 3.2573974053116660e+21
12.75275 345502 55678923343.667732 12824692576041240 3.3231940009320047e+21
12.75775 347234 56238563212.866234 13018532854948914 3.3903338611911604e+21
12.76275 348974 56803605918.051849 13215225410149552 3.4588031149014060e+21
12.76775 350724 57374744789.539375 13415036690593768 3.5287066783594594e+21
12.77275 352482 57951371142.761391 13617779157643638 3.5999913227009351e+21
12.77775 354248 58533524331.313271 13823490626712570 3.6726823385628274e+21
12.78275 356024 59121908177.932762 14032445803882740 3.7468896252808166e+21
12.78775 357809 59716238562.886864 14244571011519312 3.8226003909688830e+21
12.79275 359602 60316224986.087990 14459788322434922 3.8997998009646753e+21
12.79775 361405 60922581937.230751 14678380980013692 3.9786029942678151e+21
12.80275 363216 61534682145.491905 14900150161748280 4.0589520703554679e+21
12.80775 365037 62153247219.416885 15125384942278778 4.1409657938985521e+21
12.81275 366867 62777985892.991829 15354008146016282 4.2246306818322381e+21
12.81775 368706 63408944250.388367 15586064943554234 4.3099778065241620e+21
12.82275 370554 64046168623.847084 15821601010913348 4.3970387684561907e+21
12.82775 372411 64689705565.780922 16060662533617288 4.4858457039573415e+21
12.83275 374278 65339951042.496719 16303426890672764 4.5764802031133036e+21
12.83775 376154 65996606328.671776 16549813245753330 4.6689280653487930e+21
12.84275 378039 66659718706.743523 16799869377079382 4.7632231148711156e+21
12.84775 379934 67329690060.089104 17053778248665322 4.8594509053053591e+21
12.85275 381839 68006573445.040733 17311592755745622 4.9576487247371043e+21
12.85775 383753 68690064185.908775 17573229030017544 5.0578017961354189e+21
12.86275 385676 69380210518.724594 17838737062663410 5.1599463362736748e+21
12.86775 387610 70077784041.078812 18108447699446488 5.2642278146819007e+21
12.87276 389553 70782117449.580399 18382137347548924 5.3705782952843784e+21
12.87775 391505 71493259705.560822 18659857727338508 5.4790359020295820e+21
12.88276 393468 72211994097.944366 18941949964481636 5.5897530400037310e+21
12.88775 395440 72937643235.423111 19228183856956956 5.7026588849011855e+21
12.89275 397422 73670627567.436050 19518760239121044 5.8178521099988569e+21
12.89775 399414 74411002544.657318 19813737617307260 5.9353761446662242e+21
12.90275 401416 75158823934.272385 20113175162357664 6.0552751651079995e+21
12.90775 403428 75914147735.243652 20417132714972744 6.1775941054520015e+21
12.91275 405450 76677030251.885361 20725670791513504 6.3023786689706884e+21
12.91775 407483 77447908242.287598 21039005485071400 6.4297384562224362e+21
12.92275 409525 78226080194.423950 21356890445586772 6.5595954630613344e+21
12.92775 411578 79012365448.851532 21679699629133900 6.6921249851753491e+21
12.93275 413641 79806441327.857025 22007341462382184 6.8273128440518851e+21
12.93776 415715 80608753361.878220 22340041189116940 6.9652758259177137e+21
12.94275 417798 81418585928.468399 22677542731646048 7.1059315099913452e+21
12.94776 419893 82237166603.087982 23020400103570896 7.2495354989655034e+21
