u x R1 R2 R3
9.00773 8166 31087786.314470980 169203557279.74469 1036059854040904.0
9.01274 8207 31400817.160012327 171765579407.29599 1057029192844193.6
9.01773 8248 31715416.309197102 174353334326.37604 1078315241617306.3
9.02268 8289 32031581.811333761 176966950471.20255 1099921173394892.5
9.02774 8331 32357084.858785640 179671262894.96127 1122389093744785.5
9.03265 8372 32676428.050280455 182337626256.10767 1144652372020838.8
9.03765 8414 33005185.645772513 185096242538.31134 1167800415789689.5
9.04275 8457 33343476.795747295 187949222647.95770 1191861535543885.0
9.04770 8499 33675564.597163059 190764010899.22449 1215720176355487.5
9.05275 8542 34017262.139928520 193674790097.39001 1240516163120448.0
9.05766 8584 34352679.959095404 196546316144.65878 1265099796974067.0
9.06265 8627 34697787.444846049 199515473872.83411 1290645463379301.8
9.06774 8671 35052704.194184579 202584482293.32205 1317183716928064.5
9.07269 8714 35401301.105086103 205613992254.56485 1343512196258736.3
9.07772 8758 35759790.103841588 208745066986.53751 1370859547149175.0
9.08273 8802 36120088.010847941 211907768346.22095 1398622285511333.0
9.08772 8846 36482191.362021096 215102255362.32434 1426804596560812.5
9.09268 8890 36846097.260722622 218328686822.06598 1455410686484607.8
9.09773 8935 37220145.441889323 221661653600.31564 1485109655739838.5
9.10276 8980 37596079.384770252 225028369529.22003 1515260851667514.8
9.10775 9025 37973902.989267886 228429004595.85254 1545868841873911.5
9.11273 9070 38353615.415666305 231863728784.63803 1576938216919669.8
9.11768 9115 38735219.493209325 235332712200.06680 1608473590311201.0
9.12271 9161 39127256.900633849 238914370973.50665 1641196224273230.0
9.12772 9207 39521267.956438959 242532187956.03064 1674415619974743.8
9.13270 9253 39917253.161318861 246186344719.71887 1708136779776518.5
9.13766 9299 40315210.127829671 249877022885.03079 1742364731104269.5
9.14270 9346 40723855.690384224 253685842868.58347 1777865461791778.5
9.14772 9393 41134563.578524947 257533172441.56796 1813905948745087.5
9.15271 9440 41547331.451150812 261419205358.48569 1850491635478508.0
9.15768 9487 41962161.533875473 265344135455.60977 1887627992826323.3
9.16272 9535 42387942.675177060 269392923339.11951 1926128570560603.8
9.16775 9583 42815874.667943813 273482689442.76111 1965215121702761.5
9.17274 9631 43245954.176340133 277613640131.59082 2004893561979614.0
9.17771 9679 43678184.271705732 281785981580.61420 2045169836812592.8
9.18266 9727 44112564.636131421 285999920260.53760 2086049921335892.0
9.18769 9776 44558210.692149684 290344769941.05231 2128410721066861.3
9.19269 9825 45006098.298855044 294733402713.73938 2171413429066784.0
9.19766 9874 45456224.581395149 299166038192.97693 2215064497597852.0
9.20271 9924 45917847.390697308 303734722364.65387 2260281477611162.0
9.20774 9974 46381800.996781297 308349685378.30963 2306187228249647.5
9.21274 10024 46848085.688892484 313011160259.89624 2352788708816857.5
9.21771 10074 47316704.612479761 317719380323.05682 2400092913585861.5
9.22266 10124 47787655.960852645 322474578893.20093 2448106871837204.5
9.22769 10175 48270426.965744227 327373520376.79694 2497819623586731.5
9.23269 10226 48755623.296025328 332321828262.20428 2548285686760938.0
9.23766 10277 49243246.293055229 337319749955.23950 2599512633341174.0
9.24271 10329 49742928.004416354 342467009096.31433 2652535324977863.5
9.24773 10381 50245135.354398213 347666366501.34155 2706365049290865.5
9.25273 10433 50749860.782528475 352918084497.47241 2761009954079284.0
9.25770 10485 51257110.867947266 358222425255.57825 2816478228036568.0
9.26274 10538 51776710.539998703 363683194662.15881 2873868995040038.0
9.26767 10590 52289053.045496605 369094592506.23444 2931024969749372.5
9.27275 10644 52823769.469428174 374770660531.78796 2991277275626356.0
9.27772 10697 53351232.464179479 380397912376.92896 3051312436347100.0
9.28275 10751 53891343.510112651 386188986983.45551 3113405187711986.5
9.28767 10804 54424097.848353051 391929682163.74438 3175264873653323.5
9.29275 10859 54979728.141200274 397946866776.52173 3240428848547879.0
9.29771 10913 55527999.602857307 403914259638.27960 3305378800405197.0
9.30274 10968 56089220.136207692 410053180888.49408 3372530265403617.5
9.30774 11023 56653263.402492203 416253991638.19025 3440699754023308.5
9.31272 11078 57220127.288258038 422517002294.28265 3509897503643212.0
9.31767 11133 57789812.031264268 428842523072.62170 3580133802839556.5
9.32269 11189 58372755.280904233 435347599562.29425 3652724859089355.5
9.32768 11245 58958621.887111939 441918129268.28314 3726414261674624.5
9.33273 11302 59557955.732504584 448673545378.62585 3802558876241226.5
9.33768 11358 60149730.313440122 455377148446.97919 3878498206619098.5
9.34268 11415 60755075.980609067 462268693641.71832 3956955942734473.5
9.34775 11473 61374152.310226396 469352158499.17480 4038005915583166.0
9.35271 11530 61985612.044211715 476383636354.61359 4118865332728506.5
9.35773 11588 62610908.234198205 483610204144.55518 4202383745105980.0
9.36272 11646 63239341.439967237 490909488253.72791 4287165901321483.5
9.36769 11704 63870917.466674678 498281852898.39667 4373224485692132.5
9.37271 11763 64516597.291402198 505856684351.50421 4462089622432427.5
9.37772 11822 65165528.511318557 513507897870.08722 4552302258494336.0
9.38270 11881 65817703.295102507 521235876657.36865 4643875947428784.0
9.38773 11941 66484264.156217381 529173961121.41211 4738411633022664.0
9.39275 12001 67154185.190392122 537192234421.83173 4834383384765515.0
9.39773 12061 67827462.853550732 545291099706.94873 4931805672937613.0
9.40269 12121 68504098.172524184 553470959647.65002 5030693040333802.0
9.40771 12182 69195455.737244725 561870597197.77612 5132745506510830.0
9.41271 12243 69890283.324994594 570354791967.70947 5236342836887989.0
9.41768 12304 70588583.672123656 578923967600.80286 5341500544202458.0
9.42271 12366 71301887.574395433 587721139761.44678 5449997168216267.0
9.42771 12428 72018773.954418331 596606983806.16309 5560138305852443.0
9.43268 12490 72739247.671001911 605581944220.33228 5671940491408862.0
9.43771 12553 73475011.772800490 614793403711.01453 5787264501667387.0
9.44272 12616 74214486.066425681 624097803155.02942 5904338253230628.0
9.44770 12679 74957664.888933018 633495609726.47437 6023179355911792.0
9.45274 12743 75716427.564743444 643138710768.73889 6145734696732343.0
9.45775 12807 76479010.438599333 652879178027.10571 6270150852284047.0
9.46273 12871 77245412.436976567 662717500377.21777 6396446563820370.0
9.46769 12935 78015636.207590774 672654166710.78442 6524640666440631.0
9.47270 13000 78801806.289305225 682847257823.17322 6656800394548363.0
9.47769 13065 79591919.390465647 693142807396.10352 6790957756796559.0
9.48273 13131 80398221.209192291 703702111977.97815 6929243647690215.0
9.48774 13197 81208582.196908876 714368116341.00720 7069630835326043.0
9.49273 13263 82023010.998039648 725141356791.70557 7212140499335322.0
9.49770 13329 82841502.321905226 736022370052.96228 7356793925619480.0
9.50271 13396 83676550.189065397 747179032826.82861 7505853792339807.0
9.50770 13463 84515785.882884011 758447872660.89685 7657167412675992.0
9.51274 13531 85371827.029550239 770000181488.68469 7813067135037662.0
9.51775 13599 86232184.837882325 781669205267.64001 7971335423340167.0
9.52274 13667 87096858.388311580 793455531294.60938 8131996147340461.0
9.52770 13735 87965845.230238184 805359746352.89221 8295073296563408.0
9.53271 13804 88852019.148025453 817560127995.54089 8463043394024935.0
9.53770 13873 89742634.586262718 829883108058.06970 8633551648846033.0
9.54273 13943 90650699.314107060 842510588206.59338 8809150762197092.0
9.54774 14013 91563328.912092388 855265516793.60144 8987415017278303.0
9.55272 14083 92480530.216257796 868148533635.88379 9168371245430186.0
9.55775 14154 93415506.036385015 881347096537.00500 9354690173439180.0
9.56269 14224 94341916.221562296 894490062770.52942 9541150805462774.0
9.56774 14296 95299563.835981488 908144191326.56738 9735832822680746.0
9.57269 14367 96248644.690986186 921744058463.62073 9930713529121032.0
9.57769 14439 97215892.411447495 935673447192.62024 10131312112629648
9.58273 14512 98201514.640046909 949938857305.37683 10337784033785144
9.58775 14585 99192109.355913386 964348531343.27771 10547395863394612
9.59274 14658 100187674.25608599 978903195137.91858 10760179274764850
9.59771 14731 101188212.67996725 993603574340.91321 10976166100087654
9.60272 14805 102207531.10925621 1008654796267.8175 11198413988330590
9.60771 14879 103231955.36062302 1023857255301.7084 11424020021181208
9.61273 14954 104275439.04294443 1039420244343.8253 11656135805095902
9.61774 15029 105324167.39718869 1055140149291.3224 11891770899829772
9.62271 15104 106378137.68769145 1071017756642.5248 12130960699952620
9.62773 15180 107451525.06035897 1087268742863.3579 12377002260954794
9.63273 15256 108530299.23551273 1103683293254.7979 12626767677570898
9.63770 15332 109614457.01790315 1120262226623.5593 12880294335789128
9.64271 15409 110718377.09397379 1137227783972.8330 13141031159444918
9.64769 15486 111827826.67540005 1154363770804.4141 13405706695057730
9.65272 15564 112957325.37867153 1171896938837.9258 13677875762150892
9.65771 15642 114092504.63230616 1189606751874.3293 13954168240751870
9.66275 15721 115248017.99467374 1207724576547.2810 14238248397389630
9.66770 15799 116394618.60379677 1225792628219.1555 14522966422385210
9.67275 15879 117576513.67825425 1244510239214.9375 14819398984414140
9.67772 15958 118749489.14789152 1263179916878.3486 15116556607636570
9.68272 16038 119943247.18535559 1282275256127.7241 15422007408374432
9.68775 16119 121158005.16512474 1301804374989.8735 15735969098538066
9.69270 16199 122363778.88163207 1321286038132.8953 16050736089637894
9.69775 16281 123605895.40124048 1341455465737.3398 16378249118615248
9.70272 16362 124839019.47387165 1361579421333.1047 16706663812129076
9.70772 16444 126093604.83630393 1382155810725.9951 17044139027761240
9.71275 16527 127369872.28050549 1403193190465.6877 17390910582296138
9.71770 16609 128637078.36843845 1424185674741.7151 17738673922369338
9.72274 16693 129941693.68213110 1445906199304.0859 18100300895813808
9.72770 16776 131237244.21413754 1467583962410.4961 18463025958424352
9.73270 16860 132554948.00577866 1489742414393.3167 18835644433043212
9.73773 16945 133895042.04962756 1512390568055.1008 19218411547212068
9.74273 17030 135241869.66603079 1535267109981.7612 19606983035750664
9.74771 17115 136595440.33273101 1558373185844.6299 20001417283697168
9.75272 17201 137971798.39325666 1581985869514.9019 20406518512067512
9.75771 17287 139355051.94005033 1605835879833.9207 20817742402459620
9.76273 17374 140761411.76596406 1630205909674.7861 21240040533620644
9.76773 17461 142174830.06975871 1654821260295.4932 21668731230225144
9.77275 17549 143611679.32790765 1679970367174.7974 22108918161574668
9.77775 17637 145055753.52479050 1705372995513.1672 22555777893998812
9.78273 17725 146507049.77510017 1731030416260.7595 23009377524924712
9.78774 17814 147982187.11981377 1757239848601.7234 23475055763001412
9.79272 17903 149464708.59353474 1783712512854.6013 23947767031732548
9.79774 17993 150971405.76783967 1810751649893.9053 24433013591590144
9.80273 18083 152485653.20708871 1838062672032.3296 24925597392348220
9.80775 18174 154024411.06574818 1865954970592.3572 25431189429330072
9.81274 18265 155570897.02812952 1894128026544.4043 25944434355217628
9.81771 18356 157125107.48452637 1922583245594.4260 26465409008649760
9.82271 18448 158704252.09632951 1951639425446.8535 27000045054323844
9.82774 18541 160308588.25284573 1981307494660.2917 27548684211729836
9.83274 18634 161920989.63475674 2011274720361.4910 28105642457900720
9.83772 18727 163541461.96693552 2041542603311.6443 28671003466820788
9.84273 18821 165187555.02435112 2072443001765.4629 29251068164689220
9.84771 18915 166841888.77565095 2103653640475.5664 29839890482398428
9.85272 19010 168522203.31287280 2135513095687.2036 30443964159884212
9.85771 19105 170210937.52844465 2167692610455.2615 31057163352597228
9.86272 19201 171926000.36268178 2200537619067.9941 31686180602639364
9.86770 19297 173649654.73729050 2233712744403.4141 32324704712380536
9.87272 19394 175399994.49386495 2267570418364.5791 32979633178089376
9.87771 19491 177159118.05614746 2301768510582.6147 33644463716447124
9.88272 19589 178945292.78071779 2336666596531.3066 34326305099987800
9.88771 19687 180740425.46849287 2371915650772.9692 35018458070113416
9.89273 19786 182562973.42473364 2407882536491.8667 35728249169524112
9.89772 19885 184394660.41775295 2444211191543.7725 36448776111958976
9.90274 19985 186254130.68569997 2481275915312.6763 37187589880633376
9.90773 20085 188122924.62558290 2518713465278.0659 37937578943747232
9.91274 20186 190019877.78472537 2556905728312.0854 38706525576165008
9.91774 20287 191926346.66504860 2595482136770.0825 39487102613770600
9.92275 20389 193861356.12367928 2634832317251.8291 40287330659313120
9.92774 20491 195806073.04074597 2674578229989.2778 41099660356623256
9.93276 20594 197779699.92770061 2715117394529.7695 41932357861503760
9.93774 20697 199763223.57322779 2756064145674.6006 42777644887868168
9.94271 20800 201756644.17037481 2797420522298.8745 43635647694966024
9.94774 20905 203798960.02840948 2840003680634.7075 44523530748658224
9.95275 21010 205851556.98135895 2883016804952.1025 45424895160198768
9.95774 21115 207914440.58439702 2926462054700.5835 46339876708958184
9.96275 21221 210007405.44947889 2970761585141.1851 47277523509424520
9.96773 21327 212110848.87240562 3015505934896.4712 48229328227979416
9.97273 21434 214244771.12364787 3061125796019.4780 49204615405153128
9.97771 21541 216389370.46345019 3107203458676.4102 50194619973776808
9.98271 21649 218564843.69326916 3154178317967.8042 51208951134244400
9.98774 21758 220771495.95791656 3202065777554.6548 52248183935241448
9.99273 21867 222989226.38153270 3250435495078.8940 53303154718883832
9.99775 21977 225238540.81582627 3299740342471.3096 54383920123723048
10.00274 22087 227499144.80971432 3349541281251.3726 55481037914980520
10.00771 22197 229771037.47219718 3399840794382.6084 56594672212510208
10.01275 22309 232095831.18265423 3451569665140.3755 57745694588612472
10.01775 22421 234432327.34890974 3503820600520.0986 58914185498730312
10.02274 22533 236780526.01508665 3556596221806.6514 60100320796977024
10.02774 22646 239161551.01068500 3610377452137.0879 61315107633054208
10.03272 22759 241554492.92608404 3664698140937.1953 62548217668355224
10.03771 22873 243980678.16414550 3720048920171.4785 63810993650455352
10.04273 22988 246440426.42922169 3776447110777.0488 65104122950706032
10.04772 23103 248912512.14530307 3833412462452.5044 66416807380415128
10.05273 23219 251418587.70550948 3891450627784.5981 67760916697254296
10.05775 23336 253958994.31348807 3950579555701.7114 69137175606652264
10.06275 23453 256512168.86727026 4010304432578.5249 70534293271398808
10.06773 23570 259078112.66863197 4070628246455.8696 71952479393971544
10.07272 23688 261678921.22710988 4132077320745.7690 73404340172548192
10.07773 23807 264314922.32752490 4194670326105.3970 74890645963305936
10.08272 23926 266964134.40816087 4257892271339.9517 76399409629203856
10.08772 24046 269648988.37475067 4322285577347.3037 77943822311019184
10.09274 24167 272369810.83751029 4387869576724.2725 79524695553676928
10.09774 24288 275104296.63270181 4454113668253.4004 81129495494837712
10.10275 24410 277875217.94252777 4521576886793.4844 82772026245214176
10.10773 24532 280660016.87285393 4589717903224.7227 84439372467308144
10.11273 24655 283481707.44353765 4659107046153.9785 86145759325813104
10.11775 24779 286340616.42180711 4729764717896.5908 87892067494636576
10.12274 24903 289213868.30362749 4801133177427.2881 89664792413603072
10.12775 25028 292124810.75022858 4873800208598.1104 91478819681747488
10.13273 25153 295050324.39120054 4947196796786.6797 93320233764693024
10.13773 25279 298014002.37107480 5021922590712.3828 95204373803239552
10.14274 25406 301016187.44662595 5097999106437.1328 97132194675423200
10.14773 25533 304033417.04894650 5174840088041.7441 99089146209513040
10.15273 25661 307089630.29050791 5253063512018.0059 1.0109127866424594e+17
10.15774 25790 310185177.52786112 5332691628555.2998 1.0313959652746322e+17
10.16273 25919 313296249.82625073 5413120398689.5830 1.0521888526905949e+17
10.16773 26049 316447145.31198865 5494986698820.9727 1.0734593952799666e+17
10.17275 26180 319638226.74544650 5578313533108.9775 1.0952181564250387e+17
10.17774 26311 322845320.55353349 5662478528362.1777 1.1173060376411296e+17
10.18275 26443 326093084.63688779 5748138040243.7480 1.1398987755019424e+17
10.18773 26575 329357103.52102083 5834657107407.7793 1.1628324255330446e+17
10.19272 26708 332662290.49745387 5922705321013.8643 1.1862880712504998e+17
10.19772 26842 336009015.98280656 6012306902186.6025 1.2102771453500739e+17
10.20274 26977 339397652.66860121 6103486420235.5703 1.2348113180383317e+17
10.20773 27112 342803290.79997641 6195583165054.2070 1.2597166236099531e+17
10.21274 27248 346251349.71202141 6289294204633.1914 1.2851854545674499e+17
10.21775 27385 349742211.49058294 6384644922872.4473 1.3112300718745342e+17
10.22274 27522 353250585.49302596 6480954536274.0830 1.3376685495196941e+17
10.22774 27660 356802265.00021833 6578941421281.9941 1.3647021959609723e+17
10.23272 27798 360371708.55122966 6677911021056.8242 1.3921435406341550e+17
10.23774 27938 364011040.45488018 6779324179454.5635 1.4204033779006832e+17
10.24274 28078 367668650.31537205 6881758909571.7930 1.4490912939419491e+17
10.24775 28219 371370869.66002387 6985963045738.1016 1.4784211578581098e+17
10.25273 28360 375091637.90984976 7091213823250.5781 1.5081940170731546e+17
10.25773 28502 378857537.47549832 7198274160783.6709 1.5386302468012326e+17
10.26273 28645 382668967.86948478 7307171996370.0313 1.5697440391086682e+17
10.26775 28789 386526323.85498196 7417935653979.8457 1.6015498717028877e+17
10.27274 28933 390403026.35503417 7529813016284.1982 1.6338366068941568e+17
10.27774 29078 394326193.00681329 7643598279226.3760 1.6668383640387917e+17
10.28275 29224 398296241.01177382 7759320670722.6914 1.7005703334114077e+17
10.28773 29370 402286166.75226241 7876205218737.4160 1.7348117098632253e+17
10.29272 29517 406323514.75263298 7995070348265.0313 1.7698074362729277e+17
10.29772 29665 410408691.40533340 8115946210553.3486 1.8055734456249011e+17
10.30273 29814 414542108.66416103 8238863365127.8633 1.8421259861964480e+17
10.30775 29964 418724191.76852953 8363852785588.4629 1.8794816270509776e+17
10.31275 30114 422927258.47929472 8490099977774.2148 1.9174025479237654e+17
10.31775 30265 427179554.52940345 8618465570694.1289 1.9561529641080992e+17
10.32272 30416 431453122.99205077 8748118569948.8613 1.9954877899786067e+17
10.32774 30569 435804991.82084513 8880808504518.6035 2.0359456682500390e+17
10.33273 30722 440178685.11018467 9014833449899.2539 2.0770156546165290e+17
10.33773 30876 444603021.96861929 9151089265165.4355 2.1189784114506115e+17
10.34274 31031 449078430.84912682 9289609311083.0332 2.1618524980322198e+17
10.34772 31186 453576256.33893216 9429520208407.8789 2.2053739338637664e+17
10.35275 31343 458154960.29573345 9572661407637.3789 2.2501235072675107e+17
10.35774 31500 462756658.11357677 9717243930252.9102 2.2955506672020406e+17
10.36275 31658 467410880.16241556 9864209788261.0703 2.3419581315750618e+17
10.36772 31816 472088394.10122514 10012650059965.771 2.3890657055681402e+17
10.37274 31976 476848840.13781565 10164479381347.424 2.4374902068900410e+17
10.37773 32136 481633177.26071918 10317835867741.998 2.4866471510930342e+17
10.38273 32297 486471516.52433479 10473700074634.973 2.5368580833209786e+17
10.38773 32459 491364326.01687056 10632108819451.047 2.5881445568995274e+17
10.39274 32622 496312040.44918674 10793099393953.971 2.6405285337021990e+17
10.39773 32785 501284540.52407211 10955706963623.781 2.6937037046749792e+17
10.40275 32950 506343291.79982525 11121964857803.918 2.7483452538104080e+17
10.40774 33115 511427441.17466688 11289896330596.949 2.8038139181722163e+17
10.41274 33281 516568032.04609585 11460542868382.016 2.8604618035072909e+17
10.41775 33448 521765536.99403298 11633943850108.719 2.9183127679709414e+17
10.42273 33615 526989052.77607238 11809085142764.826 2.9770368272049158e+17
10.42774 33784 532301613.42712480 11988104514281.836 3.0373619443252755e+17
10.43273 33953 537640816.57180130 12168924033984.686 3.0985992492304064e+17
10.43773 34123 543038502.15454292 12352638753978.289 3.1611284543740358e+17
10.44275 34295 548527125.42252588 12540387250642.395 3.2253516495887264e+17
10.44773 34466 554011194.55985045 12728920526004.367 3.2901666222375450e+17
10.45274 34639 559587155.60992336 12921572235434.268 3.3567288165386426e+17
10.45775 34813 565223514.47292042 13117288472892.744 3.4246893897550803e+17
10.46273 34987 570888111.46805012 13314971076562.963 3.4936767296722534e+17
10.46775 35163 576646562.00375330 13516936331874.674 3.5645120733619027e+17
10.47274 35339 582433907.29628575 13720933646509.359 3.6364191537605306e+17
10.47774 35516 588283272.44892073 13928149725860.557 3.7098265538407091e+17
10.48274 35694 594195159.09666455 14138630009974.201 3.7847639191744608e+17
10.48774 35873 600170060.67262995 14352420492223.375 3.8612614325643411e+17
10.49275 36053 606208493.63662636 14569567725296.885 3.9393498225254662e+17
10.49775 36234 612310946.21812403 14790118821876.545 4.0190603718892589e+17
10.50274 36415 618443963.63430643 15012884538668.535 4.0999745213938496e+17
10.50775 36598 624675824.47909725 15240374507516.266 4.1830186739822726e+17
10.51274 36781 630938926.79672766 15470151054784.336 4.2673180179255610e+17
10.51775 36966 637302230.23714209 15704774683720.990 4.3538273479293856e+17
10.52275 37151 643697459.37471747 15941758641795.020 4.4416453835241933e+17
10.52774 37337 650159445.89665365 16182415025404.107 4.5312707102609792e+17
10.53274 37524 656688707.44207680 16426794613565.326 4.6227384016897786e+17
10.53773 37712 663285764.33676803 16674948781246.561 4.7160841522319085e+17
10.54273 37901 669951154.23497021 16926929508563.832 4.8113442867114118e+17
10.54773 38091 676685405.63108850 17182789388965.117 4.9085557700366950e+17
10.55274 38282 683489042.94881582 17442581625057.523 5.0077562169741453e+17
10.55774 38474 690362587.34900153 17706360037839.645 5.1089839020313402e+17
10.56274 38667 697306592.40111375 17974179072064.180 5.2122777694687258e+17
10.56775 38861 704321596.69980550 18246093804887.332 5.3176774434571616e+17
10.57275 39056 711408147.52780664 18522159952157.074 5.4252232383663219e+17
10.57773 39251 718530168.09228706 18800996770657.758 5.5343921177064755e+17
10.58274 39448 725761256.17770517 19085520992676.102 5.6463453745409997e+17
10.58775 39646 733065523.06025839 19374367488045.520 5.7605698115471200e+17
10.59275 39845 740443539.01568699 19667594565894.633 5.8771086073941338e+17
10.59773 40044 747858500.07578361 19963765447574.090 5.9954067488351206e+17
10.60274 40245 755385480.46970105 20265916225471.285 6.1166977185912218e+17
10.60775 40447 762987878.12550986 20572626362559.172 6.2404369515920346e+17
10.61275 40650 770666255.51315105 20883956850910.813 6.3666706653857293e+17
10.61774 40853 778383085.31929517 21198412566517.543 6.4948098902472422e+17
10.62274 41058 786214961.20124316 21519153826809.520 6.6261647612338010e+17
10.62775 41264 794124525.10161531 21844702401961.391 6.7601573987293914e+17
10.63275 41471 802112357.74365938 22175122056917.605 6.8968372423212582e+17
10.63775 41679 810179048.22662723 22510477269812.020 7.0362545672341427e+17
10.64275 41888 818325177.82934356 22850833234005.215 7.1784604965081792e+17
10.64773 42097 826512046.84038424 23194602794084.063 7.3228111504033382e+17
10.65276 42309 834858057.36976397 23546811773878.531 7.4714469732138355e+17
10.65775 42521 843246007.73718297 23902568354389.863 7.6223341170810381e+17
10.66275 42734 851715738.75575018 24263593703959.883 7.7762230835416115e+17
10.66775 42948 860267858.27099085 24629956670644.578 7.9331694219799706e+17
10.67274 43163 868902961.02660573 25001726851922.383 8.0932296055520986e+17
10.67775 43380 877662111.88330078 25380729883942.676 8.2572224399290714e+17
10.68274 43597 886465195.56300139 25763543920792.891 8.4236949785213210e+17
10.68775 43816 895393959.09038234 26153769443420.664 8.5942412117605043e+17
10.69274 44035 904367457.20018923 26547915560602.742 8.7673640951091520e+17
10.69775 44256 913468261.02340806 26949655576282.250 8.9447063209662682e+17
10.70275 44478 922656113.75028992 27357273486618.410 9.1255461306745203e+17
10.70775 44701 931931645.70982480 27770844831919.684 9.3099473801353638e+17
10.71275 44925 941295472.34089220 28190445959439.922 9.4979749679974234e+17
10.71775 45150 950748220.75106585 28616154020214.223 9.6896948502016410e+17
10.72274 45376 960290522.56940746 29048046981398.441 9.8851740546846118e+17
10.72775 45604 969965561.14885795 29488143525384.258 1.0085365311482121e+18
10.73274 45832 979689096.53469777 29932662944933.324 1.0288581942269440e+18
10.73774 46062 989547061.15756893 30385585369152.984 1.0496677291521262e+18
10.74275 46293 999497555.77298939 30845052759054.273 1.0708838797793985e+18
10.74775 46525 1009541223.4361603 31311147814225.188 1.0925139672838094e+18
10.75274 46758 1019678724.5282398 31783954095668.266 1.1145654302239260e+18
10.75775 46993 1029954543.1787881 32265615895411.375 1.1371426199047572e+18
10.76274 47228 1040281870.0207945 32752119433854.160 1.1600610864450156e+18
10.76775 47465 1050749279.0607185 33247691746868.973 1.1835237253477929e+18
10.77275 47703 1061313582.5614929 33750360612233.871 1.2074417308376550e+18
10.77775 47942 1071975451.4300641 34260214568450.281 1.2318232175315297e+18
10.78274 48182 1082735544.4301667 34777343059106.031 1.2566764283868270e+18
10.78775 48424 1093639699.1514614 35304023665055.570 1.2821156452123927e+18
10.79274 48666 1104598511.4084327 35835995107614.891 1.3079391511308393e+18
10.79774 48910 1115703201.1048479 36377746466841.602 1.3343690499826573e+18
10.80275 49156 1126955133.7191069 36929438102681.414 1.3614190606279485e+18
10.80775 49402 1138263514.6244664 37486679577021.406 1.3888782658826921e+18
10.81275 49650 1149720982.8962686 38054097361612.742 1.4169790825637908e+18
10.81774 49898 1161235830.4147975 38627212279838.227 1.4455041756458171e+18
10.82275 50149 1172948389.1012456 39213090059932.859 1.4748106805252137e+18
10.82775 50400 1184719707.4210658 39804862293870.008 1.5045605687840438e+18
10.83275 50653 1196644313.9371135 40407344874475.789 1.5350007197633748e+18
10.83774 50906 1208628630.0939209 41015876411487.680 1.5659004486892303e+18
10.84275 51162 1220815827.2989528 41637811583372.273 1.5976390655291451e+18
10.84774 51418 1233064160.3961756 42266002250103.430 1.6298577286879411e+18
10.85275 51676 1245470050.7995307 42905461407251.977 1.6628186722304730e+18
10.85775 51935 1257986480.7103503 43553853948188.719 1.6964076964387049e+18
10.86274 52195 1270614174.2005193 44211287385805.844 1.7306356747428774e+18
10.86775 52457 1283402792.9718082 44880437033778.273 1.7656482835088635e+18
10.87275 52720 1296304627.5744071 45558897256105.898 1.8013261546827684e+18
10.87775 52984 1309320416.4185274 46246779407470.438 1.8376807490673175e+18
10.88275 53250 1322500562.6257875 46946840862769.336 1.8748645372679685e+18
10.88775 53517 1335796649.0167246 47656603257963.570 1.9127527427059272e+18
10.89275 53785 1349209405.0856817 48376181887178.828 1.9513574406554644e+18
10.89774 54054 1362739572.1360068 49105693135805.867 1.9906908876989225e+18
10.90274 54325 1376438596.7778153 49848007324831.891 2.0309150639012406e+18
10.90775 54598 1390308007.0892813 50603325985145.523 2.0720493680551355e+18
10.91274 54871 1404246940.1919510 51366236322628.039 2.1138053843928212e+18
10.91774 55146 1418358285.1334457 52142449526869.320 2.1565021837203272e+18
10.92275 55423 1432643575.3348169 52932173735614.789 2.2001601416377610e+18
10.92775 55701 1447052408.6239347 53732725877968.961 2.2446388479904847e+18
10.93275 55980 1461585549.9922116 54544232491471.555 2.2899521894310031e+18
10.93774 56260 1476243790.2947502 55366821294049.266 2.3361142574179758e+18
10.94274 56542 1491080658.9979713 56203603302885.891 2.3833079570790221e+18
10.94775 56826 1506097724.6615410 57054798402558.641 2.4315554305973391e+18
10.95275 57111 1521243316.4317672 57917587000625.328 2.4807055102567378e+18
10.95775 57397 1536518225.1349921 58792103164453.148 2.5307733426241879e+18
10.96275 57685 1551977062.1850309 59681586093590.367 2.5819533352746834e+18
10.96775 57974 1567567340.1827154 60583130673314.898 2.6340874389354568e+18
10.97274 58264 1583289890.5979230 61496875477256.305 2.6871915804777887e+18
10.97774 58556 1599200147.4467120 62426158696226.063 2.7414691911598285e+18
10.98275 58850 1615299735.0549185 63371217711271.578 2.7969451383636567e+18
10.98775 59145 1631535121.7661245 64329030002673.133 2.8534517915349555e+18
10.99274 59441 1647907150.2906907 65299740884239.563 2.9110062485829755e+18
10.99774 59739 1664472362.2246230 66286825864946.234 2.9698247083912571e+18
11.00275 60039 1681232428.9302561 67290533105831.570 3.0299337657250381e+18
11.00775 60340 1698132735.3787265 68307717779832.398 3.0911556104075361e+18
11.01274 60642 1715174141.1721106 69338532173974.352 3.1535085845142600e+18
11.01774 60946 1732414332.5015914 70386594702349.563 3.2172224457350758e+18
11.02275 61252 1749855019.0584943 71452164668146.016 3.2823256197480335e+18
11.02775 61559 1767440478.3715804 72531969887448.266 3.3486294850047954e+18
11.03274 61867 1785171565.5938525 73626169854510.609 3.4161537045447572e+18
11.03774 62177 1803107144.9286122 74738531621592.984 3.4851424289265956e+18
11.04275 62489 1821248965.5596364 75869326006636.828 3.5556260232978765e+18
