h=1  columns: u  #Lambda  c_d  K2(T) for T in [4,16,64]  ;  (K2-c_d)/sqrt(T)
1	2	2.00	27.32	55.51	121.86	;	12.658	13.377	14.983
2	4	2.00	8.00	14.66	31.28	;	3.000	3.164	3.660
4	8	4.00	8.00	12.44	34.38	;	2.000	2.109	3.797
5	10	8.00	14.05	52.84	94.65	;	3.024	11.210	10.831
7	10	8.00	8.00	24.63	55.09	;	0.000	4.157	5.886
8	16	8.00	8.00	8.00	38.17	;	0.000	0.000	3.771
10	24	12.00	12.00	25.31	34.38	;	0.000	3.328	2.798
11	18	16.00	30.53	54.44	107.48	;	7.266	9.609	11.435
13	18	16.00	30.53	46.49	81.61	;	7.266	7.624	8.201
