logY Y sqrtY_P sqrtY_T sqrtY_L1 sqrtY_L2 sqrtY_R
7.99261 2959 0.2033578 -0.0023164 0.0224520 0.1180512 0.0651710
8.01566 3028 0.0934058 0.0030700 0.0143886 0.0642680 0.0116792
8.03883 3099 -0.0145136 0.0072580 0.0059850 0.0117797 -0.0395364
8.06180 3171 0.0384726 0.0078858 0.0017881 -0.0107741 0.0395728
8.08487 3245 0.1224563 0.0004341 -0.0012743 -0.0074569 0.1307534
8.10802 3321 0.1748093 -0.0099744 -0.0081302 -0.0157149 0.2086287
8.13094 3398 0.2402392 -0.0130747 -0.0080218 -0.0074224 0.2687580
8.15421 3478 0.2951882 -0.0115738 -0.0078217 -0.0101741 0.3247578
8.17723 3559 0.4102185 -0.0035248 -0.0024741 -0.0035584 0.4197758
8.20029 3642 0.4352147 0.0029982 0.0014705 -0.0001430 0.4308891
8.22336 3727 0.4375029 0.0037275 0.0026931 0.0041469 0.4269353
8.24643 3814 0.3971456 0.0053610 0.0019671 -0.0035669 0.3933845
8.26950 3903 0.4029119 0.0135849 0.0008479 -0.0297228 0.4182020
8.29255 3994 0.3699970 0.0080616 0.0000269 -0.0200194 0.3819279
8.31581 4088 0.3340040 0.0060437 -0.0001714 -0.0159662 0.3440979
8.33878 4183 0.2192680 0.0060246 0.0020462 -0.0048305 0.2160277
8.36194 4281 0.1174494 0.0044931 -0.0002928 -0.0126967 0.1259458
8.38503 4381 0.0618784 0.0003559 -0.0010077 -0.0059285 0.0684587
8.40805 4483 0.0396647 -0.0044826 -0.0019449 0.0014819 0.0446102
8.43120 4588 -0.0339457 -0.0049327 -0.0026080 -0.0007083 -0.0256966
8.45425 4695 -0.0618928 -0.0089912 -0.0032497 0.0062295 -0.0558814
8.47741 4805 -0.0980541 -0.0064856 -0.0060950 -0.0142609 -0.0712126
8.50045 4917 -0.0990603 -0.0013850 -0.0018011 -0.0055429 -0.0903312
8.52357 5032 0.0062059 -0.0013504 0.0050882 0.0288171 -0.0263491
8.54656 5149 0.1290601 -0.0005633 0.0095793 0.0493049 0.0707392
8.56960 5269 0.2025869 -0.0016440 0.0103361 0.0557906 0.1381043
8.59267 5392 0.1678286 -0.0016576 0.0092122 0.0502053 0.1100686
8.61577 5518 0.0122340 0.0025125 0.0062498 0.0249676 -0.0214959
8.63888 5647 -0.1489097 0.0103096 0.0025885 -0.0128314 -0.1489763
8.66199 5779 -0.2880102 0.0147104 -0.0058977 -0.0662647 -0.2305582
8.68508 5914 -0.2833244 0.0082073 -0.0116622 -0.0788292 -0.2010403
8.70814 6052 -0.2473872 -0.0019227 -0.0133657 -0.0620217 -0.1700771
8.73134 6194 -0.1926754 -0.0124522 -0.0148470 -0.0431045 -0.1222717
8.75432 6338 -0.1321778 -0.0110395 -0.0133436 -0.0391195 -0.0686751
8.77740 6486 -0.0168100 -0.0074261 -0.0096930 -0.0298997 0.0302088
8.80057 6638 0.0834484 0.0009787 -0.0013631 -0.0092619 0.0930948
8.82365 6793 0.1184865 0.0075242 -0.0008680 -0.0231506 0.1349809
8.84664 6951 0.1273723 0.0079886 -0.0026712 -0.0333274 0.1553823
8.86982 7114 0.1078581 0.0071596 -0.0023191 -0.0294946 0.1325123
8.89289 7280 0.0705259 -0.0002421 -0.0022430 -0.0106095 0.0836205
8.91597 7450 0.0477304 -0.0044870 -0.0004977 0.0087293 0.0439858
8.93906 7624 0.0698753 -0.0075491 0.0076590 0.0571678 0.0125976
8.96214 7802 0.0305685 -0.0093878 0.0100215 0.0735770 -0.0436421
8.98519 7984 -0.0555124 -0.0052456 0.0069248 0.0477382 -0.1049298
9.00835 8171 -0.1762015 -0.0008614 0.0027705 0.0160058 -0.1941164
9.03133 8361 -0.2853844 -0.0022375 0.0029840 0.0205139 -0.3066449
9.05450 8557 -0.2839613 -0.0061827 0.0066715 0.0488142 -0.3332643
9.07761 8757 -0.2852092 -0.0039205 0.0034078 0.0268403 -0.3115368
9.10064 8961 -0.2366091 0.0065607 0.0057224 0.0122102 -0.2611024
9.12369 9170 -0.0657450 0.0078889 0.0122994 0.0417745 -0.1277078
9.14676 9384 0.1253086 0.0078239 0.0156407 0.0586437 0.0432004
9.16993 9604 0.1668374 0.0077133 0.0157993 0.0597135 0.0836112
9.19299 9828 0.1315210 0.0055776 0.0169477 0.0707944 0.0382014
9.21602 10057 0.0945027 0.0087273 0.0184846 0.0706048 -0.0033141
9.23912 10292 0.0116272 0.0038119 0.0177006 0.0789735 -0.0888588
9.26227 10533 -0.0538129 0.0022041 0.0114124 0.0515518 -0.1189812
9.28536 10779 -0.1313042 0.0029342 0.0076370 0.0308497 -0.1727251
9.30837 11030 -0.0812263 -0.0021570 0.0032644 0.0217147 -0.1040483
9.33150 11288 -0.0937791 -0.0106305 -0.0026351 0.0134007 -0.0939143
9.35453 11551 -0.0601167 -0.0151971 -0.0028071 0.0239573 -0.0660699
9.37763 11821 0.0161901 -0.0109498 0.0001891 0.0283201 -0.0013693
9.40071 12097 0.0428831 -0.0047341 -0.0005376 0.0091472 0.0390075
9.42384 12380 0.0304198 0.0038617 -0.0081353 -0.0503308 0.0850242
9.44691 12669 0.0451115 0.0099141 -0.0130737 -0.0901539 0.1384249
9.47001 12965 0.0116259 0.0134979 -0.0140646 -0.1040676 0.1162603
9.49311 13268 -0.0292326 0.0061614 -0.0147469 -0.0891382 0.0684910
9.51613 13577 -0.1284411 0.0002477 -0.0148176 -0.0747072 -0.0391640
9.53921 13894 -0.1991772 -0.0048105 -0.0147490 -0.0617187 -0.1178990
9.56233 14219 -0.2574378 -0.0127374 -0.0156588 -0.0464505 -0.1825911
9.58541 14551 -0.2917196 -0.0086168 -0.0203346 -0.0801311 -0.1826370
9.60851 14891 -0.2966090 -0.0011739 -0.0233942 -0.1140360 -0.1580049
9.63161 15239 -0.2937976 0.0049775 -0.0248064 -0.1364756 -0.1374932
9.65464 15594 -0.3494945 0.0042221 -0.0279788 -0.1504494 -0.1752884
9.67778 15959 -0.3327226 -0.0009653 -0.0308146 -0.1516596 -0.1492831
9.70082 16331 -0.3187319 0.0036590 -0.0287962 -0.1531285 -0.1404662
9.72394 16713 -0.2135837 0.0086943 -0.0199314 -0.1213926 -0.0809539
9.74701 17103 -0.0959696 0.0043069 -0.0141460 -0.0814971 -0.0046333
9.77007 17502 -0.0800545 0.0014160 -0.0094807 -0.0509432 -0.0210465
9.79317 17911 -0.0823506 -0.0005559 -0.0064652 -0.0309363 -0.0443931
9.81624 18329 -0.0678930 0.0019639 -0.0003763 -0.0067912 -0.0626894
9.83932 18757 -0.0587992 0.0026995 0.0043264 0.0148830 -0.0807081
9.86241 19195 0.0298067 -0.0043243 0.0082031 0.0518265 -0.0258986
9.88553 19644 0.1231656 -0.0097397 0.0097109 0.0729036 0.0502908
9.90857 20102 0.1763833 -0.0152398 0.0065246 0.0707227 0.1143758
9.93169 20572 0.1459738 -0.0126623 0.0075485 0.0693980 0.0816895
9.95475 21052 0.1458609 -0.0056574 0.0149528 0.0889073 0.0476582
9.97785 21544 0.1506834 -0.0006998 0.0178267 0.0908831 0.0426735
10.00093 22047 0.1299484 0.0031064 0.0218920 0.1016938 0.0032562
10.02402 22562 0.0155923 0.0083579 0.0243395 0.1008026 -0.1179077
10.04711 23089 -0.0844407 0.0103085 0.0205841 0.0771491 -0.1924824
10.07019 23628 -0.0134094 0.0151155 0.0189126 0.0567742 -0.1042116
10.09328 24180 0.0556269 0.0160360 0.0243964 0.0818920 -0.0666976
10.11634 24744 0.0707520 0.0096517 0.0264255 0.1079981 -0.0733232
10.13943 25322 0.0675956 -0.0013670 0.0232763 0.1197993 -0.0741129
10.16250 25913 0.0192390 -0.0085529 0.0196692 0.1197279 -0.1116052
10.18562 26519 0.1018184 -0.0097526 0.0208810 0.1287868 -0.0380968
10.20869 27138 0.1745306 -0.0086838 0.0260260 0.1518394 0.0053490
10.23178 27772 0.1185684 -0.0061218 0.0330074 0.1803413 -0.0886585
10.25485 28420 0.0623968 -0.0025855 0.0278468 0.1456978 -0.1085623
10.27794 29084 -0.0060485 -0.0008560 0.0163777 0.0840286 -0.1055988
10.30102 29763 -0.0707872 0.0009707 0.0067492 0.0313192 -0.1098263
10.32410 30458 -0.1066687 0.0006624 -0.0037880 -0.0205960 -0.0829471
10.34718 31169 -0.0481163 0.0018820 -0.0060707 -0.0350584 -0.0088692
10.37027 31897 -0.0613906 0.0035845 -0.0091778 -0.0548500 -0.0009473
10.39336 32642 0.0072389 0.0064248 -0.0111172 -0.0716478 0.0835791
10.41643 33404 0.0606920 0.0042866 -0.0112356 -0.0668948 0.1345359
10.43951 34184 0.0954436 0.0018693 -0.0087782 -0.0485641 0.1509166
10.46262 34983 0.1666101 -0.0005194 -0.0067402 -0.0324023 0.2062721
10.48570 35800 0.2404568 -0.0067910 -0.0064292 -0.0151687 0.2688457
10.50879 36636 0.2227675 -0.0097427 -0.0098707 -0.0249967 0.2673775
10.53186 37491 0.1526595 -0.0065274 -0.0136490 -0.0519267 0.2247627
10.55495 38367 0.1167810 -0.0001805 -0.0160523 -0.0798102 0.2128241
10.57804 39263 0.0276214 0.0065407 -0.0217904 -0.1253041 0.1681752
10.60112 40180 0.0656759 0.0080861 -0.0245813 -0.1431215 0.2252926
10.62420 41118 0.1020345 0.0033026 -0.0227446 -0.1219796 0.2434562
10.64728 42078 0.0684210 0.0021093 -0.0212554 -0.1115505 0.1991175
10.67037 43061 0.0983632 0.0047531 -0.0208906 -0.1163358 0.2308366
10.69344 44066 0.1135497 0.0027283 -0.0248335 -0.1309884 0.2666432
10.71653 45095 0.0917800 0.0002895 -0.0254972 -0.1282095 0.2451972
10.73961 46148 0.0972370 -0.0042084 -0.0190936 -0.0849473 0.2054863
10.76270 47226 0.1464304 -0.0061491 -0.0134526 -0.0518903 0.2179224
10.78579 48329 0.2244825 -0.0082322 -0.0096000 -0.0274196 0.2697344
10.80886 49457 0.2485819 -0.0078066 -0.0028941 0.0050458 0.2542369
10.83194 50612 0.3118000 -0.0081504 0.0082766 0.0617592 0.2499146
10.85503 51794 0.3183330 -0.0065133 0.0126291 0.0794287 0.2327885
10.87812 53004 0.3122388 -0.0023723 0.0076627 0.0442441 0.2627044
10.90121 54242 0.2459145 0.0053356 0.0044512 0.0089172 0.2272106
10.92428 55508 0.1258562 0.0077467 0.0009093 -0.0148203 0.1320206
10.94736 56804 0.1554415 0.0116309 0.0026205 -0.0159746 0.1571647
10.97045 58131 0.2055364 0.0102026 0.0041955 -0.0045291 0.1956675
10.99353 59488 0.1690465 0.0078888 -0.0018661 -0.0290526 0.1920763
11.01663 60878 0.1895963 0.0058008 0.0007479 -0.0107626 0.1938102
11.03970 62299 0.1504188 0.0029461 0.0073313 0.0292915 0.1108499
11.06279 63754 0.0176563 -0.0010817 0.0117593 0.0615007 -0.0545219
11.08587 65243 -0.1155114 -0.0087074 0.0105060 0.0742985 -0.1916085
11.10895 66766 -0.2033146 -0.0099563 0.0111625 0.0807034 -0.2852242
11.13205 68326 -0.2568643 -0.0032029 0.0136136 0.0760752 -0.3433502
11.15512 69921 -0.2874618 0.0007433 0.0126174 0.0612286 -0.3620510
11.17821 71554 -0.3643520 0.0034103 0.0072010 0.0274792 -0.4024424
11.20129 73225 -0.3340992 0.0032945 0.0018286 0.0009066 -0.3401289
11.22438 74935 -0.2312793 -0.0050601 0.0025005 0.0251527 -0.2538724
11.24746 76685 -0.1159512 -0.0045983 0.0024973 0.0239821 -0.1378323
11.27054 78475 -0.0712167 -0.0011697 0.0069326 0.0375871 -0.1145667
11.29362 80308 -0.1446020 0.0030759 0.0021367 0.0029936 -0.1528082
11.31670 82183 -0.1595757 -0.0000417 -0.0075388 -0.0375898 -0.1144054
11.33980 84103 -0.1197267 -0.0008784 -0.0062354 -0.0289808 -0.0836321
11.36288 86067 -0.0501436 -0.0001662 0.0047057 0.0239443 -0.0786274
11.38596 88076 0.0113428 -0.0005044 0.0117177 0.0598496 -0.0597202
11.40904 90133 0.0152571 -0.0046128 0.0133246 0.0781549 -0.0716096
11.43213 92238 -0.0102501 -0.0043659 0.0109799 0.0658144 -0.0826785
11.45521 94392 0.0638776 0.0004476 0.0091410 0.0445863 0.0097027
11.47829 96596 0.1399389 0.0022010 0.0068169 0.0285819 0.1023391
11.50138 98852 0.1832925 0.0051508 0.0036602 0.0054238 0.1690576
11.52446 101160 0.1337781 0.0110064 -0.0005814 -0.0304231 0.1537762
11.54755 103523 0.0529252 0.0117944 -0.0062598 -0.0607847 0.1081753
11.57063 105940 0.0250128 0.0056134 -0.0096534 -0.0623006 0.0913533
11.59371 108414 -0.0175486 -0.0015635 -0.0105412 -0.0487974 0.0433535
11.61680 110946 -0.1180083 -0.0041807 -0.0112396 -0.0457465 -0.0568415
11.63988 113537 -0.1688852 -0.0064093 -0.0073460 -0.0207068 -0.1344230
11.66296 116188 -0.1715673 -0.0114018 0.0006004 0.0315065 -0.1922723
11.68605 118901 -0.2443929 -0.0154366 0.0026678 0.0519304 -0.2835546
11.70913 121678 -0.2639059 -0.0083363 0.0019731 0.0307061 -0.2882488
11.73221 124519 -0.3248957 -0.0006715 0.0024231 0.0137941 -0.3404413
11.75530 127427 -0.3331184 0.0027961 -0.0012990 -0.0134851 -0.3211305
11.77838 130403 -0.3872834 0.0050197 -0.0054311 -0.0397048 -0.3471672
11.80147 133448 -0.4407889 0.0064176 -0.0066808 -0.0494480 -0.3910776
11.82455 136564 -0.3772650 0.0015730 -0.0061756 -0.0348107 -0.3378517
11.84763 139753 -0.3294821 0.0026752 -0.0040690 -0.0270329 -0.3010554
11.87072 143017 -0.2060136 0.0035819 -0.0037741 -0.0278251 -0.1779964
11.89380 146357 -0.1751880 0.0056142 -0.0086441 -0.0572560 -0.1149021
11.91688 149774 -0.0765012 0.0089487 -0.0139633 -0.0921882 0.0207015
11.93997 153272 -0.0036949 0.0045829 -0.0136634 -0.0797743 0.0851600
11.96305 156851 -0.0719285 -0.0016755 -0.0103877 -0.0477498 -0.0121155
11.98614 160514 -0.0675363 -0.0040257 -0.0008288 0.0059203 -0.0686022
12.00922 164262 -0.0371418 -0.0062433 0.0064110 0.0476631 -0.0849726
12.03230 168098 0.0268132 -0.0084246 0.0055177 0.0486498 -0.0189297
12.05538 172023 0.1660553 -0.0047860 0.0048276 0.0361028 0.1299109
12.07847 176041 0.2835188 -0.0009102 0.0044684 0.0246173 0.2553433
12.10156 180152 0.3426803 0.0076755 0.0020807 -0.0087851 0.3417091
12.12463 184358 0.3897510 0.0072316 0.0016723 -0.0097176 0.3905646
12.14772 188664 0.3656013 0.0033676 0.0002732 -0.0070530 0.3690135
12.17080 193069 0.3343747 0.0019507 0.0018117 0.0041818 0.3264304
12.19389 197578 0.3240215 -0.0014170 0.0058988 0.0330365 0.2865032
12.21697 202192 0.3151989 -0.0051540 0.0123081 0.0744252 0.2336196
12.24005 206913 0.1889563 -0.0096850 0.0180315 0.1143702 0.0662396
12.26314 211745 0.0473113 -0.0118419 0.0216085 0.1376475 -0.1001029
12.28622 216690 -0.0055527 -0.0065039 0.0225682 0.1291006 -0.1507175
12.30931 221750 -0.1152499 0.0017771 0.0187256 0.0891855 -0.2249381
12.33239 226928 -0.1792297 0.0085322 0.0153317 0.0553281 -0.2584218
12.35547 232228 -0.2003288 0.0092346 0.0137021 0.0454237 -0.2686892
12.37856 237651 -0.1884485 0.0048446 0.0098712 0.0372446 -0.2404089
12.40164 243200 -0.1785021 0.0067083 0.0140336 0.0533971 -0.2526411
12.42472 248879 -0.0950890 0.0025923 0.0117395 0.0522169 -0.1616377
12.44781 254691 -0.0577034 -0.0014965 0.0058506 0.0329941 -0.0950515
12.47089 260639 -0.1032853 0.0030147 -0.0005864 -0.0104688 -0.0952448
12.49397 266725 -0.1082930 0.0026707 -0.0078905 -0.0461294 -0.0569437
12.51706 272954 -0.0941506 0.0006743 -0.0131125 -0.0672485 -0.0144639
12.54014 279328 -0.1277923 -0.0072894 -0.0157645 -0.0605991 -0.0441393
12.56323 285851 -0.1196494 -0.0102717 -0.0156056 -0.0523489 -0.0414233
12.58631 292526 -0.1429511 -0.0084456 -0.0157986 -0.0578790 -0.0608279
12.60939 299357 -0.1298803 -0.0072090 -0.0194344 -0.0791493 -0.0240876
12.63248 306348 -0.2045187 -0.0041382 -0.0298119 -0.1387142 -0.0318544
12.65556 313502 -0.2292461 -0.0027585 -0.0324933 -0.1555702 -0.0384242
12.67864 320823 -0.1660934 -0.0008884 -0.0277427 -0.1364922 -0.0009701
12.70173 328315 -0.1694890 0.0024120 -0.0274642 -0.1433506 -0.0010861
12.72481 335981 -0.1320659 0.0107052 -0.0238682 -0.1461042 0.0272013
12.74789 343827 -0.0755760 0.0123941 -0.0201546 -0.1317585 0.0639430
12.77098 351856 0.0780001 0.0098879 -0.0180940 -0.1151896 0.2013958
12.79406 360073 0.1696562 0.0058012 -0.0180969 -0.1049874 0.2869394
12.81714 368481 0.1868579 -0.0014445 -0.0162651 -0.0777140 0.2822815
12.84023 377086 0.1652292 -0.0105638 -0.0137713 -0.0424468 0.2320110
12.86331 385892 0.0598184 -0.0096630 -0.0097594 -0.0246397 0.1038805
12.88640 394903 0.0168796 -0.0050576 -0.0068505 -0.0216083 0.0503960
12.90948 404125 -0.0477154 -0.0007380 -0.0064492 -0.0304010 -0.0101273
12.93256 413562 -0.0519435 0.0060926 -0.0057879 -0.0441710 -0.0080772
12.95565 423220 0.0166913 0.0093294 0.0015654 -0.0154966 0.0212931
12.97873 433103 0.1001159 0.0032072 0.0118734 0.0513492 0.0336860
13.00181 443217 0.2170482 0.0031468 0.0221774 0.1030198 0.0887042
13.02490 453567 0.2805415 -0.0020839 0.0271680 0.1410499 0.1144075
13.04798 464158 0.3824641 -0.0023195 0.0310200 0.1608986 0.1928650
13.07106 474997 0.5199153 -0.0024852 0.0314038 0.1632321 0.3277645
13.09415 486090 0.5254349 -0.0067400 0.0277580 0.1556397 0.3487771
13.11723 497441 0.3801188 -0.0069893 0.0227196 0.1310711 0.2333173
13.14032 509057 0.2442278 -0.0049444 0.0196290 0.1105060 0.1190373
13.16340 520945 0.2772260 -0.0061764 0.0229989 0.1304353 0.1299682
13.18648 533110 0.3947072 -0.0060505 0.0241450 0.1358515 0.2407613
13.20957 545559 0.4942223 -0.0039474 0.0185662 0.1026994 0.3769041
13.23265 558299 0.5616289 0.0030604 0.0178424 0.0815610 0.4591651
13.25573 571336 0.4501657 0.0094323 0.0168962 0.0609004 0.3629368
13.27882 584678 0.3246186 0.0119944 0.0166883 0.0534556 0.2424804
13.30190 598332 0.2746919 0.0103735 0.0135962 0.0420471 0.2086752
13.32498 612304 0.2645611 0.0026292 0.0139193 0.0630237 0.1849888
13.34807 626603 0.1850176 0.0060060 0.0127132 0.0485510 0.1177474
13.37115 641235 0.1278533 0.0055570 0.0091557 0.0318860 0.0812546
13.39423 656209 0.0038485 0.0003280 0.0039097 0.0187286 -0.0191178
13.41732 671533 -0.0815026 -0.0056085 -0.0038280 -0.0051188 -0.0669472
13.44040 687215 -0.0907649 -0.0143948 -0.0068650 0.0016622 -0.0711673
13.46349 703263 -0.0993645 -0.0120422 -0.0065336 -0.0025626 -0.0782261
13.48657 719685 -0.1747189 -0.0094711 -0.0089301 -0.0209725 -0.1353452
13.50965 736491 -0.2946316 -0.0099673 -0.0131494 -0.0408289 -0.2306860
13.53274 753690 -0.3766169 -0.0039709 -0.0185783 -0.0829644 -0.2711033
13.55582 771290 -0.3592048 0.0036864 -0.0193001 -0.1057165 -0.2378747
13.57890 789301 -0.3313869 0.0061526 -0.0176929 -0.1038457 -0.2160009
13.60199 807733 -0.3834981 0.0086227 -0.0135543 -0.0893285 -0.2892380
13.62507 826595 -0.4010594 0.0097459 -0.0083062 -0.0658959 -0.3366032
13.64815 845898 -0.2914595 0.0036650 -0.0038850 -0.0285874 -0.2626522
13.67124 865652 -0.1663112 0.0009482 -0.0045120 -0.0249307 -0.1378168
13.69432 885866 -0.1003589 -0.0010288 -0.0106802 -0.0508291 -0.0378207
13.71740 906553 -0.1886879 -0.0045362 -0.0175984 -0.0766512 -0.0899020
13.74049 927723 -0.3243889 -0.0040149 -0.0212453 -0.0961893 -0.2029394
13.76357 949387 -0.3310779 -0.0045097 -0.0169327 -0.0733893 -0.2362463
13.78666 971557 -0.2970069 -0.0038817 -0.0113373 -0.0469822 -0.2348056
13.80974 994245 -0.1674739 -0.0018872 -0.0097032 -0.0437978 -0.1120857
13.83282 1017463 -0.0465450 0.0020998 -0.0093439 -0.0519689 0.0126680
13.85591 1041223 0.0517049 0.0056926 -0.0083070 -0.0557666 0.1100858
13.87899 1065537 0.1376996 0.0056546 -0.0053200 -0.0407363 0.1781013
13.90207 1090420 0.1462545 0.0052201 -0.0021359 -0.0237297 0.1668999
13.92516 1115883 0.1655820 0.0034524 -0.0010989 -0.0141256 0.1773541
13.94824 1141942 0.1316774 -0.0012734 0.0009257 0.0078118 0.1242133
13.97132 1168608 0.0574899 -0.0069421 0.0017235 0.0259731 0.0367354
13.99441 1195898 0.0227842 -0.0095335 0.0019770 0.0337185 -0.0033778
14.01749 1223824 -0.0455790 -0.0110512 -0.0007065 0.0240956 -0.0579168
14.04057 1252403 -0.0584818 -0.0095249 -0.0049551 -0.0009630 -0.0430388
14.06366 1281649 -0.0664272 -0.0037501 -0.0104612 -0.0429305 -0.0092854
14.08674 1311579 -0.1164445 0.0011375 -0.0117397 -0.0615424 -0.0443000
14.10983 1342207 -0.1737670 -0.0000614 -0.0081064 -0.0403784 -0.1252208
14.13291 1373550 -0.2495670 -0.0038450 -0.0064853 -0.0228137 -0.2164230
14.15599 1405625 -0.3031693 0.0004108 -0.0037229 -0.0196416 -0.2802156
14.17908 1438449 -0.2712849 0.0045719 -0.0000944 -0.0119017 -0.2638606
14.20216 1472040 -0.2975635 0.0094143 0.0047902 0.0004153 -0.3121834
14.22524 1506415 -0.2561509 0.0129049 0.0109907 0.0226916 -0.3027380
14.24833 1541593 -0.1167135 0.0104436 0.0157305 0.0525433 -0.1954310
14.27141 1577593 0.0087979 0.0011289 0.0125251 0.0598029 -0.0646590
14.29449 1614433 0.0882234 -0.0043392 0.0078269 0.0499825 0.0347533
14.31758 1652133 0.0694136 -0.0096634 0.0077379 0.0628483 0.0084907
14.34066 1690714 -0.0333031 -0.0152660 0.0089320 0.0828248 -0.1097939
14.36374 1730195 -0.0801552 -0.0162414 0.0108173 0.0946900 -0.1694211
14.38683 1770599 -0.0911611 -0.0094704 0.0115146 0.0812491 -0.1744543
14.40991 1811946 -0.0425488 -0.0024259 0.0129975 0.0710521 -0.1241725
14.43300 1854259 -0.0371117 0.0047596 0.0083815 0.0300084 -0.0802612
14.45608 1897559 0.0510439 0.0015886 0.0056474 0.0242657 0.0195423
14.47916 1941871 0.1592949 0.0016495 0.0048282 0.0200171 0.1328001
14.50225 1987218 0.2726326 0.0018442 0.0049657 0.0202179 0.2456049
14.52533 2033624 0.3284706 0.0016541 0.0058647 0.0251883 0.2957636
14.54841 2081113 0.3473004 0.0006655 0.0066958 0.0318154 0.3081236
14.57150 2129711 0.3320501 -0.0007487 0.0110072 0.0569080 0.2648836
14.59458 2179444 0.2640577 -0.0044142 0.0107143 0.0646069 0.1931508
14.61766 2230339 0.1888519 -0.0113766 0.0084357 0.0706201 0.1211727
14.64075 2282422 0.1505360 -0.0075404 0.0063721 0.0507115 0.1009929
14.66383 2335721 0.1284324 0.0018347 -0.0001325 -0.0052492 0.1319795
14.68691 2390265 0.1114109 0.0078866 -0.0069209 -0.0543211 0.1647664
14.71000 2446082 0.0275707 0.0074750 -0.0069845 -0.0536102 0.0806904
14.73308 2503203 -0.0530951 -0.0005999 -0.0080903 -0.0389519 -0.0054530
14.75617 2561658 -0.1387781 -0.0082645 -0.0098228 -0.0284528 -0.0922380
14.77925 2621478 -0.1938418 -0.0074692 -0.0098123 -0.0303886 -0.1461717
