logY Y sqrtY_P sqrtY_T sqrtY_L1 sqrtY_L2 sqrtY_R
7.94626 2825 0.0979170 0.0121446 0.0269985 0.0445619 0.0142120
7.96936 2891 0.2282109 0.0119449 0.0539692 0.1260730 0.0362238
7.99261 2959 0.2578052 0.0006192 0.0631084 0.1874674 0.0066102
8.01566 3028 0.1306963 0.0006818 0.0428040 0.1263666 -0.0391561
8.03883 3099 0.0953342 0.0048266 0.0295978 0.0743137 -0.0134039
8.06180 3171 0.1714229 0.0013979 0.0345983 0.0996010 0.0358257
8.08487 3245 0.2120643 -0.0062212 0.0264683 0.0980685 0.0937486
8.10802 3321 0.1768029 -0.0069659 0.0156111 0.0677311 0.1004265
8.13094 3398 0.2136102 -0.0098290 0.0196787 0.0885229 0.1152376
8.15421 3478 0.3783986 -0.0098107 0.0451407 0.1648541 0.1782144
8.17723 3559 0.4349602 -0.0008591 0.0526359 0.1604851 0.2226983
8.20029 3642 0.4328827 0.0054527 0.0436536 0.1146027 0.2691737
8.22336 3727 0.4761440 0.0078395 0.0355443 0.0831142 0.3496459
8.24643 3814 0.4805105 0.0030866 0.0265562 0.0704090 0.3804587
8.26950 3903 0.3946458 -0.0037061 0.0246838 0.0851696 0.2884985
8.29255 3994 0.4005606 -0.0177044 0.0289675 0.1400158 0.2492817
8.31581 4088 0.3464644 -0.0095341 0.0217410 0.0938253 0.2404321
8.33878 4183 0.3535405 -0.0003393 0.0234601 0.0713981 0.2590215
8.36194 4281 0.3657869 0.0015935 0.0215090 0.0597466 0.2829377
8.38503 4381 0.2749147 -0.0023866 0.0075964 0.0299492 0.2397557
8.40805 4483 0.0827335 -0.0006524 -0.0190841 -0.0552950 0.1577650
8.43120 4588 0.0030498 -0.0033081 -0.0130348 -0.0291800 0.0485726
8.45425 4695 -0.1254654 0.0107087 -0.0009179 -0.0348799 -0.1003764
8.47741 4805 -0.1372189 0.0123894 0.0058171 -0.0197169 -0.1357084
8.50045 4917 -0.0641143 0.0108903 0.0218948 0.0330137 -0.1299130
8.52357 5032 -0.0575397 0.0132767 0.0259999 0.0381697 -0.1349859
8.54656 5149 -0.1011010 0.0123673 0.0144801 0.0063384 -0.1342869
8.56960 5269 -0.1395769 0.0193057 0.0072584 -0.0361417 -0.1299992
8.59267 5392 -0.2138752 0.0116362 -0.0132979 -0.0748022 -0.1374113
8.61577 5518 -0.2477871 -0.0056516 -0.0267009 -0.0631478 -0.1522868
8.63888 5647 -0.2166875 -0.0104822 -0.0364575 -0.0779259 -0.0918219
8.66199 5779 -0.1385341 -0.0136487 -0.0316926 -0.0541315 -0.0390613
8.68508 5914 -0.2256528 -0.0014399 -0.0386609 -0.1116631 -0.0738890
8.70814 6052 -0.2232937 -0.0007294 -0.0454053 -0.1340277 -0.0431314
8.73134 6194 -0.1081401 -0.0187262 -0.0476464 -0.0867605 0.0449931
8.75432 6338 -0.0211861 -0.0264704 -0.0470412 -0.0617126 0.1140381
8.77740 6486 0.0142668 -0.0019723 -0.0370644 -0.1052763 0.1585798
8.80057 6638 0.0602985 0.0109042 -0.0321088 -0.1290393 0.2105424
8.82365 6793 0.0784106 0.0091170 -0.0356688 -0.1343573 0.2393196
8.84664 6951 0.0898855 0.0173369 -0.0322227 -0.1486790 0.2534503
8.86982 7114 0.0827440 0.0139713 -0.0238942 -0.1135967 0.2062636
8.89289 7280 0.0772016 0.0015951 -0.0195064 -0.0633046 0.1584175
8.91597 7450 0.0485825 -0.0014961 -0.0278365 -0.0790213 0.1569364
8.93906 7624 0.0813899 -0.0065871 -0.0286629 -0.0662274 0.1828673
8.96214 7802 0.1218691 -0.0112747 -0.0411637 -0.0896669 0.2639744
8.98519 7984 0.0835469 -0.0123423 -0.0431072 -0.0922947 0.2312911
9.00835 8171 -0.0027860 -0.0055719 -0.0430420 -0.1124104 0.1582383
9.03133 8361 0.0129342 -0.0057283 -0.0204700 -0.0442253 0.0833578
9.05450 8557 0.0309539 -0.0059047 0.0180578 0.0718875 -0.0530867
9.07761 8757 -0.0245518 -0.0035445 0.0327643 0.1089264 -0.1626980
9.10064 8961 -0.0351698 -0.0045050 0.0302610 0.1042981 -0.1652240
9.12369 9170 0.0032260 -0.0003129 0.0443718 0.1340541 -0.1748870
9.14676 9384 -0.0630688 0.0166563 0.0490714 0.0972454 -0.2260418
9.16993 9604 -0.1684654 0.0315002 0.0420065 0.0315188 -0.2734910
9.19299 9828 -0.2342073 0.0309299 0.0291252 -0.0054139 -0.2888486
9.21602 10057 -0.2380581 0.0209700 0.0142954 -0.0200237 -0.2532999
9.23912 10292 -0.1811864 -0.0063363 0.0067360 0.0392169 -0.2208030
9.26227 10533 -0.2397755 -0.0214785 -0.0112154 0.0307892 -0.2378709
9.28536 10779 -0.2773851 -0.0182671 -0.0226257 -0.0130758 -0.2234165
9.30837 11030 -0.2746197 -0.0200646 -0.0221302 -0.0061966 -0.2262283
9.33150 11288 -0.2254806 -0.0163428 -0.0096599 0.0200485 -0.2195264
9.35453 11551 -0.1746632 -0.0082125 0.0040851 0.0368929 -0.2074288
9.37763 11821 -0.1434764 0.0071218 0.0201128 0.0389730 -0.2096840
9.40071 12097 -0.0805622 0.0154167 0.0362799 0.0625896 -0.1948484
9.42384 12380 -0.0374513 0.0169474 0.0404243 0.0704308 -0.1652538
9.44691 12669 -0.0065261 0.0174486 0.0474093 0.0898818 -0.1612658
9.47001 12965 0.0965029 0.0214236 0.0626020 0.1235353 -0.1110580
9.49311 13268 0.0461048 0.0072828 0.0646946 0.1722356 -0.1981081
9.51613 13577 -0.0386864 -0.0033025 0.0479753 0.1538332 -0.2371924
9.53921 13894 0.0263178 -0.0130982 0.0359180 0.1470488 -0.1435508
9.56233 14219 0.0803009 -0.0261015 0.0210623 0.1414915 -0.0561514
9.58541 14551 0.1005006 -0.0259575 0.0214921 0.1423485 -0.0373825
9.60851 14891 0.1002572 -0.0150007 0.0140315 0.0870966 0.0141297
9.63161 15239 0.0988089 -0.0080906 0.0100176 0.0543245 0.0425573
9.65464 15594 0.0258130 -0.0012783 0.0082688 0.0286416 -0.0098190
9.67778 15959 0.0166186 0.0020125 0.0137488 0.0352087 -0.0343515
9.70082 16331 0.0363063 0.0133614 0.0171348 0.0113201 -0.0055101
9.72394 16713 0.0484867 0.0163793 0.0174300 0.0031520 0.0115255
9.74701 17103 0.0743997 0.0147049 0.0213707 0.0199975 0.0183266
9.77007 17502 0.0373768 0.0177216 0.0174366 -0.0008551 0.0030736
9.79317 17911 0.0100396 0.0198951 0.0116043 -0.0248723 0.0034125
9.81624 18329 0.0171431 0.0177981 -0.0000452 -0.0535298 0.0529200
9.83932 18757 -0.0121034 0.0084066 -0.0275627 -0.1079078 0.1149605
9.86241 19195 -0.0382680 -0.0123229 -0.0504378 -0.1143448 0.1388376
9.88553 19644 0.0019213 -0.0308014 -0.0567115 -0.0777304 0.1671645
9.90857 20102 0.0187996 -0.0300855 -0.0547289 -0.0739302 0.1775441
9.93169 20572 -0.0408896 -0.0196884 -0.0567382 -0.1111494 0.1466863
9.95475 21052 -0.0806957 -0.0061671 -0.0536332 -0.1423983 0.1215028
9.97785 21544 -0.1223874 0.0022406 -0.0485499 -0.1523714 0.0762933
10.00093 22047 -0.0944331 0.0145194 -0.0401224 -0.1639254 0.0950952
10.02402 22562 -0.0138983 0.0243404 -0.0299356 -0.1628278 0.1545247
10.04711 23089 0.0549143 0.0150790 -0.0291975 -0.1328295 0.2018622
10.07019 23628 0.0337280 0.0088879 -0.0340473 -0.1288059 0.1876932
10.09328 24180 0.0292039 -0.0049872 -0.0281023 -0.0693454 0.1316389
10.11634 24744 0.0184872 -0.0187808 -0.0135045 0.0158290 0.0349434
10.13943 25322 0.0324109 -0.0186883 -0.0008037 0.0536538 -0.0017509
10.16250 25913 0.0345064 -0.0102554 0.0016350 0.0356712 0.0074556
10.18562 26519 0.0294842 -0.0005892 -0.0036500 -0.0091826 0.0429060
10.20869 27138 0.0586878 0.0070567 -0.0085642 -0.0468628 0.1070582
10.23178 27772 0.0771392 0.0020086 -0.0240518 -0.0781814 0.1773638
10.25485 28420 -0.0390581 -0.0032534 -0.0501890 -0.1408066 0.1551909
10.27794 29084 -0.0540390 0.0085778 -0.0468159 -0.1661812 0.1503803
10.30102 29763 0.1003851 0.0108228 -0.0231656 -0.1019650 0.2146930
10.32410 30458 0.1846616 0.0077410 -0.0031437 -0.0326540 0.2127183
10.34718 31169 0.1838801 0.0112718 0.0150148 0.0112291 0.1463644
10.37027 31897 0.1860387 0.0115534 0.0266765 0.0453693 0.1024395
10.39336 32642 0.0644503 0.0097947 0.0147594 0.0148942 0.0250020
10.41643 33404 -0.0158695 0.0067521 0.0012052 -0.0166405 -0.0071863
10.43951 34184 -0.0817118 -0.0035311 -0.0106574 -0.0213790 -0.0461443
10.46262 34983 -0.0021111 -0.0085118 0.0035152 0.0360811 -0.0331956
10.48570 35800 0.0641021 -0.0136452 0.0115529 0.0755942 -0.0093997
10.50879 36636 0.1788708 -0.0146366 0.0287584 0.1301849 0.0345640
10.53186 37491 0.2543078 -0.0095180 0.0400063 0.1485727 0.0752468
10.55495 38367 0.2575348 -0.0095357 0.0402550 0.1493723 0.0774433
10.57804 39263 0.2485963 -0.0074857 0.0468112 0.1628907 0.0463802
10.60112 40180 0.1779735 0.0040680 0.0478762 0.1314244 -0.0053952
10.62420 41118 0.1769212 0.0114979 0.0488043 0.1119193 0.0046997
10.64728 42078 0.2766502 0.0122554 0.0496721 0.1122500 0.1024726
10.67037 43061 0.3247673 0.0091696 0.0538155 0.1339379 0.1278443
10.69344 44066 0.2530523 0.0032440 0.0378868 0.1039284 0.1079932
10.71653 45095 0.2049562 -0.0072831 0.0390759 0.1390771 0.0340863
10.73961 46148 0.1360053 -0.0124013 0.0367760 0.1475317 -0.0359011
10.76270 47226 0.0703065 -0.0070491 0.0335087 0.1216735 -0.0778267
10.78579 48329 -0.0140711 -0.0024936 0.0256118 0.0843162 -0.1215055
10.80886 49457 -0.1089274 0.0004981 0.0106468 0.0304460 -0.1505183
10.83194 50612 -0.2261268 0.0116092 0.0020605 -0.0286461 -0.2111504
10.85503 51794 -0.2709366 0.0096338 -0.0121129 -0.0652399 -0.2032176
10.87812 53004 -0.2389143 -0.0002163 -0.0196126 -0.0581889 -0.1608965
10.90121 54242 -0.0388660 -0.0095416 -0.0022614 0.0218404 -0.0489033
10.92428 55508 0.1128472 -0.0116263 0.0231322 0.1042756 -0.0029342
10.94736 56804 0.0767597 -0.0025586 0.0278463 0.0912148 -0.0397428
10.97045 58131 -0.0263833 0.0056323 0.0195624 0.0417904 -0.0933684
10.99353 59488 -0.1511035 0.0145981 0.0031408 -0.0343719 -0.1344704
11.01663 60878 -0.2606839 0.0186516 -0.0231099 -0.1252843 -0.1309413
11.03970 62299 -0.3052227 0.0030138 -0.0421723 -0.1355583 -0.1305058
11.06279 63754 -0.3053840 -0.0095487 -0.0457891 -0.1087211 -0.1413252
11.08587 65243 -0.1956309 -0.0166036 -0.0355596 -0.0568681 -0.0865996
11.10895 66766 -0.2068059 -0.0072389 -0.0351152 -0.0836291 -0.0808226
11.13205 68326 -0.2566188 -0.0000540 -0.0446498 -0.1337875 -0.0781276
11.15512 69921 -0.2248659 -0.0019721 -0.0384306 -0.1093754 -0.0750877
11.17821 71554 -0.1722636 0.0076499 -0.0201187 -0.0833059 -0.0764889
11.20129 73225 -0.1699465 0.0128849 -0.0075039 -0.0611664 -0.1141611
11.22438 74935 -0.1406595 0.0114002 -0.0030909 -0.0434732 -0.1054956
11.24746 76685 -0.0687996 0.0079338 -0.0016300 -0.0286915 -0.0464119
11.27054 78475 -0.0310981 0.0019060 -0.0057177 -0.0228712 -0.0044153
11.29362 80308 -0.0618950 -0.0027258 -0.0175614 -0.0445068 0.0028990
11.31670 82183 -0.0237221 -0.0076399 -0.0098605 -0.0066618 0.0004402
11.33980 84103 -0.0705381 -0.0088898 -0.0165818 -0.0230761 -0.0219904
11.36288 86067 -0.1822943 -0.0082873 -0.0320279 -0.0712216 -0.0707575
11.38596 88076 -0.3014091 -0.0149425 -0.0562440 -0.1239045 -0.1063181
11.40904 90133 -0.4024851 -0.0226296 -0.0630405 -0.1212326 -0.1955824
11.43213 92238 -0.4858341 -0.0024508 -0.0597877 -0.1720107 -0.2515850
11.45521 94392 -0.4778213 0.0092899 -0.0443239 -0.1608414 -0.2819459
11.47829 96596 -0.4266991 0.0168150 -0.0370361 -0.1615533 -0.2449247
11.50138 98852 -0.3795331 0.0147388 -0.0258054 -0.1216327 -0.2468338
11.52446 101160 -0.2541697 0.0105033 -0.0024142 -0.0387526 -0.2235063
11.54755 103523 -0.0851267 0.0028195 0.0201194 0.0518999 -0.1599655
11.57063 105940 0.0025864 0.0020563 0.0352005 0.0994326 -0.1341030
11.59371 108414 0.0310479 0.0025098 0.0307882 0.0848353 -0.0870854
11.61680 110946 0.0405167 -0.0001821 0.0162375 0.0492587 -0.0247973
11.63988 113537 0.0541319 -0.0040693 0.0071002 0.0335083 0.0175927
11.66296 116188 0.1396764 -0.0142990 0.0079568 0.0667674 0.0792512
11.68605 118901 0.2507740 -0.0082806 0.0189364 0.0816510 0.1584672
11.70913 121678 0.2847891 -0.0020867 0.0263259 0.0852376 0.1753123
11.73221 124519 0.2343275 -0.0025077 0.0145095 0.0510514 0.1712743
11.75530 127427 0.2049396 0.0042088 0.0064212 0.0066371 0.1876725
11.77838 130403 0.3040595 0.0125170 0.0156839 0.0095007 0.2663580
11.80147 133448 0.4043148 0.0156228 0.0220388 0.0192479 0.3474053
11.82455 136564 0.5153083 0.0075908 0.0407152 0.0993732 0.3676291
11.84763 139753 0.5715739 0.0022430 0.0532716 0.1530860 0.3629733
11.87072 143017 0.6022457 -0.0059805 0.0527073 0.1760634 0.3794554
11.89380 146357 0.5173659 -0.0120543 0.0382166 0.1508127 0.3403909
11.91688 149774 0.3743721 -0.0158660 0.0286281 0.1334822 0.2281279
11.93997 153272 0.3375216 -0.0237161 0.0289808 0.1580908 0.1741660
11.96305 156851 0.3093873 -0.0154859 0.0219765 0.1123872 0.1905095
11.98614 160514 0.2520975 -0.0012800 0.0173982 0.0560346 0.1799447
12.00922 164262 0.2006707 0.0000799 0.0165387 0.0493766 0.1346755
12.03230 168098 0.0879201 0.0065397 0.0170770 0.0316120 0.0326915
12.05538 172023 -0.0000829 0.0196458 0.0108759 -0.0263097 -0.0042949
12.07847 176041 0.0331174 0.0221029 0.0102716 -0.0354938 0.0362367
12.10156 180152 0.0993715 0.0275872 0.0227953 -0.0143757 0.0633647
12.12463 184358 0.0524059 0.0246710 0.0217532 -0.0087534 0.0147351
12.14772 188664 0.0153440 0.0141852 0.0141893 0.0000123 -0.0130429
12.17080 193069 0.1148442 -0.0119381 0.0234235 0.1060847 -0.0027259
12.19389 197578 0.1151157 -0.0254836 0.0196871 0.1355121 -0.0145999
12.21697 202192 0.1080391 -0.0293236 0.0113166 0.1219208 0.0041253
12.24005 206913 0.0980897 -0.0176229 0.0143816 0.0960135 0.0053175
12.26314 211745 0.0558879 -0.0019869 0.0095971 0.0347517 0.0135259
12.28622 216690 0.0267427 -0.0051457 -0.0061434 -0.0029930 0.0410248
12.30931 221750 -0.0345352 0.0031451 -0.0186287 -0.0653214 0.0462698
12.33239 226928 -0.2049542 0.0162695 -0.0401970 -0.1693995 -0.0116272
12.35547 232228 -0.2152233 0.0124469 -0.0410151 -0.1603861 -0.0262690
12.37856 237651 -0.1230617 0.0075077 -0.0311585 -0.1159985 0.0165876
12.40164 243200 -0.1175596 -0.0036354 -0.0417559 -0.1143617 0.0421933
12.42472 248879 -0.1216987 -0.0020901 -0.0384044 -0.1089429 0.0277387
12.44781 254691 -0.1393693 0.0019768 -0.0325453 -0.1035663 -0.0052344
12.47089 260639 -0.2043958 -0.0022007 -0.0466336 -0.1332987 -0.0222629
12.49397 266725 -0.2740666 0.0005659 -0.0608704 -0.1843091 -0.0294531
12.51706 272954 -0.2535313 -0.0038102 -0.0634387 -0.1788854 -0.0073971
12.54014 279328 -0.2472179 -0.0171049 -0.0625008 -0.1361878 -0.0314245
12.56323 285851 -0.1716563 -0.0198550 -0.0492098 -0.0880645 -0.0145270
12.58631 292526 -0.1766527 -0.0068549 -0.0389384 -0.0962504 -0.0346089
12.60939 299357 -0.1525315 0.0073148 -0.0213925 -0.0861218 -0.0523320
12.63248 306348 -0.1594608 0.0133742 -0.0181731 -0.0946420 -0.0600199
12.65556 313502 -0.1644610 0.0100304 -0.0205861 -0.0918495 -0.0620558
12.67864 320823 -0.1843645 0.0137977 -0.0198351 -0.1008985 -0.0774286
12.70173 328315 -0.1594357 0.0225412 -0.0116529 -0.1025822 -0.0677417
12.72481 335981 -0.0758222 0.0111950 -0.0034518 -0.0439405 -0.0396249
12.74789 343827 -0.0610666 0.0016796 0.0043373 0.0079730 -0.0750564
12.77098 351856 -0.0005865 -0.0104801 0.0195393 0.0900582 -0.0997040
12.79406 360073 0.0532000 -0.0222260 0.0274052 0.1488937 -0.1008728
12.81714 368481 -0.0137413 -0.0178411 0.0295101 0.1420534 -0.1674637
12.84023 377086 -0.0493161 -0.0039584 0.0351937 0.1174561 -0.1980075
12.86331 385892 -0.0907016 -0.0076796 0.0231351 0.0924441 -0.1986013
12.88640 394903 -0.1301928 -0.0149498 0.0061337 0.0632506 -0.1846273
12.90948 404125 -0.1674030 0.0000762 -0.0007989 -0.0026253 -0.1640550
12.93256 413562 -0.2039861 0.0198690 0.0004046 -0.0583929 -0.1658667
12.95565 423220 -0.2224543 0.0212207 0.0060528 -0.0455038 -0.2042239
12.97873 433103 -0.1375884 0.0087834 0.0141788 0.0161862 -0.1767368
13.00181 443217 -0.0106241 0.0039710 0.0207243 0.0502600 -0.0855794
13.02490 453567 0.0646257 0.0038290 0.0221399 0.0549329 -0.0162761
13.04798 464158 0.0809461 0.0053165 0.0290591 0.0712279 -0.0246574
13.07106 474997 0.0881758 0.0007609 0.0316946 0.0928012 -0.0370810
13.09415 486090 0.1279532 -0.0020770 0.0417422 0.1314576 -0.0431696
13.11723 497441 0.1031234 -0.0004688 0.0455963 0.1381952 -0.0801994
13.14032 509057 0.0480953 -0.0086496 0.0309570 0.1188198 -0.0930319
13.16340 520945 0.0224701 -0.0132222 0.0208788 0.1023030 -0.0874895
13.18648 533110 0.0666451 -0.0180502 0.0296673 0.1431526 -0.0881245
13.20957 545559 0.1088212 -0.0187294 0.0324332 0.1534879 -0.0583705
13.23265 558299 0.1208943 -0.0142047 0.0179030 0.0963232 0.0208728
13.25573 571336 0.0126702 0.0045025 0.0070629 0.0076812 -0.0065764
13.27882 584678 -0.0299356 0.0241284 0.0073720 -0.0502693 -0.0111668
13.30190 598332 0.0087242 0.0290001 0.0172995 -0.0351019 -0.0024735
13.32498 612304 0.0982601 0.0181105 0.0309176 0.0384212 0.0108109
13.34807 626603 0.1565271 0.0038347 0.0375496 0.1011447 0.0139981
13.37115 641235 0.1702298 -0.0019587 0.0422051 0.1324913 -0.0025079
13.39423 656209 0.1760977 -0.0100664 0.0383935 0.1453798 0.0023908
13.41732 671533 0.0891585 -0.0129612 0.0212475 0.1026263 -0.0217541
13.44040 687215 0.0007830 -0.0072665 0.0047802 0.0361399 -0.0328705
13.46349 703263 -0.0234323 -0.0028923 -0.0056528 -0.0082815 -0.0066058
13.48657 719685 -0.1394236 -0.0060178 -0.0231991 -0.0515438 -0.0586629
13.50965 736491 -0.2439032 -0.0083951 -0.0421430 -0.1012437 -0.0921213
13.53274 753690 -0.3045822 0.0042103 -0.0474562 -0.1549993 -0.1063370
13.55582 771290 -0.3193979 0.0063237 -0.0495048 -0.1674855 -0.1087314
13.57890 789301 -0.2572191 0.0100484 -0.0590668 -0.2073454 -0.0008553
13.60199 807733 -0.0672474 0.0141194 -0.0509568 -0.1952286 0.1648186
13.62507 826595 0.0833072 0.0142709 -0.0418147 -0.1682567 0.2791077
13.64815 845898 0.2055563 0.0049970 -0.0316749 -0.1100155 0.3422498
13.67124 865652 0.2357527 0.0019380 -0.0147975 -0.0502066 0.2988189
13.69432 885866 0.1963315 -0.0156434 -0.0125273 0.0093483 0.2151539
13.71740 906553 0.1673358 -0.0274937 -0.0123929 0.0453024 0.1619200
13.74049 927723 0.1981829 -0.0149074 -0.0049635 0.0298318 0.1882220
13.76357 949387 0.2302554 -0.0045491 -0.0063216 -0.0053176 0.2464437
13.78666 971557 0.2162065 -0.0070471 -0.0140282 -0.0209432 0.2582250
13.80974 994245 0.1527837 -0.0048651 -0.0239797 -0.0573438 0.2389723
13.83282 1017463 0.0552080 -0.0015335 -0.0331329 -0.0947983 0.1846727
13.85591 1041223 -0.0341495 0.0109038 -0.0291244 -0.1200846 0.1041557
13.87899 1065537 -0.0533952 0.0218306 -0.0316690 -0.1604987 0.1169419
13.90207 1090420 -0.0125408 0.0287295 -0.0360383 -0.1943033 0.1890712
13.92516 1115883 0.0212617 0.0215568 -0.0303898 -0.1558397 0.1859344
13.94824 1141942 0.1078894 0.0043570 -0.0205302 -0.0746615 0.1987242
13.97132 1168608 0.1356808 -0.0030819 -0.0098715 -0.0203688 0.1690030
13.99441 1195898 0.0838360 -0.0068638 -0.0181606 -0.0338904 0.1427508
14.01749 1223824 0.1303863 -0.0161810 -0.0110696 0.0153342 0.1423028
14.04057 1252403 0.1367463 -0.0240470 0.0053655 0.0882376 0.0671901
14.06366 1281649 0.1194373 -0.0196073 0.0118896 0.0944905 0.0326645
14.08674 1311579 0.0027682 -0.0030212 -0.0032370 -0.0006475 0.0096739
14.10983 1342207 -0.1016882 0.0110644 -0.0181992 -0.0877909 -0.0067625
14.13291 1373550 -0.0388927 0.0137239 -0.0010818 -0.0444170 -0.0071179
14.15599 1405625 0.0307712 0.0092706 0.0163250 0.0211632 -0.0159875
14.17908 1438449 0.0488770 0.0024346 0.0114656 0.0270931 0.0078837
14.20216 1472040 0.0513600 0.0005602 0.0164126 0.0475573 -0.0131702
14.22524 1506415 0.0671620 -0.0059605 0.0259069 0.0956022 -0.0483867
14.24833 1541593 0.1085396 0.0025097 0.0454300 0.1287610 -0.0681611
14.27141 1577593 0.1252968 0.0004980 0.0550927 0.1637843 -0.0940782
14.29449 1614433 0.0567708 -0.0109141 0.0494447 0.1810764 -0.1628363
14.31758 1652133 -0.0139118 -0.0169144 0.0421814 0.1772874 -0.2164662
14.34066 1690714 0.0165356 -0.0083094 0.0436214 0.1557923 -0.1745687
14.36374 1730195 0.0415069 0.0044906 0.0365770 0.0962594 -0.0958201
14.38683 1770599 0.1021560 -0.0005988 0.0429382 0.1306111 -0.0707946
14.40991 1811946 0.0842885 0.0110457 0.0495037 0.1153741 -0.0916350
14.43300 1854259 -0.0097462 0.0188777 0.0559163 0.1111160 -0.1956562
14.45608 1897559 -0.1275523 0.0144282 0.0566033 0.1265253 -0.3251090
14.47916 1941871 -0.2336737 0.0080443 0.0356633 0.0828569 -0.3602382
14.50225 1987218 -0.2609243 -0.0003058 0.0090734 0.0281379 -0.2978297
14.52533 2033624 -0.2130171 -0.0066264 0.0021318 0.0262745 -0.2347971
14.54841 2081113 -0.1349252 -0.0137691 -0.0000084 0.0412824 -0.1624301
14.57150 2129711 -0.0390433 -0.0118418 0.0038719 0.0471412 -0.0782146
14.59458 2179444 -0.0296834 -0.0028010 0.0089570 0.0352742 -0.0711136
14.61766 2230339 -0.0105818 -0.0031377 0.0025767 0.0171435 -0.0271644
14.64075 2282422 0.0088121 -0.0052101 -0.0043256 0.0026539 0.0156940
14.66383 2335721 0.0303527 -0.0049815 -0.0036656 0.0039478 0.0350521
14.68691 2390265 -0.0159618 0.0012211 -0.0154923 -0.0501401 0.0484495
14.71000 2446082 -0.0469850 0.0023844 -0.0336488 -0.1080995 0.0923789
14.73308 2503203 -0.0338829 0.0099222 -0.0371738 -0.1412878 0.1346565
14.75617 2561658 -0.0000989 0.0206905 -0.0335135 -0.1626119 0.1753360
14.77925 2621478 -0.0713945 0.0163243 -0.0356441 -0.1559049 0.1038302
