u w Y P_over_sqrtY rms16 mean16
44617 2.0001793 4.4825963 -0.170550 0.146408 -0.144314
44623 2.0001793 4.4819936 0.213492 0.192070 0.176794
44629 5.7845177 4.4813910 -0.054925 0.140829 -0.133316
44641 2.0001792 4.4801864 -0.063639 0.043315 0.017937
44647 2.0001792 4.4795843 -0.152687 0.131297 -0.129493
44653 9.3391895 4.4789824 -0.068282 0.061654 -0.058673
44661 6.0016126 4.4781801 0.026103 0.054593 -0.020453
44677 4.4273009 4.4765763 -0.297388 0.267648 -0.251802
44683 2.0001791 4.4759752 0.053000 0.051774 0.043640
44701 2.0001790 4.4741728 -0.031594 0.053901 -0.042964
44707 14.967818 4.4735724 0.126679 0.127398 0.116955
44713 4.3041898 4.4729721 -0.064064 0.109581 -0.103838
44733 44.627011 4.4709722 -0.154063 0.182072 -0.172365
44749 4.2596797 4.4693736 0.287776 0.225852 0.202709
44751 28.052656 4.4691739 -0.116128 0.082226 -0.074786
44769 6.0016087 4.4673770 -0.115014 0.196004 -0.187592
44773 2.0001787 4.4669779 -0.204765 0.155833 -0.152866
44779 9.3391731 4.4663793 0.168757 0.124248 0.113881
44787 6.0016080 4.4655815 -0.027550 0.074964 -0.066060
44797 2.0001786 4.4645847 -0.253156 0.255579 -0.241596
44809 2.0001786 4.4633891 0.049852 0.052987 0.044669
44821 23.928462 4.4621941 0.053765 0.029022 0.005447
44823 12.994999 4.4619950 0.082572 0.101721 0.089724
44839 2.0001784 4.4604028 -0.141214 0.219420 -0.207287
44841 6.0016061 4.4602038 -0.215231 0.162674 -0.159047
44851 2.0001784 4.4592094 -0.053832 0.038770 0.016456
44857 4.6053233 4.4586129 0.090467 0.071889 0.012577
44859 15.277650 4.4584141 -0.253227 0.246597 -0.232548
44877 28.052508 4.4566259 -0.027455 0.023011 -0.021709
44881 4.4996867 4.4562287 -0.267244 0.263549 -0.247718
44887 2.0001782 4.4556330 -0.196269 0.239496 -0.226875
44893 2.0001782 4.4550375 0.081648 0.112580 0.101793
44911 4.2084007 4.4532520 -0.162687 0.145270 -0.143168
44917 2.0001781 4.4526571 0.034259 0.048401 0.040324
44941 5.7844708 4.4502793 -0.138178 0.113709 -0.111617
44947 9.3391512 4.4496852 0.064088 0.051093 0.045529
44949 6.0016022 4.4494872 0.041750 0.056362 0.048018
44953 2.0001780 4.4490913 -0.183959 0.148323 -0.145727
44959 2.0001780 4.4484975 0.011750 0.037015 0.026865
44967 17.393676 4.4477061 -0.067648 0.093302 -0.088609
44971 2.0001779 4.4473105 -0.138079 0.180919 -0.174281
44983 2.0001779 4.4461241 -0.036281 0.089505 -0.075283
44989 9.3391458 4.4455311 -0.156846 0.091967 -0.081526
45003 28.052361 4.4441482 -0.024059 0.028207 -0.026922
45007 2.0001778 4.4437532 -0.189617 0.199715 -0.188511
45013 2.0001777 4.4431609 0.012804 0.080644 -0.073763
45019 5.7844592 4.4425687 0.019703 0.069031 0.059363
45021 13.384169 4.4423713 -0.145913 0.209275 -0.199083
45039 6.0015990 4.4405959 -0.047408 0.056251 -0.048374
45043 4.6052706 4.4402016 0.024796 0.050382 0.042083
45049 5.0752288 4.4396102 -0.227393 0.231735 -0.219725
45061 2.0001776 4.4384279 0.058786 0.079005 0.066360
45079 4.3039981 4.4366556 -0.133059 0.127178 -0.125236
45091 4.2794030 4.4354749 0.019316 0.071674 -0.063370
45093 6.0015971 4.4352782 -0.188478 0.148350 -0.145660
45097 5.7844477 4.4348848 -0.174662 0.198014 -0.187307
45109 4.2430570 4.4337050 -0.211555 0.155533 -0.152157
45121 2.0001773 4.4325259 -0.014793 0.071482 -0.061163
45127 2.0001773 4.4319365 0.005089 0.055818 0.043692
45139 2.0001772 4.4307583 -0.129535 0.196411 -0.188361
45151 4.1607114 4.4295807 -0.142649 0.140135 -0.137970
45157 9.3391241 4.4289922 -0.054662 0.050609 -0.048873
45163 5.0752072 4.4284038 -0.149169 0.117312 -0.115253
45181 2.0001771 4.4266395 -0.078300 0.143654 -0.135502
45183 6.0015939 4.4264436 0.010856 0.041649 0.030670
45187 4.2594085 4.4260517 0.068988 0.090156 0.080424
45193 4.4271055 4.4254641 -0.134795 0.123293 -0.121607
45201 46.992593 4.4246809 0.061162 0.087739 0.078952
45217 4.1998839 4.4231152 -0.136732 0.181703 -0.175001
45219 6.0015927 4.4229196 -0.132571 0.134370 -0.132265
45229 4.6052183 4.4219417 0.059761 0.065249 0.056306
45247 2.0001768 4.4201826 -0.041882 0.056599 -0.048918
45259 2.0001768 4.4190106 -0.082593 0.136693 -0.130084
45273 6.0015908 4.4176441 0.001470 0.066031 -0.060388
45277 5.0751857 4.4172538 -0.057856 0.101637 -0.096420
45283 9.3391080 4.4166685 -0.140023 0.082967 -0.074405
45289 2.0001767 4.4160834 -0.004410 0.085628 -0.065219
45291 13.891879 4.4158884 -0.161638 0.140297 -0.138180
45307 2.0001766 4.4143289 -0.184648 0.228388 -0.217103
45319 2.0001765 4.4131600 -0.115371 0.094901 -0.092891
45337 2.0001765 4.4114079 0.210210 0.191995 0.174984
45343 2.0001764 4.4108242 -0.264431 0.245851 -0.233026
45361 2.0001764 4.4090739 -0.200204 0.152831 -0.149802
45363 6.0015876 4.4088795 -0.059929 0.121609 -0.116189
45367 9.3390973 4.4084908 0.100347 0.048389 0.017625
45381 28.051924 4.4071307 -0.080230 0.066030 -0.062269
45391 5.0751642 4.4061598 -0.222293 0.233435 -0.220701
45399 13.587430 4.4053834 -0.173491 0.199622 -0.192003
45403 2.0001762 4.4049953 -0.034201 0.055704 -0.047291
45409 27.180845 4.4044132 -0.033789 0.027471 -0.026039
45417 6.0015857 4.4036374 -0.194709 0.156870 -0.153799
45427 2.0001761 4.4026680 -0.200400 0.222565 -0.211922
45433 2.0001761 4.4020866 -0.087598 0.160631 -0.151431
45439 2.0001761 4.4015053 -0.057983 0.040558 0.016187
45451 21.141229 4.4003432 0.018206 0.022826 -0.013207
45453 12.826243 4.4001496 0.008390 0.039059 0.028860
45481 2.0001759 4.3974407 0.316944 0.245758 0.222680
45487 5.7843904 4.3968606 -0.070003 0.093648 -0.089061
45493 20.705695 4.3962807 0.034775 0.036333 0.033127
45523 2.0001758 4.3933836 0.117759 0.100467 0.085086
45541 2.0001757 4.3916471 -0.039004 0.105301 -0.095433
45547 4.4994690 4.3910686 0.138425 0.130436 0.118428
45553 2.0001756 4.3904902 -0.277747 0.257733 -0.242873
45561 6.0015807 4.3897193 -0.052699 0.039487 0.014677
45571 4.1546211 4.3887560 -0.020098 0.051372 -0.037811
45579 6.0015801 4.3879857 0.009861 0.056752 0.044558
45583 4.2427458 4.3876006 -0.097347 0.115027 -0.111440
45589 2.0001755 4.3870232 0.010510 0.040703 0.031244
45597 6.0015795 4.3862535 -0.024368 0.053374 -0.040493
45601 4.6051150 4.3858687 -0.134449 0.184675 -0.177460
45613 2.0001754 4.3847149 -0.162434 0.137872 -0.135606
45631 2.0001753 4.3829853 -0.041141 0.041000 0.022083
45643 5.7843678 4.3818329 -0.105214 0.164770 -0.155672
45651 6.0015776 4.3810650 -0.239870 0.248396 -0.234685
45667 2.0001752 4.3795301 -0.121583 0.130463 -0.128174
45669 17.392745 4.3793383 -0.126994 0.112603 -0.110587
45673 2.0001752 4.3789547 -0.023557 0.045628 0.030344
45687 12.843348 4.3776129 -0.007242 0.043927 0.030399
45691 2.0001751 4.3772297 0.087130 0.113631 0.102010
45697 2.0001751 4.3766549 -0.045885 0.106877 -0.098003
45703 9.3390549 4.3760803 -0.095008 0.066724 -0.061638
45709 4.4269146 4.3755059 -0.144249 0.127806 -0.125970
45721 5.7843565 4.3743575 -0.232260 0.222081 -0.208961
45723 6.0015751 4.3741662 -0.118488 0.125107 -0.123034
45741 12.907513 4.3724449 -0.109623 0.142881 -0.135550
45751 2.0001749 4.3714891 -0.196230 0.156048 -0.152946
45757 2.0001749 4.3709159 0.167015 0.124471 0.104458
45759 28.051494 4.3707249 -0.118336 0.071716 -0.064176
45763 2.0001748 4.3703429 -0.175671 0.205708 -0.197696
45769 4.4993979 4.3697699 -0.213253 0.213821 -0.203843
45777 6.0015733 4.3690063 -0.212684 0.213684 -0.203917
45787 21.846246 4.3680521 -0.134446 0.079736 -0.071059
45811 4.3036239 4.3657637 -0.243797 0.233938 -0.222395
45813 6.0015720 4.3655731 0.109381 0.119818 0.108000
45817 2.0001746 4.3651920 -0.044113 0.038597 0.015539
45823 2.0001746 4.3646204 -0.050279 0.115580 -0.108693
45829 9.3390392 4.3640490 -0.081327 0.048219 -0.042086
45831 6.0015714 4.3638585 0.178450 0.175977 0.160647
45841 2.0001745 4.3629066 0.067455 0.079882 0.066404
45853 2.0001745 4.3617648 -0.183742 0.228221 -0.216461
45867 6.0015702 4.3604334 -0.147781 0.192825 -0.185161
45871 9.3390339 4.3600532 0.104704 0.062856 0.054214
45877 5.7843341 4.3594830 -0.126821 0.109337 -0.107325
45889 4.1922119 4.3583430 -0.178433 0.183579 -0.174448
45921 6.0015683 4.3553059 -0.037625 0.100031 -0.090082
45939 6.0015677 4.3535993 0.097870 0.094750 0.078913
45943 2.0001741 4.3532203 -0.026553 0.041755 0.024969
45949 2.0001741 4.3526519 -0.043912 0.056830 -0.049350
45957 6.0015671 4.3518942 0.175012 0.137553 0.122745
45967 4.4268208 4.3509474 -0.013699 0.057168 0.042903
45973 4.6050134 4.3503796 -0.266156 0.247890 -0.232269
45979 2.0001740 4.3498119 -0.214943 0.244019 -0.230297
45993 6.0015659 4.3484878 -0.265406 0.232909 -0.218427
45997 9.3390183 4.3481097 0.103533 0.058302 0.033755
46009 4.1688979 4.3469756 0.022584 0.043795 0.034455
46021 2.0001738 4.3458421 -0.213794 0.220294 -0.208017
46027 2.0001738 4.3452756 0.196069 0.182684 0.166503
46029 12.988783 4.3450868 -0.319275 0.268621 -0.251091
46033 5.7843119 4.3447092 0.008996 0.054509 -0.035506
46039 9.3390131 4.3441430 0.108687 0.071609 0.061061
46047 6.0015640 4.3433883 -0.214575 0.157969 -0.154372
46051 2.0001737 4.3430110 0.023924 0.049310 0.039401
46063 4.2588817 4.3418796 -0.289265 0.256574 -0.240709
46083 6.0015628 4.3399952 0.105430 0.090097 0.078808
46093 2.0001736 4.3390537 -0.021119 0.036696 0.018845
46099 2.0001736 4.3384889 -0.237529 0.243361 -0.230109
46111 5.7843008 4.3373598 0.153735 0.123284 0.107050
46119 6.0015616 4.3366075 -0.273039 0.251788 -0.235820
46129 4.1594193 4.3356674 -0.176853 0.150687 -0.148136
46141 2.0001734 4.3345398 -0.315736 0.264975 -0.247607
46147 2.0001734 4.3339762 -0.057383 0.127783 -0.122993
46153 2.0001734 4.3334128 0.181493 0.140008 0.117439
46159 4.6049632 4.3328495 -0.169011 0.136927 -0.134512
46171 2.0001733 4.3317234 -0.164507 0.141177 -0.138826
46173 6.0015598 4.3315357 -0.020660 0.095770 -0.080755
46177 4.3034412 4.3311605 -0.051959 0.040850 0.018045
46183 2.0001732 4.3305978 -0.083490 0.124111 -0.117676
46209 12.940979 4.3281612 0.204890 0.180621 0.164238
46213 4.4992576 4.3277866 -0.085703 0.126862 -0.122785
46219 2.0001731 4.3272247 -0.058603 0.039899 0.014461
46227 15.275341 4.3264759 -0.183439 0.141111 -0.138341
46237 2.0001730 4.3255402 -0.018368 0.050340 0.035349
46249 9.3389873 4.3244178 -0.113330 0.074886 -0.067770
46261 2.0001729 4.3232961 0.336121 0.277762 0.253621
46263 28.050932 4.3231092 -0.016474 0.012962 -0.012073
46267 5.7842788 4.3227354 -0.152715 0.177622 -0.169643
46273 2.0001729 4.3221749 -0.109411 0.135777 -0.129882
46279 2.0001729 4.3216146 0.016332 0.048505 0.037770
46281 6.0015561 4.3214278 -0.283958 0.243098 -0.227645
46297 4.2787366 4.3199343 -0.184993 0.149780 -0.147121
46303 5.0749966 4.3193746 0.265494 0.205897 0.182230
46309 2.0001728 4.3188149 -0.197111 0.211672 -0.202837
46317 6.0015549 4.3180690 0.081159 0.058475 0.047085
46327 2.0001727 4.3171369 -0.139072 0.138783 -0.136665
46333 9.3389771 4.3165778 -0.120343 0.069103 -0.060868
46351 2.0001726 4.3149015 -0.132745 0.148336 -0.140520
46353 6.0015537 4.3147153 -0.132566 0.127508 -0.125282
46357 4.1630857 4.3143430 -0.305674 0.263125 -0.246453
46381 2.0001725 4.3121106 0.090130 0.093640 -0.033212
46399 2.0001724 4.3104377 -0.199882 0.236503 -0.223429
46407 13.889113 4.3096947 -0.161669 0.197930 -0.189893
46411 2.0001724 4.3093232 -0.188728 0.143941 -0.141090
46417 23.918583 4.3087662 0.103295 0.072664 0.064089
46423 5.7842569 4.3082093 -0.108034 0.098966 -0.096851
46441 2.0001723 4.3065395 -0.251924 0.254034 -0.238773
46447 2.0001723 4.3059832 0.037513 0.055634 0.045937
46459 9.3389618 4.3048710 0.128386 0.075695 0.056333
46471 2.0001722 4.3037593 -0.044536 0.039246 0.018388
46477 2.0001721 4.3032037 -0.234751 0.245187 -0.231149
46479 6.0015495 4.3030186 -0.097312 0.121585 -0.118010
46489 2.0001721 4.3020930 0.217339 0.194010 0.176144
46507 2.0001720 4.3004279 0.009333 0.054433 -0.036892
46513 4.1535954 4.2998732 0.012613 0.061572 0.049018
46531 12.255078 4.2982098 0.002051 0.054338 0.042552
46533 6.0015477 4.2980251 -0.080137 0.121434 -0.116842
46543 20.737622 4.2971016 -0.021821 0.027093 -0.025771
46549 2.0001719 4.2965477 -0.202213 0.157203 -0.153859
46567 2.0001718 4.2948869 -0.198479 0.203220 -0.193483
46573 2.0001718 4.2943336 0.514184 0.388302 0.352489
46579 5.7842352 4.2937805 -0.079940 0.102658 -0.099516
46591 2.0001717 4.2926746 -0.147931 0.124992 -0.122800
46609 4.1755918 4.2910168 -0.256476 0.235090 -0.222832
46623 6.0015447 4.2897282 -0.309125 0.269109 -0.251089
46627 9.3389415 4.2893602 -0.088954 0.063124 -0.058840
46633 2.0001716 4.2888084 -0.146157 0.142089 -0.139820
46639 2.0001715 4.2882566 -0.040881 0.038387 0.015985
46641 28.050519 4.2880727 0.166050 0.095172 0.075806
46657 13.513486 4.2866022 0.079585 0.094127 0.083665
46659 12.824572 4.2864185 -0.176619 0.230459 -0.217124
46663 2.0001715 4.2860510 -0.030440 0.056116 -0.048182
46677 6.0015429 4.2847655 -0.018958 0.054330 -0.042700
46681 2.0001714 4.2843984 0.096367 0.075549 0.062005
46687 2.0001714 4.2838478 -0.196593 0.194092 -0.182902
46711 9.3389314 4.2816467 -0.033263 0.037795 -0.035876
46723 2.0001712 4.2805471 0.071892 0.081016 0.066943
46731 13.583606 4.2798143 -0.137650 0.135551 -0.133313
46741 4.4265454 4.2788986 0.218792 0.186386 0.168245
46747 2.0001711 4.2783494 -0.168213 0.128892 -0.126594
46749 6.0015405 4.2781664 -0.324348 0.268939 -0.250877
46753 9.3389263 4.2778004 -0.092045 0.061599 -0.054908
46771 2.0001711 4.2761540 -0.169854 0.186277 -0.178997
46803 6.0015388 4.2732303 -0.048185 0.098565 -0.087938
46807 2.0001709 4.2728652 0.184358 0.173671 0.157043
46819 2.0001709 4.2717700 -0.141479 0.149063 -0.141256
46821 6.0015382 4.2715875 0.207376 0.163866 0.146521
46831 2.0001708 4.2706754 0.008292 0.068040 -0.049666
46837 9.3389163 4.2701283 0.037651 0.031356 -0.017403
46839 17.391256 4.2699460 0.182699 0.161406 0.145988
46843 4.1679902 4.2695814 -0.214108 0.158506 -0.154766
46857 6.0015370 4.2683057 -0.141289 0.124850 -0.123050
46861 2.0001707 4.2679414 -0.255121 0.223828 -0.210054
46867 2.0001707 4.2673950 0.019661 0.041467 0.031125
46873 5.0748951 4.2668487 -0.165496 0.138057 -0.135569
46879 21.402271 4.2663026 -0.105922 0.061030 -0.054367
46891 5.7841922 4.2652108 0.042445 0.070570 0.060425
46909 4.3030845 4.2635742 0.073979 0.071566 0.059196
46911 15.274237 4.2633924 -0.101966 0.125770 -0.119832
46921 9.3389063 4.2624837 -0.129168 0.077183 -0.069451
46929 6.0015346 4.2617571 -0.200232 0.157451 -0.153989
46933 2.0001705 4.2613939 0.076008 0.082294 0.067199
46939 4.2583747 4.2608492 -0.319033 0.265338 -0.247273
46947 6.0015340 4.2601231 0.020973 0.058214 0.045313
46957 2.0001704 4.2592159 -0.201443 0.153813 -0.150494
46963 9.3389013 4.2586717 0.116221 0.068524 0.057669
46969 5.7841815 4.2581277 -0.021339 0.062505 -0.054543
46983 6.0015329 4.2568589 -0.083611 0.088229 -0.085827
46987 5.0748751 4.2564965 -0.255338 0.237626 -0.223060
46993 2.0001703 4.2559530 0.015689 0.041421 0.030778
46999 4.4264557 4.2554097 -0.198600 0.151878 -0.148672
47001 6.0015323 4.2552286 -0.097447 0.141022 -0.133430
47017 2.0001702 4.2537805 -0.008828 0.046808 0.032362
47019 28.050112 4.2535996 -0.028602 0.038910 -0.037406
47037 6.0015311 4.2519719 -0.146499 0.178715 -0.172581
47041 2.0001701 4.2516103 -0.011224 0.054161 -0.042036
47053 4.1517658 4.2505260 -0.025733 0.055168 -0.046128
47059 2.0001700 4.2499841 0.097769 0.115039 0.101924
47071 4.1983633 4.2489006 -0.193246 0.227230 -0.214144
47101 12.082989 4.2461943 0.085894 0.071392 0.060503
47119 2.0001698 4.2445723 0.230866 0.200153 0.180952
47131 9.3388815 4.2434915 0.142926 0.098962 0.088681
47137 2.0001697 4.2429514 -0.091850 0.114668 -0.110364
47143 2.0001697 4.2424114 0.151958 0.134495 0.119243
47149 2.0001697 4.2418715 -0.238507 0.240729 -0.226579
47161 2.0001696 4.2407922 0.146311 0.113482 0.092547
47163 12.899282 4.2406123 -0.279071 0.253264 -0.237495
47181 6.0015264 4.2389945 -0.092567 0.090086 -0.087993
47197 4.1910978 4.2375575 -0.117667 0.138530 -0.131669
47199 6.0015258 4.2373779 0.010121 0.048503 0.036090
47203 5.7841497 4.2370188 0.096837 0.096632 0.083779
47217 6.0015253 4.2357625 0.029649 0.061157 0.048155
47221 2.0001694 4.2354037 -0.199271 0.156556 -0.153090
47239 4.2065941 4.2337899 -0.134304 0.189305 -0.181542
47251 2.0001693 4.2327147 -0.115315 0.118824 -0.115501
47253 15.273697 4.2325355 -0.204272 0.225322 -0.212159
47257 21.119267 4.2321772 0.071659 0.032793 0.020369
47263 4.1620325 4.2316400 -0.199302 0.156594 -0.153114
47269 2.0001693 4.2311028 -0.042223 0.040381 0.019371
47271 28.049844 4.2309238 -0.012161 0.027571 -0.026037
47281 5.7841392 4.2300290 -0.252737 0.222449 -0.207974
47287 2.0001692 4.2294922 0.472605 0.362039 0.327694
47293 2.0001692 4.2289557 -0.071567 0.106441 -0.100476
47307 17.390681 4.2277041 -0.081530 0.085355 -0.082580
47317 2.0001691 4.2268107 -0.157367 0.174573 -0.167930
47323 4.4989186 4.2262748 -0.152984 0.187847 -0.180554
47341 9.3388568 4.2246678 -0.126146 0.080105 -0.071672
47343 13.376563 4.2244894 0.117520 0.092927 0.075774
47353 2.0001690 4.2235972 0.308498 0.223260 0.198248
47359 5.7841287 4.2230621 -0.255187 0.222493 -0.207946
47361 6.0015206 4.2228838 -0.120582 0.126517 -0.124320
47371 4.1748518 4.2219924 0.127671 0.129229 0.114011
47389 2.0001688 4.2203887 -0.094284 0.109658 -0.105294
47397 67.194046 4.2196764 -0.120253 0.069401 -0.061312
47407 2.0001688 4.2187863 -0.231458 0.218581 -0.207522
47419 2.0001687 4.2177186 -0.079558 0.106535 -0.104044
47431 2.0001687 4.2166516 -0.006581 0.047245 -0.031296
47433 12.831000 4.2164738 -0.163652 0.130266 -0.128024
47451 6.0015177 4.2148743 -0.005672 0.046976 0.032553
47461 4.6046230 4.2139862 -0.115166 0.132434 -0.129850
47467 9.3388422 4.2134536 -0.061233 0.050672 -0.047715
47469 6.0015172 4.2132760 0.186339 0.173882 0.156162
47479 4.2415634 4.2123886 0.223196 0.158801 0.129759
47491 2.0001685 4.2113243 -0.251053 0.245687 -0.230934
47497 2.0001684 4.2107923 -0.028643 0.038317 0.017837
47503 4.2781042 4.2102604 -0.149730 0.119719 -0.117745
47521 2.0001684 4.2086656 0.265592 0.209668 0.185710
47523 68.023618 4.2084885 -0.016363 0.009962 -0.005514
47527 2.0001683 4.2081343 -0.331562 0.266439 -0.247777
47533 2.0001683 4.2076031 -0.220355 0.229492 -0.217146
47551 9.3388324 4.2060104 -0.003434 0.022789 -0.018449
47557 5.0747766 4.2054797 -0.008458 0.087494 -0.070056
47563 2.0001682 4.2049492 -0.028823 0.041706 0.023702
47569 2.0001682 4.2044188 -0.246738 0.243901 -0.229341
47577 6.0015137 4.2037119 0.078776 0.079400 0.064076
47581 2.0001681 4.2033585 0.011581 0.044859 0.032729
47593 27.170770 4.2022987 0.004592 0.010775 -0.006526
47599 2.0001681 4.2017689 0.101257 0.067879 0.024425
47623 2.0001680 4.1996514 -0.026402 0.044540 0.026664
47629 2.0001680 4.1991224 0.121805 0.086575 0.003766
47631 6.0015120 4.1989461 -0.224076 0.207240 -0.196715
47649 28.049448 4.1973599 -0.124603 0.077710 -0.070092
47653 2.0001679 4.1970075 -0.282062 0.247745 -0.231361
47659 2.0001679 4.1964792 -0.301014 0.251104 -0.235266
47667 6.0015109 4.1957749 -0.174647 0.160067 -0.150724
47671 14.946816 4.1954228 -0.093038 0.095464 -0.092892
47689 4.1978830 4.1938393 0.056253 0.077344 0.065021
47701 2.0001677 4.1927842 -0.303644 0.252513 -0.236360
47703 6.0015097 4.1926084 0.204258 0.184324 0.165442
47713 2.0001677 4.1917297 0.079052 0.072956 -0.013279
47721 6.0015091 4.1910270 0.021910 0.043299 0.032034
47737 2.0001676 4.1896223 -0.303584 0.255479 -0.238871
47739 6.0015086 4.1894468 -0.044952 0.099692 -0.089296
47743 2.0001676 4.1890958 -0.003012 0.052524 -0.048402
47749 5.7840768 4.1885694 0.117710 0.107952 0.093089
47757 6.0015080 4.1878677 -0.295900 0.257911 -0.240706
47761 9.3388082 4.1875170 -0.052410 0.048362 -0.046686
47767 4.4987874 4.1869910 -0.151260 0.136891 -0.134512
47779 2.0001675 4.1859394 -0.301039 0.245309 -0.228900
47791 2.0001674 4.1848884 0.167741 0.140032 0.119881
47797 2.0001674 4.1843630 -0.145971 0.129080 -0.127001
47803 9.3388034 4.1838378 -0.023524 0.034890 -0.033155
47809 2.0001673 4.1833128 -0.159661 0.146381 -0.143840
47811 6.0015063 4.1831378 -0.010483 0.095120 -0.078255
47833 4.6045292 4.1812138 0.261476 0.211225 0.188375
47851 4.1905638 4.1796410 -0.115476 0.124421 -0.122143
47857 2.0001672 4.1791170 0.180039 0.166264 0.148556
47869 2.0001671 4.1780693 -0.182058 0.195606 -0.187358
47881 2.0001671 4.1770222 -0.096648 0.128034 -0.124856
47887 9.3387938 4.1764988 -0.105342 0.068617 -0.062684
47899 5.0747186 4.1754525 0.306831 0.244709 0.219705
47901 28.049188 4.1752782 -0.033044 0.028241 -0.027811
47911 2.0001670 4.1744067 -0.156126 0.151946 -0.143414
47917 2.0001670 4.1738840 -0.005246 0.046554 0.031495
47919 6.0015029 4.1737098 -0.300714 0.247325 -0.230070
47947 2.0001669 4.1712724 -0.159551 0.185381 -0.178669
47953 4.2412825 4.1707505 -0.325993 0.257428 -0.239090
47959 4.1509467 4.1702287 0.048602 0.047891 0.036689
47973 6.0015012 4.1690117 0.301678 0.207968 0.174175
47977 2.0001668 4.1686642 0.130438 0.084245 0.027654
47983 5.7840460 4.1681429 0.040093 0.070328 0.059083
47989 4.4987227 4.1676217 -0.077826 0.119410 -0.113462
48007 4.3025700 4.1660591 -0.131575 0.136249 -0.133720
48009 17.389840 4.1658856 -0.104448 0.127000 -0.121271
48019 4.6044828 4.1650180 -0.011087 0.094076 -0.078306
48027 28.049058 4.1643242 -0.088188 0.067498 -0.062341
48031 4.4261064 4.1639774 -0.302592 0.245780 -0.228552
48049 2.0001665 4.1624175 -0.100050 0.113298 -0.109461
48061 5.7840359 4.1613782 -0.017709 0.058259 -0.047946
48063 13.579996 4.1612051 -0.124393 0.134126 -0.131514
48073 2.0001664 4.1603395 -0.343405 0.267553 -0.248133
48079 2.0001664 4.1598203 -0.237710 0.207631 -0.194655
48091 2.0001664 4.1587823 -0.038258 0.094796 -0.083740
48097 9.3387700 4.1582635 -0.018894 0.027725 -0.026226
48099 6.0014973 4.1580906 -0.026689 0.042463 0.024313
48109 2.0001663 4.1572263 -0.032160 0.040249 0.020211
48117 13.374192 4.1565351 -0.196931 0.152456 -0.149009
48121 2.0001663 4.1561896 -0.275825 0.231701 -0.216123
48133 4.1741355 4.1551534 0.033230 0.055475 -0.023724
48153 28.048930 4.1534276 -0.038619 0.027514 -0.026746
48157 2.0001661 4.1530826 -0.305336 0.258908 -0.241248
48163 2.0001661 4.1525652 -0.079157 0.143953 -0.136782
48171 6.0014950 4.1518756 -0.169986 0.153883 -0.144905
48181 9.3387605 4.1510139 0.033569 0.021527 -0.003650
48187 2.0001660 4.1504970 -0.191630 0.149949 -0.146756
48189 6.0014945 4.1503248 -0.098894 0.132902 -0.129387
48193 2.0001660 4.1499803 0.039363 0.046714 0.035293
48199 4.1587610 4.1494637 -0.195514 0.183581 -0.172961
48207 6.0014939 4.1487751 0.239849 0.180512 0.154643
48211 4.4986586 4.1484309 0.197620 0.178125 0.159023
48217 5.7840156 4.1479146 -0.055566 0.088441 -0.084256
48241 5.0746614 4.1458510 -0.193256 0.218467 -0.205374
48243 17.389565 4.1456792 -0.017955 0.080002 -0.067519
48247 2.0001658 4.1453355 -0.274605 0.223010 -0.207900
48253 4.2576490 4.1448200 0.114800 0.093164 0.074549
48259 2.0001658 4.1443047 -0.004325 0.084381 -0.067182
48261 6.0014923 4.1441329 -0.295100 0.251084 -0.234554
48271 2.0001657 4.1432744 -0.122634 0.131927 -0.129343
48289 4.4260214 4.1417300 -0.164627 0.150959 -0.142202
48307 20.653947 4.1401867 -0.138084 0.080959 -0.071766
48313 2.0001656 4.1396726 -0.086350 0.088878 -0.086839
48319 4.1497799 4.1391585 0.205448 0.137968 0.113264
48333 6.0014900 4.1379596 -0.038349 0.039996 0.018785
48337 2.0001655 4.1376171 0.081609 0.079538 0.063242
48349 9.3387416 4.1365902 -0.010473 0.025006 -0.023300
48391 21.823553 4.1329999 -0.051355 0.040683 -0.039391
48397 2.0001653 4.1324876 -0.039582 0.082803 -0.077497
48403 4.2057565 4.1319753 0.005107 0.046176 0.032201
48409 2.0001653 4.1314632 -0.225388 0.208847 -0.199196
48423 6.0014873 4.1302687 -0.262672 0.244143 -0.228886
48427 4.2410071 4.1299275 -0.014892 0.077543 -0.068644
48441 12.977296 4.1287339 0.006754 0.092429 -0.070428
48451 5.7839854 4.1278818 -0.219889 0.205541 -0.193036
48463 2.0001651 4.1268597 0.021525 0.051607 0.038156
48469 5.0746237 4.1263488 -0.150748 0.133103 -0.130663
48481 2.0001650 4.1253274 -0.203015 0.155094 -0.151409
48487 2.0001650 4.1248170 0.114614 0.098399 0.079896
48511 4.1662695 4.1227763 -0.083784 0.090135 -0.088053
48513 12.811250 4.1226063 -0.212222 0.202247 -0.193493
48523 2.0001649 4.1217567 0.058155 0.052221 0.002957
48529 5.7839754 4.1212471 0.101413 0.098343 0.085489
48531 28.048548 4.1210772 -0.034882 0.054077 -0.050498
48541 2.0001648 4.1202283 -0.227904 0.192787 -0.180418
48547 4.4259373 4.1197190 0.054915 0.065383 0.051422
48549 6.0014834 4.1195493 -0.053913 0.077754 -0.074329
48567 6.0014829 4.1180225 -0.125374 0.119015 -0.116518
48571 2.0001647 4.1176834 0.117494 0.101903 0.082772
48577 4.6043459 4.1171748 -0.288441 0.231308 -0.215223
48583 5.0746050 4.1166663 -0.180558 0.192480 -0.181156
