h=1  columns: u  #Lambda  c_d  K2(T) for T in [16,64,256]  ;  (K2-c_d)/sqrt(T)
1	1	1.00	41.10	86.62	183.14	;	10.026	10.702	11.384
2	2	1.00	13.21	29.50	59.87	;	3.052	3.562	3.679
3	3	2.00	26.55	55.55	119.49	;	6.138	6.694	7.343
5	3	2.00	8.85	25.72	47.22	;	1.713	2.965	2.826
6	8	4.00	19.45	32.26	76.40	;	3.863	3.532	4.525
7	5	4.00	27.85	57.33	109.40	;	5.963	6.666	6.588
9	9	6.00	27.40	58.24	126.66	;	5.350	6.530	7.541
11	7	6.00	25.91	61.46	112.58	;	4.978	6.933	6.662
