u w Y P_over_sqrtY rms16 mean16
47551 9.3388324 210.30052 0.025513 0.063780 -0.037340
47557 5.0747766 210.27399 0.212379 0.123347 0.034224
47563 2.0001682 210.24746 -0.178245 0.142724 -0.128103
47569 2.0001682 210.22094 -0.165646 0.236588 -0.232763
47577 6.0015137 210.18559 -0.028140 0.064773 -0.034233
47581 2.0001681 210.16792 0.051446 0.055520 -0.001516
47593 27.170770 210.11493 -0.078520 0.048591 -0.035759
47599 2.0001681 210.08845 -0.060242 0.085729 -0.077235
47623 2.0001680 209.98257 0.052624 0.105487 -0.061449
47629 2.0001680 209.95612 0.037258 0.138987 0.126166
47631 6.0015120 209.94730 -0.083048 0.158070 -0.141527
47649 28.049448 209.86799 -0.075722 0.099457 -0.095949
47653 2.0001679 209.85038 0.013373 0.087349 0.045256
47659 2.0001679 209.82396 0.079412 0.084102 -0.013785
47667 6.0015109 209.78874 0.158006 0.069214 0.041356
47671 14.946816 209.77114 0.142092 0.082904 0.068473
47689 4.1978830 209.69196 0.120206 0.150149 0.145020
47701 2.0001677 209.63921 0.244089 0.201881 0.180451
47703 6.0015097 209.63042 0.140804 0.080721 0.054852
47713 2.0001677 209.58649 -0.177489 0.088084 -0.000128
47721 6.0015091 209.55135 -0.124062 0.195828 -0.182960
47737 2.0001676 209.48112 -0.106399 0.094681 -0.074739
47739 6.0015086 209.47234 0.085834 0.054170 0.041977
47743 2.0001676 209.45479 0.154813 0.153582 0.138833
47749 5.7840768 209.42847 0.127814 0.135092 0.125787
47757 6.0015080 209.39339 0.097439 0.127382 0.119903
47761 9.3388082 209.37585 -0.107750 0.126300 -0.114151
47767 4.4987874 209.34955 0.009451 0.081996 0.071883
47779 2.0001675 209.29697 -0.028442 0.053843 -0.043001
47791 2.0001674 209.24442 -0.016867 0.052156 0.015377
47797 2.0001674 209.21815 -0.159992 0.126465 -0.113778
47803 9.3388034 209.19189 -0.052391 0.074747 0.050408
47809 2.0001673 209.16564 0.014643 0.053569 -0.043291
47811 6.0015063 209.15689 -0.025989 0.042871 -0.026612
47833 4.6045292 209.06069 0.145986 0.126304 0.115612
47851 4.1905638 208.98205 -0.011867 0.117478 -0.077848
47857 2.0001672 208.95585 0.104802 0.184925 0.172489
47869 2.0001671 208.90347 -0.136478 0.099104 -0.087553
47881 2.0001671 208.85111 0.160550 0.161299 0.153309
47887 9.3387938 208.82494 0.026962 0.026870 0.008740
47899 5.0747186 208.77263 0.073701 0.152777 0.138004
47901 28.049188 208.76391 0.084229 0.069195 0.059428
47911 2.0001670 208.72034 0.254981 0.195691 0.182282
47917 2.0001670 208.69420 -0.054409 0.058263 0.008896
47919 6.0015029 208.68549 0.037055 0.143878 -0.109885
47947 2.0001669 208.56362 0.085455 0.054133 0.017885
47953 4.2412825 208.53753 -0.109173 0.111781 -0.104682
47959 4.1509467 208.51144 -0.096723 0.145117 -0.126043
47973 6.0015012 208.45059 -0.132977 0.112560 0.068397
47977 2.0001668 208.43321 0.036328 0.042971 0.028005
47983 5.7840460 208.40714 0.090855 0.074382 0.045810
47989 4.4987227 208.38109 0.016157 0.096773 -0.046686
48007 4.3025700 208.30296 -0.017507 0.053335 0.009894
48009 17.389840 208.29428 0.039244 0.039266 0.001720
48019 4.6044828 208.25090 -0.151562 0.180513 -0.170394
48027 28.049058 208.21621 -0.131423 0.066167 -0.033385
48031 4.4261064 208.19887 -0.034361 0.065053 -0.051389
48049 2.0001665 208.12088 -0.008630 0.067002 0.016818
48061 5.7840359 208.06891 -0.055853 0.067223 -0.057863
48063 13.579996 208.06025 0.126663 0.159552 0.153862
48073 2.0001664 208.01697 -0.365460 0.329623 -0.325622
48079 2.0001664 207.99101 -0.088771 0.072875 -0.051043
48091 2.0001664 207.93912 0.148321 0.184052 0.178016
48097 9.3387700 207.91318 0.021366 0.041827 0.018853
48099 6.0014973 207.90453 0.004282 0.076363 0.010315
48109 2.0001663 207.86131 0.007016 0.044307 -0.035733
48117 13.374192 207.82676 -0.036499 0.135059 -0.117597
48121 2.0001663 207.80948 -0.251027 0.232281 -0.223989
48133 4.1741355 207.75767 0.305665 0.286578 0.285022
48153 28.048930 207.67138 0.011849 0.067835 0.059312
48157 2.0001661 207.65413 -0.013098 0.059037 0.027501
48163 2.0001661 207.62826 0.117662 0.185838 0.178224
48171 6.0014950 207.59378 -0.092903 0.064374 -0.048720
48181 9.3387605 207.55069 0.001456 0.067920 0.055620
48187 2.0001660 207.52485 0.289627 0.225743 0.221932
48189 6.0014945 207.51624 -0.223295 0.166600 -0.162064
48193 2.0001660 207.49901 -0.103283 0.181849 -0.170427
48199 4.1587610 207.47318 -0.130465 0.124865 -0.066560
48207 6.0014939 207.43875 0.171171 0.112140 0.103142
48211 4.4986586 207.42154 0.020405 0.043695 -0.016698
48217 5.7840156 207.39573 -0.095127 0.068764 0.022433
48241 5.0746614 207.29255 0.170067 0.178451 0.172282
48243 17.389565 207.28396 -0.118751 0.113669 -0.103033
48247 2.0001658 207.26677 -0.048447 0.084908 -0.079111
48253 4.2576490 207.24100 -0.169233 0.139676 -0.095833
48259 2.0001658 207.21523 0.129377 0.121879 0.107965
48261 6.0014923 207.20665 0.149220 0.243934 0.234517
48271 2.0001657 207.16372 0.099465 0.169108 0.163884
48289 4.4260214 207.08650 -0.080639 0.125024 -0.107578
48307 20.653947 207.00934 -0.141862 0.136608 -0.133795
48313 2.0001656 206.98363 -0.180849 0.127179 -0.120694
48319 4.1497799 206.95793 -0.082356 0.103930 -0.095792
48333 6.0014900 206.89798 -0.016170 0.081927 -0.046613
48337 2.0001655 206.88086 -0.008894 0.026491 0.006118
48349 9.3387416 206.82951 -0.127314 0.144776 -0.137157
48391 21.823553 206.65000 0.025384 0.042832 0.027401
48397 2.0001653 206.62438 -0.180725 0.165707 -0.160015
48403 4.2057565 206.59876 -0.342077 0.251057 -0.214620
48409 2.0001653 206.57316 0.142510 0.178271 0.176960
48423 6.0014873 206.51343 0.166612 0.135333 0.108373
48427 4.2410071 206.49638 -0.116090 0.166245 -0.146242
48441 12.977296 206.43670 -0.012588 0.116705 0.092307
48451 5.7839854 206.39409 0.066938 0.219689 0.199892
48463 2.0001651 206.34298 0.120140 0.161816 0.095426
48469 5.0746237 206.31744 -0.096329 0.057991 -0.023494
48481 2.0001650 206.26637 -0.201155 0.210872 -0.206849
48487 2.0001650 206.24085 0.079441 0.051988 0.043893
48511 4.1662695 206.13881 -0.199398 0.093811 -0.064865
48513 12.811250 206.13032 0.099016 0.157651 0.132833
48523 2.0001649 206.08783 0.003028 0.043492 0.014291
48529 5.7839754 206.06235 0.035089 0.077672 0.061810
48531 28.048548 206.05386 -0.058424 0.036066 -0.002840
48541 2.0001648 206.01141 -0.216472 0.156712 -0.153191
48547 4.4259373 205.98595 -0.312817 0.313601 -0.311968
48549 6.0014834 205.97747 0.142700 0.137719 0.112029
48567 6.0014829 205.90113 -0.029064 0.053173 -0.003618
48571 2.0001647 205.88417 0.042559 0.083595 -0.039362
48577 4.6043459 205.85874 -0.096699 0.050255 -0.033606
48583 5.0746050 205.83332 0.015598 0.040119 0.006697
48589 2.0001647 205.80790 -0.048754 0.111836 -0.088147
48607 5.7839655 205.73168 0.030934 0.107813 -0.059835
48619 2.0001646 205.68091 -0.059972 0.077590 -0.047381
48621 15.271614 205.67245 -0.007635 0.099660 0.083809
48639 13.883965 205.59633 0.292967 0.261504 0.248894
48643 9.3387089 205.57943 0.094252 0.061305 0.053223
48649 2.0001645 205.55407 -0.199850 0.165408 -0.157656
48661 2.0001644 205.50338 0.094752 0.125014 0.115894
48673 2.0001644 205.45272 0.035354 0.059560 -0.017422
48679 2.0001644 205.42739 -0.164436 0.202950 -0.199217
48693 6.0014790 205.36833 -0.179139 0.161872 -0.147267
48709 4.2775033 205.30087 0.237378 0.216116 0.209031
48711 17.389023 205.29244 0.024410 0.042921 0.033282
48727 9.3386996 205.22503 0.205564 0.129459 0.111271
48729 13.578265 205.21661 -0.023093 0.043935 -0.006399
48733 2.0001642 205.19976 0.164808 0.115588 -0.033722
48747 6.0014774 205.14083 0.006072 0.064865 0.038996
48751 2.0001641 205.12400 -0.007449 0.072841 -0.003807
48757 2.0001641 205.09876 0.192471 0.217617 0.206692
48769 9.3386950 205.04829 -0.036850 0.061227 0.037249
48781 2.0001640 204.99785 -0.004526 0.049461 0.024007
48787 2.0001640 204.97264 0.091325 0.160002 0.144552
48799 2.0001640 204.92223 0.248758 0.158840 0.139405
48801 6.0014757 204.91383 0.165503 0.105282 0.059827
48811 23.904989 204.87185 0.172445 0.136086 0.132308
48817 2.0001639 204.84667 -0.002927 0.072424 -0.043609
48819 6.0014752 204.83828 0.229303 0.125455 0.096538
48823 2.0001639 204.82150 -0.163880 0.206322 -0.184240
48837 12.927536 204.76278 -0.262036 0.211593 -0.193271
48847 2.0001638 204.72086 0.123834 0.115710 0.112347
48859 2.0001637 204.67058 0.061540 0.059593 0.020570
48871 2.0001637 204.62033 -0.205472 0.273085 -0.268951
48877 4.4984699 204.59521 -0.170132 0.098346 -0.057862
48883 2.0001637 204.57010 0.111976 0.133855 0.120525
48889 2.0001636 204.54499 -0.131353 0.152687 -0.140329
48891 13.371897 204.53662 0.012340 0.102875 -0.066123
48901 4.2407371 204.49480 0.189450 0.154740 0.148530
48907 2.0001636 204.46971 -0.134265 0.175629 -0.163317
48937 9.3386766 204.34436 -0.116534 0.129154 -0.126865
48949 4.6042563 204.29427 -0.075205 0.065402 0.028808
48963 15.271111 204.23585 -0.129826 0.154775 -0.135993
48973 2.0001634 204.19415 0.018107 0.065845 0.000496
48979 9.3386720 204.16913 0.025970 0.043653 0.037874
48991 2.0001633 204.11912 0.109665 0.125077 0.035801
48997 5.7839162 204.09413 0.193000 0.188778 0.187875
48999 6.0014698 204.08580 0.132503 0.191033 0.186996
49003 2.0001633 204.06914 -0.006064 0.120629 -0.100311
49009 2.0001632 204.04416 0.064723 0.111347 0.093565
49017 6.0014692 204.01085 0.074579 0.066346 0.042223
49033 2.0001632 203.94428 -0.029202 0.062969 -0.015614
49051 4.1516748 203.86944 0.152408 0.097932 0.028400
49057 2.0001631 203.84451 0.157800 0.190203 0.186949
49063 21.098963 203.81958 -0.023462 0.027545 0.001378
49069 2.0001630 203.79466 0.090226 0.152279 0.141003
49081 2.0001630 203.74483 -0.145591 0.173858 -0.167983
49089 6.0014671 203.71163 0.239790 0.184800 0.178219
49099 4.4984081 203.67014 0.067011 0.078819 -0.043059
49107 6.0014665 203.63696 -0.049896 0.091596 -0.079752
49111 4.2773096 203.62037 0.138115 0.075620 0.056779
49117 2.0001629 203.59550 -0.079591 0.119190 -0.114696
49123 2.0001629 203.57063 -0.273006 0.268184 -0.266188
49129 4.2571868 203.54577 0.090745 0.233169 0.206429
49141 4.1577088 203.49606 -0.076692 0.101684 -0.087058
49143 6.0014655 203.48778 -0.036330 0.042236 -0.027089
49153 14.937284 203.44638 0.061700 0.086663 0.083589
49161 28.047925 203.41327 0.041428 0.046073 -0.017905
49171 2.0001627 203.37191 0.289628 0.344861 0.339199
49177 2.0001627 203.34709 0.273895 0.320187 0.318413
49189 9.3386492 203.29749 -0.051613 0.052744 -0.043854
49201 2.0001626 203.24790 0.085312 0.113225 0.111650
49207 2.0001626 203.22312 0.037586 0.097259 -0.037032
49231 27.163804 203.12405 0.078953 0.054158 0.040769
49233 6.0014628 203.11580 0.060922 0.066027 0.010194
49251 6.0014623 203.04156 -0.088549 0.184132 -0.177973
49261 2.0001624 203.00035 0.097881 0.135450 0.081907
49267 5.0744947 202.97562 -0.076202 0.083649 -0.042063
49273 9.3386401 202.95091 -0.031748 0.060830 -0.051874
49279 2.0001624 202.92620 -0.140926 0.141134 -0.122441
49287 28.047802 202.89326 -0.142413 0.130136 -0.128920
49297 2.0001623 202.85210 -0.180986 0.199776 -0.193753
49309 5.7838773 202.80273 -0.156855 0.105480 -0.092969
49321 11.354802 202.75339 0.043128 0.055756 -0.012464
49333 2.0001622 202.70407 -0.061074 0.077061 -0.053183
49339 2.0001622 202.67942 0.000119 0.047440 -0.020121
49341 6.0014596 202.67121 0.085153 0.057681 0.047593
49359 6.0014591 202.59730 -0.158413 0.068448 -0.056569
49363 2.0001621 202.58088 -0.012131 0.055309 -0.031035
49369 2.0001621 202.55626 -0.070530 0.156300 -0.129713
49377 12.796113 202.52344 0.055594 0.047519 -0.024459
49393 2.0001620 202.45784 0.185297 0.146227 0.104710
49399 9.3386266 202.43325 -0.014358 0.020205 -0.004729
49411 2.0001619 202.38408 0.129276 0.213381 0.201582
49413 82.716886 202.37589 -0.009146 0.038473 -0.031809
49417 2.0001619 202.35951 -0.077649 0.047523 -0.005326
49429 2.0001619 202.31038 -0.095844 0.198067 -0.178389
49431 6.0014569 202.30220 0.008257 0.042905 0.015377
49459 2.0001618 202.18767 0.011767 0.057327 0.032346
49471 4.3019196 202.13863 0.027386 0.096778 0.087690
49477 2.0001617 202.11411 0.094899 0.072812 0.002684
49483 9.3386176 202.08961 0.100929 0.074556 0.037251
49507 4.6041245 201.99164 -0.030264 0.069123 -0.054815
49513 4.2771191 201.96716 0.048339 0.075097 -0.053336
49531 2.0001615 201.89376 -0.113782 0.100121 -0.087291
49537 2.0001615 201.86931 0.199866 0.337204 0.327035
49543 13.479713 201.84486 -0.012728 0.050167 0.029055
49549 2.0001615 201.82042 -0.143848 0.141667 -0.131180
49557 6.0014532 201.78784 -0.251266 0.215742 -0.210816
49567 20.598203 201.74713 -0.105613 0.115007 -0.112014
49579 4.4256098 201.69830 0.146147 0.099941 0.074110
49593 13.034496 201.64136 -0.023374 0.080388 -0.065337
49597 2.0001613 201.62510 -0.002271 0.116841 -0.061709
49603 2.0001613 201.60071 0.218540 0.113321 0.043707
49609 23.900753 201.57633 -0.046315 0.026914 -0.018044
49627 2.0001612 201.50321 -0.071830 0.192588 -0.181059
49633 2.0001612 201.47885 -0.147830 0.135906 -0.125193
49639 2.0001612 201.45450 -0.104390 0.059991 -0.016124
49647 46.699118 201.42204 -0.153576 0.091923 -0.083391
49663 2.0001611 201.35715 -0.071990 0.138955 -0.092464
49669 2.0001611 201.33282 -0.222526 0.228201 -0.224790
49681 2.0001610 201.28419 0.142095 0.087794 0.069517
49683 6.0014495 201.27609 0.000976 0.068795 0.037242
49693 21.813114 201.23559 -0.089232 0.148891 -0.146925
49699 5.7838294 201.21129 -0.021856 0.053494 -0.042321
49701 6.0014490 201.20320 0.036909 0.029129 0.006761
49711 2.0001609 201.16272 -0.000066 0.067727 -0.015617
49719 6.0014485 201.13035 0.381248 0.336251 0.333161
49723 5.0744228 201.11417 0.011594 0.073477 -0.044146
49741 2.0001608 201.04139 0.159523 0.092717 0.062257
49747 2.0001608 201.01715 0.194359 0.136270 0.118234
49777 27.161585 200.89600 -0.065925 0.045498 0.011417
49783 2.0001607 200.87178 0.154966 0.094405 0.070543
49789 2.0001607 200.84758 0.116984 0.168993 0.156732
49791 28.047317 200.83951 0.026729 0.052595 -0.034053
49801 2.0001607 200.79918 -0.051556 0.059743 -0.044441
49807 2.0001606 200.77499 0.016045 0.106864 0.090895
49809 6.0014459 200.76693 -0.096061 0.126383 -0.121179
49813 4.1890466 200.75081 -0.155577 0.117904 -0.110632
49831 2.0001606 200.67829 -0.317222 0.274546 -0.271012
49837 11.956695 200.65413 -0.017439 0.058397 0.024446
49843 2.0001605 200.62998 -0.090493 0.081168 -0.039346
49849 4.2402127 200.60583 0.135985 0.113788 0.104784
49879 4.6040383 200.48517 -0.165113 0.193031 -0.175724
49881 17.387712 200.47714 0.036227 0.056311 -0.009704
49891 2.0001604 200.43695 -0.138721 0.126504 -0.111258
49899 6.0014433 200.40482 0.078213 0.095318 0.077134
49903 9.3385731 200.38875 -0.056602 0.048871 -0.046460
49917 28.047198 200.33255 0.037003 0.080571 0.068991
49921 2.0001603 200.31650 -0.144418 0.253512 -0.242815
49927 2.0001602 200.29243 -0.120074 0.090005 0.020601
49939 2.0001602 200.24430 -0.081273 0.146275 -0.136431
49953 6.0014417 200.18818 0.081296 0.203099 0.184808
49957 2.0001602 200.17215 -0.090068 0.148451 -0.139020
49971 6.0014412 200.11607 0.276615 0.167389 0.154967
49981 4.1591046 200.07603 0.124143 0.115156 0.110110
49987 21.372241 200.05201 -0.150309 0.077396 -0.043252
49989 15.269645 200.04401 0.049604 0.071411 0.061289
49993 2.0001600 200.02800 -0.008910 0.071580 0.048629
49999 2.0001600 200.00400 -0.189586 0.177177 -0.129193
50007 12.884251 199.97200 0.022539 0.155061 0.142552
50011 5.7837916 199.95601 0.092750 0.084100 0.065898
50023 2.0001599 199.90804 0.148018 0.187206 0.173491
50041 4.1547626 199.83613 0.169893 0.075365 0.030643
50043 28.047079 199.82815 -0.068387 0.085848 -0.076692
50047 2.0001599 199.81218 0.270938 0.212704 0.198834
50053 2.0001598 199.78822 -0.182079 0.118661 -0.077516
50077 2.0001598 199.69247 -0.267778 0.231099 -0.222761
50079 6.0014381 199.68450 -0.078740 0.100215 -0.096210
50089 5.7837822 199.64463 0.014027 0.053872 0.045478
50097 6.0014376 199.61275 -0.320300 0.334306 -0.331927
50101 2.0001597 199.59681 -0.047717 0.084097 -0.074136
50113 9.3385511 199.54902 0.064560 0.071273 0.042701
50119 2.0001596 199.52513 -0.020355 0.115767 -0.103156
50131 2.0001596 199.47737 0.033530 0.039104 0.004228
50137 4.1503280 199.45350 -0.038075 0.087804 -0.072953
50151 12.921353 199.39782 -0.194804 0.136555 -0.094652
50161 4.1960809 199.35807 -0.208445 0.210855 -0.204943
50169 28.046960 199.32628 0.021056 0.028570 0.009172
50187 6.0014350 199.25479 -0.180155 0.119248 -0.111712
50203 4.3016087 199.19128 0.074990 0.052690 -0.008427
50221 2.0001593 199.11989 0.033106 0.119666 0.094154
50223 6.0014339 199.11196 -0.066872 0.084567 -0.016294
50227 2.0001593 199.09610 -0.077514 0.159770 -0.144550
50239 9.3385380 199.04855 0.118017 0.089774 0.080929
50241 6.0014334 199.04062 -0.130059 0.105366 -0.100863
50251 4.6039534 199.00101 0.028924 0.078256 0.015494
50263 2.0001592 198.95350 -0.235436 0.224990 -0.214832
50277 6.0014324 198.89810 -0.029639 0.054811 0.010018
50287 2.0001591 198.85855 -0.094992 0.158222 -0.142416
50293 5.0743347 198.83483 0.127785 0.100111 0.086807
50311 2.0001590 198.76369 -0.082765 0.094078 -0.080305
50313 13.880406 198.75579 -0.024682 0.100414 0.065537
50317 4.2767472 198.73999 -0.145976 0.068235 -0.038279
50329 2.0001590 198.69260 0.042275 0.092890 0.081964
50331 15.269170 198.68471 0.099394 0.097977 0.088951
50341 2.0001589 198.64524 -0.260414 0.127240 -0.091136
50349 17.387205 198.61368 -0.030756 0.066040 -0.007619
50353 4.4253730 198.59790 -0.098026 0.111595 -0.098046
50359 2.0001589 198.57424 -0.349198 0.215328 -0.183563
50367 12.798933 198.54270 -0.232493 0.242947 -0.240139
50377 2.0001588 198.50329 0.061887 0.057123 0.023582
50383 2.0001588 198.47965 0.072953 0.119331 0.113484
50401 5.7837450 198.40876 -0.025336 0.106577 -0.081479
50407 23.896652 198.38514 -0.035120 0.026767 -0.006989
50419 4.1721178 198.33793 0.124109 0.106040 0.096512
50437 4.6039114 198.26715 0.124323 0.232627 0.216317
50443 4.2565238 198.24356 0.106675 0.089707 0.065638
50449 9.3385164 198.21998 0.027729 0.025472 0.008099
50461 2.0001586 198.17285 -0.081531 0.106756 -0.091159
50467 4.1885673 198.14929 -0.069515 0.102417 -0.080316
50491 9.3385120 198.05510 -0.084677 0.152992 -0.148714
50493 6.0014263 198.04725 -0.165172 0.104683 -0.083864
50497 2.0001584 198.03157 0.060679 0.082819 0.077401
50503 2.0001584 198.00804 -0.019648 0.071653 -0.013527
50521 5.0743001 197.93749 0.075707 0.121368 0.111720
50527 2.0001583 197.91399 -0.240000 0.255531 -0.246389
50529 6.0014253 197.90615 -0.122201 0.074719 -0.049588
50533 9.3385077 197.89049 0.058599 0.055166 -0.011530
50539 2.0001583 197.86699 0.134766 0.260697 0.249807
50551 2.0001583 197.82002 -0.042496 0.117462 -0.105922
50557 5.7837266 197.79655 0.024780 0.075805 -0.042386
50569 4.3014567 197.74961 0.113186 0.104217 0.063163
50581 2.0001582 197.70269 -0.153175 0.092267 -0.037840
50583 17.386955 197.69488 -0.018739 0.120610 0.104465
50587 2.0001582 197.67925 -0.139142 0.128316 -0.101966
50593 2.0001581 197.65580 0.194212 0.208565 0.206369
50599 2.0001581 197.63236 0.009810 0.050424 0.035975
50637 6.0014222 197.48405 0.123162 0.108994 0.104938
50647 2.0001580 197.44506 0.368185 0.521858 0.514177
50659 9.3384949 197.39829 0.124577 0.095900 0.084149
50671 2.0001579 197.35154 0.086050 0.089076 0.043808
50673 73.240108 197.34375 0.257861 0.166864 0.154868
50683 2.0001579 197.30482 -0.056573 0.048490 -0.008477
50691 13.030268 197.27368 -0.113096 0.089263 -0.068313
50701 9.3384906 197.23477 -0.029337 0.109022 -0.095357
50707 2.0001578 197.21143 0.041756 0.124134 0.114944
50709 6.0014202 197.20365 -0.042252 0.076407 -0.068115
50719 4.2765657 197.16477 -0.185703 0.105942 -0.093895
50727 13.573349 197.13368 0.049852 0.104248 0.096028
50731 4.2041975 197.11813 0.079654 0.064842 0.049986
50749 5.0742657 197.04822 0.055696 0.062930 -0.048983
50763 6.0014187 196.99387 0.057576 0.245452 0.225090
50767 2.0001576 196.97835 0.102112 0.095878 0.082381
50773 2.0001576 196.95507 0.121908 0.101857 0.083920
50781 6.0014182 196.92405 0.038555 0.047241 0.024657
50791 5.7836991 196.88527 0.080007 0.097020 0.070041
50797 4.2397079 196.86202 0.108957 0.156862 0.149649
50817 17.386708 196.78454 0.047494 0.097536 0.089694
50821 2.0001574 196.76905 -0.318965 0.186222 -0.153293
50833 2.0001574 196.72260 0.000748 0.035635 -0.013241
50839 2.0001574 196.69938 0.121600 0.078019 -0.014776
50851 4.1461098 196.65297 0.232246 0.153034 0.131427
50857 2.0001573 196.62977 -0.226738 0.123954 -0.099365
50863 5.0742487 196.60657 0.025285 0.034582 -0.000711
50871 13.879272 196.57565 -0.146047 0.121195 -0.107396
50887 4.1581990 196.51384 0.047031 0.066366 0.041631
50889 6.0014152 196.50612 -0.167436 0.122501 -0.108594
50893 2.0001572 196.49068 -0.018733 0.050739 -0.010426
50923 2.0001571 196.37492 0.274860 0.202448 0.156572
50929 2.0001571 196.35178 -0.191336 0.299950 -0.293509
50943 6.0014137 196.29782 -0.144819 0.140069 -0.133767
50947 5.7836810 196.28241 -0.016870 0.207177 -0.183808
50961 6.0014132 196.22849 0.197229 0.094367 0.025329
50971 2.0001570 196.18999 0.004168 0.078897 0.015017
50977 5.0742317 196.16690 -0.010781 0.078220 -0.057310
50979 6.0014127 196.15920 0.024737 0.073626 0.053030
50989 2.0001569 196.12073 0.078070 0.081176 0.067263
51001 2.0001569 196.07459 0.061060 0.097803 -0.032416
51013 4.1639016 196.02846 0.172842 0.149184 -0.026534
51019 4.1537115 196.00541 0.108762 0.137000 0.125594
51031 2.0001568 195.95932 0.011116 0.049949 0.025832
51033 6.0014112 195.95164 -0.059129 0.069081 0.018470
51043 2.0001567 195.91325 -0.212097 0.232968 -0.231493
51061 2.0001567 195.84419 -0.099869 0.217974 -0.195387
51067 4.1454693 195.82118 0.058477 0.116336 0.104932
51079 9.3384524 195.77517 0.068623 0.045879 0.038882
51087 6.0014097 195.74451 0.181001 0.164596 0.143553
51091 5.0742148 195.72919 0.147453 0.235064 0.228186
51097 4.4978764 195.70621 -0.067380 0.133394 -0.126608
51103 5.7836630 195.68323 -0.045391 0.098424 -0.084641
51109 2.0001565 195.66026 0.043455 0.037542 0.015487
51121 20.608113 195.61433 0.072564 0.043832 0.036746
51123 6.0014087 195.60667 -0.135765 0.057021 -0.033192
51133 2.0001565 195.56842 0.069752 0.048945 -0.006709
51141 6.0014082 195.53783 -0.105165 0.074223 -0.039774
51151 2.0001564 195.49960 -0.154414 0.169135 -0.166999
51157 2.0001564 195.47667 0.006845 0.064973 -0.013196
51159 6.0014077 195.46903 0.047729 0.080816 -0.062216
51163 9.3384440 195.45375 -0.059389 0.105498 -0.088575
51169 2.0001564 195.43083 -0.160438 0.115652 -0.081378
51177 28.046034 195.40028 0.108185 0.097154 0.091609
51181 13.698953 195.38501 0.064345 0.042360 0.027723
51193 2.0001563 195.33921 0.172039 0.226412 0.220172
51199 2.0001563 195.31631 0.131500 0.069408 0.058443
51213 13.365434 195.26292 -0.003145 0.062827 0.000846
51217 2.0001562 195.24767 -0.053047 0.099485 -0.087451
51223 4.1490391 195.22480 0.220110 0.198592 0.195286
51229 2.0001562 195.20194 0.293405 0.270741 0.257103
51231 6.0014057 195.19432 -0.065207 0.104088 -0.075807
51241 2.0001561 195.15622 0.039476 0.057452 -0.033963
51247 9.3384356 195.13337 -0.042733 0.042879 -0.026603
51259 5.7836450 195.08769 -0.089607 0.112980 -0.081261
51283 2.0001560 194.99639 -0.065371 0.051664 0.013950
51307 2.0001559 194.90518 -0.205069 0.186969 -0.180006
51319 12.020261 194.85960 0.015780 0.086652 -0.067974
51321 6.0014033 194.85201 -0.062508 0.052317 -0.011823
51331 9.3384273 194.81405 -0.083028 0.049738 -0.045649
51339 12.782820 194.78369 -0.023018 0.093371 -0.020585
51343 2.0001558 194.76852 0.173835 0.170769 0.166273
51349 2.0001558 194.74576 -0.110376 0.160865 -0.153197
51361 2.0001558 194.70026 0.224680 0.114447 0.076522
51367 4.6037059 194.67752 -0.149563 0.149887 -0.147452
51393 13.571796 194.57903 0.027471 0.051936 -0.017278
51397 4.1952454 194.56389 0.132948 0.183403 0.176371
51411 6.0014008 194.51090 -0.135048 0.194920 -0.191822
51421 2.0001556 194.47308 0.090842 0.094440 0.023867
51427 2.0001556 194.45039 -0.161823 0.154751 -0.147296
51429 67.725432 194.44282 -0.175641 0.158591 -0.155268
51433 5.0741645 194.42770 -0.120056 0.167246 -0.145398
51439 2.0001555 194.40502 0.166923 0.100287 0.052248
51457 9.3384148 194.33702 0.033113 0.081371 0.077015
51481 2.0001554 194.24642 -0.062165 0.142202 -0.125025
51487 2.0001554 194.22378 -0.114972 0.083715 -0.066546
51501 6.0013984 194.17099 0.095701 0.069072 -0.033442
51511 2.0001553 194.13329 -0.156415 0.186956 -0.181191
51517 2.0001553 194.11068 -0.024678 0.138019 0.109820
51519 17.385978 194.10315 0.015118 0.040007 0.002482
51523 4.2762112 194.08808 0.162069 0.187531 0.178836
51541 21.358612 194.02029 -0.042565 0.048077 -0.023161
51547 5.0741479 193.99771 -0.259194 0.261112 -0.257992
51553 4.6036658 193.97513 0.106002 0.131276 0.075440
51571 5.7836095 193.90743 -0.066220 0.044059 -0.020474
51573 6.0013964 193.89991 0.180328 0.183406 0.175342
51577 2.0001551 193.88487 0.083737 0.068632 0.061037
51583 9.3384024 193.86232 0.002229 0.045415 -0.033678
51607 2.0001550 193.77216 0.043339 0.067310 -0.034430
51609 6.0013954 193.76465 -0.091477 0.130901 -0.123236
51613 2.0001550 193.74964 0.205715 0.148845 0.142139
51627 6.0013949 193.69710 -0.161081 0.133937 -0.102698
51631 2.0001550 193.68209 0.132108 0.220643 0.215262
51637 2.0001549 193.65959 -0.114700 0.105822 -0.054546
51643 4.4249941 193.63709 0.132761 0.103804 0.088203
51661 5.0741314 193.56962 -0.111356 0.102207 -0.086833
51673 2.0001548 193.52466 -0.073881 0.092991 -0.067713
51679 2.0001548 193.50220 0.303470 0.260695 0.257001
51691 2.0001548 193.45727 0.008750 0.090531 0.080155
51699 15.267331 193.42734 0.076905 0.112327 0.100088
51717 6.0013925 193.36002 -0.030317 0.055446 0.030927
51721 2.0001547 193.34506 -0.228070 0.129295 -0.106353
