u w Y P_over_sqrtY rms16 mean16
27327 6.0026359 365.93845 -0.177874 0.215987 -0.212033
27331 4.2016988 365.88489 -0.037733 0.054347 0.017385
27337 2.0002927 365.80459 0.164702 0.087653 0.057917
27343 4.5092558 365.72432 0.121109 0.072633 0.048706
27349 9.3428986 365.64408 0.007379 0.109572 -0.099072
27361 2.0002924 365.48372 0.143703 0.136791 0.135798
27363 28.086220 365.45700 0.053244 0.115839 0.109357
27367 2.0002924 365.40359 0.003916 0.065736 0.043527
27373 4.6134918 365.32349 -0.097524 0.063633 -0.027893
27381 6.0026307 365.21676 0.170795 0.178878 0.174900
27397 2.0002920 365.00347 0.169962 0.114562 0.111374
27399 6.0026290 364.97682 0.001247 0.134703 0.112681
27403 4.2959828 364.92355 -0.015856 0.084182 0.073756
27409 2.0002919 364.84366 0.040559 0.092947 0.083867
27417 49.233670 364.73721 0.271632 0.154457 0.131792
27427 2.0002917 364.60422 -0.107958 0.139423 -0.136035
27433 9.3428693 364.52448 -0.203390 0.209355 -0.204830
27451 4.2318572 364.28545 -0.080230 0.067350 -0.041746
27453 6.0026238 364.25892 0.222258 0.152555 0.141913
27457 2.0002914 364.20585 -0.193585 0.244730 -0.241610
27469 5.7887361 364.04674 0.077716 0.086745 0.050396
27471 6.0026221 364.02024 0.207881 0.219516 0.209986
27481 2.0002912 363.88778 0.162695 0.112491 0.100817
27487 2.0002911 363.80835 -0.247940 0.246300 -0.241886
27493 5.0807115 363.72895 0.079177 0.089262 0.075902
27517 9.3428402 363.41171 -0.048156 0.071728 -0.068835
27529 2.0002906 363.25330 -0.121688 0.145181 -0.140855
27541 2.0002905 363.09502 -0.116517 0.188390 -0.185177
27543 6.0026152 363.06866 -0.057354 0.105472 -0.030059
27559 22.129078 362.85787 -0.001501 0.087370 -0.079353
27561 6.0026135 362.83154 -0.173593 0.078707 -0.038927
27571 4.2621836 362.69994 -0.055109 0.122554 -0.115157
27583 2.0002901 362.54215 -0.017036 0.061609 -0.036228
27597 6.0026101 362.35823 0.258967 0.237276 0.233829
27601 9.3428112 362.30571 0.067773 0.092888 0.084928
27607 5.0806533 362.22697 -0.134997 0.201538 -0.197070
27631 2.0002896 361.91234 0.084622 0.097904 0.078440
27633 13.191550 361.88615 -0.255000 0.160491 -0.124616
27649 4.4378636 361.67673 -0.080023 0.103292 -0.099527
27651 17.431678 361.65057 -0.021918 0.054969 0.029765
27661 4.2030009 361.51983 0.039654 0.110506 0.098058
27667 4.2770242 361.44143 0.067725 0.069344 0.009781
27673 2.0002891 361.36306 0.053979 0.085246 0.071199
27691 2.0002889 361.12816 -0.083549 0.090631 -0.055443
27697 2.0002889 361.04993 0.290237 0.231420 0.224931
27703 5.7886434 360.97174 -0.201041 0.119164 -0.105511
27721 5.0805956 360.73735 0.142059 0.187495 0.183003
27723 6.0025982 360.71132 -0.042261 0.134077 -0.117394
27733 2.0002885 360.58126 -0.053743 0.091461 -0.078887
27739 2.0002884 360.50326 -0.220362 0.188663 -0.183210
27741 28.085042 360.47727 -0.000942 0.056857 -0.046666
27751 2.0002883 360.34737 -0.094104 0.102768 -0.083472
27759 15.325880 360.24352 -0.081001 0.059063 -0.039955
27763 2.0002882 360.19162 -0.453850 0.401742 -0.398066
27769 9.3427538 360.11380 0.003819 0.080323 0.064516
27781 5.7886128 359.95824 0.327524 0.241650 0.229989
27787 4.5088637 359.88052 0.122744 0.131128 0.123910
27793 2.0002879 359.80283 0.287066 0.147620 0.124882
27799 2.0002878 359.72517 -0.082794 0.221770 -0.208088
27813 13.108519 359.54410 0.187601 0.224474 0.219440
27817 2.0002876 359.49240 0.226708 0.121299 0.086976
27823 2.0002876 359.41487 -0.168385 0.112408 -0.102878
27831 6.0025882 359.31156 0.072313 0.147966 0.129334
27847 2.0002873 359.10511 -0.264569 0.230378 -0.224786
27849 6.0025865 359.07932 0.221513 0.131357 0.122659
27859 5.7885824 358.95043 0.012060 0.050728 0.041775
27867 28.084656 358.84738 -0.065429 0.080894 -0.067833
27877 4.3185004 358.71866 -0.155059 0.111109 -0.102610
27883 2.0002870 358.64147 0.087490 0.052450 0.014111
27901 2.0002868 358.41009 0.031118 0.069242 0.061336
27913 4.2239625 358.25601 0.028809 0.130278 0.097364
27919 2.0002866 358.17902 -0.188196 0.112775 -0.087535
27937 27.318910 357.94824 -0.045477 0.080779 -0.079207
27939 13.140035 357.92262 -0.040250 0.045277 -0.024744
27943 2.0002863 357.87138 0.192078 0.243805 0.225103
27949 5.0804817 357.79455 0.001804 0.072489 0.035587
27957 6.0025765 357.69217 0.085016 0.082781 0.043515
27961 2.0002862 357.64100 0.003477 0.116368 0.094406
27967 2.0002861 357.56427 0.222680 0.125485 0.060304
27993 70.890788 357.23217 0.005111 0.036476 -0.026033
27997 2.0002858 357.18113 -0.097947 0.046327 0.002233
28009 4.5086724 357.02810 -0.007407 0.049653 0.025215
28011 6.0025715 357.00261 0.050570 0.059420 0.025112
28021 9.3426690 356.87520 0.024056 0.054989 -0.016101
28027 2.0002855 356.79880 -0.018132 0.078768 -0.065264
28029 6.0025699 356.77334 -0.066143 0.074159 0.045027
28047 6.0025682 356.54437 -0.033030 0.085903 -0.040403
28051 2.0002852 356.49353 0.005832 0.064160 -0.052668
28057 2.0002852 356.41729 -0.161636 0.143797 -0.140790
28063 24.101342 356.34109 -0.000409 0.028138 0.019619
28069 2.0002851 356.26492 0.065972 0.101781 0.015548
28081 2.0002849 356.11267 -0.012121 0.094284 -0.071676
28087 2.0002849 356.03660 -0.222909 0.235771 -0.220803
28093 5.7884922 355.96056 0.020067 0.071590 -0.004254
28099 2.0002847 355.88455 0.058186 0.060435 -0.005546
28111 2.0002846 355.73263 0.046092 0.068471 -0.029890
28117 4.6129363 355.65672 -0.106392 0.096977 -0.084806
28119 84.157127 355.63142 0.097927 0.185644 0.176490
28123 2.0002845 355.58084 0.257839 0.184634 0.155841
28147 9.3426272 355.27765 0.077016 0.054605 0.011204
28173 6.0025567 354.94977 0.155942 0.157639 0.147053
28177 5.0803696 354.89939 0.063761 0.107149 -0.031333
28183 2.0002839 354.82383 0.060898 0.071629 0.065450
28189 9.3426133 354.74831 0.078173 0.074072 0.005693
28191 6.0025551 354.72314 -0.045240 0.056352 0.013235
28201 2.0002837 354.59735 0.068573 0.107623 0.097819
28207 4.2947737 354.52193 0.203102 0.116049 0.081902
28209 6.0025535 354.49679 -0.058973 0.062595 -0.052557
28219 2.0002835 354.37117 -0.083257 0.062487 -0.033358
28231 21.726599 354.22054 0.004223 0.027091 -0.016737
28243 4.3180063 354.07004 0.018151 0.108456 0.095964
28263 6.0025486 353.81948 -0.125498 0.099399 -0.085675
28279 2.0002829 353.61929 -0.190404 0.078856 -0.047923
28291 5.0803143 353.46930 -0.264364 0.163147 -0.147789
28297 2.0002828 353.39435 0.087661 0.052705 0.028373
28299 6.0025453 353.36938 -0.174049 0.202503 -0.164398
28309 2.0002826 353.24455 0.177158 0.114932 0.098582
28317 6.0025437 353.14475 0.067593 0.042301 0.013425
28321 4.2055166 353.09488 0.090228 0.091750 0.070174
28327 5.7884036 353.02009 0.120086 0.078999 0.062600
28351 2.0002822 352.72124 0.024757 0.097547 -0.057757
28353 17.429230 352.69636 0.030960 0.070638 0.064890
28357 9.3425583 352.64661 0.027215 0.036283 0.009160
28387 2.0002819 352.27393 0.133966 0.074567 0.062295
28389 6.0025373 352.24911 0.062145 0.092693 0.088815
28393 2.0002818 352.19949 -0.033144 0.080328 -0.075429
28399 9.3425446 352.12507 0.191455 0.209021 0.203938
28411 2.0002816 351.97635 -0.016953 0.061591 -0.014786
28417 4.1973339 351.90203 0.010706 0.068897 -0.052078
28423 4.4371073 351.82775 -0.158792 0.185935 -0.167719
28429 2.0002814 351.75349 -0.164689 0.149097 -0.115709
28443 15.322828 351.58035 0.068483 0.052548 0.034340
28447 2.0002813 351.53092 -0.108552 0.064923 -0.048589
28453 4.5082987 351.45679 0.049148 0.154410 0.142283
28477 2.0002810 351.16059 -0.023639 0.127123 -0.104694
28483 27.311998 351.08661 0.030569 0.033065 -0.002913
28489 4.6126695 351.01267 0.346510 0.351180 0.345913
28513 2.0002806 350.71722 -0.130851 0.157892 -0.111279
28531 4.2225922 350.49595 0.015989 0.081390 0.053144
28533 6.0025245 350.47138 0.203085 0.205772 0.202158
28537 2.0002804 350.42226 0.054059 0.055634 0.035731
28549 2.0002803 350.27497 -0.072137 0.064443 -0.023732
28551 13.959663 350.25043 -0.197845 0.121382 -0.077661
28573 2.0002800 349.98075 -0.074668 0.078971 -0.068609
28579 2.0002800 349.90727 0.042683 0.074711 -0.031870
28587 17.428441 349.80935 -0.264635 0.168381 -0.160193
28591 2.0002798 349.76041 -0.003691 0.075472 -0.032738
28597 2.0002798 349.68703 -0.027572 0.058966 0.037082
28603 2.0002797 349.61368 0.040853 0.050880 0.007632
28609 21.244964 349.54035 0.099642 0.105821 0.081525
28621 2.0002796 349.39380 0.116521 0.116907 0.094448
28627 2.0002795 349.32057 0.067174 0.050099 -0.014171
28639 5.7882876 349.17420 -0.122050 0.106968 -0.099395
28641 6.0025149 349.14982 -0.039255 0.071234 0.020114
28651 9.3424635 349.02796 -0.124453 0.075877 -0.068240
28657 2.0002792 348.95488 0.029083 0.032767 -0.013485
28663 2.0002791 348.88183 0.143644 0.076513 0.066207
28669 2.0002791 348.80882 0.002365 0.055595 -0.039788
28687 2.0002789 348.58995 0.267604 0.175898 0.170332
28693 9.3424501 348.51706 -0.024009 0.030886 -0.009779
28711 2.0002787 348.29856 0.151697 0.143202 0.121107
28723 2.0002786 348.15305 0.114224 0.173199 0.168533
28729 2.0002785 348.08034 -0.190698 0.110841 -0.092734
28731 13.177847 348.05611 0.120018 0.071149 -0.011509
28753 2.0002783 347.78980 0.242383 0.211312 0.195130
28759 2.0002782 347.71724 -0.137148 0.240762 -0.226470
28767 13.472427 347.62054 0.215133 0.213196 0.206754
28771 2.0002781 347.57221 -0.034922 0.043544 -0.028988
28777 9.3424235 347.49974 -0.031293 0.106669 -0.100107
28789 2.0002779 347.35489 0.076482 0.059888 0.011647
28803 6.0025008 347.18606 -0.041446 0.079727 -0.067766
28807 2.0002777 347.13785 0.113693 0.071016 0.043589
28813 2.0002777 347.06556 -0.080141 0.185065 -0.177470
28821 17.427664 346.96922 0.075853 0.064397 -0.033641
28837 2.0002775 346.77671 -0.059961 0.049779 0.020162
28839 6.0024977 346.75266 -0.023727 0.135892 -0.122386
28843 2.0002774 346.70457 -0.014778 0.037179 0.027359
28857 6.0024961 346.53637 -0.168914 0.163091 -0.147844
28867 2.0002772 346.41632 -0.028945 0.087058 0.044015
28873 5.7882023 346.34434 -0.042491 0.087241 -0.035622
28879 2.0002771 346.27238 0.213709 0.183831 0.162081
28893 6.0024930 346.10459 -0.119700 0.121785 -0.059662
28903 9.3423838 345.98485 0.126807 0.119607 0.115066
28909 2.0002768 345.91304 0.008972 0.056056 -0.009183
28921 2.0002767 345.76951 -0.089853 0.130042 -0.112175
28927 2.0002766 345.69779 -0.009912 0.091220 0.072392
28929 6.0024899 345.67389 -0.153626 0.131503 -0.124776
28933 2.0002765 345.62610 0.423684 0.301356 0.289903
28939 4.4366257 345.55444 0.086448 0.123462 0.121703
28947 6.0024883 345.45894 -0.027589 0.072038 -0.055341
28981 4.2749567 345.05366 0.120956 0.134182 0.130793
28983 6.0024852 345.02985 0.153952 0.099111 0.085891
28993 4.2597612 344.91084 0.034078 0.043570 -0.011521
29001 28.081336 344.81570 -0.011745 0.029432 0.008596
29011 4.2936323 344.69684 -0.001571 0.170345 0.131961
29017 2.0002757 344.62556 -0.021874 0.055234 0.007839
29023 2.0002757 344.55432 -0.054235 0.060718 0.009239
29037 6.0024806 344.38819 0.213142 0.132757 0.113844
29047 4.6122822 344.26963 -0.194049 0.142767 -0.113690
29059 2.0002753 344.12746 -0.106983 0.157716 -0.153880
29071 9.3423315 343.98542 0.007683 0.049412 0.045291
29077 2.0002752 343.91443 -0.272925 0.284305 -0.281430
29083 4.2035050 343.84348 -0.201798 0.174092 -0.161973
29089 5.0799389 343.77256 -0.116229 0.126721 -0.024648
29091 6.0024760 343.74893 0.026730 0.067643 0.056035
29101 2.0002749 343.63080 0.101049 0.110435 0.096462
29107 5.7881183 343.55997 0.042841 0.085054 -0.037772
29109 13.956131 343.53636 -0.290195 0.209879 -0.194920
29113 9.3423185 343.48916 0.046898 0.036337 0.025629
29119 4.5077596 343.41839 0.083239 0.061909 0.031590
29127 75.045411 343.32406 0.097650 0.041688 0.010865
29131 2.0002747 343.27692 0.166600 0.141081 0.136309
29137 2.0002746 343.20623 0.064685 0.054228 0.030684
29143 4.1958032 343.13557 0.024624 0.071259 -0.033570
29149 4.2212809 343.06494 0.197512 0.147011 0.138189
29163 6.0024699 342.90025 0.053793 0.087819 0.054149
29167 2.0002743 342.85322 -0.089101 0.084344 -0.059401
29173 2.0002743 342.78271 -0.208307 0.226185 -0.223330
29179 2.0002742 342.71222 -0.122862 0.211491 -0.204482
29191 2.0002741 342.57134 0.038148 0.038824 0.003543
29197 21.466409 342.50094 0.116338 0.127442 0.122510
29199 6.0024669 342.47748 0.347195 0.363996 0.361831
29209 2.0002739 342.36023 0.021052 0.052093 -0.015170
29217 6.0024653 342.26649 -0.158280 0.142356 -0.137861
29221 2.0002738 342.21964 -0.248018 0.135308 -0.081151
29239 9.3422797 342.00896 -0.006638 0.045657 0.030090
29251 2.0002735 341.86865 0.127481 0.185449 0.170372
29263 5.7880631 341.72846 -0.079125 0.206932 -0.197198
29269 2.0002734 341.65841 0.210307 0.285498 0.283730
29287 2.0002732 341.44842 -0.172598 0.174609 -0.162833
29289 17.426149 341.42511 -0.049757 0.057919 0.020529
29307 6.0024578 341.21541 0.030808 0.094546 -0.071164
29311 2.0002730 341.16884 0.054800 0.054089 0.000724
29317 5.0798354 341.09902 0.114893 0.080916 0.069282
29329 4.1981034 340.95946 -0.116470 0.149726 -0.146810
29341 13.865438 340.82001 0.023087 0.041227 0.026931
29343 6.0024547 340.79678 -0.186764 0.159372 -0.146489
29347 2.0002726 340.75033 -0.079422 0.140265 -0.137422
29361 6.0024532 340.58785 -0.022686 0.065404 0.000774
29379 28.080287 340.37918 0.171268 0.129465 0.117196
29383 2.0002723 340.33285 -0.172793 0.143895 -0.092795
29389 2.0002722 340.26336 0.128994 0.093358 0.081657
29401 2.0002721 340.12449 0.166575 0.090046 0.073337
29407 9.3422286 340.05509 0.016959 0.053731 0.000017
29413 4.2930852 339.98572 -0.203180 0.158721 -0.147672
29419 14.036620 339.91638 0.104034 0.060403 0.050483
29431 5.0797843 339.77779 -0.159131 0.093086 -0.077261
29433 6.0024472 339.75470 -0.148236 0.173362 -0.163400
29437 2.0002718 339.70853 -0.025154 0.079784 0.054626
29443 2.0002717 339.63930 -0.228924 0.202362 -0.198395
29451 6.0024457 339.54704 -0.002595 0.064432 0.049395
29467 4.2590063 339.36268 -0.294435 0.159476 -0.137067
29473 2.0002715 339.29359 0.180846 0.190711 0.180015
29487 6.0024427 339.13250 -0.018111 0.072959 -0.049946
29497 5.7879814 339.01753 0.032388 0.042662 -0.014889
29503 4.1932985 338.94858 0.369291 0.320393 0.317720
29523 17.425409 338.71896 -0.265820 0.181287 -0.175413
29527 2.0002710 338.67308 0.005050 0.075185 0.039676
29533 9.3421906 338.60427 -0.086087 0.068497 -0.035478
29539 4.2145889 338.53550 0.124080 0.193554 0.190451
29541 13.465983 338.51258 0.002266 0.056665 0.011464
29569 2.0002706 338.19203 -0.152562 0.231368 -0.221688
29577 6.0024353 338.10055 -0.135305 0.100466 -0.092046
29581 2.0002705 338.05483 0.119940 0.145018 0.141501
29587 2.0002704 337.98628 0.346889 0.251995 0.248066
29599 2.0002703 337.84925 -0.064095 0.064011 -0.010454
29611 2.0002702 337.71234 -0.205491 0.205948 -0.198094
29613 6.0024324 337.68953 0.025082 0.042813 -0.000975
29617 9.3421654 337.64392 -0.208119 0.172743 -0.169411
29629 2.0002700 337.50717 0.132019 0.222125 0.214426
29641 2.0002699 337.37053 0.178065 0.104882 0.085675
29649 6.0024294 337.27950 0.230179 0.154350 0.125599
29653 5.7879276 337.23401 0.144526 0.113014 0.046308
29659 24.076306 337.16578 0.052201 0.041494 0.025557
29671 2.0002697 337.02942 -0.137822 0.151490 -0.145356
29683 2.0002696 336.89317 -0.012952 0.074083 -0.062570
29701 9.3421404 336.68900 -0.236126 0.243524 -0.240097
29703 6.0024250 336.66633 -0.178411 0.180461 -0.169639
29707 4.3161527 336.62100 -0.029024 0.045542 -0.035011
29713 4.4359348 336.55302 0.051021 0.107126 -0.083258
29721 6.0024235 336.46243 0.126556 0.112157 0.098849
29731 5.7879009 336.34927 -0.054161 0.058498 -0.040941
29757 83.970370 336.05538 -0.008001 0.068107 -0.050717
29761 2.0002688 336.01021 -0.043159 0.115966 -0.109669
29773 5.0796332 335.87479 0.016851 0.023935 -0.010441
29779 4.2271195 335.80711 0.055837 0.075480 -0.060163
29793 6.0024176 335.64931 -0.000023 0.052227 0.036961
29803 2.0002685 335.53669 -0.242613 0.254750 -0.244652
29809 5.7878744 335.46915 -0.101686 0.081035 0.003251
29811 15.317148 335.44665 -0.104982 0.071813 -0.055603
29827 9.3421032 335.26670 -0.119009 0.095349 -0.094097
29829 13.165177 335.24423 0.023402 0.164556 0.141698
29833 2.0002682 335.19928 -0.127288 0.169688 -0.157093
29847 6.0024133 335.04205 -0.179250 0.204444 -0.196744
29851 2.0002680 334.99715 0.002240 0.063755 0.032629
29857 4.2736804 334.92983 0.087658 0.150137 0.141345
29863 2.0002679 334.86254 0.075363 0.092311 0.062805
29881 2.0002678 334.66082 0.153485 0.214568 0.204365
29883 28.078929 334.63842 -0.013070 0.042401 -0.036279
29901 6.0024089 334.43698 -0.011101 0.050471 -0.001103
29911 9.3420786 334.32516 -0.025120 0.070770 0.040862
29917 2.0002674 334.25811 -0.083225 0.092857 -0.081032
29919 6.0024075 334.23577 0.140510 0.078369 0.034373
29941 4.2582756 333.99018 -0.178167 0.245128 -0.241250
29947 2.0002672 333.92326 0.034520 0.066430 0.003075
29959 2.0002671 333.78951 0.204934 0.242007 0.237163
29973 13.021831 333.63360 -0.007648 0.111394 -0.071883
29977 4.6116688 333.58908 -0.293575 0.217323 -0.207372
29983 2.0002669 333.52233 0.138168 0.096590 0.091311
29989 2.0002668 333.45560 -0.161742 0.110364 -0.091342
29991 17.423965 333.43336 -0.092611 0.080856 -0.010158
30001 5.0795344 333.32222 -0.023092 0.039745 -0.026500
30007 4.5070782 333.25557 -0.086220 0.136973 -0.127405
30009 28.078596 333.23336 0.011745 0.040071 -0.028431
30013 2.0002666 333.18895 0.016788 0.050628 0.026231
30027 6.0023988 333.03360 -0.331048 0.313423 -0.309392
30043 5.7877956 332.85624 -0.186027 0.100551 -0.072881
30049 4.1931275 332.78978 0.023438 0.082220 0.070116
30079 9.3420297 332.45786 -0.166991 0.133809 -0.127109
30081 13.656112 332.43576 0.267565 0.295531 0.291209
30091 2.0002659 332.32528 -0.045496 0.027602 -0.002970
30097 2.0002658 332.25903 -0.035612 0.062031 0.012633
30099 13.051057 332.23695 0.159986 0.196570 0.192537
30103 2.0002658 332.19280 0.080825 0.065235 0.058951
30109 2.0002657 332.12661 0.090026 0.074850 -0.012647
30117 6.0023916 332.03838 0.067135 0.110245 -0.071452
30121 27.292785 331.99429 -0.055376 0.056070 -0.020587
30133 2.0002655 331.86208 0.167450 0.156297 0.151492
30139 2.0002655 331.79601 -0.274111 0.202171 -0.178585
30163 22.067124 331.53201 0.043183 0.054220 0.038688
30169 2.0002652 331.46607 -0.412277 0.331327 -0.322763
30181 2.0002651 331.33428 -0.000022 0.210858 -0.190657
30187 2.0002650 331.26843 0.065724 0.066396 0.045688
30193 4.2132217 331.20260 -0.039739 0.121729 -0.097308
30207 6.0023845 331.04909 0.137236 0.095062 0.083572
30211 2.0002648 331.00526 -0.025557 0.042588 0.019671
30223 2.0002647 330.87384 0.024766 0.078075 0.057539
30229 12.526910 330.80816 -0.105126 0.150549 -0.144732
30241 2.0002646 330.67690 0.149547 0.199476 0.195788
30253 2.0002645 330.54573 -0.058336 0.106441 -0.099309
30259 2.0002644 330.48019 -0.035357 0.059120 -0.029779
30271 2.0002643 330.34918 0.095224 0.087630 -0.010220
30279 6.0023788 330.26190 0.082676 0.081198 0.033290
30289 9.3419693 330.15286 -0.128746 0.073877 -0.050522
30297 6.0023774 330.06568 -0.168987 0.172699 -0.160027
30301 4.1914445 330.02211 -0.082091 0.057584 -0.006140
30307 2.0002640 329.95678 0.140128 0.088336 0.024260
30313 2.0002639 329.89147 0.310073 0.224753 0.209570
30319 2.0002639 329.82618 -0.063673 0.086566 -0.003384
30333 6.0023746 329.67395 0.221807 0.124580 0.102404
30343 5.0793890 329.56530 0.163628 0.152006 0.147587
30351 13.109167 329.47844 -0.064956 0.061454 -0.035933
30361 4.2260500 329.36992 -0.084682 0.092243 -0.078376
30367 2.0002635 329.30484 -0.190287 0.200904 -0.190088
30373 9.3419454 329.23979 -0.245246 0.186138 -0.172676
30387 28.077616 329.08810 -0.011739 0.035368 0.008183
30391 2.0002633 329.04478 0.187143 0.164897 0.162170
30403 2.0002632 328.91491 -0.217618 0.127294 -0.116798
30423 6.0023676 328.69868 -0.159313 0.126416 -0.083825
30427 2.0002630 328.65547 0.204560 0.242106 0.238659
30433 5.7876670 328.59067 -0.164463 0.194344 -0.188785
30439 4.3152933 328.52590 0.149356 0.113244 0.103628
30441 13.071820 328.50432 -0.022045 0.129525 -0.054102
30451 4.5067525 328.39644 0.307041 0.193036 0.165789
30457 24.064790 328.33175 0.065892 0.038452 -0.004060
30469 2.0002626 328.20244 -0.023792 0.063426 0.003454
30477 6.0023634 328.11628 0.002501 0.091709 0.053298
30487 4.4352791 328.00866 -0.188269 0.185606 -0.184348
30493 2.0002624 327.94412 0.218918 0.170884 0.167305
30499 9.3419098 327.87960 -0.088548 0.104217 -0.096696
30511 5.7876417 327.75065 -0.051688 0.064018 0.019864
30513 28.077295 327.72916 -0.045238 0.049772 -0.029112
30517 2.0002622 327.68621 -0.289691 0.229244 -0.221476
30529 2.0002621 327.55740 0.099321 0.109564 0.103428
30531 6.0023592 327.53595 -0.001427 0.045092 -0.007593
30541 9.3418980 327.42870 -0.038580 0.082792 -0.073528
30553 2.0002619 327.30010 0.077693 0.090873 0.084934
30559 2.0002618 327.23584 -0.013216 0.027926 -0.010905
30571 5.0792939 327.10739 -0.102009 0.110128 -0.095322
30577 2.0002617 327.04320 -0.034714 0.117860 -0.105840
30607 4.1997873 326.72265 -0.094616 0.070220 -0.058606
30619 4.2915309 326.59460 0.051878 0.060503 0.004225
30631 2.0002612 326.46665 0.086997 0.153582 0.141727
30637 2.0002612 326.40272 0.004670 0.159731 -0.125275
30639 28.076976 326.38141 0.163823 0.097298 0.088531
30643 2.0002611 326.33880 -0.079213 0.061090 -0.000147
30649 2.0002611 326.27492 0.113156 0.117128 0.103484
30661 2.0002610 326.14722 -0.163343 0.198070 -0.179222
30667 27.286842 326.08341 -0.060711 0.043502 -0.040006
30673 4.5065932 326.01963 -0.102478 0.140080 -0.124674
30693 17.421882 325.80719 0.066184 0.118566 -0.065879
30697 2.0002606 325.76473 0.198914 0.187133 0.184568
30703 2.0002606 325.70107 -0.054840 0.085769 -0.069448
30721 4.6112049 325.51024 0.201513 0.149393 0.137582
30727 2.0002604 325.44668 0.035284 0.055946 0.044360
30729 6.0023440 325.42549 -0.170728 0.132921 -0.127327
30733 4.2724777 325.38314 -0.320952 0.251011 -0.245406
30747 13.651682 325.23498 0.088939 0.195743 0.185261
30757 2.0002601 325.12924 0.049986 0.094187 0.074901
30763 2.0002601 325.06583 0.255047 0.247898 0.246023
30781 2.0002599 324.87574 0.151269 0.102787 0.051149
30783 13.946313 324.85463 -0.315022 0.287934 -0.286047
30799 5.0792002 324.68587 0.034799 0.049386 0.006132
30801 6.0023385 324.66478 0.104634 0.058117 0.005699
30817 2.0002596 324.49622 0.182886 0.225828 0.221661
30819 6.0023371 324.47516 -0.020212 0.063524 -0.047552
30823 5.7875417 324.43305 -0.011009 0.062828 0.024484
30829 2.0002595 324.36991 -0.097357 0.166692 -0.156812
30837 15.313222 324.28576 0.011743 0.093864 0.069735
30841 2.0002594 324.24370 -0.280353 0.277713 -0.265656
30847 4.2119133 324.18063 -0.018798 0.040662 0.000527
30853 2.0002593 324.11759 0.157191 0.138715 0.134231
30859 2.0002593 324.05457 -0.042696 0.124279 -0.115021
30871 2.0002592 323.92861 -0.135542 0.104584 -0.089271
30891 28.076346 323.71888 0.008813 0.031517 0.014107
30901 5.7875170 323.61412 0.118203 0.094481 0.085758
30907 4.6110925 323.55130 -0.046095 0.073043 -0.043922
30909 6.0023303 323.53036 0.055957 0.045907 -0.006269
30913 5.0791538 323.48850 -0.218851 0.216700 -0.212201
30931 2.0002587 323.30025 0.216587 0.187794 0.140814
30937 2.0002586 323.23755 0.074005 0.047385 0.001691
30949 2.0002585 323.11222 0.108650 0.125737 0.094808
30961 9.3417817 322.98698 0.075788 0.056697 0.049349
30963 6.0023263 322.96612 -0.065752 0.068602 -0.051771
30979 5.7874924 322.79932 0.279128 0.171742 0.152560
30997 4.1937426 322.61187 -0.026821 0.038264 0.010233
30999 6.0023236 322.59105 -0.067791 0.093020 -0.072657
31003 21.412760 322.54943 0.030168 0.042543 -0.030196
31021 4.2910399 322.36227 0.112153 0.100350 0.054704
31033 2.0002578 322.23762 -0.039973 0.103638 -0.057389
31039 2.0002578 322.17533 0.241925 0.186281 0.151658
31051 2.0002577 322.05082 0.204681 0.146982 0.112799
31057 5.7874680 321.98860 0.050296 0.112745 0.101943
31063 2.0002576 321.92641 0.177762 0.167327 0.137750
31069 2.0002575 321.86424 0.046017 0.069150 0.010405
31071 6.0023182 321.84352 -0.009989 0.064034 -0.026448
31081 2.0002574 321.73997 0.222208 0.138142 0.126958
31087 9.3417474 321.67787 -0.092020 0.083647 -0.082729
31089 13.454073 321.65718 0.103935 0.060951 0.024920
31107 6.0023155 321.47105 0.082950 0.081878 0.052956
31123 2.0002571 321.30579 0.056490 0.073976 0.034388
31129 9.3417361 321.24386 0.000251 0.030229 0.008392
31143 28.075727 321.09944 -0.088980 0.064477 -0.061219
31147 2.0002569 321.05821 -0.103368 0.141432 -0.136767
31153 2.0002568 320.99637 0.349064 0.240437 0.229824
31159 2.0002568 320.93456 -0.146933 0.112107 -0.106707
31171 21.134672 320.81101 -0.070912 0.094650 -0.091849
31177 2.0002566 320.74927 0.031593 0.123092 0.117479
31179 15.311971 320.72870 0.171414 0.085953 0.049596
31183 2.0002566 320.68755 -0.028503 0.061802 -0.052013
31189 2.0002565 320.62586 -0.019074 0.093178 -0.020009
31197 6.0023088 320.54364 0.123406 0.196695 0.193037
31219 2.0002563 320.31776 0.135599 0.129670 0.111493
31231 2.0002562 320.19468 0.066585 0.106852 0.094913
31237 2.0002561 320.13318 -0.053843 0.097315 -0.079856
31243 4.1887716 320.07170 0.011132 0.088701 0.047706
31249 2.0002560 320.01024 0.087613 0.098129 0.046782
31261 4.4346562 319.88740 0.144244 0.135824 0.130320
31267 2.0002559 319.82601 0.144677 0.075087 0.038490
31269 28.075421 319.80556 0.004588 0.045670 0.022482
31279 4.6108716 319.70332 -0.213332 0.180525 -0.175503
31287 6.0023022 319.62157 0.271420 0.203294 0.175584
31321 2.0002555 319.27461 0.166031 0.107259 0.087361
31327 2.0002554 319.21346 0.110747 0.167698 0.159538
31333 2.0002554 319.15233 -0.088630 0.084759 0.057040
31341 13.943277 319.07087 -0.049428 0.097390 -0.051816
31357 2.0002552 318.90806 -0.316274 0.186601 -0.143095
31359 6.0022969 318.88772 -0.153654 0.108320 -0.050648
