u x r1 r2
12.9857 4.3613e+5 4.64810e+1 2.29555e+2
12.9938 4.3968e+5 4.18129e+1 2.30433e+2
13.0019 4.4326e+5 3.98481e+1 2.31264e+2
13.0100 4.4686e+5 3.13110e+1 2.31893e+2
13.0181 4.5050e+5 3.59010e+1 2.32529e+2
13.0262 4.5416e+5 3.49883e+1 2.33165e+2
13.0343 4.5786e+5 3.34953e+1 2.33809e+2
13.0424 4.6158e+5 1.92791e+1 2.34265e+2
13.0505 4.6534e+5 2.06850e+1 2.34622e+2
13.0586 4.6912e+5 2.35960e+1 2.34985e+2
13.0667 4.7294e+5 2.97365e+1 2.35426e+2
13.0748 4.7678e+5 2.65898e+1 2.35831e+2
13.0829 4.8066e+5 2.79413e+1 2.36197e+2
13.0910 4.8457e+5 2.17372e+1 2.36559e+2
13.0991 4.8852e+5 2.02661e+1 2.36794e+2
13.1072 4.9249e+5 2.07121e+1 2.37023e+2
13.1153 4.9650e+5 1.21269e+1 2.37172e+2
13.1234 5.0053e+5 1.48748e+1 2.37268e+2
13.1315 5.0461e+5 1.40873e+1 2.37344e+2
13.1396 5.0871e+5 8.17780e+0 2.37377e+2
13.1477 5.1285e+5 1.09793e+1 2.37374e+2
13.1558 5.1702e+5 -2.06702e-1 2.37275e+2
13.1639 5.2123e+5 -1.67380e+0 2.37058e+2
13.1720 5.2547e+5 -1.95781e+0 2.36801e+2
13.1801 5.2974e+5 7.24178e+0 2.36610e+2
13.1882 5.3405e+5 1.16424e+1 2.36556e+2
13.1963 5.3839e+5 -5.18149e+0 2.36350e+2
13.2044 5.4277e+5 -1.37224e+0 2.36045e+2
13.2125 5.4719e+5 -1.33040e+1 2.35640e+2
13.2207 5.5164e+5 -8.42563e+0 2.35163e+2
13.2288 5.5613e+5 -5.51352e+0 2.34820e+2
13.2369 5.6065e+5 -1.90190e+0 2.34415e+2
13.2450 5.6521e+5 -4.86434e+0 2.34066e+2
13.2531 5.6981e+5 -7.87115e+0 2.33642e+2
13.2612 5.7444e+5 -2.76028e+0 2.33214e+2
13.2693 5.7912e+5 -1.02995e+1 2.32744e+2
13.2774 5.8383e+5 -6.22440e+0 2.32288e+2
13.2855 5.8858e+5 -9.47187e+0 2.31798e+2
13.2936 5.9336e+5 -2.96458e+0 2.31315e+2
13.3017 5.9819e+5 -4.94671e+0 2.30882e+2
13.3098 6.0306e+5 -6.26208e+0 2.30359e+2
13.3179 6.0796e+5 -1.24909e+1 2.29818e+2
13.3260 6.1291e+5 -2.63705e+1 2.29107e+2
13.3341 6.1789e+5 -2.52842e+1 2.28296e+2
13.3422 6.2292e+5 -2.36995e+1 2.27480e+2
13.3503 6.2799e+5 -1.32076e+1 2.26778e+2
13.3584 6.3310e+5 -1.89671e+1 2.26104e+2
13.3665 6.3825e+5 -1.89041e+1 2.25340e+2
13.3746 6.4344e+5 -2.85846e+1 2.24523e+2
13.3827 6.4867e+5 -2.73601e+1 2.23620e+2
13.3908 6.5395e+5 -2.95896e+1 2.22728e+2
13.3989 6.5927e+5 -3.08739e+1 2.21801e+2
13.4070 6.6463e+5 -2.56118e+1 2.20857e+2
13.4151 6.7004e+5 -2.43146e+1 2.20005e+2
13.4232 6.7549e+5 -3.11353e+1 2.19131e+2
13.4313 6.8098e+5 -2.72134e+1 2.18172e+2
13.4394 6.8652e+5 -2.21773e+1 2.17265e+2
13.4475 6.9211e+5 -1.62906e+1 2.16458e+2
13.4556 6.9774e+5 -1.19036e+1 2.15754e+2
13.4637 7.0341e+5 -1.78954e+1 2.15030e+2
13.4718 7.0913e+5 -5.93780e+0 2.14345e+2
13.4799 7.1490e+5 -1.35814e+0 2.13746e+2
13.4880 7.2072e+5 4.60535e+0 2.13235e+2
13.4961 7.2658e+5 -2.56376e-1 2.12781e+2
13.5042 7.3249e+5 1.04014e+1 2.12330e+2
13.5123 7.3845e+5 1.47781e+1 2.11984e+2
13.5204 7.4446e+5 1.69607e+1 2.11692e+2
13.5285 7.5051e+5 1.03141e+1 2.11382e+2
13.5366 7.5662e+5 1.76428e+0 2.10880e+2
13.5447 7.6277e+5 7.80402e+0 2.10343e+2
13.5528 7.6898e+5 8.43549e+0 2.09858e+2
13.5609 7.7523e+5 -6.60705e+0 2.09283e+2
13.5690 7.8154e+5 -5.22189e+0 2.08566e+2
13.5771 7.8790e+5 1.67199e+0 2.07931e+2
13.5852 7.9431e+5 -1.11131e+1 2.07263e+2
13.5933 8.0077e+5 -1.76897e+1 2.06395e+2
13.6014 8.0728e+5 -1.40003e+1 2.05526e+2
13.6095 8.1385e+5 -1.76552e+1 2.04639e+2
13.6176 8.2047e+5 -2.51791e+1 2.03652e+2
13.6257 8.2714e+5 -2.55870e+1 2.02622e+2
13.6338 8.3387e+5 -1.90084e+1 2.01606e+2
13.6419 8.4065e+5 -1.95017e+1 2.00628e+2
13.6500 8.4749e+5 -2.96895e+1 1.99605e+2
13.6581 8.5439e+5 -2.80673e+1 1.98440e+2
13.6662 8.6134e+5 -3.09985e+1 1.97329e+2
13.6743 8.6834e+5 -2.61217e+1 1.96154e+2
13.6824 8.7541e+5 -2.48024e+1 1.95043e+2
13.6905 8.8253e+5 -2.50695e+1 1.93989e+2
13.6986 8.8971e+5 -3.96133e+1 1.92838e+2
13.7067 8.9694e+5 -3.27682e+1 1.91539e+2
13.7148 9.0424e+5 -3.83188e+1 1.90272e+2
13.7230 9.1160e+5 -5.72934e+1 1.88845e+2
13.7311 9.1901e+5 -5.60759e+1 1.87287e+2
13.7392 9.2649e+5 -6.24774e+1 1.85659e+2
13.7473 9.3402e+5 -6.91453e+1 1.83958e+2
13.7554 9.4162e+5 -7.92060e+1 1.82126e+2
13.7635 9.4928e+5 -8.41058e+1 1.80146e+2
13.7716 9.5700e+5 -7.38251e+1 1.78222e+2
13.7797 9.6479e+5 -7.39175e+1 1.76341e+2
13.7878 9.7264e+5 -6.66346e+1 1.74566e+2
13.7959 9.8055e+5 -6.83755e+1 1.72898e+2
13.8040 9.8852e+5 -7.56037e+1 1.71083e+2
13.8121 9.9656e+5 -7.75655e+1 1.69268e+2
13.8202 1.0047e+6 -7.95707e+1 1.67381e+2
13.8283 1.0128e+6 -8.97911e+1 1.65401e+2
13.8364 1.0211e+6 -7.36101e+1 1.63408e+2
13.8445 1.0294e+6 -8.28782e+1 1.61563e+2
13.8526 1.0378e+6 -8.23867e+1 1.59674e+2
13.8607 1.0462e+6 -7.55827e+1 1.57844e+2
13.8688 1.0547e+6 -6.93250e+1 1.56104e+2
13.8769 1.0633e+6 -7.29105e+1 1.54360e+2
13.8850 1.0719e+6 -8.23822e+1 1.52581e+2
13.8931 1.0807e+6 -9.36390e+1 1.50569e+2
13.9012 1.0895e+6 -9.15994e+1 1.48485e+2
13.9093 1.0983e+6 -8.99720e+1 1.46483e+2
13.9174 1.1073e+6 -1.00248e+2 1.44355e+2
13.9255 1.1163e+6 -9.75915e+1 1.42277e+2
13.9336 1.1253e+6 -9.27914e+1 1.40240e+2
13.9417 1.1345e+6 -8.42183e+1 1.38312e+2
13.9498 1.1437e+6 -8.14794e+1 1.36441e+2
13.9579 1.1530e+6 -6.70686e+1 1.34721e+2
13.9660 1.1624e+6 -7.51642e+1 1.33069e+2
13.9741 1.1719e+6 -7.78173e+1 1.31325e+2
13.9822 1.1814e+6 -7.05282e+1 1.29635e+2
13.9903 1.1910e+6 -6.57213e+1 1.28088e+2
13.9984 1.2007e+6 -7.26277e+1 1.26488e+2
14.0065 1.2105e+6 -6.85676e+1 1.24881e+2
14.0146 1.2203e+6 -6.75475e+1 1.23336e+2
14.0227 1.2302e+6 -5.55497e+1 1.21855e+2
14.0308 1.2402e+6 -6.04042e+1 1.20450e+2
14.0389 1.2503e+6 -6.73505e+1 1.18903e+2
14.0470 1.2605e+6 -7.98475e+1 1.17265e+2
14.0551 1.2708e+6 -7.70160e+1 1.15524e+2
14.0632 1.2811e+6 -7.93113e+1 1.13767e+2
14.0713 1.2915e+6 -8.07827e+1 1.12054e+2
14.0794 1.3020e+6 -6.85459e+1 1.10355e+2
14.0875 1.3126e+6 -6.37980e+1 1.08848e+2
14.0956 1.3233e+6 -6.49768e+1 1.07336e+2
14.1037 1.3340e+6 -7.15299e+1 1.05844e+2
14.1118 1.3449e+6 -6.61439e+1 1.04290e+2
14.1199 1.3558e+6 -7.87844e+1 1.02611e+2
14.1280 1.3669e+6 -7.01074e+1 1.00961e+2
14.1361 1.3780e+6 -6.46425e+1 9.94085e+1
14.1442 1.3892e+6 -6.34878e+1 9.79887e+1
14.1523 1.4005e+6 -5.48583e+1 9.66510e+1
14.1604 1.4119e+6 -5.91400e+1 9.53237e+1
14.1685 1.4234e+6 -5.25811e+1 9.39576e+1
14.1766 1.4350e+6 -5.41364e+1 9.27189e+1
14.1847 1.4466e+6 -6.06144e+1 9.13116e+1
14.1928 1.4584e+6 -6.19183e+1 8.98899e+1
14.2009 1.4703e+6 -5.87799e+1 8.85611e+1
14.2090 1.4822e+6 -5.82607e+1 8.72345e+1
14.2172 1.4943e+6 -5.63177e+1 8.58506e+1
14.2253 1.5064e+6 -7.29828e+1 8.44056e+1
14.2334 1.5187e+6 -6.35961e+1 8.29434e+1
14.2415 1.5310e+6 -7.77030e+1 8.13862e+1
14.2496 1.5435e+6 -7.51602e+1 7.97444e+1
14.2577 1.5560e+6 -7.18267e+1 7.81925e+1
14.2658 1.5687e+6 -7.82033e+1 7.66357e+1
14.2739 1.5815e+6 -8.06530e+1 7.49646e+1
14.2820 1.5943e+6 -7.50798e+1 7.33863e+1
14.2901 1.6073e+6 -7.13015e+1 7.18234e+1
14.2982 1.6204e+6 -6.34237e+1 7.03800e+1
14.3063 1.6336e+6 -5.58049e+1 6.89764e+1
14.3144 1.6468e+6 -6.13597e+1 6.77443e+1
14.3225 1.6602e+6 -6.11889e+1 6.64203e+1
14.3306 1.6737e+6 -6.15442e+1 6.50457e+1
14.3387 1.6874e+6 -6.31759e+1 6.37629e+1
14.3468 1.7011e+6 -6.43825e+1 6.23890e+1
14.3549 1.7149e+6 -6.74199e+1 6.10026e+1
14.3630 1.7289e+6 -7.42212e+1 5.95713e+1
14.3711 1.7429e+6 -8.10896e+1 5.80313e+1
14.3792 1.7571e+6 -7.60723e+1 5.65019e+1
14.3873 1.7714e+6 -7.55699e+1 5.49722e+1
14.3954 1.7858e+6 -7.12848e+1 5.34742e+1
14.4035 1.8003e+6 -6.61842e+1 5.20489e+1
14.4116 1.8150e+6 -7.34123e+1 5.06932e+1
14.4197 1.8298e+6 -5.60512e+1 4.93897e+1
14.4278 1.8446e+6 -6.32417e+1 4.79499e+1
14.4359 1.8596e+6 -7.10681e+1 4.65546e+1
14.4440 1.8748e+6 -6.78592e+1 4.52043e+1
14.4521 1.8900e+6 -6.97752e+1 4.37316e+1
14.4602 1.9054e+6 -8.84545e+1 4.21910e+1
14.4683 1.9209e+6 -8.06530e+1 4.05771e+1
14.4764 1.9365e+6 -7.50499e+1 3.89981e+1
14.4845 1.9523e+6 -6.17740e+1 3.77175e+1
14.4926 1.9682e+6 -5.99841e+1 3.64670e+1
14.5007 1.9842e+6 -4.97636e+1 3.52105e+1
14.5088 2.0003e+6 -4.51410e+1 3.41758e+1
14.5169 2.0166e+6 -3.13824e+1 3.33281e+1
14.5250 2.0330e+6 -2.28606e+1 3.25818e+1
14.5331 2.0495e+6 -1.99056e+1 3.19861e+1
14.5412 2.0662e+6 -2.20258e+1 3.13499e+1
14.5493 2.0830e+6 -2.10575e+1 3.06944e+1
14.5574 2.0999e+6 -3.47732e+1 2.99154e+1
14.5655 2.1170e+6 -3.87816e+1 2.90567e+1
14.5736 2.1342e+6 -2.32730e+1 2.82464e+1
14.5817 2.1516e+6 -1.74688e+1 2.76810e+1
14.5898 2.1691e+6 -1.79918e+1 2.70917e+1
14.5979 2.1868e+6 -1.62189e+1 2.65529e+1
14.6060 2.2045e+6 -1.79461e+1 2.59632e+1
14.6141 2.2225e+6 -3.33535e+1 2.51845e+1
14.6222 2.2406e+6 -2.80947e+1 2.43494e+1
14.6303 2.2588e+6 -3.19505e+1 2.35903e+1
14.6384 2.2772e+6 -5.04961e+1 2.26384e+1
14.6465 2.2957e+6 -4.23611e+1 2.15306e+1
14.6546 2.3144e+6 -4.11115e+1 2.04905e+1
14.6627 2.3332e+6 -3.90092e+1 1.95271e+1
14.6708 2.3522e+6 -3.73167e+1 1.86399e+1
14.6789 2.3713e+6 -5.03460e+1 1.76470e+1
14.6870 2.3906e+6 -6.26943e+1 1.64398e+1
14.6951 2.4100e+6 -5.25354e+1 1.51438e+1
14.7032 2.4296e+6 -4.91921e+1 1.39996e+1
14.7114 2.4494e+6 -5.51425e+1 1.29128e+1
14.7195 2.4693e+6 -6.76007e+1 1.15755e+1
14.7276 2.4894e+6 -7.02347e+1 1.02158e+1
14.7357 2.5097e+6 -7.21687e+1 8.69756e+0
14.7438 2.5301e+6 -7.64918e+1 7.17050e+0
14.7519 2.5507e+6 -8.93372e+1 5.55141e+0
14.7600 2.5714e+6 -8.73617e+1 3.84898e+0
14.7681 2.5923e+6 -9.98622e+1 2.11171e+0
14.7762 2.6134e+6 -8.80834e+1 4.77730e-1
14.7843 2.6347e+6 -8.66940e+1 -1.08450e+0
14.7924 2.6561e+6 -8.12624e+1 -2.69032e+0
14.8005 2.6777e+6 -6.81933e+1 -4.13686e+0
14.8086 2.6995e+6 -5.51385e+1 -5.37441e+0
14.8167 2.7214e+6 -4.78503e+1 -6.48460e+0
14.8248 2.7436e+6 -3.55281e+1 -7.47492e+0
14.8329 2.7659e+6 -2.48976e+1 -8.22990e+0
14.8410 2.7884e+6 -1.79241e+1 -8.85211e+0
14.8491 2.8111e+6 -1.90944e+1 -9.31434e+0
14.8572 2.8339e+6 -1.35948e+1 -9.87699e+0
14.8653 2.8570e+6 -1.09009e+1 -1.03432e+1
14.8734 2.8802e+6 -2.69427e+1 -1.08875e+1
14.8815 2.9037e+6 -2.58451e+1 -1.16119e+1
14.8896 2.9273e+6 -4.30613e+1 -1.24467e+1
14.8977 2.9511e+6 -3.43443e+1 -1.33404e+1
14.9058 2.9751e+6 -3.37661e+1 -1.40761e+1
14.9139 2.9993e+6 -4.78352e+1 -1.50421e+1
14.9220 3.0237e+6 -5.91887e+1 -1.61140e+1
14.9301 3.0483e+6 -6.76314e+1 -1.73933e+1
14.9382 3.0731e+6 -6.02842e+1 -1.86548e+1
14.9463 3.0981e+6 -3.21764e+1 -1.96071e+1
14.9544 3.1233e+6 -2.78313e+1 -2.03980e+1
14.9625 3.1487e+6 -2.57424e+1 -2.10302e+1
14.9706 3.1743e+6 -2.76832e+1 -2.15905e+1
14.9787 3.2001e+6 -4.18644e+1 -2.23132e+1
14.9868 3.2262e+6 -6.19972e+1 -2.33252e+1
14.9949 3.2524e+6 -5.40784e+1 -2.44633e+1
15.0030 3.2789e+6 -5.00175e+1 -2.55546e+1
15.0111 3.3055e+6 -4.93844e+1 -2.66058e+1
15.0192 3.3324e+6 -4.32115e+1 -2.75576e+1
15.0273 3.3595e+6 -3.69635e+1 -2.84227e+1
15.0354 3.3869e+6 -5.76684e+1 -2.93032e+1
15.0435 3.4144e+6 -5.19585e+1 -3.03339e+1
15.0516 3.4422e+6 -4.07852e+1 -3.11587e+1
15.0597 3.4702e+6 -5.05786e+1 -3.20427e+1
15.0678 3.4984e+6 -5.93157e+1 -3.30359e+1
15.0759 3.5269e+6 -6.28832e+1 -3.42208e+1
15.0840 3.5556e+6 -7.08522e+1 -3.54572e+1
15.0921 3.5845e+6 -6.84741e+1 -3.67574e+1
15.1002 3.6137e+6 -7.37019e+1 -3.80844e+1
15.1083 3.6430e+6 -8.01116e+1 -3.94833e+1
15.1164 3.6727e+6 -8.68204e+1 -4.09632e+1
15.1245 3.7026e+6 -7.14725e+1 -4.23444e+1
15.1326 3.7327e+6 -5.82469e+1 -4.35237e+1
15.1407 3.7630e+6 -3.41717e+1 -4.44327e+1
15.1488 3.7937e+6 -2.70398e+1 -4.50304e+1
15.1569 3.8245e+6 -3.69367e+1 -4.56189e+1
15.1650 3.8556e+6 -4.59603e+1 -4.64168e+1
15.1731 3.8870e+6 -3.13380e+1 -4.71103e+1
15.1812 3.9186e+6 -1.94881e+1 -4.76303e+1
15.1893 3.9505e+6 -1.69776e+1 -4.79753e+1
15.1974 3.9826e+6 -2.63053e+1 -4.84169e+1
15.2056 4.0150e+6 -4.24080e+1 -4.90787e+1
15.2137 4.0477e+6 -2.28452e+1 -4.98096e+1
15.2218 4.0806e+6 -9.03957e+0 -5.01330e+1
15.2299 4.1138e+6 -1.75824e+1 -5.04788e+1
15.2380 4.1473e+6 -2.02312e+1 -5.08585e+1
15.2461 4.1810e+6 -3.04249e+1 -5.13712e+1
15.2542 4.2150e+6 -4.51884e+1 -5.21145e+1
15.2623 4.2493e+6 -2.88772e+1 -5.28606e+1
15.2704 4.2839e+6 -1.20182e+1 -5.32089e+1
15.2785 4.3187e+6 -1.12080e+1 -5.35273e+1
15.2866 4.3538e+6 -1.77264e+1 -5.38491e+1
15.2947 4.3892e+6 1.02885e+1 -5.39053e+1
15.3028 4.4250e+6 1.53329e+1 -5.37280e+1
15.3109 4.4609e+6 2.02821e+1 -5.35580e+1
15.3190 4.4972e+6 1.45297e+1 -5.33680e+1
15.3271 4.5338e+6 3.02668e+1 -5.31219e+1
15.3352 4.5707e+6 4.86159e+1 -5.26175e+1
15.3433 4.6079e+6 3.60720e+1 -5.20455e+1
15.3514 4.6454e+6 2.91961e+1 -5.16527e+1
15.3595 4.6832e+6 4.04678e+1 -5.12299e+1
15.3676 4.7212e+6 4.94974e+1 -5.05926e+1
15.3757 4.7597e+6 4.51583e+1 -4.99946e+1
15.3838 4.7984e+6 5.03742e+1 -4.93493e+1
15.3919 4.8374e+6 6.47019e+1 -4.85325e+1
15.4000 4.8768e+6 7.95630e+1 -4.75948e+1
15.4081 4.9164e+6 6.75886e+1 -4.66584e+1
15.4162 4.9564e+6 7.63686e+1 -4.56663e+1
15.4243 4.9967e+6 7.96621e+1 -4.45896e+1
15.4324 5.0374e+6 7.47461e+1 -4.35274e+1
15.4405 5.0784e+6 9.52784e+1 -4.24609e+1
15.4486 5.1197e+6 1.16537e+2 -4.09009e+1
15.4567 5.1613e+6 1.08295e+2 -3.93373e+1
15.4648 5.2033e+6 9.74457e+1 -3.79327e+1
15.4729 5.2456e+6 9.03262e+1 -3.66102e+1
15.4810 5.2883e+6 7.70482e+1 -3.55783e+1
15.4891 5.3313e+6 8.06367e+1 -3.45703e+1
15.4972 5.3747e+6 7.34899e+1 -3.36454e+1
15.5053 5.4184e+6 7.61858e+1 -3.27546e+1
15.5134 5.4625e+6 8.31219e+1 -3.18490e+1
15.5215 5.5069e+6 8.92730e+1 -3.07930e+1
15.5296 5.5517e+6 1.00196e+2 -2.96252e+1
15.5377 5.5969e+6 8.78930e+1 -2.85378e+1
15.5458 5.6424e+6 9.74370e+1 -2.73633e+1
15.5539 5.6883e+6 7.86173e+1 -2.63235e+1
15.5620 5.7346e+6 9.34625e+1 -2.53683e+1
15.5701 5.7812e+6 9.65379e+1 -2.42038e+1
15.5782 5.8282e+6 8.91368e+1 -2.30968e+1
15.5863 5.8757e+6 9.61096e+1 -2.19965e+1
15.5944 5.9234e+6 7.82285e+1 -2.10083e+1
15.6025 5.9716e+6 5.01348e+1 -2.03795e+1
15.6106 6.0202e+6 5.99441e+1 -1.99153e+1
15.6187 6.0692e+6 7.93146e+1 -1.92371e+1
15.6268 6.1186e+6 7.47912e+1 -1.83999e+1
15.6349 6.1683e+6 7.84581e+1 -1.76170e+1
15.6430 6.2185e+6 7.96768e+1 -1.67619e+1
15.6511 6.2691e+6 9.72440e+1 -1.58240e+1
15.6592 6.3201e+6 8.89719e+1 -1.48200e+1
15.6673 6.3715e+6 7.48035e+1 -1.40532e+1
15.6754 6.4233e+6 8.35841e+1 -1.31889e+1
15.6835 6.4756e+6 8.17046e+1 -1.24154e+1
15.6916 6.5282e+6 8.33586e+1 -1.16600e+1
15.6998 6.5814e+6 8.16718e+1 -1.07698e+1
15.7079 6.6349e+6 6.42316e+1 -1.01861e+1
15.7160 6.6889e+6 5.37442e+1 -9.78372e+0
15.7241 6.7433e+6 3.93450e+1 -9.57872e+0
15.7322 6.7981e+6 3.71901e+1 -9.39158e+0
15.7403 6.8534e+6 4.30746e+1 -9.22920e+0
15.7484 6.9092e+6 4.75217e+1 -9.00263e+0
15.7565 6.9654e+6 3.58048e+1 -8.91229e+0
15.7646 7.0220e+6 5.06759e+1 -8.65016e+0
15.7727 7.0792e+6 3.20491e+1 -8.39295e+0
15.7808 7.1367e+6 1.53600e+1 -8.48028e+0
15.7889 7.1948e+6 1.58270e+1 -8.71167e+0
15.7970 7.2533e+6 2.28936e+1 -8.91003e+0
15.8051 7.3123e+6 4.14912e+1 -8.91927e+0
15.8132 7.3718e+6 2.87427e+1 -8.83059e+0
15.8213 7.4318e+6 1.52629e+1 -9.00214e+0
15.8294 7.4922e+6 4.00297e+1 -9.06057e+0
15.8375 7.5532e+6 8.61302e+0 -9.15712e+0
15.8456 7.6146e+6 2.84532e+1 -9.30578e+0
15.8537 7.6766e+6 1.75568e+1 -9.40778e+0
15.8618 7.7390e+6 8.91678e+0 -9.64983e+0
15.8699 7.8020e+6 3.83271e+1 -9.71027e+0
15.8780 7.8654e+6 2.51583e+1 -9.66671e+0
15.8861 7.9294e+6 2.13399e+1 -9.77988e+0
15.8942 7.9939e+6 2.67231e+1 -9.80823e+0
15.9023 8.0589e+6 1.90864e+1 -9.82464e+0
15.9104 8.1245e+6 4.11762e+1 -9.80089e+0
15.9185 8.1906e+6 2.40984e+1 -9.66370e+0
15.9266 8.2572e+6 2.99279e+1 -9.56011e+0
15.9347 8.3244e+6 2.36331e+1 -9.43667e+0
15.9428 8.3921e+6 -1.17050e+0 -9.64279e+0
15.9509 8.4604e+6 8.59661e+0 -9.82787e+0
15.9590 8.5292e+6 5.37522e+0 -1.00613e+1
15.9671 8.5986e+6 2.28763e+1 -1.03136e+1
15.9752 8.6685e+6 2.21125e+1 -1.03023e+1
15.9833 8.7390e+6 3.42024e+1 -1.02614e+1
15.9914 8.8101e+6 2.90999e+1 -1.01627e+1
15.9995 8.8818e+6 5.16235e+1 -9.93186e+0
16.0076 8.9540e+6 6.09808e+1 -9.39908e+0
16.0157 9.0269e+6 6.64195e+1 -8.71708e+0
16.0238 9.1003e+6 5.40210e+1 -8.08760e+0
16.0319 9.1743e+6 8.34279e+1 -7.21656e+0
16.0400 9.2489e+6 8.37498e+1 -6.20935e+0
16.0481 9.3242e+6 8.54791e+1 -5.20364e+0
16.0562 9.4000e+6 5.65450e+1 -4.35632e+0
16.0643 9.4765e+6 6.07790e+1 -3.78805e+0
16.0724 9.5536e+6 8.32410e+1 -2.87272e+0
16.0805 9.6313e+6 9.04926e+1 -1.75571e+0
16.0886 9.7096e+6 8.82259e+1 -7.09644e-1
16.0967 9.7886e+6 6.96799e+1 2.53874e-1
16.1048 9.8682e+6 6.10088e+1 9.46732e-1
16.1129 9.9485e+6 9.15527e+1 1.72518e+0
16.1210 1.0029e+7 8.43959e+1 2.84943e+0
16.1291 1.0111e+7 6.93626e+1 3.76763e+0
16.1372 1.0193e+7 5.15824e+1 4.45425e+0
16.1453 1.0276e+7 6.50925e+1 4.97370e+0
16.1534 1.0360e+7 2.82415e+1 5.38053e+0
16.1615 1.0444e+7 6.61555e+1 5.82700e+0
16.1696 1.0529e+7 7.83089e+1 6.55240e+0
16.1777 1.0615e+7 7.29227e+1 7.48995e+0
16.1858 1.0701e+7 8.04912e+1 8.29424e+0
16.1940 1.0788e+7 7.35658e+1 9.20726e+0
16.2021 1.0876e+7 7.93868e+1 1.00175e+1
16.2102 1.0964e+7 5.64021e+1 1.08315e+1
16.2183 1.1053e+7 8.20811e+1 1.16597e+1
16.2264 1.1143e+7 9.77220e+1 1.28661e+1
16.2345 1.1234e+7 1.02105e+2 1.41335e+1
16.2426 1.1325e+7 6.78541e+1 1.52653e+1
16.2507 1.1418e+7 6.79563e+1 1.60626e+1
16.2588 1.1510e+7 8.00131e+1 1.69574e+1
16.2669 1.1604e+7 7.15074e+1 1.79596e+1
16.2750 1.1698e+7 6.12645e+1 1.87465e+1
16.2831 1.1794e+7 5.83031e+1 1.94851e+1
16.2912 1.1890e+7 6.63126e+1 2.02728e+1
16.2993 1.1986e+7 6.61526e+1 2.09693e+1
16.3074 1.2084e+7 6.22429e+1 2.17588e+1
16.3155 1.2182e+7 4.74675e+1 2.24136e+1
16.3236 1.2281e+7 5.85843e+1 2.30446e+1
16.3317 1.2381e+7 4.53801e+1 2.36625e+1
16.3398 1.2482e+7 5.33381e+1 2.42449e+1
16.3479 1.2583e+7 4.71317e+1 2.48100e+1
16.3560 1.2686e+7 2.31391e+1 2.51060e+1
16.3641 1.2789e+7 4.00689e+1 2.53144e+1
16.3722 1.2893e+7 3.63252e+1 2.56970e+1
16.3803 1.2998e+7 5.44838e+1 2.61498e+1
16.3884 1.3103e+7 3.41309e+1 2.66049e+1
16.3965 1.3210e+7 4.56817e+1 2.70379e+1
16.4046 1.3318e+7 4.50109e+1 2.74680e+1
16.4127 1.3426e+7 4.39550e+1 2.78938e+1
16.4208 1.3535e+7 2.92578e+1 2.83245e+1
16.4289 1.3645e+7 3.94711e+1 2.86501e+1
16.4370 1.3756e+7 2.77269e+1 2.91922e+1
16.4451 1.3868e+7 -1.31663e+1 2.90969e+1
16.4532 1.3981e+7 -2.36367e+1 2.85682e+1
16.4613 1.4095e+7 -4.23209e+1 2.77079e+1
16.4694 1.4209e+7 -4.38442e+1 2.69560e+1
16.4775 1.4325e+7 -5.73641e+1 2.60782e+1
16.4856 1.4441e+7 -7.09844e+1 2.48340e+1
16.4937 1.4559e+7 -8.45209e+1 2.33828e+1
16.5018 1.4677e+7 -9.90353e+1 2.21785e+1
16.5099 1.4797e+7 -7.14437e+1 2.07430e+1
16.5180 1.4917e+7 -4.75510e+1 1.96984e+1
16.5261 1.5038e+7 -4.37789e+1 1.89614e+1
16.5342 1.5161e+7 -1.66483e+1 1.86736e+1
16.5423 1.5284e+7 -3.81992e+1 1.83560e+1
16.5504 1.5408e+7 -4.53717e+1 1.76815e+1
16.5585 1.5534e+7 -5.53807e+1 1.69517e+1
16.5666 1.5660e+7 -5.90257e+1 1.61614e+1
16.5747 1.5787e+7 -5.64225e+1 1.52937e+1
16.5828 1.5916e+7 -4.72567e+1 1.47223e+1
16.5909 1.6045e+7 -3.09649e+1 1.42069e+1
16.5990 1.6176e+7 -4.48902e+1 1.37832e+1
16.6071 1.6307e+7 -5.43051e+1 1.30402e+1
16.6152 1.6440e+7 -4.96939e+1 1.24200e+1
16.6233 1.6574e+7 -7.10380e+1 1.16742e+1
16.6314 1.6709e+7 -8.09446e+1 1.06456e+1
16.6395 1.6845e+7 -9.14893e+1 9.51082e+0
16.6476 1.6982e+7 -9.27895e+1 8.31363e+0
16.6557 1.7120e+7 -1.10266e+2 6.99771e+0
16.6638 1.7259e+7 -9.93892e+1 5.69286e+0
16.6719 1.7399e+7 -1.22505e+2 4.19758e+0
16.6800 1.7541e+7 -1.02361e+2 2.69353e+0
16.6882 1.7684e+7 -9.65593e+1 1.47264e+0
16.6963 1.7827e+7 -8.70234e+1 1.84658e-1
16.7044 1.7973e+7 -7.46623e+1 -7.50902e-1
16.7125 1.8119e+7 -6.67058e+1 -1.53058e+0
16.7206 1.8266e+7 -6.98251e+1 -2.30501e+0
16.7287 1.8415e+7 -8.29762e+1 -3.00587e+0
16.7368 1.8564e+7 -5.43159e+1 -3.55297e+0
16.7449 1.8715e+7 -8.62070e+1 -3.97843e+0
16.7530 1.8868e+7 -6.46643e+1 -4.59270e+0
